participant_id,rule,n_trials,learning_slope,learning_r,learning_p,trials_to_criterion,first_half_accuracy,second_half_accuracy,accuracy_improvement,overall_accuracy,pe_rate
23AEyocWhqY955WHbxhHRSgQ1ms2,shape,37,0.053161917998610156,0.6377214695220538,2.1820069099269642e-05,6.0,0.6111111111111112,0.7368421052631579,0.1257309941520467,0.6756756756756757,10.81081081081081
23AEyocWhqY955WHbxhHRSgQ1ms2,number,25,0.04066634002939736,0.4522875340767318,0.023207466014744056,2.0,0.9166666666666666,0.8461538461538461,-0.07051282051282048,0.88,8.0
2h5FgHUEvBS1twD5DqbTIRrMm1f2,colour,25,0.04066634002939736,0.4522875340767318,0.023207466014744056,2.0,0.9166666666666666,0.8461538461538461,-0.07051282051282048,0.88,8.0
2h5FgHUEvBS1twD5DqbTIRrMm1f2,shape,33,0.06281932187645146,0.6657971991970315,2.3520837063197075e-05,8.0,0.6875,0.7058823529411765,0.018382352941176516,0.696969696969697,15.151515151515152
2h5FgHUEvBS1twD5DqbTIRrMm1f2,number,41,0.007549537077096131,0.13526692849250135,0.39909929408946176,4.0,0.85,0.7142857142857143,-0.13571428571428568,0.7804878048780488,14.634146341463413
2zDXvJKvjeejeOSNbtDbtSI5cdz1,colour,23,0.03742310321257689,0.4417405940884078,0.034831224327026324,2.0,0.9090909090909091,0.9166666666666666,0.007575757575757569,0.9130434782608695,4.3478260869565215
2zDXvJKvjeejeOSNbtDbtSI5cdz1,shape,24,0.06993006993006995,0.6477502756312961,0.0006211447474559034,2.0,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,8.333333333333332
2zDXvJKvjeejeOSNbtDbtSI5cdz1,number,24,0.04572787022794012,0.4871852026276128,0.015753649046880733,1.0,0.9166666666666666,0.8333333333333334,-0.08333333333333326,0.875,8.333333333333332
3WijiOiVCoMbn80F05SPYsxl0TC2,colour,27,0.08466942893172401,0.7539858998104698,5.585839138705644e-06,4.0,0.6923076923076923,0.7857142857142857,0.09340659340659341,0.7407407407407407,7.4074074074074066
3WijiOiVCoMbn80F05SPYsxl0TC2,shape,28,0.04743912678421494,0.5288521447000981,0.003810950427906801,2.0,0.7857142857142857,0.8571428571428571,0.0714285714285714,0.8214285714285714,14.285714285714285
3WijiOiVCoMbn80F05SPYsxl0TC2,number,25,0.061366976972072496,0.6049877553169422,0.0013558481067361004,3.0,0.8333333333333334,0.8461538461538461,0.012820512820512775,0.84,12.0
3xCaqfcHxRQxuOlEzXz3PNcHODH2,colour,22,0.017516236961228105,0.27246188807744937,0.21992184887378471,2.0,0.9090909090909091,1.0,0.09090909090909094,0.9545454545454546,0.0
3xCaqfcHxRQxuOlEzXz3PNcHODH2,shape,27,0.04060377358490566,0.4872820604113055,0.00993856603450983,6.0,0.7692307692307693,0.9285714285714286,0.15934065934065933,0.8518518518518519,11.11111111111111
3xCaqfcHxRQxuOlEzXz3PNcHODH2,number,20,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,colour,23,0.037423103212576886,0.44174059408840777,0.034831224327026324,1.0,0.9090909090909091,0.9166666666666666,0.007575757575757569,0.9130434782608695,4.3478260869565215
