,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
dass_latent[29],0.016,1.632,-2.879,3.026,0.087,0.067,320.0,1055.0,1.02
dass_latent[30],-0.153,1.364,-2.895,2.309,0.315,0.084,16.0,125.0,1.16
dass_latent[31],-0.133,1.365,-2.818,2.453,0.315,0.083,17.0,124.0,1.16
dass_latent[32],-0.137,1.366,-2.772,2.485,0.314,0.088,17.0,109.0,1.16
dass_latent[33],0.04,1.543,-2.781,3.033,0.086,0.079,289.0,966.0,1.02
dass_latent[34],0.046,1.549,-2.791,2.938,0.091,0.081,263.0,718.0,1.02
dass_latent[35],0.029,1.562,-2.886,2.947,0.091,0.078,261.0,761.0,1.02
dass_latent[36],0.407,2.091,-3.816,4.47,0.576,0.146,11.0,94.0,1.25
dass_latent[37],0.403,2.103,-3.902,4.437,0.578,0.14,11.0,88.0,1.25
dass_latent[38],0.417,2.09,-3.599,4.676,0.578,0.144,11.0,93.0,1.26
dass_latent[39],-0.042,2.472,-4.663,4.794,0.173,0.124,191.0,265.0,1.03
dass_latent[40],-0.051,2.47,-4.963,4.567,0.178,0.116,184.0,307.0,1.03
dass_latent[41],-0.044,2.46,-4.823,4.625,0.174,0.112,190.0,566.0,1.03
dass_latent[42],-0.034,1.032,-2.076,1.917,0.105,0.069,76.0,299.0,1.03
dass_latent[43],-0.042,1.019,-2.066,1.933,0.106,0.07,78.0,273.0,1.03
dass_latent[44],-0.044,1.01,-2.093,1.909,0.111,0.065,69.0,381.0,1.04
dass_latent[45],0.009,1.083,-2.058,2.172,0.124,0.065,66.0,274.0,1.04
dass_latent[46],0.01,1.093,-2.005,2.272,0.125,0.077,66.0,189.0,1.04
dass_latent[47],0.02,1.085,-2.044,2.158,0.12,0.072,70.0,246.0,1.04
dass_latent[48],0.019,1.518,-2.759,2.873,0.071,0.092,394.0,716.0,1.02
dass_latent[49],0.031,1.525,-2.756,2.839,0.071,0.072,398.0,948.0,1.01
dass_latent[50],0.02,1.534,-2.906,2.687,0.076,0.098,352.0,872.0,1.02
dass_latent[51],-0.137,1.305,-2.666,2.416,0.29,0.09,17.0,111.0,1.15
dass_latent[52],-0.138,1.294,-2.814,2.196,0.289,0.083,17.0,133.0,1.15
dass_latent[53],-0.143,1.284,-2.658,2.332,0.288,0.087,17.0,109.0,1.15
dass_latent[54],-0.03,2.259,-4.408,4.339,0.145,0.101,231.0,615.0,1.02
dass_latent[55],-0.039,2.258,-4.277,4.533,0.142,0.112,239.0,621.0,1.02
dass_latent[56],-0.033,2.243,-4.391,4.343,0.14,0.101,242.0,606.0,1.02
dass_latent[57],0.032,1.831,-3.377,3.408,0.12,0.093,219.0,856.0,1.02
dass_latent[58],0.026,1.808,-3.45,3.278,0.127,0.061,195.0,984.0,1.02
dass_latent[59],0.033,1.811,-3.203,3.499,0.121,0.057,218.0,727.0,1.02
dass_latent[60],0.82,3.89,-6.294,8.998,1.192,0.268,10.0,85.0,1.31
dass_latent[61],0.807,3.895,-6.709,8.467,1.193,0.274,10.0,82.0,1.31
dass_latent[62],0.819,3.897,-6.813,8.444,1.188,0.274,10.0,89.0,1.31
dass_latent[63],-0.039,1.096,-2.179,2.051,0.141,0.073,49.0,257.0,1.05
dass_latent[64],-0.041,1.074,-2.14,2.006,0.135,0.075,53.0,235.0,1.05
dass_latent[65],-0.042,1.065,-2.259,1.893,0.128,0.074,59.0,211.0,1.04
dass_latent[66],-0.025,2.036,-3.948,3.804,0.125,0.109,245.0,216.0,1.02
dass_latent[67],-0.027,2.045,-3.974,3.772,0.117,0.141,267.0,203.0,1.02
dass_latent[68],-0.035,2.039,-3.9,3.865,0.125,0.116,248.0,205.0,1.02
dass_latent[69],-0.046,2.552,-5.018,5.256,0.155,0.169,238.0,474.0,1.03
dass_latent[70],-0.044,2.556,-5.054,5.211,0.155,0.165,239.0,514.0,1.03
dass_latent[71],-0.038,2.553,-5.261,5.026,0.156,0.16,233.0,524.0,1.03
dass_latent[72],-0.313,1.714,-3.702,3.008,0.45,0.12,13.0,96.0,1.22
dass_latent[73],-0.315,1.742,-3.861,3.008,0.452,0.121,13.0,111.0,1.22
dass_latent[74],-0.309,1.743,-3.843,2.95,0.454,0.128,13.0,97.0,1.22
dass_latent[75],-0.06,1.001,-1.916,1.997,0.069,0.082,168.0,274.0,1.02
dass_latent[76],-0.052,0.985,-2.047,1.784,0.071,0.069,155.0,416.0,1.02
dass_latent[77],-0.052,0.969,-2.085,1.78,0.075,0.068,136.0,435.0,1.02
dass_latent[78],0.225,1.507,-2.59,3.204,0.388,0.101,13.0,93.0,1.21
dass_latent[79],0.216,1.502,-2.659,3.123,0.386,0.106,13.0,106.0,1.21
dass_latent[80],0.225,1.516,-2.647,3.225,0.386,0.105,14.0,98.0,1.2
dass_latent[81],0.021,1.741,-3.268,3.307,0.068,0.104,591.0,1189.0,1.02
dass_latent[82],0.016,1.713,-3.332,3.145,0.067,0.104,596.0,860.0,1.01
dass_latent[83],0.016,1.723,-3.18,3.389,0.066,0.086,606.0,911.0,1.01
dass_latent[84],-0.093,1.041,-2.232,1.821,0.118,0.077,66.0,216.0,1.04
dass_latent[85],-0.101,1.037,-2.138,1.966,0.111,0.07,77.0,245.0,1.03
dass_latent[86],-0.086,1.044,-2.147,1.924,0.116,0.074,66.0,234.0,1.04
dass_latent[87],-0.018,1.015,-2.029,1.904,0.04,0.098,365.0,509.0,1.02
dass_latent[88],-0.019,0.985,-2.011,1.746,0.044,0.072,393.0,564.0,1.02
dass_latent[89],-0.012,0.989,-2.012,1.868,0.045,0.068,331.0,638.0,1.02
dass_latent[90],-0.102,1.15,-2.268,2.144,0.04,0.07,676.0,783.0,1.02
dass_latent[91],-0.107,1.127,-2.297,2.035,0.041,0.075,622.0,630.0,1.02
dass_latent[92],-0.104,1.114,-2.187,2.145,0.038,0.072,671.0,628.0,1.01
dass_latent[93],-0.015,1.706,-3.269,3.25,0.08,0.076,411.0,770.0,1.01
dass_latent[94],-0.015,1.716,-3.36,3.19,0.078,0.09,427.0,734.0,1.02
dass_latent[95],-0.008,1.74,-3.304,3.364,0.076,0.083,460.0,917.0,1.02
dass_latent[96],-0.004,1.094,-2.085,2.126,0.1,0.069,101.0,333.0,1.03
dass_latent[97],-0.002,1.08,-2.093,2.037,0.102,0.07,98.0,262.0,1.03
dass_latent[98],-0.021,1.084,-2.151,2.072,0.097,0.068,104.0,442.0,1.03
dass_latent[99],0.006,1.564,-2.893,2.974,0.056,0.079,676.0,1118.0,1.01
dass_latent[100],-0.002,1.56,-3.004,2.908,0.057,0.091,667.0,756.0,1.02
dass_latent[101],-0.008,1.56,-3.046,2.898,0.056,0.093,690.0,530.0,1.02
dass_latent[102],0.072,1.897,-3.337,3.665,0.189,0.094,99.0,521.0,1.03
dass_latent[103],0.048,1.924,-3.537,3.538,0.176,0.099,118.0,412.0,1.03
dass_latent[104],0.068,1.916,-3.479,3.635,0.189,0.096,103.0,328.0,1.03
dass_latent[105],0.051,1.739,-3.271,3.118,0.146,0.102,138.0,377.0,1.03
dass_latent[106],0.045,1.72,-3.193,3.165,0.143,0.071,143.0,639.0,1.03
dass_latent[107],0.054,1.721,-3.027,3.344,0.136,0.071,151.0,650.0,1.02
dass_latent[108],0.038,1.518,-2.782,2.87,0.069,0.085,402.0,838.0,1.02
dass_latent[109],0.037,1.521,-2.852,2.783,0.072,0.102,374.0,702.0,1.02
dass_latent[110],0.018,1.501,-2.846,2.766,0.065,0.072,458.0,920.0,1.02
dass_latent[111],0.048,1.553,-2.818,2.975,0.086,0.076,291.0,1048.0,1.02
dass_latent[112],0.03,1.555,-2.857,2.902,0.08,0.102,312.0,644.0,1.02
dass_latent[113],0.031,1.544,-2.899,2.829,0.082,0.101,315.0,850.0,1.02
dass_latent[114],0.007,1.669,-3.144,3.181,0.062,0.075,682.0,1106.0,1.02
dass_latent[115],0.003,1.678,-3.216,3.171,0.065,0.08,576.0,1066.0,1.02
dass_latent[116],0.014,1.676,-3.237,3.147,0.062,0.089,680.0,764.0,1.02
dass_latent[117],-0.073,1.046,-2.143,1.906,0.028,0.071,1084.0,739.0,1.02
dass_latent[118],-0.089,1.051,-1.971,2.054,0.028,0.07,1076.0,693.0,1.02
dass_latent[119],-0.081,1.052,-2.029,2.036,0.028,0.074,1019.0,787.0,1.02
dass_latent[120],0.006,1.83,-3.386,3.371,0.102,0.078,286.0,927.0,1.02
dass_latent[121],0.01,1.801,-3.276,3.396,0.101,0.069,293.0,871.0,1.02
dass_latent[122],0.015,1.823,-3.289,3.419,0.107,0.067,268.0,1305.0,1.02
dass_latent[123],0.061,1.052,-1.91,2.128,0.13,0.079,54.0,216.0,1.04
dass_latent[124],0.043,1.038,-1.996,2.058,0.131,0.065,53.0,236.0,1.05
dass_latent[125],0.05,1.048,-2.006,2.089,0.131,0.07,54.0,265.0,1.04
dass_latent[126],0.027,1.144,-2.111,2.36,0.145,0.08,54.0,264.0,1.05
dass_latent[127],0.021,1.162,-2.085,2.375,0.138,0.075,59.0,222.0,1.04
dass_latent[128],0.02,1.132,-2.142,2.258,0.144,0.066,53.0,237.0,1.05
dass_latent[129],0.162,1.241,-2.257,2.547,0.27,0.082,18.0,123.0,1.14
dass_latent[130],0.167,1.242,-2.174,2.646,0.264,0.089,19.0,106.0,1.13
dass_latent[131],0.157,1.265,-2.206,2.667,0.27,0.091,18.0,133.0,1.14
dass_latent[132],0.064,2.389,-4.204,4.573,0.291,0.106,68.0,284.0,1.04
dass_latent[133],0.084,2.402,-4.371,4.476,0.282,0.096,73.0,281.0,1.04
dass_latent[134],0.089,2.401,-4.407,4.475,0.274,0.09,77.0,482.0,1.04
dass_latent[135],-0.036,1.008,-2.054,1.941,0.014,0.08,3230.0,818.0,1.02
dass_latent[136],-0.032,0.979,-2.06,1.818,0.015,0.069,2886.0,771.0,1.02
dass_latent[137],-0.043,0.993,-1.953,1.957,0.014,0.068,2983.0,898.0,1.02
dass_latent[138],-0.117,1.198,-2.355,2.142,0.226,0.099,23.0,127.0,1.11
dass_latent[139],-0.122,1.168,-2.502,2.007,0.219,0.082,24.0,141.0,1.1
dass_latent[140],-0.12,1.153,-2.382,2.071,0.219,0.098,24.0,118.0,1.1
dass_latent[141],0.42,2.215,-3.74,4.843,0.65,0.15,11.0,103.0,1.28
dass_latent[142],0.417,2.238,-3.701,4.943,0.656,0.152,11.0,80.0,1.28
dass_latent[143],0.423,2.24,-3.845,4.93,0.654,0.154,11.0,76.0,1.28
dass_latent[144],0.009,1.571,-2.95,3.02,0.057,0.093,688.0,1084.0,1.02
dass_latent[145],0.01,1.584,-3.097,2.915,0.058,0.086,647.0,909.0,1.02
dass_latent[146],0.012,1.59,-3.066,2.91,0.06,0.092,595.0,979.0,1.02
dass_latent[147],-0.025,2.051,-4.041,4.021,0.118,0.094,285.0,654.0,1.02
dass_latent[148],-0.029,2.047,-4.11,3.847,0.117,0.091,296.0,664.0,1.02
dass_latent[149],-0.019,2.076,-3.95,4.039,0.11,0.093,339.0,717.0,1.02
dass_latent[150],0.268,1.535,-2.647,3.421,0.371,0.127,15.0,102.0,1.18
dass_latent[151],0.268,1.538,-2.73,3.386,0.374,0.105,15.0,99.0,1.18
dass_latent[152],0.27,1.557,-2.78,3.336,0.38,0.108,14.0,96.0,1.19
dass_latent[153],0.0,1.58,-2.986,2.987,0.065,0.082,526.0,879.0,1.01
dass_latent[154],0.005,1.596,-3.212,2.833,0.066,0.087,509.0,719.0,1.02
dass_latent[155],-0.005,1.624,-3.042,3.033,0.064,0.085,553.0,822.0,1.02
dass_latent[156],0.038,1.082,-2.006,2.188,0.121,0.084,69.0,276.0,1.04
dass_latent[157],0.026,1.06,-2.055,2.066,0.13,0.057,58.0,433.0,1.04
dass_latent[158],0.016,1.073,-1.888,2.242,0.13,0.063,58.0,363.0,1.04
dass_latent[159],-0.187,1.342,-2.804,2.387,0.309,0.092,16.0,120.0,1.17
dass_latent[160],-0.181,1.34,-2.909,2.309,0.311,0.088,16.0,120.0,1.16
dass_latent[161],-0.184,1.351,-2.887,2.329,0.3,0.103,17.0,104.0,1.15
dass_latent[162],0.006,1.509,-2.934,2.718,0.059,0.082,546.0,1038.0,1.02
dass_latent[163],0.01,1.468,-2.887,2.629,0.059,0.089,518.0,1096.0,1.02
dass_latent[164],0.016,1.51,-2.749,2.939,0.06,0.087,534.0,1161.0,1.02
dass_latent[165],-0.182,1.518,-3.111,2.68,0.389,0.106,14.0,100.0,1.2
dass_latent[166],-0.168,1.541,-3.168,2.68,0.39,0.108,14.0,102.0,1.19
dass_latent[167],-0.164,1.542,-3.168,2.652,0.393,0.103,14.0,99.0,1.19
dass_latent[168],0.195,1.331,-2.43,2.748,0.308,0.097,16.0,102.0,1.16
dass_latent[169],0.185,1.342,-2.375,2.834,0.3,0.093,17.0,104.0,1.15
dass_latent[170],0.187,1.334,-2.402,2.755,0.307,0.093,16.0,104.0,1.16
dass_latent[171],0.075,2.308,-4.361,4.228,0.251,0.082,84.0,409.0,1.04
dass_latent[172],0.076,2.297,-4.411,4.207,0.249,0.084,85.0,520.0,1.04
dass_latent[173],0.08,2.303,-4.385,4.225,0.258,0.108,78.0,530.0,1.04
dass_latent[174],-0.018,1.077,-2.132,2.032,0.1,0.071,97.0,380.0,1.03
dass_latent[175],-0.009,1.078,-2.146,2.091,0.102,0.069,95.0,262.0,1.03
dass_latent[176],-0.008,1.092,-2.18,2.062,0.109,0.071,86.0,261.0,1.03
dass_latent[177],-0.323,1.784,-3.86,3.168,0.488,0.119,12.0,94.0,1.25
dass_latent[178],-0.32,1.812,-3.868,3.146,0.491,0.126,12.0,86.0,1.24
dass_latent[179],-0.321,1.792,-3.943,3.082,0.486,0.126,12.0,92.0,1.24
dass_latent[180],-0.015,1.044,-2.017,2.012,0.051,0.068,313.0,533.0,1.02
dass_latent[181],-0.018,1.053,-2.085,2.019,0.049,0.069,371.0,570.0,1.02
dass_latent[182],-0.015,1.073,-2.069,2.055,0.058,0.086,229.0,391.0,1.02
dass_latent[183],-0.206,1.537,-3.157,2.697,0.401,0.108,13.0,99.0,1.21
dass_latent[184],-0.218,1.546,-3.193,2.711,0.399,0.108,13.0,91.0,1.2
dass_latent[185],-0.199,1.55,-3.156,2.74,0.404,0.105,13.0,110.0,1.21
dass_latent[186],0.044,1.948,-3.57,3.687,0.182,0.084,115.0,790.0,1.03
dass_latent[187],0.056,1.962,-3.77,3.572,0.185,0.067,111.0,534.0,1.03
dass_latent[188],0.061,1.948,-3.612,3.616,0.187,0.071,107.0,583.0,1.03
dass_latent[189],0.155,1.232,-2.006,2.734,0.258,0.102,19.0,103.0,1.13
dass_latent[190],0.162,1.214,-2.078,2.678,0.25,0.089,20.0,133.0,1.13
dass_latent[191],0.157,1.216,-2.138,2.584,0.244,0.085,21.0,126.0,1.12
dass_latent[192],0.129,1.178,-2.129,2.476,0.23,0.078,23.0,159.0,1.11
dass_latent[193],0.116,1.19,-2.174,2.457,0.236,0.081,22.0,133.0,1.11
dass_latent[194],0.122,1.181,-2.087,2.461,0.227,0.085,23.0,141.0,1.11
dass_latent[195],-0.066,1.095,-2.164,2.029,0.153,0.1,42.0,209.0,1.06
dass_latent[196],-0.059,1.067,-2.151,2.014,0.152,0.066,42.0,323.0,1.06
dass_latent[197],-0.059,1.084,-2.206,1.996,0.15,0.072,43.0,237.0,1.06
dass_latent[198],0.017,1.067,-1.992,2.172,0.133,0.082,56.0,186.0,1.04
dass_latent[199],0.037,1.085,-2.009,2.186,0.127,0.096,63.0,212.0,1.04
dass_latent[200],0.024,1.113,-2.055,2.242,0.133,0.071,58.0,286.0,1.04
dass_latent[201],0.149,1.16,-1.982,2.533,0.173,0.1,38.0,164.0,1.06
dass_latent[202],0.136,1.12,-2.062,2.392,0.167,0.075,39.0,153.0,1.06
dass_latent[203],0.142,1.146,-2.072,2.434,0.167,0.094,39.0,176.0,1.06
dass_latent[204],-0.038,0.995,-1.904,2.002,0.013,0.072,3197.0,631.0,1.02
dass_latent[205],-0.04,0.988,-1.999,1.884,0.012,0.068,4252.0,845.0,1.02
dass_latent[206],-0.039,0.993,-1.921,1.958,0.013,0.069,3513.0,956.0,1.02
dass_latent[207],0.08,1.141,-1.988,2.451,0.205,0.075,26.0,181.0,1.09
dass_latent[208],0.078,1.172,-2.1,2.341,0.204,0.078,28.0,178.0,1.09
dass_latent[209],0.086,1.157,-2.069,2.431,0.208,0.078,27.0,160.0,1.09
dass_latent[210],0.034,0.994,-1.982,1.89,0.012,0.07,4285.0,653.0,1.02
dass_latent[211],0.034,0.955,-1.843,1.941,0.013,0.088,4295.0,338.0,1.02
dass_latent[212],0.042,0.987,-1.907,1.943,0.011,0.086,5072.0,595.0,1.02
dass_latent[213],0.031,1.108,-2.076,2.234,0.06,0.063,291.0,520.0,1.02
dass_latent[214],0.032,1.109,-2.106,2.156,0.063,0.065,256.0,593.0,1.02
dass_latent[215],0.031,1.112,-2.168,2.146,0.067,0.071,235.0,420.0,1.02
dass_latent[216],-0.041,0.989,-1.971,1.903,0.014,0.073,3218.0,760.0,1.02
dass_latent[217],-0.045,1.004,-1.985,1.901,0.014,0.07,3138.0,921.0,1.02
dass_latent[218],-0.039,1.0,-1.967,1.887,0.014,0.067,3281.0,989.0,1.02
dass_latent[219],0.022,1.544,-2.862,2.828,0.076,0.062,363.0,1204.0,1.02
dass_latent[220],0.029,1.54,-2.837,2.879,0.082,0.061,318.0,1264.0,1.02
dass_latent[221],0.026,1.527,-2.768,2.876,0.078,0.067,352.0,1259.0,1.02
dass_latent[222],0.045,1.946,-3.752,3.592,0.162,0.069,144.0,803.0,1.02
dass_latent[223],0.025,1.95,-3.561,3.724,0.167,0.067,137.0,834.0,1.03
dass_latent[224],0.048,1.946,-3.616,3.67,0.158,0.066,152.0,713.0,1.03
dass_latent[225],0.017,1.496,-2.859,2.771,0.059,0.087,531.0,1124.0,1.01
dass_latent[226],0.015,1.511,-2.853,2.862,0.062,0.071,485.0,1028.0,1.01
dass_latent[227],0.014,1.493,-2.851,2.759,0.06,0.075,505.0,985.0,1.02
dass_latent[228],-0.009,1.817,-3.533,3.385,0.092,0.107,335.0,708.0,1.02
dass_latent[229],-0.016,1.837,-3.484,3.518,0.093,0.13,343.0,365.0,1.03
dass_latent[230],-0.021,1.818,-3.523,3.451,0.091,0.107,350.0,626.0,1.02
dass_latent[231],0.025,0.989,-1.979,1.816,0.008,0.077,6508.0,711.0,1.02
dass_latent[232],0.01,0.987,-1.876,1.865,0.008,0.1,8332.0,654.0,1.02
dass_latent[233],0.011,0.962,-1.841,1.914,0.009,0.094,7356.0,817.0,1.02
dass_ef_coef,0.035,0.703,-1.259,1.149,0.26,0.066,8.0,36.0,1.43
gender_ef_coef,-0.044,0.289,-0.606,0.503,0.016,0.02,334.0,533.0,1.02
interaction_ef,-0.064,0.664,-1.305,1.153,0.22,0.043,10.0,83.0,1.32
sigma_ef,0.782,0.165,0.415,1.019,0.014,0.012,110.0,197.0,1.04
sigma_dass,1.115,0.7,0.222,2.383,0.095,0.059,64.0,192.0,1.06
