participant_id,gender_male,pe_rate,ucla_total_items,factor1_2f,factor2_2f,factor1_3f,factor2_3f,factor3_3f
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0,8.860759493670885,63.0,1.841506006623579,0.27642498266065857,1.7849016644000026,0.7908123537515875,2.2416747250327695
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,1,8.403361344537815,55.0,-0.44513348222588467,0.2363299603411335,-0.5450818317144841,0.016698885050734535,-0.23415722779537376
ric6cNjG25XmZJCiKZDOxzeezao1,1,18.0,51.0,0.139985791816956,-0.21948135542143327,0.14199600157291123,-0.31301719224779145,-0.3592303341649759
kxerHPSL3bQjD74HhiebYf3blPr1,0,21.875,52.0,0.20039265767070455,-0.09721375818357912,0.21076346658994463,-0.18215226952713065,-0.1413509263942831
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1,13.131313131313133,48.0,1.7499861734909834,-2.0659895140858207,1.8045935846973638,-2.379709245619636,-1.2769811659579817
lpzDdvuMkKWkPxu6xeclmdctEp42,0,10.714285714285714,59.0,0.6188723093995634,0.38587227282523157,0.6105794279052881,0.2723145379962088,-0.3363315513021654
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0,11.39240506329114,48.0,-1.4831662499262994,-0.4045327500752287,-1.4868252996947635,-0.3614412882565549,0.20545685247059667
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1,10.975609756097562,59.0,-0.4728825822746414,0.6363561024219189,-0.4724436378288357,0.7780872543887807,0.574585018363733
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0,7.894736842105263,60.0,1.1939780867989465,0.522217040391407,1.2102697709631474,0.6035611885016225,0.19592362262692625
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1,10.144927536231885,51.0,1.834854382976713,-0.7588090204499685,1.8453801315248581,-0.9501152845753901,-0.7575023307399686
LliUMEIsrCVZ88YFQfevan2Og4z1,1,13.402061855670103,47.0,-1.20239862178031,-0.6879890067808366,-1.2150832111459584,-0.7039717523592688,-0.05249192677402743
EUhcW9kURScie1DwGPHqmNqotJB2,0,32.03125,51.0,-0.5322662785916209,0.5084334540128017,-0.48240596829137605,0.326381996244531,-0.9530563579185338
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0,10.92436974789916,55.0,1.0188398096957116,0.35190204127987906,0.9860009195686743,0.12762968160954435,-0.9483787317667622
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1,15.873015873015872,53.0,1.064695980761245,0.668298562668543,1.020171427305084,0.33208250134775985,-1.363880820935903
wdppvL4tIkVlGjou6aYzzjlaZXB2,1,23.4375,45.0,0.35596034378131236,-1.2330630772341231,0.36285762761441115,-0.8144325934903137,1.4737517560300275
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0,3.125,50.0,-0.14548749104820777,-1.2078926041228453,-0.16702352274154647,-1.3447701539641437,-0.14975767831511375
K26uNuY0VNPjJNF26wEx3bFg0kr2,0,10.0,64.0,0.12518796352243264,2.512963889061267,0.16488067541509055,2.453158188500409,-0.8115683685829033
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0,16.470588235294116,48.0,-1.0249141309260739,-0.2722163102488459,-1.0030480942133273,-0.1377489026265156,0.21051635671647834
DPvStUYSmohmXwFwaKRqHv89R3k1,1,4.761904761904762,51.0,0.8932400587092528,0.1462542518922922,0.9177902744320838,-0.27153312048105216,-2.2572599468278858
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0,7.526881720430108,50.0,-0.05391489582665876,-0.31150603498828294,-0.032785862133812155,-0.391957742882169,0.10993256108954706
62fAfeQc27bZelkPX7G54T3gvci2,0,8.571428571428571,56.0,0.6912487086928707,0.3386366840533167,0.7125469589921096,0.4406712619850592,0.4632685233115971
q0Atnpm0jZS5swcVmq0EMalQUKw1,0,7.042253521126761,49.0,-1.3606114374980345,-0.2684407837629726,-1.3778614447658448,-0.24491554166898996,0.15942990231517623
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1,11.904761904761903,52.0,0.9552025710579675,-0.8676943685178562,1.0366529720484414,-0.8905694421369618,0.12084360341001579
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0,10.95890410958904,54.0,1.374829167271759,-0.2774695815892263,1.369683111915479,-0.507392057252041,-0.8041733427556241
mwsliuPsLFhRFjtjQwYkqcCRDvi2,1,9.722222222222223,54.0,0.6768704017557903,0.39284529248603695,0.6955280103306356,0.4408169353666008,-0.004779625654128388
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1,5.88235294117647,58.0,-0.8294689951826935,1.2540767745483286,-0.8553726872245316,1.066948479968442,-1.2219453268006
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1,8.450704225352112,55.0,-0.6346134643808719,0.7106284895095863,-0.6279334123260282,0.8196596223181246,0.11843598378063076
ssPK6ISW0HerTGke9hznqJ2LpKu1,1,9.63855421686747,54.0,0.24190934529307706,0.679274425301282,0.28139402864760077,0.7574677152666833,0.5164223205877181
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1,8.860759493670885,51.0,-0.08055652181358623,0.7493674057705957,-0.07893863754535123,0.45778318363098003,-1.3596702917061423
5zxa5CMLGQSSonWOXqXf0QNS3PH3,1,8.045977011494253,55.0,0.8982263530673458,0.523784901934139,0.9682831243787935,0.38281487668892034,-0.9639571897979085
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0,7.936507936507936,54.0,-1.0566712213457983,0.6182414658110661,-1.090680222703488,0.5423291861832944,-0.27603924432430466
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1,12.087912087912088,49.0,-0.8489179308461082,0.010174590819502975,-0.8826743476665817,-0.043712573624846346,-0.31143334195004757
v8nNKiWvPdcjiHXZci39OuFTY6M2,0,11.842105263157894,58.0,-0.9522334445090368,1.235281745370743,-0.9961854242816227,1.044516225100544,-0.4911624783540807
LSLmd8jENtONZFVkIpRDX665Bu73,0,10.975609756097562,47.0,-1.5988025033020252,-0.2086492251905028,-1.5911993241410327,-0.2033236811732848,0.03764304951832953
mUZzgdWKnPb2txOkJg9FHgqX5792,0,14.953271028037381,52.0,-0.7034805321787653,1.0191531952231987,-0.6533968593208493,0.8486654052377233,-0.6121005534557498
WbOfW9KmUkPQK8o5hlHJnJFdpp92,1,6.122448979591836,49.0,-1.5612664375802408,-0.24788675428709236,-1.5560518174884217,-0.21501343516130314,0.22119731905843684
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0,8.333333333333332,59.0,-0.89141298091683,1.1323620711827511,-0.8792088398318731,1.2429914201180012,0.253434666705732
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0,8.536585365853659,51.0,0.7133090810552245,-0.7710455802558305,0.682869304326679,-0.7710016029935096,0.23107246822072078
fEq0OghbLpfD1jigl1Mbz96aMbg2,0,21.59090909090909,48.0,-0.5368059045621569,-0.17838129226999871,-0.5380955976491253,-0.04618180831793189,0.4101530408750842
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1,8.108108108108109,60.0,0.5499723574968228,1.0432564747026392,0.5880533082835816,1.0431127072542297,0.11679483563926472
cEIs6U87xfbSL5eFTXDK77MmvNf1,1,10.679611650485436,67.0,1.5992283122586377,2.1345267669534405,1.6243708769553613,2.259310639819956,-0.14659705253913274
AsXBOflrszVNKoFqbN61bMJqS0k2,0,18.095238095238095,53.0,0.06169066691761622,-0.4445948357600834,0.07380519495465694,-0.3913011387413431,0.7411929632059221
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1,11.904761904761903,54.0,0.3705735511662143,0.18964324876314545,0.3587403868601517,-0.3975360235193487,-1.9984848326969096
DzB19GqCB7fyrlEPexogWkjFzEx2,0,10.126582278481013,52.0,-1.2839776966463903,0.38401778480911,-1.2985590617791345,0.37397019743159365,0.20355198436813773
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0,6.8181818181818175,56.0,0.6938762302999429,0.47927201039497747,0.6787178342726309,0.3078890053050379,-0.27752349816390554
xBGZhFOeypWnqzSQClkrwV9z2vF3,1,10.256410256410255,48.0,0.19417600706073726,-0.8595531442601633,0.19966985355187827,-0.8327846823181488,0.0027967346349699784
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0,20.0,0.0,0.025193736007186395,-0.4908755169016738,0.05187076600502901,-0.515193114954643,-0.06984345537093661
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0,7.246376811594203,60.0,2.1183119172975613,0.309707855814802,2.021390333652188,0.7995372758170458,2.477600580371764
y1EHXv8tUTa4BRS4fRio7bULYfA2,0,15.841584158415841,54.0,-0.6506131478147896,0.5062063232820314,-0.6619039699078717,0.603223831494948,-0.10594127459548898
HyQM2xKwwuVfqidmRYF6TiRk90C2,1,8.433734939759036,48.0,-1.5800344704411329,-0.22826798973879758,-1.5736255708147273,-0.20916855816729404,0.1294201842883832
roaf78tUWxWSEjAUcUu8O7mrQbl1,0,11.538461538461538,63.0,1.3258381138992568,1.0356395597259471,1.3554805007758064,1.302997486119537,0.6254460891322013
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0,1.639344262295082,43.0,0.2783776171805238,-1.5008890378905129,0.2756736512848068,-1.8521931846300503,-1.6015375848653015
i1tBstVkNiVP0qro7TgGD08IGGa2,0,10.0,51.0,-1.333980954011273,-0.2221400963347876,-1.3402223571199074,-0.18272648357136975,-0.11243518294612438
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0,5.555555555555555,57.0,1.518184891921996,0.19728307583004187,1.4932548040187021,0.2505636768856435,-0.06358886202417044
iWsc4pghIEWOQUZKuQJMfe516UI3,1,7.5,48.0,-1.2944681764986163,-0.38014851623318896,-1.3014889909734177,-0.37899145010756663,0.10522467521773808
lHDkoPQu5reNCO45npeYSS9eLQl1,0,14.678899082568808,61.0,-0.5835379664619236,1.4708422834215715,-0.5985211979908034,1.4827682985536645,-0.03376183396685585
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0,13.829787234042554,45.0,-1.0227500175105235,-1.1105830899694087,-1.0213539591375855,-1.138849487597502,-0.11840889940620851
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0,9.523809523809524,49.0,1.0651883116901084,-1.5852314656883084,1.0397545960686403,-1.6719729631889813,0.2282767066819846
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0,10.638297872340425,48.0,-1.386273201248136,-0.5028589940464924,-1.4008041441959347,-0.4576220974285748,0.21541400719938916
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0,13.750000000000002,60.0,0.08407275684933316,1.184429008453735,0.08391039543639241,1.3986982122179714,0.3438035047203843
CDEoAyvS8feXLKMKsaZah9agEhF3,0,8.823529411764707,48.0,-0.8159331380970313,-0.09775036149071015,-0.7302443611312504,-0.5199493006053355,-2.140565972481256
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0,12.048192771084338,51.0,-1.3319668340624191,-0.3639132644147407,-1.3515033814801987,-0.3034314661713826,0.38213817841213643
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0,11.578947368421053,57.0,0.06320427165817952,0.07694297266179125,0.03835893522654339,0.18886959369386203,0.7795929127588781
AyAnuCaltBbpEYbudoyNzTvXlcC2,0,11.607142857142858,53.0,1.8462398245063214,0.004211710980924072,1.8118170694633406,-0.14940704767583338,-0.09691650043177404
azdL1gX79EVd9iepyCAVQrqIaQF3,0,9.876543209876543,51.0,-0.8002328174670725,-1.3598207976501122,-0.827867739911646,-1.146575286667563,1.5217722409125776
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1,10.256410256410255,56.0,-0.1922288528775633,1.7699725745514059,-0.21819263181651097,1.8004486599653766,-0.5900344352545407
pRQimOpZtsekBI2I1kbnD3pycmo1,1,10.38961038961039,48.0,-1.3886988957327426,-0.5332360134573072,-1.4044414538831604,-0.4868250529044347,0.24208525339604836
HSggdq91WiQp16bOj7V3dABkcgk2,1,7.865168539325842,51.0,0.16693914049754582,-1.1279043027143507,0.10593863613529524,-0.8116126809551025,1.6783446021849062
PLreonkqaMeFc0UqxKUelH44UQu1,1,15.625,51.0,0.3090529291175973,-0.46695253709459805,0.35719680235752094,-0.16516764735370632,1.0383023266076765
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0,10.256410256410255,54.0,0.6993293568297644,-1.1552685458045122,0.6957379617551602,-0.6000494965313471,2.311632966034909
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0,7.142857142857142,0.0,0.025193736007186395,-0.4908755169016738,0.05187076600502901,-0.515193114954643,-0.06984345537093661
