participant_id,cC,cI,iC,iI,interference_after_congruent,interference_after_incongruent,cse,n_trials
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1169.637499988079,1563.5888888835907,1250.1052631202497,1407.4599999745687,393.9513888955116,157.35473685431907,236.59665204119256,68
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,857.0062499046326,888.4842105162771,827.9499999523163,975.0437500476837,31.477960611644562,147.09375009536745,-115.61578948372289,71
tv88wS5Nf6SjruozSmXJxQSmx6J3,1092.59375,1501.6722222268581,1103.1999999912161,1486.0562500022352,409.07847222685814,382.85625001101903,26.22222221583911,69
u64Uf920g5VD9Byq26LT2rs5o4t1,680.7588235350216,811.6736842142908,687.4842105288254,731.7187500037253,130.91486067926917,44.23453947489986,86.6803212043693,71
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,1026.8611111094554,981.7117647020256,896.5882352923645,1015.152631576124,-45.14934640742979,118.56439628375949,-163.71374269118928,71
v8nNKiWvPdcjiHXZci39OuFTY6M2,1119.2692307715233,1336.2136363590305,1085.991304345753,1268.6307692275598,216.94440558750716,182.63946488180682,34.304940705700346,71
wdppvL4tIkVlGjou6aYzzjlaZXB2,699.794117647278,853.7277777776536,735.172222221891,880.3812499993946,153.93366013037564,145.2090277775036,8.72463235287205,69
wkhxvE50megJGMA1EiROSZIJWNq1,805.3199999995529,853.5499999988824,808.9874999979511,976.3631578958348,48.22999999932949,167.37565789788368,-119.14565789855419,71
xBGZhFOeypWnqzSQClkrwV9z2vF3,951.1882352941149,1050.4315789473414,923.1277777777674,1248.3176470588455,99.24334365322659,325.18986928107813,-225.94652562785154,71
xHctBv4C2EU8rHYRouw0btT3GT02,635.3999999999651,901.8349999999394,644.4473684210282,803.8249999999147,266.43499999997437,159.3776315788865,107.05736842108786,67
xyAILKfYP2M8GqAai11x6NT7IcP2,897.2230769230698,1184.208695652186,947.8454545454376,1048.9076923076423,286.98561872911614,101.06223776220463,185.9233809669115,71
y1EHXv8tUTa4BRS4fRio7bULYfA2,776.3842105363544,911.5249999761581,720.6562499403954,968.7949999809265,135.1407894398037,248.13875004053114,-112.99796060072742,71
yatBVTBMCSMp0wJluOCLzTFKMyP2,958.1764705880162,965.888888888475,950.0555555551416,1014.6111111111111,7.712418300458808,64.55555555596948,-56.84313725551067,71
yfjd8LbAMrYeG54927d3GiKAyXI2,1023.9733333333279,918.0428571428596,704.0800000000061,979.635714285716,-105.93047619046831,275.5557142857099,-381.4861904761782,70
zw1w9FipI9RjJsuhHse6UZavBxs2,643.3333333333278,913.7142857142941,758.4285714285464,823.6999999999825,270.3809523809663,65.2714285714361,205.10952380953017,69
zxG9mUnF7uRkaOKSoCPsiRZzr372,977.6249999850988,1229.464999997616,991.2210526278144,1257.986666671435,251.84000001251707,266.76561404362053,-14.925614031103464,70
