participant_id,n_trials,n_transitions,rt_lag-2,rt_lag-1,rt_lag+0,rt_lag+1,rt_lag+2,rt_lag+3,rt_lag+4,rt_lag+5,recovery_slope
lpzDdvuMkKWkPxu6xeclmdctEp42,78,16,1284.793749988079,2000.581250026822,1154.9937500208616,1543.4375,1215.5933333714804,1258.6000000158945,1201.9733333905538,1128.2800000031789,34.53541666501095
m69r9GQTk2b51mvxrFLt4fZeJi52,77,3,1911.6666666666667,2796.6666666666665,1553.9999999999225,1051.6666666666667,1051.333333333411,937.3333333333334,1116.0000000000775,812.0000000000776,-205.5555555555297
mUZzgdWKnPb2txOkJg9FHgqX5792,97,5,2602.2,2421.9400000095366,1443.2,1610.199999976158,1444.3200000047684,1526.1399999856949,1638.9,1342.2599999904633,27.64666666189828
mg2WZiRBn4NQDKiMK43Y8dBqyG53,123,8,1490.375,1736.375,858.8750000000291,1011.5000000000291,1253.250000000029,1017.25,875.0000000000291,877.7500000000291,52.791666666656965
mweMgSlGM2VxThhwnupYxYzUbR23,78,6,904.8799999999349,2206.450000000031,1201.0500000000466,1069.6666666666279,1381.9666666667133,1067.983333333318,944.8500000000544,1098.0833333332946,-44.355555555576224
mwsliuPsLFhRFjtjQwYkqcCRDvi2,68,8,1373.512499988079,2107.9500000476837,1146.5625,1237.3500000238419,1101.2999999523163,1182.987500011921,1062.5250000953674,1060.0,12.14166667064031
nT1qJOiMyDdJ9ui4el195A8Hsgs1,68,18,1483.1117647044798,2065.1222221983803,1281.4499999814564,1619.4833333426052,1551.283333308167,1413.4058823375142,1637.7529411736657,1383.6294117464738,43.98529411868594
ohl9pXqpeSMfepC3w9h0tW5SbJw1,68,15,1706.1142857142925,2177.213333333377,1510.2399999999752,1656.285714285681,1620.0928571429104,1568.5571428570963,1574.2285714285847,1684.2857142857142,19.439047619040366
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,80,6,1551.0,2124.0,993.8333333333334,1205.5000000000389,1100.666666666589,1334.4999999999611,988.5999999999534,1065.3999999999535,113.55555555554258
pRQimOpZtsekBI2I1kbnD3pycmo1,68,5,1393.1749999821186,2562.979999947548,1495.6199999809264,1394.9400000333785,1355.7,1430.3599999904632,1198.0799999952317,1187.4400000333785,-21.75333333015442
pcbRW89vVJcviD87V3uxyG4I9st2,64,9,965.487500000163,1992.7222222221706,1226.4777777778088,1131.1374999999534,1019.5500000001048,1033.5499999999302,1065.6000000001513,1250.7750000000815,-64.30925925929289
q0Atnpm0jZS5swcVmq0EMalQUKw1,68,8,1637.5000000000146,2178.7500000000146,1431.5000000000146,1215.625,1261.8750000000146,1321.000000000029,1372.8750000000146,1665.375,-36.83333333332848
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,123,19,1489.5210526303242,1794.9473684210527,1138.8421052568838,1315.2631578915998,1346.9052631572674,1462.9473684210527,1323.1789473734405,1314.1947368414778,108.03508772138964
qnR5PLX1v3fPi6SwTJMwGcadwyD3,81,13,966.5333333313465,1777.3307692316862,964.4461538424858,1074.9461538493633,942.9230769184919,1087.1307692344371,1033.8307692339788,1055.8769230773817,40.8948717973171
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,70,5,1694.819999999972,2243.240000000037,1244.1199999999255,990.8,1115.419999999972,1029.8399999999442,1077.9600000000094,1134.0799999999813,-71.42666666666044
rFV2EUbp64f5ORSh7DqwmCQmeqT2,84,7,1638.1857142831598,1514.7142857185431,1019.3142857168402,939.699999996594,1265.7714285680227,1301.5857142763477,1474.933333337307,1332.9666666686535,94.0904761865025
rNe3cRPepZUXbJhmmfQZiGsVzX22,104,7,1917.300000003406,2495.328571430274,1266.7857142857142,1587.0142857134342,1998.585714284863,1625.2857142942291,1652.0,1589.3571428614002,119.5000000028383
rUuJv5gl7dWVo7UPQWMx4bohxhK2,73,12,1510.7833333333062,2339.0000000000196,1472.3000000000077,1800.8909090909133,1410.5363636363552,1868.5909090908879,1568.1363636363637,1732.854545454537,132.09696969696006
ric6cNjG25XmZJCiKZDOxzeezao1,99,7,1229.9428571428705,1838.4714285714686,964.0,1086.8857142858074,1007.0,1044.1285714286246,981.3571428570096,946.7285714285847,26.709523809541526
roaf78tUWxWSEjAUcUu8O7mrQbl1,69,9,1472.050000011921,2450.7333333094916,1163.8555555476082,1426.2111110952164,1722.177777753936,1391.0666666693157,1387.6222222248714,1428.2444444232517,75.73703704056918
sqfXvh6GJLaYAqr3RvHrixP8IOx1,67,10,1631.7300000429154,2311.510000014305,1161.539999985695,1239.6400000095368,1585.4099999427795,1860.8500000476838,1483.0700000286101,1302.4800000190735,233.10333335399628
ssPK6ISW0HerTGke9hznqJ2LpKu1,81,7,1288.228571483067,1843.1571429116386,948.485714503697,965.0714285714286,1149.4857143674578,1236.0142857687813,1104.4857143674578,1123.9999998637609,95.84285708836144
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,97,21,1745.3047618865967,2219.0904762063706,1372.2904761405218,1639.261904773258,1754.4095238163359,1602.139999961853,1765.2700000286102,1675.5199999809265,76.6165079404437
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,64,6,1919.1333333651226,1845.800000031789,1253.383333047231,1254.0833333333333,1529.1166667938232,1269.9833334287007,1639.6499999364216,1253.1000000635784,5.533333460489909
tv88wS5Nf6SjruozSmXJxQSmx6J3,72,17,1680.199999999255,1915.235294117647,1490.8411764677833,1608.3941176498638,1730.3941176463577,1746.9647058879627,1684.0058823543436,1736.641176472692,85.3745098067265
u64Uf920g5VD9Byq26LT2rs5o4t1,102,14,1332.5642857253551,2109.3857142967836,1189.1642857193947,1157.6714285782405,1363.200000011004,1174.0846153818643,1279.123076924911,1133.4153846135507,-5.026556779176796
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,76,14,1461.6769230801326,2296.5714285714284,1404.121428570577,1555.778571428997,1417.3071428516082,1356.871428570577,1323.3500000025545,1569.3499999961682,-15.75
v8nNKiWvPdcjiHXZci39OuFTY6M2,60,8,1584.0714285714287,2477.6875000037253,1588.3249999955297,1641.8750000037253,1619.8125000037253,1367.1375000029802,1589.3375000022352,1806.700000005109,-73.72916666418314
wdppvL4tIkVlGjou6aYzzjlaZXB2,118,7,1555.414285714605,1817.9000000011706,780.3714285721736,884.6857142868851,760.6857142858207,834.014285715563,1077.2428571438152,1261.9571428565043,17.8809523811298
wkhxvE50megJGMA1EiROSZIJWNq1,76,7,1483.7333333318431,2155.8428571458376,1243.1714285697255,1157.2285714298487,1656.8999999995742,1504.2999999970198,1681.4428571420056,1506.1285714272942,87.0428571424314
xBGZhFOeypWnqzSQClkrwV9z2vF3,75,8,1469.6999999999534,1445.3125000000873,998.0375000000349,961.2874999999476,1003.125,1251.0875000000233,1107.4250000001048,1054.9750000000058,84.34999999999611
xHctBv4C2EU8rHYRouw0btT3GT02,85,21,1438.1450000000186,2107.604761904771,1182.7285714285626,1475.5333333333645,1549.0666666666843,1409.7200000000187,1472.0950000000187,1321.575,75.66380952381867
xyAILKfYP2M8GqAai11x6NT7IcP2,73,15,1114.157142857023,1849.7133333331594,999.6266666665673,1146.5066666665798,1199.6266666666295,1193.2799999998263,1007.1333333332092,1246.7666666665425,64.55111111108631
y1EHXv8tUTa4BRS4fRio7bULYfA2,93,9,1781.3666667408413,2158.155555566152,1223.34444448683,1110.0,1369.7666667302449,1351.9666666454739,1542.622222158644,1299.800000031789,42.87407405288127
yatBVTBMCSMp0wJluOCLzTFKMyP2,81,15,1491.133333333085,1812.13333333383,1096.8666666666666,1426.4666666664184,1319.533333333085,1491.6666666676601,1202.600000000745,1349.3333333328367,131.6000000003312
yfjd8LbAMrYeG54927d3GiKAyXI2,74,4,2149.4500000000407,2018.524999999965,1327.9499999999825,1024.4499999999243,907.1250000000291,1103.9499999999825,937.0,991.25,-74.66666666666667
zw1w9FipI9RjJsuhHse6UZavBxs2,108,14,1146.2857142856976,1881.5714285714118,975.4285714286046,1004.4285714285714,1103.2307692307872,1180.9230769231306,1110.076923076941,1213.3076923076565,68.4981684981753
zxG9mUnF7uRkaOKSoCPsiRZzr372,88,10,2021.5000000357627,2392.0300000190737,1362.3899999976159,1446.8199999928474,1472.822222193082,1538.6999999814564,1704.366666674614,1549.6444444523918,58.7699999946135
