participant_id,inhibition_score,shifting_score
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-1.6476194929308154,0.05562113969467969
azdL1gX79EVd9iepyCAVQrqIaQF3,-0.7417247446838969,-0.1547310665517441
cEIs6U87xfbSL5eFTXDK77MmvNf1,-0.9259712656788421,-0.013224807816869672
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.612605547300704,-0.457339713026775
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,-0.022557605719227814,0.08051462341935242
fEq0OghbLpfD1jigl1Mbz96aMbg2,-0.0765712556532011,2.146456443826331
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1.5768151487713222,-1.01566236842241
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1.3139449816586402,-0.5277919064376736
i1tBstVkNiVP0qro7TgGD08IGGa2,-0.040175548206032675,-0.09271489770533133
iKVZi0Oo96UrMBhPQMHWFcf55uA3,-0.16156020697685164,-0.9133039204900739
iWsc4pghIEWOQUZKuQJMfe516UI3,-0.13321363455585408,-0.6072535266050301
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.7253444665506409,1.009220887307473
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,2.3409161157158525,0.13729976288591164
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.1602696153474645,-1.459203700134939
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-1.0678883729703255,-0.10068352242457797
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1.3227553810203436,0.23273623422614523
lHDkoPQu5reNCO45npeYSS9eLQl1,-0.32698336885556173,0.835529522214781
lpzDdvuMkKWkPxu6xeclmdctEp42,-0.39231742683255366,0.01500147733905076
mUZzgdWKnPb2txOkJg9FHgqX5792,-0.13694234314199447,0.8343199074528033
mg2WZiRBn4NQDKiMK43Y8dBqyG53,-0.0389746204013095,-0.22608548780456525
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-1.7740690634005132,-0.17483779461928892
nT1qJOiMyDdJ9ui4el195A8Hsgs1,-0.30098770780878886,-0.35986074468813173
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,-0.7055872346387073,1.150966929986293
pcbRW89vVJcviD87V3uxyG4I9st2,-0.5182876739056135,-1.5338689840023307
q0Atnpm0jZS5swcVmq0EMalQUKw1,-0.7986899135861171,-0.6935371023840131
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,-0.4895021814275206,-0.3480394504625475
rUuJv5gl7dWVo7UPQWMx4bohxhK2,2.2901790827010977,-0.07101459148273213
roaf78tUWxWSEjAUcUu8O7mrQbl1,-0.4256293368129753,0.14478042891054718
ssPK6ISW0HerTGke9hznqJ2LpKu1,-0.12198544158031291,-0.1820496391933043
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,-0.5456410053392707,-0.6802471624646634
u64Uf920g5VD9Byq26LT2rs5o4t1,-0.4485108810500362,0.4849951841219412
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.6349232027909277,0.24606992290870763
wdppvL4tIkVlGjou6aYzzjlaZXB2,-0.24136969326961885,2.5138115580099845
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.550507905733692,-0.06779568986504288
xyAILKfYP2M8GqAai11x6NT7IcP2,0.5138294823488831,-0.1320162118154949
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.23692777960362643,1.0001949170902742
yatBVTBMCSMp0wJluOCLzTFKMyP2,-0.9967875594980347,0.11011887240964531
