participant_id,wcst_n_trials,wcst_accuracy,wcst_persev_rate,wcst_nonpersev_rate,wcst_total_error_rate,wcst_switch_cost_ms
iKVZi0Oo96UrMBhPQMHWFcf55uA3,68,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.11764705882352944,421.1587301587765
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,71,0.8873239436619719,0.08450704225352113,0.028169014084507043,0.11267605633802813,-305.5090908978925
ssPK6ISW0HerTGke9hznqJ2LpKu1,83,0.8433734939759037,0.0963855421686747,0.060240963855421686,0.15662650602409633,-192.91820512184745
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,79,0.8860759493670886,0.08860759493670886,0.02531645569620253,0.11392405063291144,-264.47405405410746
5zxa5CMLGQSSonWOXqXf0QNS3PH3,87,0.8505747126436781,0.08045977011494253,0.06896551724137931,0.14942528735632188,-167.9119512086961
h5RYP03wJuVN0xo7qAR8CKFxLaj1,126,0.6507936507936508,0.07936507936507936,0.2698412698412698,0.3492063492063492,-667.9241322319369
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,91,0.7802197802197802,0.12087912087912088,0.0989010989010989,0.21978021978021978,-552.6465116539666
v8nNKiWvPdcjiHXZci39OuFTY6M2,76,0.8289473684210527,0.11842105263157894,0.05263157894736842,0.17105263157894735,-995.1963380390489
LSLmd8jENtONZFVkIpRDX665Bu73,82,0.8170731707317073,0.10975609756097561,0.07317073170731707,0.18292682926829273,-345.86389618786916
mUZzgdWKnPb2txOkJg9FHgqX5792,107,0.7663551401869159,0.14953271028037382,0.08411214953271028,0.23364485981308414,-175.84313727710764
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98,0.826530612244898,0.061224489795918366,0.11224489795918367,0.173469387755102,242.82645161497976
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72,0.8611111111111112,0.08333333333333333,0.05555555555555555,0.13888888888888884,-555.9331343252268
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,82,0.8902439024390244,0.08536585365853659,0.024390243902439025,0.1097560975609756,-236.13896103900333
fEq0OghbLpfD1jigl1Mbz96aMbg2,88,0.7613636363636364,0.2159090909090909,0.022727272727272728,0.23863636363636365,-290.463855420825
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74,0.8648648648648649,0.08108108108108109,0.05405405405405406,0.1351351351351351,-142.9695652172618
cEIs6U87xfbSL5eFTXDK77MmvNf1,103,0.8446601941747572,0.10679611650485436,0.04854368932038835,0.15533980582524276,-266.5361224485903
AsXBOflrszVNKoFqbN61bMJqS0k2,105,0.8095238095238095,0.18095238095238095,0.009523809523809525,0.19047619047619047,-357.95399998545656
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84,0.8333333333333334,0.11904761904761904,0.047619047619047616,0.16666666666666663,-384.7878481234177
DzB19GqCB7fyrlEPexogWkjFzEx2,79,0.8354430379746836,0.10126582278481013,0.06329113924050633,0.16455696202531644,-89.57648654499576
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88,0.9204545454545454,0.06818181818181818,0.011363636363636364,0.07954545454545459,2837.6024096385654
xBGZhFOeypWnqzSQClkrwV9z2vF3,78,0.8205128205128205,0.10256410256410256,0.07692307692307693,0.17948717948717952,-307.91369863011334
MMSYeiMQi3gMr4PrXQcpXzFiegj2,110,0.7181818181818181,0.2,0.08181818181818182,0.28181818181818186,-512.0704762299856
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,69,0.9130434782608695,0.07246376811594203,0.014492753623188406,0.08695652173913049,-75.56687490046033
y1EHXv8tUTa4BRS4fRio7bULYfA2,101,0.7623762376237624,0.15841584158415842,0.07920792079207921,0.2376237623762376,-584.7462498625118
HyQM2xKwwuVfqidmRYF6TiRk90C2,83,0.8795180722891566,0.08433734939759036,0.03614457831325301,0.12048192771084343,-188.2741025683208
roaf78tUWxWSEjAUcUu8O7mrQbl1,78,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.15384615384615385,-51.415068465389595
Rc706mP0TSeIoIpMYH1SpRXjOxA2,61,0.9836065573770492,0.01639344262295082,0.0,0.016393442622950838,953.9971429995126
i1tBstVkNiVP0qro7TgGD08IGGa2,80,0.8625,0.1,0.0375,0.13749999999999996,315.18933326721185
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,72,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.11111111111111116,-165.16417910452765
iWsc4pghIEWOQUZKuQJMfe516UI3,80,0.8625,0.075,0.0625,0.13749999999999996,-585.524000000159
lHDkoPQu5reNCO45npeYSS9eLQl1,109,0.6788990825688074,0.14678899082568808,0.1743119266055046,0.3211009174311926,-644.2057691656626
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94,0.7872340425531915,0.13829787234042554,0.07446808510638298,0.21276595744680848,-226.48134831407765
mg2WZiRBn4NQDKiMK43Y8dBqyG53,126,0.746031746031746,0.09523809523809523,0.15873015873015872,0.25396825396825395,-407.6049586776976
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,94,0.7872340425531915,0.10638297872340426,0.10638297872340426,0.21276595744680848,-459.647865147537
CtJe4bZZnYUBNrcPk00d3YQFSGp2,80,0.8,0.1375,0.0625,0.19999999999999996,-400.61866666685796
CDEoAyvS8feXLKMKsaZah9agEhF3,68,0.9117647058823529,0.08823529411764706,0.0,0.08823529411764708,-1206.2609523809028
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83,0.7831325301204819,0.12048192771084337,0.0963855421686747,0.2168674698795181,-525.5397435738491
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95,0.7789473684210526,0.11578947368421053,0.10526315789473684,0.2210526315789474,-377.3933332867091
AyAnuCaltBbpEYbudoyNzTvXlcC2,112,0.7678571428571429,0.11607142857142858,0.11607142857142858,0.2321428571428571,-1157.866915876063
azdL1gX79EVd9iepyCAVQrqIaQF3,81,0.8518518518518519,0.09876543209876543,0.04938271604938271,0.14814814814814814,-377.77605263145756
jzdk8E3tVXTXIozlfK5oeEb7wWp2,78,0.8974358974358975,0.10256410256410256,0.0,0.10256410256410253,-339.2394520779178
