outcome,outcome_column,n,model0_r2,model1_r2,model2_r2,model3_r2,model0_adj_r2,model1_adj_r2,model2_adj_r2,model3_adj_r2,model0_aic,model1_aic,model2_aic,model3_aic,delta_r2_dass,F_dass,p_dass,delta_r2_ucla,F_ucla,p_ucla_ols,p_ucla_wald,delta_r2_interaction,F_interaction,p_interaction_ols,p_interaction_wald,ucla_beta,ucla_se,ucla_t,ucla_p,interaction_term,interaction_beta,interaction_se,interaction_t,interaction_p,female_n,female_ucla_beta,female_ucla_se,female_ucla_p,male_n,male_ucla_beta,male_ucla_se,male_ucla_p,vif_max,vif_mean,bp_stat,bp_p,shapiro_p
WCST RL alpha (pos),wcst_rl_alpha_pos,212,0.0024150004631233735,0.013238874482439766,0.016529002273653504,0.01673970856567819,-0.007131267475028569,-0.010711638272840718,-0.012255514732971262,-0.016999615160009363,231.85790085455574,235.54511477232336,236.83706851536476,238.79164315977465,0.010823874019316393,0.7532110154183044,0.5216295244126508,0.0032901277912137372,0.685811985059162,0.4085556099823371,0.4452336206509062,0.00021070629202468716,0.04371587457308841,0.8345917540640414,0.8510517022833335,0.03257761528801217,0.04259283077368551,0.7648614730753962,0.44435403765749004,z_ucla_score:C(gender_male)[T.1],0.012461003204427765,0.06627660916637547,0.1880150985568176,0.8508648153145297,130,-0.022177535858289067,0.051559068035693364,0.6670949565821274,82,0.14303492634921647,0.06252709508294002,0.022162742948229876,2.6831327529324107,2.1313195480270846,3.762921545774299,0.8066433922675444,8.092054531623182e-15
WCST RL alpha (neg),wcst_rl_alpha_neg,212,0.00016243782189384603,0.01718660336388156,0.018759692400743044,0.022462805745861902,-0.009405385739619243,-0.006668090729228027,-0.009959536114357181,-0.011080137194231066,246.87409186909412,249.23329792908697,250.89369932604643,252.09211674332585,0.017024165541987712,1.1894350489634513,0.3148053818574984,0.0015730890368614858,0.32864859918526895,0.5670842520966234,0.5841519563406536,0.003703113345118858,0.7727942495125593,0.38038831275057916,0.40552298763829286,0.02331205536265049,0.042524830543652324,0.5481986656882817,0.5835554982086006,z_ucla_score:C(gender_male)[T.1],0.05406158378015628,0.06485890150982307,0.8335260468752851,0.4045481141802567,130,0.008187978223635598,0.054460084990708126,0.8804898712025101,82,0.043991549225050934,0.07657006609783597,0.5656114218488978,2.6831327529324107,2.1313195480270846,8.679581751651146,0.2764865376515572,1.2705840021483924e-13
WCST RL alpha asymmetry,wcst_rl_alpha_asymmetry,212,0.0019583845610241513,0.025516469946399112,0.025652346098439027,0.026851282061617687,-0.007592252907291375,0.0018639570810204953,-0.0028651462108750803,-0.006541075906856264,374.4815904368234,375.4174708813372,377.3879088089357,379.1268819233613,0.02355808538537496,1.6600128648387071,0.1767926954436235,0.00013587615203991543,0.028587959396888424,0.8659006353614798,0.87521865200301,0.00119893596317866,0.2513315097476372,0.6166796306070463,0.6390566554558619,0.009265559925361697,0.05893012574641717,0.1572295970524893,0.8750639033143868,z_ucla_score:C(gender_male)[T.1],-0.04160058057572845,0.08856460380838717,-0.46972016795482835,0.6385549568970207,130,-0.030365514081924654,0.0737255608099072,0.6804330468068543,82,0.09904337712416551,0.09472639487152627,0.29575814118090904,2.6831327529324107,2.1313195480270846,2.206104547580526,0.9475577828389448,7.891413478543045e-06
WCST RL beta (asym),wcst_rl_beta_asym,212,0.0065599933886613115,0.01940237208835638,0.021425008575491122,0.02777915029355682,-0.002946609545418477,-0.004398541210469897,-0.007216210685714097,-0.0055813690591153264,968.2267923642872,971.4683619804587,973.0306271087238,973.6495673589055,0.012842378699695067,0.8992917301432776,0.44246711293144403,0.0020226364871347435,0.423718655694486,0.5158162650997729,0.48122112649637316,0.006354141718065698,1.3332823615917957,0.2495729136996401,0.42586678405784006,-0.1453528236295554,0.20599099051723269,-0.7056270920615606,0.48042007168129175,z_ucla_score:C(gender_male)[T.1],0.3893985687197423,0.48804032705944494,0.7978819518172978,0.4249389978440383,130,-0.19236762916739003,0.26526719959145967,0.4683389252803617,82,-0.09417340037467098,0.40524621646463,0.8162385032025374,2.6831327529324107,2.1313195480270846,5.707443160061112,0.5742943302100916,1.1429087973957626e-21
WCST WSLS P(stay|win),wcst_wsls_p_stay_win,212,0.00021606295577492052,0.03966851763854118,0.04011890687826347,0.04099314961340039,-0.009351247446562239,0.016359501076369853,0.012024826103968711,0.008086051806016958,-380.9050293707396,-383.4402921937185,-381.5397421419075,-379.73291597813886,0.03945245468276626,2.820972346154557,0.03995404857445323,0.00045038923972229306,0.0961887829697649,0.7567671530536895,0.7738506198522777,0.0008742427351369209,0.18596897185461284,0.6667483538328229,0.8158597709128856,-0.0028378426908918578,0.009863159708109673,-0.2877214579176418,0.7735599632300293,z_ucla_score:C(gender_male)[T.1],-0.005976015001349297,0.02562894843027244,-0.23317441281713058,0.8156259738826447,130,-0.008061780086186073,0.014062992161445995,0.5664672588740358,82,0.013785966178686479,0.014562798038502692,0.34381388682730885,2.6831327529324107,2.1313195480270846,15.249154504705713,0.032934979757226285,6.113454488611663e-21
WCST WSLS P(shift|lose),wcst_wsls_p_shift_lose,208,0.02630350404678694,0.0321787507601311,0.036664674283408805,0.03689711367383175,0.01680402603748732,0.00822277924429271,0.007908395903808985,0.0031885126524159313,-52.13064149525076,-47.38950719418074,-46.35584393064312,-44.40603748799708,0.005875246713344162,0.4087531098081176,0.7468781764674584,0.004485923523277702,0.9359883356380525,0.3344743208170312,0.3135429058773405,0.00023243939042294492,0.0482688596873906,0.8263275146166775,0.8309338278356354,0.01954983058395764,0.01934958535600986,1.0103488123524873,0.3123282027162193,z_ucla_score:C(gender_male)[T.1],-0.006718351418039184,0.03142598712420076,-0.2137833058827121,0.8307160439770387,126,0.01657132983838644,0.026901208952563545,0.5378899779598328,82,0.027857895009480986,0.028573529091666532,0.3295827565435764,2.763659419912987,2.1523170971870704,5.984907912027383,0.5415126852722536,5.903169944017711e-08
WCST Bayesian RL hazard,wcst_brl_hazard,212,0.028746243644839686,0.04024176081424824,0.04255697224286226,0.05057670625391697,0.01945194932565153,0.016946657921390162,0.014534249479238648,0.017998455978315953,-489.00322563594113,-485.52737197516126,-484.0393944424095,-483.82262760938715,0.011495517169408553,0.822455920047534,0.48281151437661385,0.002315211428614017,0.4957144489084581,0.4821882264231676,0.5300216813242544,0.008019734011054713,1.7231784274009165,0.19075928726061545,0.18270922279306095,-0.00505887100239206,0.00804217924567401,-0.6290423090374777,0.5293213577882516,z_ucla_score:C(gender_male)[T.1],-0.014231137248483084,0.0106440227962117,-1.3370074003926475,0.18122022122540393,130,-0.0014446028919134074,0.010512425138551844,0.8906999188062347,82,-0.01025038255954831,0.014618540323956864,0.48318409670881746,2.6831327529324107,2.1313195480270846,4.311395569165263,0.7432930326464463,0.00016098181444967457
WCST Bayesian RL noise,wcst_brl_noise,212,0.014566494126066032,0.035002498890600364,0.03738743663384725,0.040318452251808856,0.005136508423923103,0.01158022944619752,0.009213410388984267,0.007388203064370824,-323.4545334897871,-321.8972351756652,-320.42182992527705,-319.06832391280227,0.020436004764534332,1.454171980291585,0.22821190603674918,0.0023849377432468843,0.5079013675615798,0.4768591367693451,0.47858772705851493,0.0029310156179616076,0.6230474968151076,0.43083350747199045,0.48482530719658856,-0.007532126663305529,0.010610482475720072,-0.7098759816569384,0.4777810458913414,z_ucla_score:C(gender_male)[T.1],0.012620876180577594,0.018033978019264357,0.6998387248279693,0.484028027744703,130,-0.0007450499696954336,0.013202532439161231,0.9549973841300025,82,-0.02869692350466589,0.02104719278619529,0.1727388092757689,2.6831327529324107,2.1313195480270846,6.424237442588632,0.49117548797993893,4.1322966504030795e-08
WCST Bayesian RL beta,wcst_brl_beta,212,0.024990052740691104,0.028231362607096355,0.030425593040644294,0.04751890257858826,0.015659814010936857,0.004644745194647193,0.002047805519882595,0.014835727667069087,791.1069924990333,796.4010485030888,797.9218163021103,796.1509812216074,0.003241309866405251,0.22903594085619577,0.8761106038441656,0.002194230433547939,0.4639326653515683,0.4965604164588351,0.5394386679893466,0.017093309537943968,3.6610019402808045,0.057100196742939785,0.048773935222919465,-0.10063563738818064,0.1637167152852953,-0.614693723929236,0.5387570053460548,z_ucla_score:C(gender_male)[T.1],-0.424546349988153,0.21415512489275534,-1.9824244234209076,0.047431758318837634,130,0.12331810772465165,0.19328812144434682,0.5234727160794346,82,-0.47257380082764877,0.30507855320941485,0.12137610838806887,2.6831327529324107,2.1313195480270846,5.738437283179535,0.5706009480448775,0.004811314198916238
WCST Total Errors,wcst_total_errors,212,0.005335551692795093,0.010127516524311653,0.011948693175671932,0.017922271483497565,-0.004182768386699731,-0.013898514628010838,-0.016969881658210895,-0.01577647410285321,1758.8674200639823,1763.8436058910863,1765.453207068757,1766.1676034768784,0.00479196483151656,0.3324147880227656,0.8019180747299742,0.001821176651360279,0.3778561001339191,0.5394345251854635,0.5728104877884772,0.005973578307825633,1.2408488039304395,0.26661825223824204,0.37698822535436227,-0.8896312994990274,1.5750571077628492,-0.5648247895992963,0.572192943968503,z_ucla_score:C(gender_male)[T.1],2.435300995124961,2.75053738444557,0.8853909817393186,0.375945794645799,130,-1.5099979407915174,1.9917778333942102,0.4483817533740233,82,-0.38845047386671516,2.949728363048215,0.895229295496173,2.6831327529324107,2.1313195480270846,7.931754267040718,0.3386502346331836,1.2592337183558809e-17
