﻿participant_id,stroop_rt_interference,stroop_rt_facilitation,stroop_rt_incong_minus_neutral,stroop_rt_neutral_minus_cong,stroop_rt_interference_correct,stroop_rt_facilitation_correct,stroop_rt_incong_minus_neutral_correct,stroop_rt_neutral_minus_cong_correct,stroop_acc_interference,stroop_acc_facilitation,stroop_trials,stroop_ez_congruent_v,stroop_ez_congruent_a,stroop_ez_congruent_t0,stroop_ez_congruent_sv,stroop_ez_congruent_sz,stroop_ez_congruent_st0,stroop_ez_incongruent_v,stroop_ez_incongruent_a,stroop_ez_incongruent_t0,stroop_ez_incongruent_sv,stroop_ez_incongruent_sz,stroop_ez_incongruent_st0,stroop_ez_neutral_v,stroop_ez_neutral_a,stroop_ez_neutral_t0,stroop_ez_neutral_sv,stroop_ez_neutral_sz,stroop_ez_neutral_st0,stroop_ez_congruent_v_sd,stroop_ez_incongruent_v_sd,stroop_ez_neutral_v_sd,stroop_ez_v_sd_interference,stroop_ez_v_interference,stroop_ez_a_interference,stroop_ez_t0_interference,wcst_trials,wcst_total_errors,wcst_error_rate,wcst_perseverative_errors,wcst_perseverative_error_rate,wcst_nonperseverative_errors,wcst_perseverative_responses,wcst_perseverative_response_percent,wcst_error_pr_ratio,wcst_error_npe_ratio,wcst_trials_to_first_category,wcst_categories_completed,wcst_trials_per_category_mean,wcst_trials_per_category_sd,wcst_trials_per_category_1,wcst_trials_per_category_2,wcst_trials_per_category_3,wcst_trials_per_category_4,wcst_trials_per_category_5,wcst_trials_per_category_6,wcst_completed_categories,wcst_total_trials_summary,wcst_total_correct_summary,wcst_failure_to_maintain_set,wcst_clr_count,wcst_clr_percent,wcst_learning_to_learn,wcst_learning_to_learn_heaton_clr_delta,wcst_learning_efficiency_delta_trials,wcst_trials_to_first_conceptual_resp,wcst_trials_to_first_conceptual_resp0,wcst_has_first_clr,wcst_category_clr_percents
23hG7h2ByUZDbmOMTDtp0HT0xRb2,373.92222221692396,73.56134923337004,300.3608729835539,73.56134923337004,373.92222221692396,73.56134923337004,300.3608729835539,73.56134923337004,0.0,-0.02777777777777779,107,0.005668219126331486,7.520315961743982,344.19877075312,0.0,0.0,0.0,0.004588814729950476,9.289283023826338,379.0193230207542,0.0,0.0,0.0,0.005966842109285842,7.096059233757796,485.07348759866863,0.0,0.0,0.0,,,,,-0.0010794043963810096,1.7689670620823552,34.820552267634184,128,48,0.375,6,4.6875,42,19,14.84375,0.125,0.875,79.0,5.0,25.6,26.829834140374405,79.0,17.0,11.0,12.0,9.0,,4.0,128.0,80.0,1.0,62.0,48.4375,,0.0,0.0,4.0,3.0,1.0,"[27.848101265822784, 82.35294117647058, 90.9090909090909, 83.33333333333334]"
28nQWMwCaSNFBEXlicY3eHqpwKU2,113.27500002251713,-2.344444453716278,115.61944447623341,-2.344444453716278,113.27500002251713,-2.344444453716278,115.61944447623341,-2.344444453716278,0.0,0.0,108,0.008012338486883668,5.320144529614417,722.6918147612294,0.0,0.0,0.0,0.006082631332033586,7.007953703510405,598.6807365690757,0.0,0.0,0.0,0.007004808101089987,6.085362818687386,620.8176510414792,0.0,0.0,0.0,,,,,-0.0019297071548500817,1.687809173895988,-124.0110781921536,88,15,0.17045454545454544,10,11.363636363636363,5,31,35.22727272727273,0.6666666666666666,0.3333333333333333,18.0,6.0,14.666666666666666,4.422166387140534,18.0,23.0,11.0,11.0,12.0,13.0,6.0,88.0,73.0,1.0,69.0,78.4090909090909,,4.948594079028879,5.333333333333332,3.0,2.0,1.0,"[88.88888888888889, 56.52173913043478, 90.9090909090909, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
2FHuv7L9nWPdbIiWHRIuXtcoyw83,288.0328282828393,184.81031746031772,103.2225108225216,184.81031746031772,281.219534050191,184.81031746031772,96.40921658987327,184.81031746031772,-0.13888888888888884,-0.02777777777777779,104,0.006790822553649271,6.27711863086546,647.0227447910419,0.0,0.0,0.0,0.004704458446801308,5.8260478967324625,833.4308422900268,0.0,0.0,0.0,0.005475499479342953,7.732822403820859,595.2171472137103,0.0,0.0,0.0,,,,,-0.002086364106847963,-0.4510707341329976,186.40809749898494,71,9,0.1267605633802817,8,11.267605633802818,1,25,35.2112676056338,0.8888888888888888,0.1111111111111111,11.0,6.0,11.833333333333334,1.2133516482134197,11.0,13.0,11.0,14.0,11.0,11.0,6.0,71.0,62.0,0.0,60.0,84.50704225352112,,-1.8315018315018528,-0.3333333333333339,4.0,3.0,1.0,"[90.9090909090909, 76.92307692307693, 90.9090909090909, 71.42857142857143, 90.9090909090909, 90.9090909090909]"
2h5FgHUEvBS1twD5DqbTIRrMm1f2,138.85833332770403,11.552777782082558,127.30555554562147,11.552777782082558,144.23261904314393,11.552777782082558,132.67984126106137,11.552777782082558,-0.02777777777777779,0.0,108,0.007527506210686577,5.662804862239396,354.34919341529195,0.0,0.0,0.0,0.005472847040077528,6.496341000312424,303.7403330842187,0.0,0.0,0.0,0.006985874397979035,6.101855879737093,306.9976405885873,0.0,0.0,0.0,,,,,-0.002054659170609049,0.8335361380730282,-50.60886033107323,99,22,0.2222222222222222,13,13.131313131313133,9,36,36.36363636363637,0.5909090909090909,0.4090909090909091,12.0,6.0,16.5,5.057996968497839,12.0,18.0,14.0,13.0,15.0,27.0,6.0,99.0,77.0,0.0,69.0,69.6969696969697,,1.2142178808845472,-3.666666666666666,5.0,4.0,1.0,"[83.33333333333334, 55.55555555555556, 71.42857142857143, 76.92307692307693, 66.66666666666666, 70.37037037037037]"
2zDXvJKvjeejeOSNbtDbtSI5cdz1,145.47500000009313,-6.530555555493493,152.00555555558662,-6.530555555493493,145.47500000009313,-6.530555555493493,152.00555555558662,-6.530555555493493,0.0,0.0,108,0.009039404108523696,4.715664689691028,459.91451515549625,0.0,0.0,0.0,0.007673565550523573,5.555018522973944,507.0796180831852,0.0,0.0,0.0,0.008981144151566747,4.746254825781525,450.08320309556444,0.0,0.0,0.0,,,,,-0.001365838558000123,0.8393538332829156,47.16510292768896,71,9,0.1267605633802817,5,7.042253521126761,4,19,26.76056338028169,0.5555555555555556,0.4444444444444444,12.0,6.0,11.833333333333334,0.6871842709362768,12.0,12.0,11.0,11.0,12.0,13.0,6.0,71.0,62.0,0.0,60.0,84.50704225352112,,-2.1367521367521363,-0.3333333333333339,5.0,4.0,1.0,"[83.33333333333334, 83.33333333333334, 90.9090909090909, 90.9090909090909, 83.33333333333334, 76.92307692307693]"
3FSnTCSiUodLp5u3bE0xaUjLk0b2,55.81666666668343,39.611111111124046,16.205555555559386,39.611111111124046,55.81666666668343,39.611111111124046,16.205555555559386,39.611111111124046,0.0,0.0,108,0.008491503933391764,5.019935114531209,535.5638543399925,0.0,0.0,0.0,0.007747648879293457,5.501901213455679,533.5494996584569,0.0,0.0,0.0,0.00754409503844391,5.65035283267132,498.4640122622037,0.0,0.0,0.0,,,,,-0.0007438550540983073,0.4819660989244703,-2.0143546815356785,84,13,0.15476190476190477,8,9.523809523809524,5,28,33.33333333333333,0.6153846153846154,0.38461538461538464,12.0,6.0,14.0,3.605551275463989,12.0,11.0,12.0,20.0,18.0,11.0,6.0,84.0,71.0,1.0,67.0,79.76190476190477,,-8.703703703703724,-4.666666666666666,5.0,4.0,1.0,"[83.33333333333334, 90.9090909090909, 83.33333333333334, 85.0, 55.55555555555556, 90.9090909090909]"
3WijiOiVCoMbn80F05SPYsxl0TC2,43.75833333532012,-8.922222220235426,52.68055555555554,-8.922222220235426,43.75833333532012,-8.922222220235426,52.68055555555554,-8.922222220235426,0.0,0.0,108,0.008372611726143475,5.091218865113623,534.9388234722107,0.0,0.0,0.0,0.007559727495144843,5.638668695107042,511.7098796477146,0.0,0.0,0.0,0.00867971082290833,4.911085131765962,546.5635779763516,0.0,0.0,0.0,,,,,-0.0008128842309986324,0.5474498299934192,-23.228943824496127,80,16,0.2,9,11.25,7,19,23.75,0.5625,0.4375,14.0,6.0,13.333333333333334,1.3743685418725535,14.0,12.0,13.0,13.0,16.0,12.0,6.0,80.0,64.0,0.0,60.0,75.0,,-2.9761904761904674,-0.6666666666666661,7.0,6.0,1.0,"[71.42857142857143, 83.33333333333334, 76.92307692307693, 76.92307692307693, 62.5, 83.33333333333334]"
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,122.32777775658496,97.98888897895813,24.338888777626835,97.98888897895813,104.95040560639177,84.6411765603458,20.30922904604597,84.6411765603458,-0.13888888888888884,0.0,108,0.007778108855718881,3.6425478179995983,399.6956231651408,0.0,0.0,0.0,0.003647662186533616,3.8967031710847873,386.36566144115625,0.0,0.0,0.0,0.007068576424343069,4.008180960311999,440.4547844306146,0.0,0.0,0.0,,,,,-0.004130446669185265,0.254155353085189,-13.329961723984525,128,34,0.265625,21,16.40625,13,39,30.46875,0.6176470588235294,0.38235294117647056,46.0,5.0,25.6,10.781465577554844,46.0,20.0,21.0,26.0,15.0,,4.0,128.0,94.0,3.0,78.0,60.9375,,0.0,0.0,3.0,2.0,1.0,"[58.69565217391305, 80.0, 71.42857142857143, 38.46153846153847]"
3xCaqfcHxRQxuOlEzXz3PNcHODH2,68.65555555414824,92.06944444444446,-23.41388889029622,92.06944444444446,70.2428571410477,104.70000000013147,-34.457142859083774,104.70000000013147,-0.02777777777777779,-0.05555555555555558,108,0.008701484251677782,4.8987962900920135,383.5272289171888,0.0,0.0,0.0,0.006875073652292703,5.171359961072962,372.24213984841884,0.0,0.0,0.0,0.005478128065550663,5.1718640202534605,342.3029763959042,0.0,0.0,0.0,,,,,-0.0018264105993850786,0.2725636709809489,-11.285089068769935,69,5,0.07246376811594203,3,4.3478260869565215,2,12,17.391304347826086,0.6,0.4,12.0,6.0,11.5,2.140872096444188,12.0,16.0,10.0,10.0,11.0,10.0,6.0,69.0,64.0,0.0,63.0,91.30434782608695,,8.775252525252498,2.333333333333332,5.0,4.0,1.0,"[83.33333333333334, 81.25, 100.0, 100.0, 90.9090909090909, 100.0]"
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,178.52222222223645,-58.23611111111438,236.75833333335083,-58.23611111111438,178.52222222223645,-58.23611111111438,236.75833333335083,-58.23611111111438,0.0,0.0,108,0.008419085097335535,5.063115324003993,495.2570703672146,0.0,0.0,0.0,0.006955445247176247,6.128550690226296,537.7994045827166,0.0,0.0,0.0,0.0077733664888716865,5.483698579172552,386.4354542369337,0.0,0.0,0.0,,,,,-0.0014636398501592885,1.065435366222303,42.542334215502024,82,9,0.10975609756097561,7,8.536585365853659,2,22,26.82926829268293,0.7777777777777778,0.2222222222222222,11.0,6.0,13.666666666666666,4.307615994440028,11.0,11.0,14.0,12.0,11.0,23.0,6.0,82.0,73.0,0.0,69.0,84.14634146341463,,1.2014555492816186,-3.333333333333334,4.0,3.0,1.0,"[90.9090909090909, 90.9090909090909, 71.42857142857143, 83.33333333333334, 90.9090909090909, 82.6086956521739]"
50R0P1MIMvRvK1qpqfGROchII6R2,118.84722216924024,30.59444440735706,88.25277776188318,30.59444440735706,97.42352934756309,30.59444440735706,66.82908494020603,30.59444440735706,-0.05555555555555558,0.0,108,0.008682669188883675,4.909411822920516,494.3898638177615,0.0,0.0,0.0,0.00532433599748956,5.321251974691463,422.48652115092386,0.0,0.0,0.0,0.0073884211328562295,5.769405669210203,420.25425193075876,0.0,0.0,0.0,,,,,-0.0033583331913941148,0.4118401517709467,-71.90334266683766,128,54,0.421875,38,29.6875,16,60,46.875,0.7037037037037037,0.2962962962962963,16.0,5.0,25.6,16.37803407005859,16.0,53.0,24.0,31.0,4.0,,4.0,128.0,74.0,0.0,53.0,41.40625,,0.0,0.0,5.0,4.0,1.0,"[81.25, 24.528301886792452, 58.333333333333336, 41.935483870967744]"
5OOi73igsahMZ5IVKQwwyhnj4Cn2,143.76111111117314,0.17777777778815107,143.58333333338499,0.17777777778815107,149.40865079371247,0.17777777778815107,149.23087301592432,0.17777777778815107,-0.02777777777777779,0.0,108,0.010193446651133321,4.181784653346265,585.0793586107802,0.0,0.0,0.0,0.007349032797160321,4.837844869685718,623.0490446109775,0.0,0.0,0.0,0.008570805614217135,4.973487988072493,502.5988142582068,0.0,0.0,0.0,,,,,-0.0028444138539729996,0.6560602163394531,37.96968600019727,70,7,0.1,3,4.285714285714286,4,20,28.57142857142857,0.42857142857142855,0.5714285714285714,11.0,6.0,11.666666666666666,2.4267032964268394,11.0,11.0,10.0,17.0,11.0,10.0,6.0,70.0,63.0,0.0,60.0,85.71428571428571,,-10.695187165775394,-2.0,4.0,3.0,1.0,"[90.9090909090909, 90.9090909090909, 100.0, 58.82352941176471, 90.9090909090909, 100.0]"
5Z68AKm9rIeeB2lVu3nJO7U31wk1,-2.761111111069681,27.449999999875786,-30.211111110945467,27.449999999875786,-4.142857142803905,26.01714285707908,-30.159999999882984,26.01714285707908,0.0,0.0,108,0.009327021915237054,3.811879176225836,392.5351302423424,0.0,0.0,0.0,0.008174314502745151,4.349414327397648,330.1242662022604,0.0,0.0,0.0,0.006905044294691171,5.14891419917883,259.421730513688,0.0,0.0,0.0,,,,,-0.0011527074124919028,0.537535151171812,-62.410864040082004,128,45,0.3515625,29,22.65625,16,48,37.5,0.6444444444444445,0.35555555555555557,27.0,4.0,32.0,6.819090848492928,27.0,24.0,36.0,41.0,,,3.0,128.0,83.0,4.0,66.0,51.5625,,0.0,0.0,5.0,4.0,1.0,"[85.18518518518519, 41.66666666666667, 63.888888888888886]"
5rXSa3anB5ejmFrnwUsTB82byup1,148.26944444450135,-95.5222222221912,243.79166666669255,-95.5222222221912,148.26944444450135,-95.5222222221912,243.79166666669255,-95.5222222221912,0.0,0.0,108,0.007222573845569053,5.901884796451633,445.6132045134693,0.0,0.0,0.0,0.006703630501971961,6.358763174353653,530.0023621340256,0.0,0.0,0.0,0.007203518142381207,5.9174972461889865,347.98662900210644,0.0,0.0,0.0,,,,,-0.0005189433435970918,0.4568783779020196,84.38915762055626,85,11,0.12941176470588237,7,8.235294117647058,4,28,32.94117647058823,0.6363636363636364,0.36363636363636365,13.0,6.0,14.166666666666666,3.2871804872193366,13.0,11.0,17.0,11.0,13.0,20.0,6.0,85.0,74.0,1.0,69.0,81.17647058823529,,-6.0784313725490335,-1.0,6.0,5.0,1.0,"[76.92307692307693, 90.9090909090909, 88.23529411764706, 90.9090909090909, 76.92307692307693, 70.0]"
5zxa5CMLGQSSonWOXqXf0QNS3PH3,129.66666667328934,62.886111100514654,66.78055557277469,62.886111100514654,128.31587302400953,61.535317451234846,66.78055557277469,61.535317451234846,0.02777777777777779,0.02777777777777779,108,0.01034104794094231,3.4380926205873865,419.8286477417173,0.0,0.0,0.0,0.00727431080587422,5.859908918930272,313.5517682996242,0.0,0.0,0.0,0.010733473652626932,3.971388960365187,458.50260978884256,0.0,0.0,0.0,,,,,-0.0030667371350680895,2.4218162983428857,-106.2768794420931,87,13,0.14942528735632185,7,8.045977011494253,6,26,29.88505747126437,0.5384615384615384,0.46153846153846156,14.0,6.0,14.5,3.304037933599835,14.0,11.0,12.0,12.0,19.0,19.0,6.0,87.0,74.0,0.0,67.0,77.01149425287356,,-6.744133059922547,-4.333333333333334,7.0,6.0,1.0,"[71.42857142857143, 90.9090909090909, 83.33333333333334, 83.33333333333334, 73.68421052631578, 68.42105263157895]"
62fAfeQc27bZelkPX7G54T3gvci2,189.75063492074946,-32.39722222206183,222.1478571428113,-32.39722222206183,189.75063492074946,-23.115079364906364,212.86571428565583,-23.115079364906364,-0.02777777777777779,-0.02777777777777779,107,0.007370630135398281,5.783331680922802,586.4473321254618,0.0,0.0,0.0,0.005334868133969464,7.93666572119531,435.0273168375327,0.0,0.0,0.0,0.006444413821842701,5.516945621088011,540.4962755244655,0.0,0.0,0.0,,,,,-0.0020357620014288163,2.153334040272508,-151.42001528792912,70,8,0.11428571428571428,6,8.571428571428571,2,16,22.857142857142858,0.75,0.25,13.0,6.0,11.666666666666666,0.9428090415820634,13.0,11.0,11.0,11.0,13.0,11.0,6.0,70.0,62.0,0.0,60.0,85.71428571428571,,0.0,0.0,6.0,5.0,1.0,"[76.92307692307693, 90.9090909090909, 90.9090909090909, 90.9090909090909, 76.92307692307693, 90.9090909090909]"
