participant_id,wcst_pes,wcst_post_error_accuracy_drop,wcst_post_switch_error_rate,wcst_post_switch_error_delta,wcst_post_switch_pe_rate,wcst_post_switch_rt_cost_correct,wcst_trials_to_first_correct_after_shift,wcst_pe_run_length_mean,wcst_pe_run_length_max,wcst_pr_run_length_mean,wcst_pr_run_length_max,wcst_pe_cluster_rate,wcst_rt_jump_at_switch,wcst_failure_to_maintain_set,wcst_trials_to_rule_reacquisition,wcst_post_switch_recovery_slope,wcst_switch_cost_error_k1,wcst_switch_cost_rt_k1,wcst_switch_cost_error_k2,wcst_switch_cost_rt_k2,wcst_switch_cost_error_k3,wcst_switch_cost_rt_k3,wcst_switch_cost_error_k4,wcst_switch_cost_rt_k4,wcst_switch_cost_error_k5,wcst_switch_cost_rt_k5
23AEyocWhqY955WHbxhHRSgQ1ms2,844.5909090903072,-0.3787878787878788,0.52,0.52,0.28,61.285416663779614,2.6,1.1428571428571428,2.0,1.6428571428571428,3.0,0.25,603.5066666662693,0.0,7.8,99.18799999937414,1.0,531.1266666670641,0.6,1325.86666666617,0.4,419.6866666619977,0.2,505.1866666649779,0.2,160.1466666643819
23hG7h2ByUZDbmOMTDtp0HT0xRb2,1205.5130537759653,-0.30933544303797467,0.24999999999999997,0.24999999999999997,0.25,624.9020832677684,1.75,1.0,1.0,1.9,4.0,0.16666666666666666,788.8333332141242,1.0,4.75,-144.67499997615815,0.25,1157.3166664838793,0.25,1133.2166665792467,0.0,-43.68333327770233,0.0,-46.908333420753394,0.25,-146.43333339691154
28nQWMwCaSNFBEXlicY3eHqpwKU2,385.47222222155983,-0.19444444444444453,0.32,0.32,0.32,10.204999955495259,2.2,1.1111111111111112,2.0,2.3846153846153846,8.0,0.2,-47.546666733423855,1.0,4.6,37.12400001049039,0.2,25.58666659990954,0.2,111.66666661898299,0.0,-44.25333331425973,0.2,-59.353333409627155,0.0,-82.47333339055376
2FHuv7L9nWPdbIiWHRIuXtcoyw83,488.2604735883501,-0.2513661202185793,0.31999999999999995,0.31999999999999995,0.32,396.56666666673266,2.2,1.6,3.0,1.9230769230769231,4.0,0.375,491.33333333334883,0.0,5.0,-8.999999999967383,0.2,338.7333333333644,0.4,758.9333333333644,0.2,389.9333333333178,0.0,305.7333333335041,0.0,334.7333333332713
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1687.0239999990238,-0.2966507177033493,0.5199999999999999,0.5199999999999999,0.36,1083.0958333152034,2.6,1.0833333333333333,2.0,1.565217391304348,3.0,0.15384615384615385,976.293333307902,0.0,7.2,78.32600000381463,0.4,2533.813333320617,0.6,653.1533332943916,0.4,1333.8733333349228,0.4,733.5133333206177,0.0,1214.3333333253859
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1061.7963570131155,-0.23497267759562845,0.32,0.32,0.2,-82.65999999980761,2.2,1.0,1.0,1.4615384615384615,3.0,0.2,250.59333333373064,0.0,4.8,-60.708000000119306,0.6,256.0600000006456,0.2,875.8600000002731,0.0,-451.09999999950344,0.0,-330.1000000002485,0.0,67.81999999967681
3FSnTCSiUodLp5u3bE0xaUjLk0b2,1128.4895604395601,-0.19340659340659339,0.27999999999999997,0.27999999999999997,0.24,491.09333333329613,1.8,1.1428571428571428,2.0,1.8666666666666667,7.0,0.25,450.91999999995653,1.0,5.8,71.18999999999996,0.6,839.0066666666728,0.0,439.18666666646794,0.2,-4.493333333327087,0.0,852.2666666667288,0.2,42.386666666747416
3WijiOiVCoMbn80F05SPYsxl0TC2,1231.61091271031,-0.38888888888888884,0.43999999999999995,0.43999999999999995,0.31999999999999995,152.8199999829134,2.8,1.125,2.0,1.4615384615384615,3.0,0.2222222222222222,571.4800000111262,0.0,6.2,-83.82800001382824,0.8,519.4733333508173,0.6,815.5333333412806,0.0,198.43333331743878,0.0,120.8133332888286,0.2,96.45333329836527
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,-113.0432006261683,-0.0762175838077166,0.5,0.5,0.5,-134.80416675408685,1.5,1.75,4.0,3.0,13.0,0.19047619047619047,-82.77500025431311,3.0,9.0,46.64500005245213,0.5,-104.11666711171469,0.5,103.00833312670392,0.5,-114.01666696866354,0.5,-9.041666587193816,0.25,8.633333126703889
3xCaqfcHxRQxuOlEzXz3PNcHODH2,480.46920634910225,-0.13650793650793647,0.12,0.12,0.08,44.382000000029805,1.6,1.5,2.0,1.2,2.0,0.6666666666666666,236.65999999940396,0.0,3.6,-106.879999999702,0.2,556.326666667064,0.0,-175.23333333233987,0.0,-8.033333332339907,0.0,76.66666666467984,0.2,-17.79333333174386
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1518.2124999999878,0.11111111111111116,0.27999999999999997,0.27999999999999997,0.24,651.8483333332968,1.6,1.0,1.0,1.4666666666666666,4.0,0.14285714285714285,793.3666666666666,0.0,5.2,-57.84200000001597,0.4,676.7400000000683,0.2,1786.5399999999747,0.2,435.4399999999285,0.0,-251.74000000005282,0.0,160.24000000006828
50R0P1MIMvRvK1qpqfGROchII6R2,54.758847545568415,-0.24171341152473225,0.6375,0.6375,0.6375,-121.95555546548633,2.0,1.7272727272727273,4.0,2.5,7.0,0.10526315789473684,-8.92499991257992,0.0,15.0,2.4766666730245297,0.75,83.59166677792868,0.75,-62.50833324591321,0.75,-53.95833317438763,0.3333333333333333,-110.65555551317004,0.0,-77.18888881471428
5OOi73igsahMZ5IVKQwwyhnj4Cn2,709.0034562212325,-0.062211981566820285,0.15999999999999998,0.15999999999999998,0.08,300.44233333331226,1.6,1.0,1.0,1.6666666666666667,5.0,0.3333333333333333,594.0600000000559,0.0,4.8,-317.2280000000539,0.0,106.2533333334139,0.2,-135.86666666660457,0.0,256.2133333332837,0.0,150.67333333315327,0.2,280.7933333333582
5Z68AKm9rIeeB2lVu3nJO7U31wk1,-99.41870208090904,-0.32721796276013143,0.7333333333333334,0.7333333333333334,0.7333333333333334,-1371.1000000002487,6.333333333333333,1.9333333333333333,6.0,2.0,6.0,0.20689655172413793,-321.6333333330437,4.0,10.666666666666666,-59.81666666666664,1.0,-427.1111111106973,0.6666666666666666,-389.97777777723974,0.6666666666666666,-521.2777777773639,0.6666666666666666,-399.8111111111939,0.3333333333333333,-453.0444444442789
5rXSa3anB5ejmFrnwUsTB82byup1,192.43237858028692,-0.05853051058530501,0.27999999999999997,0.27999999999999997,0.24000000000000005,163.9616666667551,1.6,1.0,1.0,1.4736842105263157,6.0,0.14285714285714285,150.56000000005582,1.0,5.0,22.772000000011168,0.4,233.26666666672872,0.2,228.40666666667275,0.2,23.106666666766,0.0,208.94666666680328,0.0,-34.613333333345736
5zxa5CMLGQSSonWOXqXf0QNS3PH3,616.4149631052046,-0.01685985247629085,0.31999999999999995,0.31999999999999995,0.2,307.14333333571756,2.0,1.0,1.0,1.5294117647058822,4.0,0.14285714285714285,435.94666666189823,0.0,5.4,-40.69599999904623,0.6,766.8666666666666,0.2,262.8466666380564,0.2,267.1466666857402,0.0,324.5066666762035,0.0,562.9466666618985
62fAfeQc27bZelkPX7G54T3gvci2,3141.373302107834,0.11475409836065575,0.23999999999999994,0.23999999999999994,0.24,2285.093333333328,2.0,1.0,1.0,1.0666666666666667,2.0,0.16666666666666666,2803.49333333342,0.0,4.4,-587.6200000001121,0.0,6978.20000000031,0.2,1442.0999999997516,0.0,376.0800000000124,0.0,353.13999999978887,0.0,258.78000000019864
6ABZuv4jbjgE0B8TeyUk6nwVb122,1172.9864934654977,-0.09610389610389602,0.23999999999999994,0.23999999999999994,0.2,459.81499993801117,1.8,1.0,1.0,1.2941176470588236,3.0,0.14285714285714285,576.9066665331522,1.0,4.6,-30.38999997138986,0.2,1289.3933332761128,0.2,816.4533331235249,0.0,-92.02666670481362,0.0,163.63333333333344,0.0,-185.6066666285197
6OwhwWQDThSPHTVAeXugohrYuje2,-222.42228205732795,-0.009743589743589742,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,
6WFCyGwk71XLPBmbe4Vav3eotVm1,778.837704917586,-0.36299765807962536,0.27999999999999997,0.27999999999999997,0.16,649.5808332840602,1.4,1.3333333333333333,2.0,1.4,2.0,0.5,802.9666665712994,0.0,4.8,-205.81599994659422,0.4,1090.4599999745687,0.2,313.5799998601279,0.2,594.1800000508626,0.2,223.92000010808314,0.0,217.22000001271567
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,493.3920634994431,-0.30555555555555547,0.27999999999999997,0.27999999999999997,0.24000000000000005,267.4166666150093,1.6,1.2,2.0,2.2,5.0,0.3333333333333333,306.3733332792918,0.0,5.0,-0.3359999942779403,0.4,522.1066666444142,0.4,269.1466666062674,0.0,226.90666664441443,0.0,273.7866666158041,0.0,76.60666659673052
80UJMJbCOMgs6YVpsMgXfYTzw6o2,747.9700000000498,-0.31666666666666665,0.27999999999999997,0.27999999999999997,0.2,203.69166666641829,2.2,1.0,1.0,1.5833333333333333,3.0,0.2,355.6133333331595,0.0,4.6,-25.213999999985116,0.6,642.9066666667661,0.0,522.8866666660955,0.0,173.12666666631895,0.0,9.866666666915034,0.0,82.3666666665425
87w5Le0CgZhSfYAaOH3Xd2fc98l1,1453.5114457830437,-0.38608981380065716,0.44000000000000006,0.44000000000000006,0.39999999999999997,481.2625000001862,3.0,1.4,4.0,1.6818181818181819,5.0,0.2857142857142857,428.9133333337803,0.0,6.0,114.02600000001492,0.2,861.2466666671137,0.4,367.9866666677097,0.4,1139.5466666678585,0.4,488.4866666662198,0.6,1217.8666666674117
8bwaafIhKVMNBoHaXFcY8HirS9u2,1448.0111110872695,-0.13888888888888884,0.19999999999999998,0.19999999999999998,0.16,583.342333316803,1.6,1.1666666666666667,2.0,1.7857142857142858,4.0,0.2857142857142857,532.4066666603088,0.0,4.6,33.38800001144417,0.4,568.0866666316986,0.2,1007.1066667079928,0.0,807.8466665744781,0.0,69.08666672706605,0.2,174.80666666030885
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,888.323602485854,-0.5124223602484472,0.27999999999999997,0.27999999999999997,0.24,836.7833333174389,1.6,1.2,2.0,1.7692307692307692,4.0,0.3333333333333333,674.6466665903727,0.0,5.0,80.90800001144414,0.8,514.446666463216,0.2,1434.946666653951,0.0,519.846666653951,0.0,476.386666615804,0.0,459.9066665013631
9NTZ091xWyOO8DgzyTGY0O3i8IR2,490.93749999962756,-0.11249999999999993,0.24,0.24,0.2,139.97399999960015,1.6,1.1666666666666667,2.0,1.5833333333333333,6.0,0.2857142857142857,218.27333333306007,1.0,4.6,-101.39400000005958,0.6,-122.5266666668156,0.2,310.4333333325883,0.0,248.65333333288623,0.0,-225.6466666667412,0.0,-148.5266666664432
9Xz1RIwnPXgyRqmucudW9VeuDnq1,223.09289617488912,-0.23497267759562845,0.32,0.32,0.32,-60.916666666635635,2.6,1.6,2.0,1.5384615384615385,3.0,0.25,100.46666666669769,0.0,4.6,-23.33999999999069,0.6,421.60000000006204,0.0,-87.39999999998449,0.0,-237.00000000003106,0.0,179.80000000010864,0.0,123.39999999996894
9l7DjYLs0XdgwykPZR5E01KTZfu2,2711.1746212316284,-0.15909090909090906,0.27999999999999997,0.27999999999999997,0.24000000000000005,746.5400000333786,2.4,1.0,1.0,1.5333333333333334,4.0,0.14285714285714285,1350.0133333603542,0.0,4.4,-369.8019999980929,0.2,3421.2200000286102,0.2,490.7000000476837,0.0,-49.68000001907346,0.0,24.56000003814695,0.0,-79.84000000953681
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,912.9474038633016,-0.2990384615384616,0.36,0.36,0.36000000000000004,352.5283332983653,2.6,1.5,3.0,2.4,6.0,0.3333333333333333,261.5066666285197,0.0,5.0,-8.89199999809263,0.4,275.22666668891907,0.4,247.42666659355172,0.0,774.7066666126252,0.0,-32.33333334922793,0.0,306.80666670799246
ASGvwW80q7VY7xFaLGZhVuErUQu2,467.92158732035796,-0.12222222222222223,0.32,0.32,0.27999999999999997,378.09166695276895,1.8,1.1666666666666667,2.0,1.5294117647058822,5.0,0.2857142857142857,131.5133332570394,1.0,5.4,125.50400024414071,0.4,38.02666625976567,0.6,486.76666679382333,0.0,201.38666687011718,0.0,415.58666763305666,0.0,130.0866664886475
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1342.1059842250636,-0.2993150684931506,0.5199999999999999,0.5199999999999999,0.39999999999999997,579.0750000476837,3.4,1.4285714285714286,2.0,1.5625,3.0,0.2,971.2733333905538,1.0,6.4,498.83399997711194,1.0,1337.7200001398721,0.2,1360.1600000063577,0.2,363.94000021616614,0.4,3196.9999998728435,0.2,734.7000001589456
AsXBOflrszVNKoFqbN61bMJqS0k2,335.79571429973544,-0.2571428571428571,0.5199999999999999,0.5199999999999999,0.5199999999999999,496.69374999900657,2.4,1.7272727272727273,5.0,2.3,12.0,0.2631578947368421,93.26666665871942,1.0,6.6,116.77199999570848,0.6,365.80666665236174,0.6,36.58666664759323,0.2,168.2466666857402,0.6,560.0466666380565,0.0,550.7466666857401
AyAnuCaltBbpEYbudoyNzTvXlcC2,2169.036742084193,-0.1579185520361991,0.44000000000000006,0.44000000000000006,0.36,1615.27708335345,2.8,1.1818181818181819,2.0,1.7058823529411764,5.0,0.15384615384615385,1137.4266666809717,1.0,7.0,119.89000000119206,0.2,2260.8666666785875,0.6,1091.3266666809718,0.2,2282.6466666857395,0.2,648.6466666857401,0.0,754.0466666618983
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,211.12214285718665,-0.06959706959706957,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1450.0666666668064,0.0,,,1.0,367.866666666853,,,,,,,,
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,265.1718181761828,0.021212121212121238,0.31999999999999995,0.31999999999999995,0.2,5.773333307107237,1.6,1.0,1.0,1.3333333333333333,4.0,0.2,-38.226666704813645,0.0,5.8,12.885999994277977,0.4,-119.11333341598512,0.2,34.906666612625166,0.4,163.82666664123533,0.0,-107.51333336830135,0.0,79.44666666984554
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,852.1399709433317,-0.0973630831643002,0.36,0.36,0.36,380.54999999999995,2.0,1.2222222222222223,2.0,1.9375,5.0,0.18181818181818182,473.1333333492279,1.0,5.4,28.486000003814627,0.4,803.0266666571299,0.4,664.1666667143503,0.2,504.04666663805637,0.0,244.12666670481372,0.0,74.82666670481358
CDEoAyvS8feXLKMKsaZah9agEhF3,2301.3009836066512,0.09836065573770492,0.23999999999999994,0.23999999999999994,0.24000000000000005,2695.08666666674,1.8,1.0,1.0,1.25,3.0,0.16666666666666666,3031.493333333451,0.0,4.6,-554.7100000000288,0.2,7907.406666666796,0.2,1304.1066666667973,0.0,636.306666666704,0.0,744.9666666666667,0.0,33.44666666664803
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,727.465714291164,-0.37142857142857144,0.44000000000000006,0.44000000000000006,0.31999999999999995,506.9979166636865,1.6,1.2222222222222223,2.0,1.6,4.0,0.18181818181818182,637.4399999936423,0.0,6.8,-3.9159999942779793,0.8,812.9,0.2,1275.9,0.4,186.57999992370605,0.4,117.10000004768376,0.0,119.8
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,1085.3296918768183,-0.34360410830999066,0.4,0.4,0.32,610.9466666666714,2.8,1.5,2.0,1.5,2.0,0.2222222222222222,661.3466666667102,0.0,6.0,-81.93800000002621,0.6,992.1466666668033,0.2,1015.1466666666171,0.0,169.12666666669156,0.2,-21.433333333364363,0.2,314.6266666666917
CUNlBEszJVRGK1jWlTaOaCqpDg53,648.9396825398851,-0.40476190476190477,0.48,0.48,0.44000000000000006,723.2233333334327,2.8,1.8333333333333333,3.0,1.6428571428571428,4.0,0.2727272727272727,320.18666666659215,0.0,5.4,103.0860000000149,0.8,274.919999999553,0.6,418.62000000029786,0.0,843.820000000298,0.2,497.99999999962745,0.0,414.8000000000002
Cbkx2NHyF3NrebzXGqNgSfiWent1,1330.460887095921,-0.012096774193548376,0.27999999999999997,0.27999999999999997,0.2,490.09166666567324,2.2,1.0,1.0,1.1875,3.0,0.2,796.3600000003973,0.0,4.6,-194.7940000003577,0.2,2049.96666666766,0.2,204.02666666706403,0.0,91.78666666646794,0.0,140.20666666527592,0.0,-23.71333333055179
Co587hoelyeANqFX7AYvuVQW0lZ2,841.9175757565282,-0.4424242424242424,0.32,0.32,0.27999999999999997,217.0866666684548,2.2,1.2857142857142858,2.0,1.2941176470588236,3.0,0.2222222222222222,256.3266666650772,0.0,4.8,14.286000001430477,0.6,786.1333333253859,0.2,129.63333333730702,0.0,398.4733333349228,0.0,118.4733333349227,0.0,-102.34666665792467
CtJe4bZZnYUBNrcPk00d3YQFSGp2,264.96954365075567,-0.373015873015873,0.52,0.52,0.44000000000000006,935.4805555554985,3.2,2.2,4.0,2.3,5.0,0.36363636363636365,637.7999999998447,0.0,6.4,207.32200000003908,0.8,734.8066666665798,0.6,1087.346666666524,0.4,460.4266666665984,0.0,1265.0466666666168,0.2,861.3866666666543
DAKDKPH698P12JfTbbjemLI6PIH2,1451.3319047581583,-0.2047619047619048,0.27999999999999997,0.27999999999999997,0.24,240.578333334128,1.8,1.1666666666666667,2.0,1.6428571428571428,3.0,0.2857142857142857,305.1733333349228,1.0,4.8,-44.3999999988079,0.2,348.15999999443693,0.4,303.6600000063578,0.0,242.519999996821,0.0,94.520000008742,0.0,-23.48000000317895
DPvStUYSmohmXwFwaKRqHv89R3k1,1457.0847457431805,0.05084745762711862,0.11999999999999997,0.11999999999999997,0.12000000000000002,932.702000020345,1.6,1.0,1.0,1.3846153846153846,4.0,0.3333333333333333,1221.9533333381016,0.0,3.6,-293.31199999094014,0.0,1526.6599999984105,0.0,659.4599999984106,0.0,187.50000003178917,0.0,682.7600000460941,0.0,245.72000003655748
DaRehVxIOhXtEtUExdgvUl0mKcx2,141.62857143368046,-0.3070436507936508,0.6,0.6,0.39999999999999997,535.7166666835548,2.75,1.5833333333333333,3.0,2.3846153846153846,10.0,0.07894736842105263,844.3250000153979,0.0,30.0,-123.52999999920537,0.5,987.8833333700896,0.6666666666666666,1552.6666666732897,0.3333333333333333,658.1333333518771,0.3333333333333333,-119.16666664017566,0.0,247.13333333200887
Df83JuPuJkXqTGbENhM2gw5SJM43,691.1600000000092,-0.13,0.32,0.32,0.24,-28.675000000019487,2.2,1.1428571428571428,2.0,1.625,4.0,0.25,-38.21999999997213,0.0,5.0,-1.8860000000288892,0.6,61.120000000003095,0.2,208.84000000002158,0.0,51.41999999995653,0.0,-389.2000000000621,0.0,-392.5799999999969
DxSidjznjVSNDJuDqqGgxpMEGtw1,597.1661202177977,-0.08469945355191255,0.23999999999999994,0.23999999999999994,0.2,186.70666668812433,2.0,1.0,1.0,1.6153846153846154,4.0,0.2,172.00000000000009,0.0,4.6,3.6060000133514194,0.2,422.76000000635804,0.2,79.560000006358,0.0,211.86000010172535,0.0,137.16000000635785,0.0,188.53999997774767
DzB19GqCB7fyrlEPexogWkjFzEx2,699.0615384615382,-0.36923076923076925,0.32,0.32,0.32,13.579999975363489,1.6,1.6,2.0,1.8571428571428572,5.0,0.25,122.96666663487763,0.0,4.6,-58.20999999523163,0.6,154.73999999364213,0.2,64.63999999364209,0.2,131.95999992688516,0.2,-130.1400000254313,0.2,313.1999999841056
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1890.1402116401396,-0.24603174603174593,0.4,0.4,0.4,1087.3541666666035,2.2,1.8333333333333333,4.0,1.5789473684210527,5.0,0.36363636363636365,412.86666666660466,1.0,5.8,405.80000000000007,0.6,1044.7999999999533,0.6,321.99999999990683,0.2,2155.599999999953,0.0,1345.3999999999537,0.2,-94.40000000009316
EUhcW9kURScie1DwGPHqmNqotJB2,270.334674906989,-0.2791537667698658,0.6666666666666666,0.6666666666666666,0.5333333333333333,1177.0416666467986,3.0,1.9523809523809523,9.0,3.0454545454545454,11.0,0.21951219512195122,118.03333335452612,2.0,22.0,301.9699999888739,0.6666666666666666,-52.266666677263025,0.6666666666666666,187.76666670375394,0.6666666666666666,636.0333332750533,0.3333333333333333,1384.3000000052982,0.3333333333333333,267.6666666401757
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1480.5142125683467,-0.265044814340589,0.27999999999999997,0.27999999999999997,0.2,791.7773333239556,2.2,1.5,3.0,1.7692307692307692,5.0,0.3333333333333333,753.3599999904633,0.0,4.8,-164.05599999666228,0.2,1610.440000009537,0.2,-93.16000001430521,0.2,485.11999995708476,0.0,485.1800000190735,0.0,354.8200000047683
EoToosG69XMp4LTYdB6sB9WTrv22,2267.450819565299,-0.31693989071038253,0.039999999999999994,0.039999999999999994,0.04,549.074333434105,1.0,1.0,1.0,1.4,3.0,1.0,713.1266668001812,0.0,3.6,-335.20400004386903,0.0,307.2133335113525,0.2,44.65333337783816,0.0,713.2133334159852,0.0,-91.50666666030884,0.0,702.7533333778381
Fz7EUjZCLuUBxLDUVtN6djaBTy42,41.57023412607168,-0.2412008281573499,0.36,0.36,0.36,199.37666665713,2.6,1.6666666666666667,3.0,1.6666666666666667,3.0,0.3,95.46666665077214,0.0,5.0,66.13400000572206,0.8,156.88666665554052,0.2,195.90666666030907,0.0,188.62666666507735,0.0,248.40666666030893,0.0,40.4866666555406
G1Ff3XYUZMRsPafyEQ80ussnVlf1,454.25663864919784,-0.2529411764705882,0.4,0.4,0.32,404.3049999892711,1.6,1.7058823529411764,5.0,2.888888888888889,9.0,0.1724137931034483,119.57999998728428,1.0,10.2,155.1440000081062,0.8,169.4199999729792,0.2,391.0800000111261,0.4,606.9799999872841,0.2,355.1800000111262,0.2,584.3999999682108
G9VruXninjUdE9czK2DambZl5li2,756.2915942029108,-0.2747826086956522,0.48,0.48,0.36,454.5208333333479,2.8,1.3333333333333333,3.0,1.4,3.0,0.25,355.1333333333334,0.0,7.6,104.020000000014,0.6,363.800000000031,0.2,955.600000000031,0.2,11.999999999984492,0.4,442.0000000000311,0.2,194.79999999989138
GDZGRW51kbWtAdUIHCtEd8sAtqY2,809.6848958643773,-0.5173611111111112,0.44000000000000006,0.44000000000000006,0.4,106.38666671117149,2.6,2.0,3.0,2.0,4.0,0.3,294.50000006357834,0.0,5.6,38.999999995231576,0.6,295.0800000508626,0.4,733.6000000794727,0.2,-208.11999999682115,0.2,301.42000006039945,0.0,38.72000006039921
GE4hogtdLdTFbNasENgtm6SO3hC3,739.9987893497107,-0.37772397094431,0.19999999999999998,0.19999999999999998,0.12000000000000002,165.131333338817,2.0,1.0,1.0,1.2222222222222223,2.0,0.3333333333333333,291.8133333384991,0.0,4.0,-180.1,0.2,64.09333333571757,0.2,-93.14666665593776,0.0,49.173333342870116,0.0,11.453333332141302,0.0,-102.8466666678587
GEwkBw3YHaNp3TCh9YS9PKVfavz1,1606.1650349696201,-0.255944055944056,0.2799999999999999,0.2799999999999999,0.27999999999999997,814.1499999890724,2.0,1.4,3.0,1.9166666666666667,5.0,0.42857142857142855,706.2999999841053,0.0,4.8,17.72599999904628,0.6,695.8199999610582,0.2,1387.6799999872842,0.0,484.4399999896685,0.0,229.71999998490014,0.0,111.0999999920527
