participant_id,wcst_pre_switch_n_switches,wcst_pre_switch_rt_mean_w1,wcst_pre_switch_rt_delta_w1,wcst_pre_switch_n_valid_w1,wcst_pre_switch_n_valid_delta_w1,wcst_pre_switch_rt_mean_w2,wcst_pre_switch_rt_delta_w2,wcst_pre_switch_n_valid_w2,wcst_pre_switch_n_valid_delta_w2,wcst_pre_switch_rt_mean_w3,wcst_pre_switch_rt_delta_w3,wcst_pre_switch_n_valid_w3,wcst_pre_switch_n_valid_delta_w3,wcst_pre_switch_rt_mean_w4,wcst_pre_switch_rt_delta_w4,wcst_pre_switch_n_valid_w4,wcst_pre_switch_n_valid_delta_w4,wcst_pre_switch_rt_mean_w5,wcst_pre_switch_rt_delta_w5,wcst_pre_switch_n_valid_w5,wcst_pre_switch_n_valid_delta_w5
O61Eik2zvrSQLMNpFbTNEgjWwMr2,5.0,1222.880000001192,-388.9436483500276,5.0,5.0,1405.510000000149,-203.66747863195906,5.0,5.0,1456.5733333334326,-155.54060606011618,5.0,5.0,1397.480000000447,-257.7071168820851,5.0,5.0,1368.2520000007748,-335.9322222205168,5.0,5.0
OExlWyngGfPrScDYjaRcv5PIAet1,5.0,927.4599999904633,-539.6112222325802,5.0,5.0,969.2299999952317,-550.3064141470676,5.0,5.0,936.9466666777929,-665.7747618895485,5.0,5.0,916.1850000083447,-797.084841256766,5.0,5.0,964.9080000066758,-846.768166654706,5.0,5.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,5.0,1758.120000076294,52.95756581840824,5.0,5.0,1555.5000000476837,-180.85356225089714,5.0,5.0,1455.8000000317893,-331.5070562782535,5.0,5.0,1457.260000038147,-374.82423284585394,5.0,5.0,1523.5600000381469,-331.9108888742659,5.0,5.0
ORvIk1xRWIQmKuLVe6GXNouvAXx2,5.0,1722.1799999952316,-821.866363639878,5.0,5.0,1770.1,-825.8045868936002,5.0,5.0,1876.0933333158496,-746.1582719825176,5.0,5.0,1852.6199999809264,-831.077781843095,5.0,5.0,1919.199999985695,-764.4751414759287,5.0,5.0
P8mTl71XaYNvFMTCvlKpzzUdc9W2,5.0,1054.8199999928474,-372.5646724453135,5.0,5.0,1037.4399999976158,-432.2069011003761,5.0,5.0,1073.446666665872,-436.0262087911621,5.0,5.0,1071.6949999988078,-497.93818181893147,5.0,5.0,1056.5199999976157,-601.5329090931198,5.0,5.0
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,5.0,1061.660000014305,-476.84089897722316,5.0,5.0,1114.0200000107288,-466.02628281869073,5.0,5.0,1202.2000000039739,-401.9416190461554,5.0,5.0,1212.2900000035763,-443.5076190462425,5.0,5.0,1185.804000005722,-566.7530714234,5.0,5.0
PLreonkqaMeFc0UqxKUelH44UQu1,5.0,698.5600000023842,-1033.0145974009235,5.0,5.0,806.7100000008941,-1004.9158544061531,5.0,5.0,874.7399999996027,-1030.4293253984301,5.0,5.0,900.774999999255,-1123.722087544275,5.0,5.0,1020.1959999996423,-1107.6149743608773,5.0,5.0
PXesLO51qlY7lJBrLdOAZiHmUR72,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0
PkpTH7pWpEOG9A86xSloOSozwTk2,2.0,2218.2500000000005,-829.6961066906794,2.0,2.0,2200.149999976158,-879.5451389004784,2.0,2.0,2189.2666666110354,-937.7585197938342,2.0,2.0,2332.6999999284744,-834.1110714974147,2.0,2.0,2303.7099999427796,-918.1692754158073,2.0,2.0
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,5.0,1149.599999999255,24.191515150662802,5.0,5.0,1035.2199999999254,-109.28276767691202,5.0,5.0,1030.5666666666666,-125.54733333339705,5.0,5.0,998.0550000002607,-188.4951190473142,5.0,5.0,972.8680000004173,-254.15890476130303,5.0,5.0
QbOEVCaZLUMOgltUdXm58oZOALv2,5.0,1593.3200000047684,-375.87300648474525,5.0,5.0,1663.4200000047683,-319.51754255942967,5.0,5.0,1599.0866666674615,-421.52387092192583,5.0,5.0,1593.515000000596,-464.227773594342,5.0,5.0,1583.1,-510.25452613713696,5.0,5.0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,5.0,1787.5799999713897,-548.5238461594499,5.0,5.0,1794.3299999713897,-603.1643650845875,5.0,5.0,1877.5533333142598,-564.8778463143549,5.0,5.0,2175.4049999713898,-171.18500000703892,5.0,5.0,2106.4999999809265,-320.88266665538157,5.0,5.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,5.0,1199.9799999713898,-297.17332055379194,5.0,5.0,1325.089999961853,-168.15730837890857,5.0,5.0,1483.5399999777476,23.296540363545365,5.0,5.0,1434.5249999880791,-40.365612543306,5.0,5.0,1437.0399999904635,-34.76916669938305,5.0,5.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,5.0,1472.219999885559,-181.21600016276034,5.0,5.0,1362.7099999427796,-337.88686518971883,5.0,5.0,1324.439999898275,-439.27571447236204,5.0,5.0,1387.5049999713897,-402.6475715296609,5.0,5.0,1364.9479999923706,-525.4643334166209,5.0,5.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,5.0,1052.4600000858306,-1040.66401266198,5.0,5.0,1213.5600000143052,-949.2356161390169,5.0,5.0,1267.1666666666665,-981.2100947635861,5.0,5.0,1392.4049999952317,-907.7499999983917,5.0,5.0,1391.475999994278,-1023.6532142849197,5.0,5.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,5.0,1719.4599999999627,-363.4190209790577,5.0,5.0,1513.569999999972,-642.989436664814,5.0,5.0,1438.7600000000248,-801.8411111110776,5.0,5.0,1427.705000000028,-920.436777777733,5.0,5.0,1425.7120000000111,-1022.6279126983893,5.0,5.0
SOhR7IO689NQCPQu56SjATO8FR92,5.0,1283.2400000000375,-251.29823776214215,5.0,5.0,1145.1800000000744,-433.96922222206933,5.0,5.0,1262.153333333321,-334.05305555549666,5.0,5.0,1254.6399999999442,-380.38043697478884,5.0,5.0,1261.1719999999555,-414.324924603164,5.0,5.0
SPCT9D90pRa1ihXS5jEw6vCmquI3,5.0,688.7599999964237,-695.8506974268715,5.0,5.0,765.7899999976158,-637.1152618030271,5.0,5.0,811.1866666654745,-607.5747575795442,5.0,5.0,838.754999999702,-593.4226271215455,5.0,5.0,838.8120000004768,-614.246132185833,5.0,5.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,5.0,995.6,-371.3633333333209,5.0,5.0,1032.8999999999767,-363.60909090910525,5.0,5.0,1034.0000000000077,-401.20999999997474,5.0,5.0,1097.5499999999943,-360.1007936507865,5.0,5.0,1083.2799999999954,-436.75333333332344,5.0,5.0
SvtOrPatsnWjicxtyndEzSdO5Wp1,5.0,1363.160000014305,-571.6046031639122,5.0,5.0,1433.699999988079,-536.2148999688359,5.0,5.0,1548.3533333301543,-438.54065477102995,5.0,5.0,1728.830000001192,-239.97399334438833,5.0,5.0,1753.2760000038147,-225.67376190668065,5.0,5.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,5.0,1565.4200000047683,-92.73249416896996,5.0,5.0,1544.2300000041723,-128.5807272695502,5.0,5.0,1422.593333339691,-301.1635353471956,5.0,5.0,1469.5550000026822,-268.15644444280196,5.0,5.0,1409.460000001192,-399.8392460322664,5.0,5.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,4.0,1521.7500000074506,288.18777174876936,4.0,4.0,1093.7250000014901,-201.8658997218667,4.0,4.0,1038.800000001987,-301.82658729755457,4.0,4.0,997.0999999977648,-417.0855337099524,4.0,4.0,1019.0949999973178,-466.13346591134643,4.0,4.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,5.0,1098.8600000023841,-437.6374718580308,5.0,5.0,1067.5000000029802,-510.4870695925523,5.0,5.0,1148.1933333337306,-448.7348504257699,5.0,5.0,1115.1,-542.8856493495083,5.0,5.0,1100.2679999995232,-628.1130909084939,5.0,5.0
UbqFccqQZZgcqJIqCn3ErH9zQdM2,5.0,1642.1799999713899,227.06938346656767,5.0,5.0,1391.949999976158,-40.730000019739144,5.0,5.0,1402.6933333079019,-38.73940743243254,5.0,5.0,1361.674999988079,-96.18292735815048,5.0,5.0,1398.9279999923706,-32.85812857288975,5.0,5.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,5.0,902.260000000149,-218.40974592066613,5.0,5.0,1031.3500000001864,-84.35398989885634,5.0,5.0,994.5666666669151,-141.1410505048138,5.0,5.0,963.8300000001676,-202.36238095223035,5.0,5.0,952.1040000001342,-241.76183333321342,5.0,5.0
VwTymW8T68MfpnJvZ2X97ILqDWS2,5.0,1441.8799999952316,-37.25711586542775,5.0,5.0,1267.339999997616,-246.67303690532685,5.0,5.0,1300.9799999952318,-229.7295555559794,5.0,5.0,1365.5399999976157,-163.23851009809863,5.0,5.0,1315.9879999947548,-261.67701282221435,5.0,5.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,5.0,1442.0,-468.0895959595772,5.0,5.0,1276.7999999999768,-711.0520202020281,5.0,5.0,1352.6666666666201,-684.316190476227,5.0,5.0,1334.0499999999652,-796.2670426065395,5.0,5.0,1359.9999999999627,-871.8233333333594,5.0,5.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,5.0,1376.2999999970198,-232.8487272756916,5.0,5.0,1361.09999999851,-265.3533590657613,5.0,5.0,1428.5933333327373,-200.3342424246097,5.0,5.0,1454.235000000149,-162.66056430337989,5.0,5.0,1439.1639999997617,-195.79996284270123,5.0,5.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,5.0,1847.219999998808,45.330188773134616,5.0,5.0,1762.15,-50.352023810310904,5.0,5.0,1630.586666666468,-222.67987440123224,5.0,5.0,1610.060000001639,-270.9998333320412,5.0,5.0,1596.0280000007153,-320.46762703964066,5.0,5.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,5.0,1103.8000000000466,-271.7181417797266,5.0,5.0,1226.1,-151.75416666665393,5.0,5.0,1196.9333333333332,-197.74596179181782,5.0,5.0,1216.6,-179.74406926405476,5.0,5.0,1195.6,-203.40880341878778,5.0,5.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,5.0,1073.139999961853,-467.53466667652117,5.0,5.0,1030.829999923706,-563.2118182374974,5.0,5.0,1093.139999961853,-537.3345000100136,5.0,5.0,1144.6749999523163,-520.6967460579342,5.0,5.0,1169.119999923706,-546.0625000770887,5.0,5.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,5.0,1024.4,-336.35466666373117,5.0,5.0,1033.8499999940395,-348.6340000039159,5.0,5.0,957.486666661501,-477.7146190510051,5.0,5.0,954.2099999964237,-528.389072040615,5.0,5.0,969.7719999957084,-557.160500002851,5.0,5.0
WqoZv41KTtTCuPKBPyClregrKAi1,5.0,1397.6000000000465,-137.870760233858,5.0,5.0,1229.0000000000466,-343.48559508118353,5.0,5.0,1166.5333333333642,-457.82542144125364,5.0,5.0,1252.3000000000234,-357.8986111110676,5.0,5.0,1306.519999999991,-325.79833333333954,5.0,5.0
XbHvBButpZS4bapbJXJLAYcHnn12,5.0,1148.839999999851,-1106.890462989944,5.0,5.0,1340.8299999998883,-947.8197899160834,5.0,5.0,1536.6733333332772,-773.3298847609792,5.0,5.0,1497.694999999972,-862.0384825175075,5.0,5.0,1621.0599999999813,-752.2091191499796,5.0,5.0
XehZHBpwr5MYzUXkj0FAYCsFG922,5.0,1219.8600000008942,-281.44164340402995,5.0,5.0,1301.210000000149,-208.39714410551068,5.0,5.0,1229.0333333333333,-308.3672051279929,5.0,5.0,1204.6900000002236,-363.1465930730611,5.0,5.0,1217.4640000003576,-381.3036989318982,5.0,5.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,5.0,1074.0,-704.534666670296,5.0,5.0,1084.1499999940395,-767.6826010211851,5.0,5.0,1126.1400000015892,-799.2025000019443,5.0,5.0,1150.7800000071525,-864.2180952315291,5.0,5.0,1174.712000005245,-956.414999995927,5.0,5.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,5.0,1070.4999999940396,-649.252580815373,5.0,5.0,1042.1399999976159,-764.3033023124972,5.0,5.0,1055.9266666650772,-850.1711746064184,5.0,5.0,1244.994999998808,-651.5387539714457,5.0,5.0,1297.2839999997618,-683.722047620955,5.0,5.0
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,5.0,1410.1200000047684,-461.63013635949653,5.0,5.0,1377.05,-551.4871111125416,5.0,5.0,1350.4733333388965,-647.1441269785403,5.0,5.0,1420.2750000089407,-621.220137351391,5.0,5.0,1473.6240000081063,-610.010761893874,5.0,5.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,5.0,1304.4199999809266,-233.67347371354876,5.0,5.0,1335.1799999713899,-209.77646313480196,5.0,5.0,1307.8733333269754,-258.60498181070597,5.0,5.0,1322.3150000095368,-259.8407495266798,5.0,5.0,1366.2120000076295,-230.11466666618975,5.0,5.0
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,5.0,1132.3400000333786,-339.69672724539583,5.0,5.0,1209.8300000071526,-281.86247953360544,5.0,5.0,1197.6933333476384,-333.94333332512116,5.0,5.0,1204.9450000047684,-376.9789916014221,5.0,5.0,1227.82,-392.8940476326858,5.0,5.0
aM2995jJmJWvr6cneaGH58HauIg2,5.0,888.8800000071526,-306.9805681719865,5.0,5.0,918.1500000059605,-297.03252524340996,5.0,5.0,969.7133333365122,-257.1778972859399,5.0,5.0,1016.0700000017881,-218.3406623882043,5.0,5.0,1012.9520000028609,-245.3518095165065,5.0,5.0
afdTz6deeYWf1qKNdUpKAYKN3hz1,3.0,2024.7333333343267,-1461.6139535531245,3.0,3.0,2127.4999999975166,-1406.6641084123319,3.0,3.0,2429.422222221891,-1133.400162495125,3.0,3.0,2587.5499999982617,-1017.7718518542011,3.0,3.0,2531.4533333331347,-1151.6851346808905,3.0,3.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,5.0,1107.4400000095368,-35.10752178866996,5.0,5.0,1250.55,123.89572732674603,5.0,5.0,1216.6333333333332,104.89861483401808,5.0,5.0,1154.3099999964238,34.940844158419374,5.0,5.0,1139.8839999961851,11.25887547919731,5.0,5.0
asKxydfXDkZAk89VaD4hwVovkzJ3,5.0,1254.879999999702,-241.71016860950417,5.0,5.0,1217.8699999999255,-305.8660647654061,5.0,5.0,1306.7200000000498,-217.88431060602056,5.0,5.0,1265.05,-297.8826031746381,5.0,5.0,1236.86,-371.90869047624574,5.0,5.0
azdL1gX79EVd9iepyCAVQrqIaQF3,5.0,1050.0400000000373,-469.2198585858011,5.0,5.0,1101.4400000000373,-451.7780541549335,5.0,5.0,1102.006666666704,-498.90405982899154,5.0,5.0,1113.665000000014,-538.9122142856734,5.0,5.0,1154.7959999999778,-540.9044329004425,5.0,5.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,5.0,967.4399999999907,-59.21349206349735,5.0,5.0,864.1699999999953,-183.34790476190784,5.0,5.0,813.053333333352,-261.1727716406146,5.0,5.0,813.4300000000046,-287.410714285704,5.0,5.0,824.2280000000073,-306.70521033866396,5.0,5.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,4.0,1408.1999999284744,-361.52598492908044,4.0,4.0,1363.6874999403954,-422.09920619424014,4.0,4.0,1413.3333332935968,-403.367108124573,4.0,4.0,1372.3749999850988,-476.78988097584073,4.0,4.0,1475.9499999761583,-349.4239066803776,4.0,4.0
btpcu1rB1JeSTo2upeHGPdv8kYG3,5.0,1362.8600000143051,-517.570545439937,5.0,5.0,1263.4400000095368,-691.5794343332088,5.0,5.0,1197.7333333412805,-861.8558888792992,5.0,5.0,1255.7600000023842,-894.1459920609756,5.0,5.0,1203.3799999999999,-1125.1735714299907,5.0,5.0
c0hRe9PCPPZs3HWFqhIQargNlp52,5.0,1321.339999961853,-249.9550619679716,5.0,5.0,1284.5799999713897,-312.39391919189035,5.0,5.0,1336.1533333142597,-272.4843042050269,5.0,5.0,1391.7799999713898,-217.87872221880488,5.0,5.0,1384.6039999580385,-249.05950795563444,5.0,5.0
c8BtRUVPPPZHjyhX2rn702NoUld2,5.0,1045.8799999833107,-368.6093101509908,5.0,5.0,1006.0599999904632,-441.8838333432421,5.0,5.0,1028.5933333277703,-451.2416618875037,5.0,5.0,1018.2849999934435,-504.2498888962138,5.0,5.0,1150.8480000019074,-348.59218300184784,5.0,5.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,5.0,968.7399999618531,-235.57589657065554,5.0,5.0,1061.6100000143051,-151.55726000369765,5.0,5.0,999.039999993642,-240.4210245439802,5.0,5.0,1016.5099999904633,-243.87741727102053,5.0,5.0,1062.775999994278,-199.96697602793054,5.0,5.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,5.0,1273.6199999809264,-353.2123890861983,5.0,5.0,1444.3699999332428,-179.73861466602284,5.0,5.0,1351.4999999046324,-312.5020898427719,5.0,5.0,1330.5849999189377,-372.4846955352088,5.0,5.0,1328.1359999275205,-420.38593701306763,5.0,5.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,5.0,1126.859999999404,-312.92779211477944,5.0,5.0,1128.1599999986588,-340.72887978238066,5.0,5.0,1166.3999999990067,-319.7495714292055,5.0,5.0,1120.9099999990315,-426.6767635195909,5.0,5.0,1066.7039999994636,-587.9528965517279,5.0,5.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,1.0,2349.0999999996275,831.5063063059431,1.0,1.0,1870.75,352.01818181819453,1.0,1.0,1547.5666666667287,23.16941896032108,1.0,1.0,1415.7250000000931,-113.34074074063119,1.0,1.0,1370.1599999999628,-162.09420560750254,1.0,1.0
cfoKz0AGhvYmW0DJmVKAZ01jh752,5.0,890.5799999952317,-136.1465454535051,5.0,5.0,1081.0999999761582,79.78266664452023,5.0,5.0,1011.3999999841053,-5.870555569728185,5.0,5.0,1018.2549999952316,3.792857144134382,5.0,5.0,1021.6239999961854,9.924476193587044,5.0,5.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,5.0,979.6799999952316,-749.775349210425,5.0,5.0,1141.95,-613.6473060002436,5.0,5.0,1310.1066666642826,-467.096491229827,5.0,5.0,1299.339999997616,-511.26009523972624,5.0,5.0,1269.2359999942778,-602.1240420236375,5.0,5.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,5.0,2178.0199999570846,-279.6194383813755,5.0,5.0,1957.289999985695,-578.7203205243644,5.0,5.0,1995.8133333206176,-601.5942965473704,5.0,5.0,1891.8099999845028,-834.8488917905066,5.0,5.0,1822.999999985695,-1076.1837777932485,5.0,5.0
e7NIVznoeNMC7bBejXnMVvFNPfx1,5.0,1302.039999985695,-513.7206666881208,5.0,5.0,1522.4599999964237,-302.32365657637814,5.0,5.0,1485.3133333325384,-382.70150000820564,5.0,5.0,1361.7549999982118,-620.1477777884356,5.0,5.0,1315.4639999985695,-791.3865952494599,5.0,5.0
fEL2NrgSd4MmDtLCAcMvCJQXTME2,5.0,1401.6799999982118,-446.48959984703987,5.0,5.0,1454.129999999702,-424.1820320864381,5.0,5.0,1652.986666666468,-211.22772474839493,5.0,5.0,1646.544999998808,-247.46577778023146,5.0,5.0,1589.7839999991656,-372.59996825617213,5.0,5.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,5.0,1258.1,-95.32689921121555,5.0,5.0,1196.4599999994039,-182.58375925916212,5.0,5.0,1156.7600000003972,-253.12001026612288,5.0,5.0,1141.864999999851,-304.0739666659931,5.0,5.0,1149.7719999998808,-336.67599206286644,5.0,5.0
foaW7wtvY3XLNdguFUK7OvOefP93,5.0,914.8,-521.1034761904696,5.0,5.0,1081.8899999999908,-372.7118026418064,5.0,5.0,1000.0133333333303,-520.2525769230735,5.0,5.0,1284.6850000000093,-138.8554112553893,5.0,5.0,1270.0800000000095,-171.89484848482462,5.0,5.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,5.0,1206.1199999809264,-315.20096297414204,5.0,5.0,1153.4599999666214,-402.8367546794625,5.0,5.0,1197.2933332999548,-365.7901024130724,5.0,5.0,1184.8549999833108,-428.81966667569816,5.0,5.0,1274.6799999904633,-318.0515859189981,5.0,5.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,5.0,1449.2000000000467,-640.8296658896162,5.0,5.0,1422.2000000000467,-737.0893939393393,5.0,5.0,1511.466666666713,-705.9787590186985,5.0,5.0,1493.8000000000234,-824.2284126983798,5.0,5.0,1477.7600000000189,-963.0615079364774,5.0,5.0
h52Mz0cZjnOsmXT02EgU3JzzRKs2,5.0,863.820000000298,-398.9302222221097,5.0,5.0,853.05,-451.31178104602094,5.0,5.0,1072.993333333234,-192.2336309528422,5.0,5.0,1034.564999999851,-262.22966666730383,5.0,5.0,990.080000000298,-374.9139999998183,5.0,5.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,5.0,895.0,-624.3299350635571,5.0,5.0,996.4799999952317,-551.635124582901,5.0,5.0,1009.673333330949,-569.113251904786,5.0,5.0,1016.4049999982119,-600.3424358979504,5.0,5.0,1033.547999997139,-636.8182254917414,5.0,5.0
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,5.0,1280.039999999944,-113.77217094022635,5.0,5.0,1257.2099999999627,-159.11123015876828,5.0,5.0,1220.819999999972,-227.90859140862108,5.0,5.0,1220.6449999999954,-263.01838095237923,5.0,5.0,1161.4040000000036,-409.85864646462716,5.0,5.0
hrRr560eFBNwJ0CcUjCqtSD8TdP2,5.0,1107.500000000745,-78.31739393849038,5.0,5.0,1021.6100000005215,-183.28552380878412,5.0,5.0,1032.4066666670144,-185.56595726433574,5.0,5.0,1010.2099999999627,-232.44363408511117,5.0,5.0,988.4719999998808,-291.6723145743544,5.0,5.0
htPWXDgfuheOJbl6ihHore9XuDp2,5.0,1071.5,-408.49234116695703,5.0,5.0,1046.539999961853,-470.9717776749627,5.0,5.0,1051.2866664886474,-507.77707145037874,5.0,5.0,1068.6999998092651,-533.1642262719927,5.0,5.0,1128.7999999237059,-513.9403808676319,5.0,5.0
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,5.0,1383.0200000047685,-450.1707777720027,5.0,5.0,1345.4600000023843,-541.9708188989891,5.0,5.0,1482.5666666587197,-414.67510257298255,5.0,5.0,1481.9349999964238,-476.5842063526312,5.0,5.0,1489.4799999952315,-525.9012727336451,5.0,5.0
i1tBstVkNiVP0qro7TgGD08IGGa2,5.0,1714.7599999904633,-352.72046756509053,5.0,5.0,1930.1,-133.5494945300164,5.0,5.0,1798.3200000286101,-319.75606836696977,5.0,5.0,1811.8400000333786,-345.7411471674453,5.0,5.0,1799.1600000190733,-408.4301991343395,5.0,5.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,5.0,1430.8,-342.60686868686867,5.0,5.0,1427.5000000000232,-383.2399999999721,5.0,5.0,1471.0000000000157,-370.8630952380745,5.0,5.0,1490.5500000000116,-392.2214285714123,5.0,5.0,1471.56,-485.0495238095265,5.0,5.0
iWsc4pghIEWOQUZKuQJMfe516UI3,5.0,681.4799999952317,-497.8649004345608,5.0,5.0,724.4400000035763,-486.5675223648033,5.0,5.0,741.8266666650773,-507.05097221988774,5.0,5.0,766.4149999976158,-523.4540173140439,5.0,5.0,768.375999994278,-577.4063809558891,5.0,5.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,5.0,1860.0600000143052,-787.7497777590222,5.0,5.0,1671.9,-1056.245720466363,5.0,5.0,1726.6266666650772,-1069.1751611702628,5.0,5.0,1708.5850000023843,-1196.2725633155228,5.0,5.0,1815.3560000038146,-1167.6473952462418,5.0,5.0
iZX3U88SSqYAtT564nBPgHUBsei1,5.0,1070.7600000023842,-186.47245420842674,5.0,5.0,1164.3799999982118,-92.70714367861551,5.0,5.0,1177.719999998808,-85.82733424468172,5.0,5.0,1162.854999999702,-115.95040740634556,5.0,5.0,1185.54,-104.85525188415235,5.0,5.0
idP8RVfm74N86O0dszLXANIpjXv2,5.0,1501.3,-133.89512121299904,5.0,5.0,1320.0299999892711,-362.81737375120923,5.0,5.0,1320.6733333230018,-400.3488333481882,5.0,5.0,1379.2149999946355,-360.9739285805632,5.0,5.0,1383.1359999966621,-395.12983334037517,5.0,5.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,5.0,1871.2000000000467,-63.915837104012965,5.0,5.0,1487.1000000000233,-523.1097222221838,5.0,5.0,1430.9333333333334,-646.6913636363499,5.0,5.0,1364.2499999999768,-817.1642857143069,5.0,5.0,1468.9599999999723,-765.4006837607174,5.0,5.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,5.0,1846.2399999976158,-588.6221414160609,5.0,5.0,1787.219999998808,-729.8876666672361,5.0,5.0,1908.4933333357178,-656.1687301545153,5.0,5.0,1982.309999999404,-633.7421428569726,5.0,5.0,1952.2199999976158,-795.7820952412628,5.0,5.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,5.0,1043.7400000095367,-315.0381428540132,5.0,5.0,1143.9400000214578,-232.89407068973838,5.0,5.0,1207.54666668574,-172.58272429540338,5.0,5.0,1216.6850000202655,-181.0446825204388,5.0,5.0,1233.7920000171662,-182.1772352789313,5.0,5.0
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,5.0,1265.860000038147,-677.5347777308359,5.0,5.0,1488.75,-493.8779743396493,5.0,5.0,1453.0533333460487,-597.3653132460172,5.0,5.0,1487.5450000286103,-623.3474185192891,5.0,5.0,1492.8360000228884,-723.9047777080536,5.0,5.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,5.0,1660.1200000166893,-19.443191125638897,5.0,5.0,1464.2400000095367,-249.8150684952039,5.0,5.0,1475.1666666706403,-260.3792268812309,5.0,5.0,1465.1200000077486,-304.7881218396557,5.0,5.0,1445.5560000014304,-375.76629076469794,5.0,5.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,5.0,962.7600000000093,-505.46781818180955,5.0,5.0,1095.95,-392.02895055821466,5.0,5.0,1109.1533333333678,-413.7920606060172,5.0,5.0,1076.0300000000395,-501.4817973855661,5.0,5.0,1073.5280000000262,-567.8403333332932,5.0,5.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,5.0,1188.8,-276.09025252541966,5.0,5.0,1166.580000001192,-334.40122727140783,5.0,5.0,1181.826666667064,-356.83555555521014,5.0,5.0,1142.129999999702,-472.37722222295906,5.0,5.0,1127.74,-574.5029285717543,5.0,5.0
kxerHPSL3bQjD74HhiebYf3blPr1,2.0,684.0,-417.633333333343,2.0,2.0,738.5,-383.4154135338447,2.0,2.0,820.5000000000388,-312.01282051278577,2.0,2.0,794.75,-367.8700980392265,2.0,2.0,774.4,-425.6880681818294,2.0,2.0
lHDkoPQu5reNCO45npeYSS9eLQl1,5.0,1220.1800000190735,-273.96553222178113,5.0,5.0,1153.3199999809265,-365.87249921476393,5.0,5.0,1193.9866666475932,-342.4285159874703,5.0,5.0,1192.95,-361.8045905130023,5.0,5.0,1234.02,-320.5513828259044,5.0,5.0
lpzDdvuMkKWkPxu6xeclmdctEp42,5.0,1210.6800000667572,-390.8916579412176,5.0,5.0,1433.0700000047684,-164.37239393855594,5.0,5.0,1324.5266666571301,-318.1447339343745,5.0,5.0,1332.1000000119209,-343.36876982762703,5.0,5.0,1303.6320000267028,-438.5855069648618,5.0,5.0
m69r9GQTk2b51mvxrFLt4fZeJi52,5.0,1110.6,-243.1382608695646,5.0,5.0,1140.4999999999768,-228.6666666666942,5.0,5.0,1136.1333333333178,-252.76904761907122,5.0,5.0,1147.15,-259.3328571428595,5.0,5.0,1145.8799999999999,-293.19017543859894,5.0,5.0
