participant_id,wcst_rt_slope_overall,wcst_rt_slope_within_category,wcst_acc_slope_within_category,wcst_delta_trials_first3_last3,wcst_learning_slope_trials,wcst_rt_lag1,wcst_rt_dfa_alpha,wcst_delta_clr_percent_first3_last3,wcst_learning_slope_clr_percent
QreA2rLiUhV3YHeMfuHMPdGbpJ53,-4.450450728207931,-4.6618125244366775,0.04446553446553447,-0.9999999999999982,-0.4285714285714282,-0.04080504069481763,0.669650401605846,-11.291819291819294,6.176528233671093
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-26.84543628122742,-234.80212123080946,0.007575757575757591,0.3333333333333339,-0.08571428571428605,0.027651158616569686,0.5949058779816425,-3.0303030303030454,0.7792207792207848
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,-33.44099819349515,-209.40374467626512,0.04584363005415638,2.333333333333332,-0.8285714285714284,0.09306934845940873,0.6911571373616423,1.025641025641022,1.3346653346653297
Ru3Qf6pXZua1DfNkQdhbor6iJ403,-12.371677909336098,-232.23892751692526,0.035855810855810855,3.333333333333334,-0.6857142857142846,0.08756941783631657,0.6183058285465977,4.942612942612939,-2.5896389324960722
SOhR7IO689NQCPQu56SjATO8FR92,-4.677483348333121,-71.59290804340228,0.0503403365472331,-8.666666666666666,2.8571428571428568,0.22881768470094868,0.6827333700687465,23.160173160173166,-5.658627087198522
SPCT9D90pRa1ihXS5jEw6vCmquI3,-40.853764477654146,-29.408642919782775,0.047625291375291395,17.333333333333336,-7.542857142857148,0.16221320787259266,0.5205355722621774,-12.17338217338218,6.754578754578749
SpSfX0ZcfcPLdlOENlfdfvEPwru2,-8.163724355264334,-82.85912420912535,0.04928404928404931,0.6666666666666679,-0.17142857142857149,0.3040523480937724,0.7565582185777184,-4.662004662004662,1.198801198801197
SvtOrPatsnWjicxtyndEzSdO5Wp1,1.8058040471711052,-75.34900257449182,0.0506585992267107,1.333333333333334,-0.8000000000000008,0.24944866952463346,0.6179304280708566,-5.48278690693553,3.2461243606754486
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,-29.711792005353747,-124.24401598368398,0.04602064602064602,0.6666666666666679,-0.3428571428571431,0.5927083070719857,0.7227722997790564,-3.663003663003664,1.9884877027734205
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,1.4907543260899683,-59.316887859069354,0.00029840947748499514,,-17.6,0.4425934854843755,0.9194940122481813,-3.9426523297490945,3.548387096774179
Ub7nV8F55kPruh35ZpUcKoBUyn63,-6.36927958445486,-84.50648092078804,0.05058103661044839,1.6666666666666679,-0.6571428571428571,0.18249828454268513,0.9387060499996436,-10.606060606060609,4.112554112554111
UbqFccqQZZgcqJIqCn3ErH9zQdM2,-7.242395357443497,-20.264887961975077,0.054204953370693094,6.0,-2.6857142857142864,0.13076594149996804,0.7059074585890345,-12.610722610722618,6.137196137196138
