participant_id,prp_slow_prob_baseline,prp_slow_prob_post_error,prp_slow_prob_post_error_delta,prp_slow_prob_stable,prp_slow_prob_stable_delta
62fAfeQc27bZelkPX7G54T3gvci2,0.7274114859330943,0.9156209184017539,0.1882094324686595,0.7304649006528858,0.0030534147197914807
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.7813099724421069,0.9219465409852811,0.1406365685431742,0.7923645147968923,0.011054542354785424
6OwhwWQDThSPHTVAeXugohrYuje2,0.7629860846115563,0.7570401895854133,-0.0059458950261429555,0.7709329451046819,0.007946860493125651
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.3447641289338287,0.7122371615448894,0.3674730326110607,0.2771681049310685,-0.06759602400276016
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.5016552184572307,0.6680054793276556,0.16635026087042493,0.4648662322240431,-0.036788986233187604
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.3995455854393584,0.4572654388307976,0.0577198533914392,0.38377205288821986,-0.015773532551138558
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.6930248479470246,0.8343197434601117,0.14129489551308716,0.6805991419143887,-0.01242570603263582
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.4000973148774174,0.8144797447024642,0.4143824298250468,0.36639379771366287,-0.033703517163754526
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.17008328297452777,,,0.16340668442024028,-0.006676598554287483
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.3714662900958511,0.5808980960092157,0.20943180591336463,0.39313128891133053,0.021664998815479453
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.42609849208659173,0.748219705041254,0.3221212129546623,0.4001914094249199,-0.025907082661671854
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.5619547922972704,0.82438465702652,0.26242986472924956,0.5140099447946778,-0.04794484750259265
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.5028999342745383,0.3903324653905551,-0.11256746888398317,0.49882192917679274,-0.0040780050977455296
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.16188579764861386,0.280133102151826,0.11824730450321216,0.1394322522643409,-0.022453545384272966
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.13359957919988527,0.6281761836363725,0.4945766044364872,0.08887299073543327,-0.044726588464452
AsXBOflrszVNKoFqbN61bMJqS0k2,0.6596902564418895,0.999996845698747,0.34030658925685753,0.6494166131951914,-0.010273643246698105
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.153653866981057,0.1392495059754241,-0.014404361005632915,0.16984756161613157,0.016193694635074557
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.17148396633500454,0.653215462240392,0.48173149590538744,0.11560014261666042,-0.05588382371834412
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.30410229534504485,0.7116246949495124,0.40752239960446757,0.2713951322247606,-0.032707163120284266
CDEoAyvS8feXLKMKsaZah9agEhF3,0.6459824456590241,0.9999993323889339,0.35401688672990983,0.6227316941163312,-0.02325075154269285
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.2921936737502519,,,0.2910087053552337,-0.0011849683950181933
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.17288775167453302,0.24520580234188685,0.07231805066735383,0.17192952968059458,-0.0009582219939384407
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.4677002888125932,0.8120295647763053,0.3443292759637121,0.42715597834675606,-0.04054431046583712
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.6187297415394483,,,0.6119645848346287,-0.006765156704819586
Co587hoelyeANqFX7AYvuVQW0lZ2,0.3064829320796592,0.992624874568133,0.6861419424884738,0.30130406466254844,-0.005178867417110766
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.5444586122655688,0.514656735350658,-0.029801876914910763,0.5316205708353376,-0.01283804143023115
DAKDKPH698P12JfTbbjemLI6PIH2,0.4444751894561198,,,0.4338983713982401,-0.010576818057879689
DPvStUYSmohmXwFwaKRqHv89R3k1,0.7201616257578893,0.9280736923226928,0.20791206656480343,0.672923216669568,-0.04723840908832133
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.13159685747446728,0.00654609305497996,-0.12505076441948731,0.11807869457031646,-0.013518162904150824
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.1654434668479066,0.2785177936508036,0.113074326802897,0.1529641319229015,-0.012479334925005081
DzB19GqCB7fyrlEPexogWkjFzEx2,0.22142501146138213,0.3377188575841663,0.11629384612278418,0.1974877917650441,-0.023937219696338025
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.5012273695157567,0.8190853639002925,0.31785799438453577,0.4751224437873158,-0.026104925728440975
EUhcW9kURScie1DwGPHqmNqotJB2,0.7425050077291481,0.7747482068710033,0.03224319914185525,0.7516442059194132,0.009139198190265096
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.6625794656669423,0.8430136770556852,0.18043421138874294,0.6269722729066957,-0.0356071927602466
EoToosG69XMp4LTYdB6sB9WTrv22,0.3211001469568091,,,0.31398153433081594,-0.00711861262599317
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.324184082149942,0.5419366390693219,0.2177525569193799,0.3011691570689618,-0.023014925080980186
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.7076954801735515,0.7637823312147352,0.056086851041183605,0.6620421083116579,-0.045653371861893666
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.49408227095554663,0.8092773249675573,0.3151950540120107,0.4332931530575866,-0.06078911789796004
GE4hogtdLdTFbNasENgtm6SO3hC3,0.11194726334646767,0.6672357361881623,0.5552884728416947,0.0725454382229619,-0.03940182512350576
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.1466251078656048,0.025638138004440883,-0.1209869698611639,0.15089511240749837,0.0042700045418935795
HSggdq91WiQp16bOj7V3dABkcgk2,0.543463158172573,,,0.5440142803962184,0.000551122223645395
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.1531651520975733,,,0.14957929874499326,-0.0035858533525800484
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.25064600805503306,0.5751345299892299,0.3244885219341968,0.24033516865961455,-0.01031083939541852
IaTJhUGICmO9xcL3605RW8QHneN2,0.629655509649272,0.791926234960877,0.16227072531160502,0.5717256050363785,-0.05792990461289349
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.2680659511938188,0.733521513561976,0.4654555623681572,0.15960889307126433,-0.10845705812255449
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.7897892254340281,0.9703281225415294,0.18053889710750137,0.7881656634714324,-0.001623561962595721
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.7476082506081795,,,0.74752577649122,-8.247411695949669e-05
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.5704084530293883,0.651450304052217,0.08104185102282879,0.5127211560004874,-0.05768729702890085
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.18137696709241483,0.21923822601659962,0.03786125892418479,0.17444618052117164,-0.006930786571243186
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.3199878955154194,,,0.30500184184562124,-0.01498605366979816
LSLmd8jENtONZFVkIpRDX665Bu73,0.6479507269890633,0.7455238636528609,0.09757313666379763,0.6358003790069995,-0.012150347982063825
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.29699271122108034,0.4938281790221864,0.19683546780110606,0.2820920137559817,-0.014900697465098645
LliUMEIsrCVZ88YFQfevan2Og4z1,0.26564378336319555,0.35446763635717343,0.08882385299397788,0.2603061465531271,-0.005337636810068436
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.4808981838189704,0.9998708300626238,0.5189726462436534,0.4606986750000549,-0.020199508818915524
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.7817929001980218,0.8012959562284074,0.0195030560303856,0.7740691659682792,-0.007723734229742596
OExlWyngGfPrScDYjaRcv5PIAet1,0.4031066354724251,0.8526789849711135,0.4495723494986884,0.3229074543803816,-0.08019918109204349
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.5265475660979321,0.5804192443862809,0.05387167828834882,0.49733304375149334,-0.02921452234643873
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.17565756585785272,0.4560136754774267,0.280356109619574,0.1375354245345549,-0.03812214132329783
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.8682471899593518,0.8333117129840154,-0.03493547697533639,0.8680829325560269,-0.00016425740332493
PLreonkqaMeFc0UqxKUelH44UQu1,0.12088232792969685,0.13674196531874688,0.015859637389050038,0.09023113980598048,-0.030651188123716366
PkpTH7pWpEOG9A86xSloOSozwTk2,0.550537698739379,0.7296571984721695,0.1791194997327905,0.5067374544993836,-0.0438002442399954
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.4660614582518058,0.19705950371117456,-0.26900195454063125,0.4503745259352149,-0.015686932316590907
QbOEVCaZLUMOgltUdXm58oZOALv2,0.6040273731094534,0.7325270764294362,0.12849970331998273,0.5671278972836822,-0.036899475825771244
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.40530410449884857,0.8428004159551016,0.437496311456253,0.36584406998556757,-0.039460034513281006
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.27167555407046723,0.3850876980272575,0.11341214395679028,0.19381107298128636,-0.07786448108918087
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.6430162805702512,0.8107287187174045,0.1677124381471533,0.6283504441792565,-0.014665836390994724
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.29208462639897687,,,0.29020194194269977,-0.001882684456277095
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.5887294165536204,0.03243045387423759,-0.5562989626793828,0.5830826674089584,-0.005646749144662011
SOhR7IO689NQCPQu56SjATO8FR92,0.1984326950772652,0.1167453971537475,-0.08168729792351768,0.18572385798578114,-0.012708837091484043
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.5792551824340498,0.7566604919236557,0.17740530948960587,0.550566381802632,-0.028688800631417877
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.8002447886751802,0.6385175500779071,-0.16172723859727312,0.7893077392482714,-0.010937049426908874
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.41536710693461837,0.6422625411879692,0.22689543425335085,0.38712557375544326,-0.028241533179175105
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.4017581549534283,0.6069596704894753,0.20520151553604699,0.37629543364754736,-0.025462721305880953
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.146169836720808,0.1020673565736247,-0.04410248014718329,0.1267375991497987,-0.019432237571009287
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.7804667007825767,0.9933065693760778,0.212839868593501,0.7640906396998661,-0.016376061082710613
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.20763843833170711,0.3686765160448022,0.1610380777130951,0.20270489082960652,-0.004933547502100594
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.2264352705738448,0.31923853441762073,0.09280326384377593,0.21671859266937482,-0.009716677904469978
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.4482903254976523,0.4401760334701657,-0.008114292027486592,0.4890150085318548,0.04072468303420251
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.7462976613682318,0.9994943578161295,0.25319669644789766,0.7234950339696505,-0.0228026273985813
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.1130810999513291,0.1939677311590814,0.08088663120775229,0.08651739423019952,-0.02656370572112958
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.4549830111345943,0.4409423465352676,-0.01404066459932668,0.4486131474860635,-0.00636986364853076
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.17642559793858256,0.11160150214707236,-0.0648240957915102,0.14205909392495578,-0.034366504013626786
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.6796529131129222,,,0.6686137879975087,-0.011039125115413495
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.369659710406363,0.9999565819644206,0.6302968715580577,0.36370774619628893,-0.0059519642100740455
WqoZv41KTtTCuPKBPyClregrKAi1,0.1558380187933374,0.14036028748703436,-0.015477731306303033,0.11270298514428209,-0.0431350336490553
XbHvBButpZS4bapbJXJLAYcHnn12,0.40115319336591754,0.9952651329213353,0.5941119395554177,0.3651783291138144,-0.03597486425210311
XehZHBpwr5MYzUXkj0FAYCsFG922,0.3485249504915123,0.7456690802490896,0.39714412975757735,0.29164338967166004,-0.05688156081985224
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.3038623355533268,0.08706919530672626,-0.21679314024660057,0.29850385530204115,-0.005358480251285658
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.4602995859573606,0.5698960339581571,0.10959644800079654,0.43527560051433184,-0.02502398544302875
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.13283491724924418,0.1618171558471993,0.028982238597955123,0.1243497707230951,-0.008485146526149082
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.5317627083246482,0.7566709059589481,0.22490819763429992,0.4414810895371973,-0.09028161878745095
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.3809578715615142,0.6313441323525855,0.25038626079107124,0.3949614500452543,0.014003578483740065
aM2995jJmJWvr6cneaGH58HauIg2,0.624843800584744,0.9999999962648948,0.3751561956801508,0.6258717278358964,0.0010279272511524162
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.23176153291588264,0.3798532938110279,0.14809176089514525,0.18900038415112455,-0.04276114876475809
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.37831423260456953,0.6053671015802546,0.2270528689756851,0.3879651159468359,0.009650883342266381
asKxydfXDkZAk89VaD4hwVovkzJ3,0.6096638277841253,0.8830201362149164,0.27335630843079106,0.5503939935928858,-0.059269834191239545
azdL1gX79EVd9iepyCAVQrqIaQF3,0.814049016894782,0.9961976866337059,0.18214866973892385,0.8119467367551919,-0.002102280139590129
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.2799206790977746,0.46706051547596056,0.18713983637818593,0.07075351274600632,-0.2091671663517683
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.15263381895799857,0.2552534185761258,0.10261959961812725,0.125766954714367,-0.026866864243631577
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.14854795638354237,0.050090901763363754,-0.09845705462017862,0.16114759000791518,0.012599633624372802
c0hRe9PCPPZs3HWFqhIQargNlp52,0.15437987897630237,0.5519957287164223,0.39761584974012,0.11902598877967117,-0.035353890196631196
c8BtRUVPPPZHjyhX2rn702NoUld2,0.316487265728512,0.2334491516178682,-0.0830381141106438,0.3256996068304869,0.009212341101974886
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.14391001593524247,0.11232185820922085,-0.03158815772602162,0.12378136694694318,-0.02012864898829929
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.37772727769887027,0.5262538286724291,0.14852655097355882,0.33343298553842876,-0.044294292160441506
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.5255827464734458,0.6798001959601097,0.15421744948666383,0.415031763109138,-0.11055098336430785
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.1523039877949405,,,0.1376105474142993,-0.014693440380641215
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.4375457256012735,0.30024252248594546,-0.13730320311532807,0.4183288031151735,-0.01921692248610002
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.2197075948450371,0.6683481970195314,0.4486406021744943,0.162469547214561,-0.0572380476304761
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.7363666122820256,0.8367055535642318,0.10033894128220622,0.7152100847091545,-0.02115652757287112
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.03871586600813783,0.5014797572757733,0.4627638912676355,0.023380616138481962,-0.01533524986965587
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.19918821171947637,0.4160152241176397,0.21682701239816332,0.1765693844116833,-0.022618827307793077
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.6473825961213638,0.6637003353948637,0.016317739273499887,0.591323225663102,-0.056059370458261815
foaW7wtvY3XLNdguFUK7OvOefP93,0.10779149092065217,0.17723773811449237,0.0694462471938402,0.10161830942360457,-0.006173181497047597
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.14787837460006772,0.20926276441370287,0.06138438981363514,0.15841954032104974,0.010541165720982015
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.586520866805177,0.8167318723781755,0.23021100557299845,0.5610694811007757,-0.025451385704401308
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.505838564166765,0.9999999995579097,0.49416143539114477,0.4312425005181126,-0.0745960636486524
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.5005493450687791,0.44623451263088154,-0.05431483243789759,0.49401555176346174,-0.0065337933053173924
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.4517200683465799,,,0.43618251163027255,-0.015537556716307355
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.3660156883180374,0.6122354379229032,0.24621974960486587,0.3590492144118095,-0.006966473906227899
htPWXDgfuheOJbl6ihHore9XuDp2,0.7468703633184537,1.0,0.2531296366815463,0.7282309271941692,-0.018639436124284536
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.8189448262408617,0.9999999941270517,0.18105516788618992,0.8252422054755109,0.006297379234649125
i1tBstVkNiVP0qro7TgGD08IGGa2,0.2203611787644025,,,0.2121862892379631,-0.00817488952643941
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.2201789318850445,0.18878126159140987,-0.03139767029363463,0.1711202129720031,-0.049058718913041394
iWsc4pghIEWOQUZKuQJMfe516UI3,0.3596901439688157,,,0.35474419514847855,-0.004945948820337165
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.12488640909119206,0.217863836140735,0.09297742704954295,0.10900911498335261,-0.015877294107839446
iZX3U88SSqYAtT564nBPgHUBsei1,0.1569400533892409,0.13059901736681045,-0.02634103602243046,0.15919438433712876,0.0022543309478878504
idP8RVfm74N86O0dszLXANIpjXv2,0.10875675957836056,0.0007422486373645071,-0.10801451094099605,0.09388716458193938,-0.014869594996421182
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.33289213024507364,0.5748402491345531,0.24194811888947948,0.2630881758518833,-0.06980395439319032
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.3752923615642266,0.10482493345223462,-0.270467428111992,0.3675721172146157,-0.007720244349610883
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.2533897708970145,0.7955876795896687,0.5421979086926543,0.2216595117021336,-0.03173025919488087
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.15217623500542216,0.00021950416647570877,-0.15195673083894645,0.09061269354656694,-0.06156354145885522
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.8169975051660023,0.7942170790022257,-0.022780426163776624,0.8299263139795291,0.01292880881352676
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.6578701066623268,0.850599240321185,0.19272913365885813,0.6149583705889535,-0.042911736073373286
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.6068753866631872,,,0.601142106640733,-0.005733280022454212
lHDkoPQu5reNCO45npeYSS9eLQl1,0.19051631840205108,0.4783965679559065,0.28788024955385544,0.15530516298719316,-0.03521115541485792
lpzDdvuMkKWkPxu6xeclmdctEp42,0.797873717670815,0.9288446277318172,0.13097091006100214,0.7709494700243053,-0.026924247646509802
m69r9GQTk2b51mvxrFLt4fZeJi52,0.5601258137371146,0.5573131151528055,-0.0028126985843091035,0.5400518289512579,-0.020073984785856647
mUZzgdWKnPb2txOkJg9FHgqX5792,0.2677531828861333,0.6075021460155312,0.3397489631293979,0.24391602672996482,-0.023837156156168493
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,0.7861197166247765,0.8933511807494472,0.10723146412467066,0.803451853105933,0.0173321364811565
mweMgSlGM2VxThhwnupYxYzUbR23,0.23634339104174032,0.5405028383291742,0.30415944728743394,0.19772760090575786,-0.03861579013598246
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.13959642689131777,0.3537955259986624,0.2141990991073446,0.09911030545002643,-0.04048612144129134
nHy6rdfyacWW9BnyDb1dNvNYWfh1,0.2339976702039332,0.3555932264550793,0.1215955562511461,0.189930720803242,-0.0440669494006912
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.7840714393671708,0.8775191048985279,0.09344766553135708,0.793122716181747,0.009051276814576181
o4jXmZcjtMVF2ZInToRpVHUhpdV2,0.21037906641618564,0.9999994340794738,0.7896203676632881,0.21119860509739125,0.0008195386812056005
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.4894965692653373,0.6113684574261731,0.12187188816083577,0.47237067027472296,-0.01712589899061434
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.38426118553429267,0.8700384116615305,0.48577722612723784,0.3094129587279458,-0.0748482268063469
pRQimOpZtsekBI2I1kbnD3pycmo1,0.18490224031596453,0.20267267492579916,0.01777043460983463,0.1978288365138673,0.012926596197902762
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,0.5201965208976457,0.47277034352684993,-0.04742617737079574,0.5367135358320778,0.01651701493443214
pcbRW89vVJcviD87V3uxyG4I9st2,0.24247213478561416,0.23617476582676922,-0.0062973689588449455,0.22259571369459966,-0.019876421091014507
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.3404459570328602,0.5259887624374948,0.18554280540463464,0.26657570700562305,-0.07387025002723713
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.38479545369065615,0.38290397370156,-0.0018914799890961675,0.38088048694803806,-0.003914966742618098
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.5466544907396255,0.5970752407970451,0.05042075005741964,0.5370800169729433,-0.00957447376668219
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.17264258684198858,0.28738577584961394,0.11474318900762537,0.14960006876755907,-0.023042518074429502
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.5315301630001031,0.999999983932412,0.4684698209323088,0.5260778736493368,-0.0054522893507663595
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.3851567858056299,0.7663454111879255,0.38118862538229564,0.3523396411181107,-0.03281714468751917
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.10907681745593373,0.21842570983174,0.10934889237580628,0.10740267000892953,-0.0016741474470041984
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.5802178070372566,0.3148158156148637,-0.26540199142239285,0.5985458738405933,0.018328066803336762
s5gTyWKzfkdHXNT3qicwPmdONYv1,0.10262025571689927,0.032935736989166534,-0.06968451872773274,0.09718185098241967,-0.005438404734479596
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.19260287277808621,,,0.18976226444333522,-0.002840608334750999
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.38254156790457383,0.696205164187437,0.3136635962828632,0.31627038278835956,-0.06627118511621427
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.1839797945774135,0.15897389686135896,-0.025005897716054548,0.202128650318796,0.018148855741382502
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.6895153923289006,,,0.680407021668939,-0.009108370659961618
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.1615164056017612,0.30081011517776773,0.13929370957600654,0.14551347753194233,-0.016002928069818873
u64Uf920g5VD9Byq26LT2rs5o4t1,0.16375008836146185,,,0.16590314851657229,0.0021530601551104367
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.3015478578317223,0.9828546292613463,0.6813067714296239,0.2796412194583581,-0.02190663837336415
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.4788584535999833,0.785720030470977,0.30686157687099375,0.4430642672202192,-0.035794186379764115
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.1547324365695326,0.18683525874749285,0.03210282217796026,0.09677606222026094,-0.057956374349271644
wkhxvE50megJGMA1EiROSZIJWNq1,0.7626607585229996,0.9999999999797637,0.2373392414567641,0.7560611663209323,-0.006599592202067295
