participant_id,gender,age,Factor1_Loneliness,Factor2_Distress,Loneliness_Composite,Distress_Composite
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,male,19.0,-1.046545496043205,-0.04107719280335743,2.55,0.5238095238095238
5zxa5CMLGQSSonWOXqXf0QNS3PH3,male,19.0,-1.0189014363818603,0.6565812877057352,2.75,1.3333333333333333
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,female,20.0,-0.9681900313785552,-0.5032004035381765,3.0999999999999996,0.5714285714285715
h5RYP03wJuVN0xo7qAR8CKFxLaj1,female,21.0,0.22122476288217516,1.2762882721976416,2.6999999999999997,0.19047619047619047
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,male,29.0,-1.5883964934423307,0.021129249717664604,2.45,0.09523809523809523
v8nNKiWvPdcjiHXZci39OuFTY6M2,female,20.0,-0.6506620552340413,-0.728675669271808,2.9,0.2857142857142857
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,female,19.0,-1.543510596214478,-0.06001771664495867,3.0,0.23809523809523805
LSLmd8jENtONZFVkIpRDX665Bu73,female,19.0,-0.9742658725294249,-0.19721225808243786,2.3499999999999996,0.047619047619047616
mUZzgdWKnPb2txOkJg9FHgqX5792,female,19.0,0.548792126062636,1.0934658777877833,2.6,0.42857142857142855
WbOfW9KmUkPQK8o5hlHJnJFdpp92,male,19.0,-0.4045873253987135,-0.3891647502737272,2.45,0.047619047619047616
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,female,23.0,-0.6814265404557305,0.050241728326378715,2.9499999999999997,0.19047619047619047
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,female,19.0,0.7564756225476884,-1.4976936477572764,2.55,0.5714285714285714
tSvrYUUA5nbPdK6C5D73giKnIDv2,female,19.0,1.827044479623697,-1.140507649216406,2.9000000000000004,0.5238095238095238
fEq0OghbLpfD1jigl1Mbz96aMbg2,female,19.0,-0.06794059928020016,0.5325569790738032,2.4,0.38095238095238093
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,male,19.0,0.756850128315095,-0.8306205713989788,3.0,1.0476190476190477
cEIs6U87xfbSL5eFTXDK77MmvNf1,male,19.0,-1.2419087482850857,-0.37165429709379605,3.3499999999999996,1.3809523809523812
AsXBOflrszVNKoFqbN61bMJqS0k2,female,19.0,0.7792635844016109,-0.37782145032684283,2.65,0.42857142857142855
Fz7EUjZCLuUBxLDUVtN6djaBTy42,male,19.0,0.012593922720352277,0.8385301544791202,2.7,1.0476190476190477
DzB19GqCB7fyrlEPexogWkjFzEx2,female,22.0,-0.15880425817289487,-1.291113921734835,2.5999999999999996,0.19047619047619047
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,female,19.0,-1.562988419110821,-0.031509418629623295,2.8,0.9047619047619048
xBGZhFOeypWnqzSQClkrwV9z2vF3,male,22.0,1.6386100647341162,-1.05026960852038,2.4,0.38095238095238093
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,female,20.0,-1.2684295248653081,-0.07774435375915895,3.0,0.9047619047619047
y1EHXv8tUTa4BRS4fRio7bULYfA2,female,19.0,1.6787599973766507,-0.3297309047076926,2.7,0.9047619047619048
HyQM2xKwwuVfqidmRYF6TiRk90C2,male,19.0,1.1633570186665474,-0.5797490437444325,2.4,0.047619047619047616
roaf78tUWxWSEjAUcUu8O7mrQbl1,female,19.0,-1.0167729076250052,-0.5050408401380839,3.15,1.3809523809523812
Rc706mP0TSeIoIpMYH1SpRXjOxA2,female,23.0,-1.2224924091972371,0.05055495013491033,2.15,0.6666666666666666
i1tBstVkNiVP0qro7TgGD08IGGa2,female,20.0,-0.8749012673597342,0.23790572721971115,2.55,0.14285714285714285
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,female,22.0,-1.0927051763263838,0.4053903159472679,2.8499999999999996,1.142857142857143
uhq0lYdK12b2vJDJLS0EPTVe9nP2,female,22.0,0.873334116841291,1.3036649989246767,2.5,1.1904761904761905
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,female,20.0,-1.3369860392599295,-0.058747802356227306,2.5,0.3333333333333333
iWsc4pghIEWOQUZKuQJMfe516UI3,male,23.0,0.3211992542877881,-0.7414053723769118,2.4000000000000004,0.19047619047619047
lHDkoPQu5reNCO45npeYSS9eLQl1,female,20.0,-0.6665146879861362,0.12082963109004881,3.05,0.047619047619047616
WcTsIpSoEhYeIBSNjAbbdaNSBya2,female,19.0,-1.2487790422609886,-0.121626877538488,2.25,0.14285714285714285
mg2WZiRBn4NQDKiMK43Y8dBqyG53,female,21.0,-0.15778467184253198,0.5228505489851204,2.45,0.6190476190476191
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,female,21.0,1.21283243702075,2.1395432883226024,2.4,0.09523809523809523
CtJe4bZZnYUBNrcPk00d3YQFSGp2,female,22.0,-0.5640360829484922,-0.5139685616755199,3.0,0.9047619047619048
CDEoAyvS8feXLKMKsaZah9agEhF3,female,22.0,-0.0021081987191950606,0.028036222930669878,2.4000000000000004,0.42857142857142855
GDZGRW51kbWtAdUIHCtEd8sAtqY2,female,21.0,-1.3458287057751375,-0.0013939963674250617,2.5500000000000003,0.19047619047619047
QreA2rLiUhV3YHeMfuHMPdGbpJ53,female,21.0,0.60022869396011,0.3268863240303838,2.85,0.38095238095238093
AyAnuCaltBbpEYbudoyNzTvXlcC2,female,22.0,0.8053504583207621,-1.0980876354238838,2.65,0.5714285714285715
azdL1gX79EVd9iepyCAVQrqIaQF3,female,19.0,0.30515794174540184,0.24882414026547073,2.55,0.5714285714285714
jzdk8E3tVXTXIozlfK5oeEb7wWp2,male,24.0,0.41753707647451793,0.7310712326422489,2.8,0.8571428571428571
pRQimOpZtsekBI2I1kbnD3pycmo1,male,22.0,,,,
yfjd8LbAMrYeG54927d3GiKAyXI2,female,20.0,,,,
HSggdq91WiQp16bOj7V3dABkcgk2,male,22.0,,,,
PLreonkqaMeFc0UqxKUelH44UQu1,male,22.0,,,,
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,female,23.0,,,,
,,,0.9292065901446058,0.43532065279404486,,
,,,1.879957085197606,1.5373821806832926,,
,,,0.8484411933152517,0.6895611140412325,,
,,,1.8241343703607102,2.224807145096175,,
,,,0.3469822965806264,0.7928754721338825,,
