public_id,stroop_interference,stroop_interference_slope,wcst_perseverative_error_rate,wcst_exploration_rt,wcst_confirmation_rt,wcst_exploitation_rt,wcst_pre_exploitation_rt,wcst_confirmation_minus_exploitation_rt,wcst_pre_exploitation_minus_exploitation_rt,wcst_exploration_rt_all,wcst_confirmation_rt_all,wcst_exploitation_rt_all,wcst_pre_exploitation_rt_all,wcst_confirmation_minus_exploitation_rt_all,wcst_pre_exploitation_minus_exploitation_rt_all
8M8251NA30QD,61.948253968179074,-87.61970779221713,7.792207792207792,,1178.7565217392275,962.264444444577,1178.7565217392275,216.49207729465058,216.49207729465058,2146.1,1158.8500000000572,952.6000000001134,1318.08387096779,206.24999999994384,365.4838709676767
B6SKIXA4P9BR,305.0194444540474,88.87751515234443,12.345679012345679,,1682.7318181801927,1256.9652173894904,1682.7318181801927,425.76660079070234,425.76660079070234,1506.7399999976158,1711.3517241354646,1251.3361702104833,1681.261764703428,460.0155539249813,429.9255944929448
OE5R2DZSL584,91.02777777774554,139.53347735597254,6.8181818181818175,,2355.1111111110854,1580.7741935483834,2355.1111111110854,774.336917562702,774.336917562702,2590.3333333333335,2303.2631578947125,1649.1692307692235,2342.4090909090696,654.093927125489,693.2398601398461
E0JU8B5B9JEC,-0.6522727249321179,-127.74688828004912,6.122448979591836,,1655.0080000007154,1412.8660714283053,1655.0080000007154,242.14192857241005,242.14192857241005,2659.0874999966472,1718.862500000745,1410.2758620687086,1906.9074999999254,308.5866379320364,496.6316379312168
TMHQKMUA9I5D,5.938888889633745,-67.3892023816368,13.829787234042554,,2000.4719999998808,1630.6734693877552,2000.4719999998808,369.79853061212566,369.79853061212566,1759.0700000017882,1986.994117646971,1626.4619999998808,1935.1931818185205,360.5321176470902,308.7311818186397
ZILITJ9SKDIH,162.5000000000291,-79.8636796536601,12.149532710280374,,1488.090909090916,1165.4374999999952,1488.090909090916,322.65340909092083,322.65340909092083,1277.0,1451.4901960784223,1249.8113207547083,1441.7962962962877,201.678875323714,191.9849755415794
XAJJ9WTZUHS0,175.96388889683612,19.42606488587025,12.5,,1575.4166666931576,1091.8452380725316,1575.4166666931576,483.57142862062597,483.57142862062597,2195.0916665792465,1575.4166666931576,1091.8452380725316,1823.2866666475932,483.57142862062597,731.4414285750615
O8UI5BOT1FWS,22.64722222420903,35.086555554825416,6.756756756756757,,1708.6238095221065,963.4238095191263,1708.6238095221065,745.2000000029802,745.2000000029802,1949.8285714217595,1852.3839999985694,963.4238095191263,1873.6999999973923,888.9601904794431,910.276190478266
XUHXO9T5N3Q0,237.47222222217704,10.966334776307715,6.741573033707865,,1775.272727272738,1469.9999999999825,1775.272727272738,305.27272727275545,305.27272727275545,922.5000000001164,1789.8928571428655,1446.305084745743,1732.0666666666823,343.58777239712254,285.7615819209393
YH4AXP6D43KX,186.25833333332162,-62.5227171717129,23.4375,,2315.9629629629458,1851.5339622641475,2315.9629629629458,464.4290006987983,464.4290006987983,1886.957142857236,2438.0066666666316,2132.3868421052557,2363.826923076905,305.61982456137594,231.44008097164942
