participant_id,wcst_pre_switch_n_switches_correct,wcst_pre_switch_rt_mean_w1_correct,wcst_pre_switch_rt_delta_w1_correct,wcst_pre_switch_n_valid_w1_correct,wcst_pre_switch_n_valid_delta_w1_correct,wcst_pre_switch_rt_mean_w2_correct,wcst_pre_switch_rt_delta_w2_correct,wcst_pre_switch_n_valid_w2_correct,wcst_pre_switch_n_valid_delta_w2_correct,wcst_pre_switch_rt_mean_w3_correct,wcst_pre_switch_rt_delta_w3_correct,wcst_pre_switch_n_valid_w3_correct,wcst_pre_switch_n_valid_delta_w3_correct,wcst_pre_switch_rt_mean_w4_correct,wcst_pre_switch_rt_delta_w4_correct,wcst_pre_switch_n_valid_w4_correct,wcst_pre_switch_n_valid_delta_w4_correct,wcst_pre_switch_rt_mean_w5_correct,wcst_pre_switch_rt_delta_w5_correct,wcst_pre_switch_n_valid_w5_correct,wcst_pre_switch_n_valid_delta_w5_correct
rNe3cRPepZUXbJhmmfQZiGsVzX22,5.0,1187.6199999928474,-301.7277407498161,5.0,5.0,1342.839999997616,-133.54728050192801,5.0,5.0,1379.6533333281675,-91.88756667544449,5.0,5.0,1347.2499999955296,-147.69091270735103,5.0,5.0,1344.3839999961854,-147.1324855160281,5.0,5.0
rUuJv5gl7dWVo7UPQWMx4bohxhK2,5.0,1313.4400000000373,-701.035376984071,5.0,5.0,1569.940000000014,-475.76543589740066,5.0,5.0,1605.666666666682,-479.0616666666243,5.0,5.0,1508.8949999999954,-694.5684498834336,5.0,5.0,1429.4399999999907,-960.5279999999912,5.0,5.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,5.0,1134.0,-559.8851282030089,5.0,5.0,1200.5,-547.4908333311478,5.0,5.0,1287.7200000127157,-499.73922075956943,5.0,5.0,1245.5650000035762,-652.0929999927679,5.0,5.0,1420.3880000019076,-434.0257777722676,5.0,5.0
s48aCkolCSNbBRSSRPle0r61a7H2,2.0,3066.0000000001164,783.9904761906498,2.0,2.0,3307.5,1077.2472222222714,2.0,2.0,2998.999999999961,757.8256578947454,2.0,2.0,3540.874999999971,1591.648809523833,2.0,2.0,3220.6999999999766,1256.680392156899,2.0,2.0
s5gTyWKzfkdHXNT3qicwPmdONYv1,5.0,1166.5400000002237,-297.5258730156521,5.0,5.0,1242.7500000001862,-230.9766483514521,5.0,5.0,1240.6733333334328,-255.42831501819882,5.0,5.0,1199.6550000000746,-346.6990909089927,5.0,5.0,1217.9720000001046,-373.1116363634677,5.0,5.0
sqfXvh6GJLaYAqr3RvHrixP8IOx1,5.0,1559.7400000095367,-300.8343790877098,5.0,5.0,1500.6599999904633,-407.9425000250339,5.0,5.0,1511.5466666380564,-435.72171434129984,5.0,5.0,1491.964999997616,-521.4121428779193,5.0,5.0,1577.3919999980926,-460.37446156428405,5.0,5.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,5.0,1025.160000038147,-371.61454700453675,5.0,5.0,1158.410000038147,-245.1452777730094,5.0,5.0,1155.8666666030883,-271.3101516407806,5.0,5.0,1232.8699999809264,-200.91200008392335,5.0,5.0,1229.7960000228882,-240.05533333884347,5.0,5.0
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,5.0,1483.8199999809265,-480.1633626407349,5.0,5.0,1507.7199999809266,-490.403866268385,5.0,5.0,1635.3266666571299,-377.29405302351176,5.0,5.0,1881.356249988079,-101.1345941537902,4.0,4.0,1998.2899999976157,73.3595238279728,4.0,4.0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,5.0,1237.9799997329712,-452.2506265558859,5.0,5.0,1268.499999809265,-466.935182772364,5.0,5.0,1276.7866665522256,-516.7459922215296,5.0,5.0,1338.1099999427795,-495.8302381840205,5.0,5.0,1375.2159999465944,-505.7441429451534,5.0,5.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,5.0,1635.0600000143052,-503.62644442982145,5.0,5.0,1551.1600000083447,-662.8974242334264,5.0,5.0,1547.4133333404857,-751.3662380867487,5.0,5.0,1559.5900000035763,-836.6898412657163,5.0,5.0,1630.0800000047682,-847.8119999932248,5.0,5.0
u64Uf920g5VD9Byq26LT2rs5o4t1,5.0,1208.5599999904632,-230.78744445679362,5.0,5.0,1233.030000001192,-224.550850203018,5.0,5.0,1188.6333333333332,-303.83586666867467,5.0,5.0,1213.854999998212,-289.0531372601787,5.0,5.0,1218.64,-331.33052174207955,5.0,5.0
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,5.0,1304.2200000047683,-403.81745453935685,5.0,5.0,1325.0500000029801,-423.28305555088656,5.0,5.0,1275.0600000023844,-543.6990476146104,5.0,5.0,1371.204999999702,-462.9284523800725,5.0,5.0,1402.5879999995232,-483.14923809443206,5.0,5.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,5.0,1500.9200000047683,-761.3166666630242,5.0,5.0,1543.9900000035764,-799.4834740234272,5.0,5.0,1630.4000000039734,-790.5160952344964,5.0,5.0,1553.4750000014901,-1051.9590000001922,5.0,5.0,1586.104000003338,-1203.2214999967814,5.0,5.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,2.0,1085.300000000745,-196.05917874348438,2.0,2.0,1599.1250000009313,378.33750000081704,2.0,2.0,1468.3666666671634,255.18333333367036,2.0,2.0,1285.1750000002794,13.260000000149034,2.0,2.0,1168.6200000002982,-176.0394736841124,2.0,2.0
wkhxvE50megJGMA1EiROSZIJWNq1,5.0,1576.6,-81.15146031699014,5.0,5.0,1581.640000000596,-86.48662393034525,5.0,5.0,1501.6066666672627,-204.64321428423833,5.0,5.0,1444.1050000011921,-317.0047835470988,5.0,5.0,1393.6560000002385,-452.98999999870864,5.0,5.0
xBGZhFOeypWnqzSQClkrwV9z2vF3,5.0,890.5600000000093,-388.97355555555066,5.0,5.0,957.1999999999767,-351.98583333336796,5.0,5.0,1025.746666666648,-302.9690476190801,5.0,5.0,1052.129999999993,-304.2738095238267,5.0,5.0,1069.0399999999906,-322.7780000000261,5.0,5.0
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,5.0,869.7600000000093,-208.8135265700386,5.0,5.0,823.490000000014,-285.6763636363448,5.0,5.0,866.7866666666544,-261.0425714285887,5.0,5.0,874.6499999999884,-287.78044444446186,5.0,5.0,879.3519999999926,-328.5221578947448,5.0,5.0
xHctBv4C2EU8rHYRouw0btT3GT02,5.0,1297.760000000056,-244.04390476183826,5.0,5.0,1312.3499999999535,-251.22628205133506,5.0,5.0,1274.90666666658,-332.10333333344727,5.0,5.0,1397.4649999999442,-178.65123376631564,5.0,5.0,1362.2159999999776,-275.1680000000355,5.0,5.0
xyAILKfYP2M8GqAai11x6NT7IcP2,5.0,1393.2599999997765,128.2341500719918,5.0,5.0,1178.5699999998324,-119.45353418814052,5.0,5.0,1104.253333333259,-237.29531746031088,5.0,5.0,1035.9299999998882,-381.1161904762397,5.0,5.0,1024.2039999999106,-468.1869523809718,5.0,5.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,5.0,1072.0600000381469,-580.9692282487425,5.0,5.0,1086.85,-620.1647727662867,5.0,5.0,1144.6200000127158,-607.0309524062186,5.0,5.0,1333.6049999952315,-405.3733810045605,5.0,5.0,1371.6439999771117,-395.79894025570303,5.0,5.0
yGTid3RXTdQe5JNosdSxvgktWIW2,5.0,2102.079999947548,-412.20000006993604,5.0,5.0,2390.7799999833105,-102.69027781188488,5.0,5.0,2346.266666666667,-178.71190477723158,5.0,5.0,2209.1500000059605,-428.93428572217624,5.0,5.0,2202.296000013351,-517.7053333290417,5.0,5.0
yatBVTBMCSMp0wJluOCLzTFKMyP2,5.0,1080.000000000745,-455.18349206288894,5.0,5.0,1281.7000000007451,-258.9369658112924,5.0,5.0,1272.6000000009933,-295.2238095227186,5.0,5.0,1300.8000000005588,-282.4471861466337,5.0,5.0,1259.760000000447,-396.68666666617,5.0,5.0
yfjd8LbAMrYeG54927d3GiKAyXI2,5.0,1048.0,-387.4304444444399,5.0,5.0,1171.9900000000023,-280.6085606060525,5.0,5.0,1206.3800000000049,-270.1187857142739,5.0,5.0,1166.5800000000104,-372.0139682539449,5.0,5.0,1172.6920000000018,-421.0186666666556,5.0,5.0
zw1w9FipI9RjJsuhHse6UZavBxs2,5.0,925.2000000000465,-232.1036075035819,5.0,5.0,915.4000000000466,-259.24981481478625,5.0,5.0,944.0666666666821,-248.29973652079488,5.0,5.0,925.0000000000349,-301.3566666666413,5.0,5.0,983.2000000000371,-238.68225490193026,5.0,5.0
zxG9mUnF7uRkaOKSoCPsiRZzr372,5.0,1431.1000000238416,-391.3616731796547,5.0,5.0,1472.7800000190734,-378.1856290665035,5.0,5.0,1418.260000006358,-498.58344047235585,5.0,5.0,1378.5100000023842,-608.6461904772121,5.0,5.0,1322.3120000076294,-790.5993626316388,5.0,5.0
