,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
dass_latent[66],-0.665,1.747,-3.924,2.726,0.224,0.648,46.0,33.0,1.24
dass_latent[67],-0.664,1.721,-4.335,2.281,0.222,0.624,47.0,39.0,1.23
dass_latent[68],-0.646,1.701,-3.792,2.294,0.219,0.618,45.0,41.0,1.21
dass_latent[69],-0.917,2.59,-8.058,2.26,0.398,1.006,35.0,29.0,1.29
dass_latent[70],-0.958,2.602,-7.498,2.668,0.404,1.029,34.0,35.0,1.25
dass_latent[71],-0.956,2.625,-8.096,1.846,0.412,1.062,33.0,28.0,1.27
dass_latent[72],1.136,1.464,-0.414,4.426,0.599,0.47,5.0,18.0,1.38
dass_latent[73],1.129,1.43,-0.535,4.114,0.601,0.511,4.0,19.0,1.4
dass_latent[74],1.138,1.487,-0.531,4.425,0.61,0.513,5.0,22.0,1.33
dass_latent[75],0.224,0.92,-1.439,1.972,0.021,0.334,373.0,36.0,1.2
dass_latent[76],0.23,0.888,-1.179,1.657,0.047,0.355,398.0,31.0,1.22
dass_latent[77],0.192,0.812,-1.032,2.075,0.016,0.306,2449.0,36.0,1.21
dass_latent[78],-0.909,1.107,-3.429,0.507,0.392,0.415,9.0,20.0,1.19
dass_latent[79],-0.891,1.133,-3.291,0.557,0.365,0.459,12.0,19.0,1.2
dass_latent[80],-0.895,1.121,-3.216,0.639,0.385,0.449,10.0,17.0,1.17
dass_latent[81],0.278,1.762,-2.944,3.541,0.319,0.587,12.0,27.0,1.13
dass_latent[82],0.26,1.663,-2.65,3.528,0.334,0.558,12.0,31.0,1.13
dass_latent[83],0.236,1.719,-2.633,3.765,0.338,0.577,14.0,40.0,1.13
dass_latent[84],0.298,0.918,-1.368,2.204,0.127,0.319,24.0,37.0,1.13
dass_latent[85],0.356,0.955,-0.988,2.558,0.217,0.353,15.0,24.0,1.14
dass_latent[86],0.314,0.879,-0.947,2.35,0.192,0.318,21.0,18.0,1.16
dass_latent[87],0.08,0.872,-1.525,1.571,0.015,0.356,611.0,31.0,1.19
dass_latent[88],0.086,0.825,-1.457,1.842,0.019,0.278,452.0,57.0,1.17
dass_latent[89],0.099,0.851,-1.538,1.508,0.015,0.322,1116.0,42.0,1.21
dass_latent[90],0.21,1.05,-1.434,2.467,0.274,0.311,10.0,36.0,1.15
dass_latent[91],0.223,0.993,-1.438,2.252,0.286,0.326,9.0,20.0,1.16
dass_latent[92],0.267,1.114,-1.371,2.591,0.33,0.42,8.0,19.0,1.18
dass_latent[93],-0.342,1.39,-3.078,2.192,0.18,0.401,34.0,59.0,1.17
dass_latent[94],-0.295,1.402,-3.075,2.386,0.181,0.427,33.0,48.0,1.14
dass_latent[95],-0.278,1.504,-2.912,2.6,0.177,0.468,35.0,39.0,1.13
dass_latent[96],0.201,0.859,-1.181,1.772,0.05,0.313,31.0,52.0,1.08
dass_latent[97],0.188,0.856,-1.871,1.536,0.03,0.293,34.0,32.0,1.09
dass_latent[98],0.215,0.877,-1.276,1.962,0.049,0.32,34.0,43.0,1.1
dass_latent[99],-0.079,1.327,-2.453,2.631,0.196,0.332,29.0,80.0,1.13
dass_latent[100],-0.067,1.423,-2.741,2.62,0.206,0.398,29.0,53.0,1.15
dass_latent[101],-0.077,1.359,-2.968,2.282,0.195,0.393,32.0,55.0,1.17
dass_latent[102],0.782,1.784,-2.533,4.164,0.26,0.652,27.0,38.0,1.18
dass_latent[103],0.712,1.742,-3.042,3.816,0.262,0.622,28.0,46.0,1.16
dass_latent[104],0.765,1.776,-2.11,4.318,0.268,0.584,26.0,41.0,1.14
dass_latent[105],0.527,1.632,-2.396,3.684,0.226,0.463,31.0,67.0,1.13
dass_latent[106],0.544,1.532,-2.182,3.784,0.227,0.437,30.0,70.0,1.13
dass_latent[107],0.571,1.556,-2.455,3.538,0.224,0.478,32.0,52.0,1.15
dass_latent[108],0.199,1.391,-2.611,2.661,0.196,0.428,32.0,53.0,1.17
dass_latent[109],0.203,1.33,-2.367,2.655,0.199,0.349,32.0,60.0,1.19
dass_latent[110],0.154,1.429,-2.298,2.954,0.2,0.372,33.0,72.0,1.14
dass_latent[111],0.304,1.382,-2.295,2.981,0.216,0.369,27.0,57.0,1.14
dass_latent[112],0.33,1.455,-2.294,3.121,0.214,0.407,27.0,54.0,1.14
dass_latent[113],0.314,1.422,-2.455,2.949,0.21,0.439,29.0,54.0,1.16
dass_latent[114],0.001,1.599,-3.164,2.879,0.294,0.513,15.0,36.0,1.11
dass_latent[115],0.005,1.518,-3.1,2.526,0.294,0.4,15.0,68.0,1.1
dass_latent[116],-0.032,1.545,-2.643,3.069,0.27,0.477,15.0,44.0,1.11
dass_latent[117],0.187,0.944,-1.201,2.089,0.207,0.334,13.0,28.0,1.12
dass_latent[118],0.151,0.939,-1.548,1.984,0.145,0.368,14.0,19.0,1.11
dass_latent[119],0.146,0.944,-1.402,1.971,0.175,0.361,15.0,24.0,1.12
dass_latent[120],-0.008,1.745,-3.73,3.053,0.255,0.513,39.0,61.0,1.15
dass_latent[121],-0.029,1.777,-3.722,3.004,0.259,0.52,39.0,46.0,1.14
dass_latent[122],-0.02,1.773,-3.425,3.004,0.262,0.516,40.0,57.0,1.16
dass_latent[123],-0.286,0.868,-2.311,1.122,0.028,0.363,681.0,23.0,1.22
dass_latent[124],-0.299,0.836,-1.584,1.764,0.037,0.313,603.0,33.0,1.17
dass_latent[125],-0.296,0.872,-2.043,1.033,0.023,0.319,1431.0,31.0,1.18
dass_latent[126],-0.27,0.862,-1.769,1.386,0.046,0.283,35.0,44.0,1.08
dass_latent[127],-0.255,0.829,-1.692,1.283,0.04,0.304,31.0,31.0,1.08
dass_latent[128],-0.255,0.838,-1.794,1.297,0.076,0.281,27.0,41.0,1.08
dass_latent[129],-0.634,0.962,-2.727,0.83,0.277,0.373,14.0,21.0,1.19
dass_latent[130],-0.626,0.967,-2.674,1.02,0.241,0.355,24.0,24.0,1.21
dass_latent[131],-0.614,0.92,-2.626,0.69,0.242,0.34,19.0,20.0,1.21
dass_latent[132],1.056,1.987,-3.157,4.852,0.266,0.65,40.0,52.0,1.13
dass_latent[133],1.038,1.994,-2.634,5.174,0.279,0.684,36.0,56.0,1.14
dass_latent[134],1.038,2.061,-3.194,4.891,0.279,0.709,39.0,52.0,1.13
dass_latent[135],0.024,0.837,-1.338,1.943,0.037,0.269,39.0,52.0,1.12
dass_latent[136],0.071,0.8,-1.356,1.693,0.107,0.274,29.0,37.0,1.12
dass_latent[137],0.077,0.904,-1.529,2.059,0.06,0.354,32.0,26.0,1.17
dass_latent[138],0.536,0.961,-1.079,2.51,0.25,0.369,28.0,20.0,1.2
dass_latent[139],0.505,0.908,-0.733,2.759,0.186,0.368,39.0,20.0,1.21
dass_latent[140],0.531,1.013,-1.089,2.521,0.223,0.442,49.0,17.0,1.23
dass_latent[141],-1.596,1.729,-5.24,0.351,0.761,0.587,4.0,19.0,1.45
dass_latent[142],-1.562,1.718,-5.098,0.137,0.736,0.589,4.0,17.0,1.45
dass_latent[143],-1.576,1.714,-5.244,0.196,0.734,0.621,4.0,17.0,1.43
dass_latent[144],0.127,1.442,-2.526,3.117,0.26,0.402,18.0,69.0,1.12
dass_latent[145],0.144,1.479,-2.592,2.967,0.26,0.453,18.0,51.0,1.14
dass_latent[146],0.1,1.403,-2.473,2.798,0.261,0.443,20.0,41.0,1.13
dass_latent[147],-0.451,1.637,-3.618,2.653,0.263,0.469,17.0,48.0,1.08
dass_latent[148],-0.472,1.588,-3.587,2.501,0.262,0.416,18.0,50.0,1.08
dass_latent[149],-0.458,1.647,-3.435,2.629,0.27,0.488,17.0,51.0,1.08
dass_latent[150],-0.931,1.279,-3.647,0.61,0.507,0.49,6.0,15.0,1.29
dass_latent[151],-0.944,1.278,-3.749,0.402,0.519,0.481,5.0,20.0,1.32
dass_latent[152],-0.938,1.263,-3.604,0.408,0.489,0.436,5.0,23.0,1.32
dass_latent[153],-0.17,1.331,-2.871,2.193,0.178,0.377,36.0,65.0,1.17
dass_latent[154],-0.167,1.356,-2.554,2.422,0.176,0.42,38.0,48.0,1.19
dass_latent[155],-0.159,1.313,-2.527,2.536,0.173,0.361,40.0,89.0,1.18
dass_latent[156],-0.23,0.88,-2.1,1.332,0.019,0.295,65.0,47.0,1.09
dass_latent[157],-0.237,0.778,-1.724,1.164,0.029,0.269,80.0,41.0,1.11
dass_latent[158],-0.24,0.888,-1.746,1.397,0.026,0.316,98.0,52.0,1.12
dass_latent[159],0.739,0.995,-0.605,2.936,0.338,0.365,10.0,17.0,1.18
dass_latent[160],0.707,1.072,-0.84,2.956,0.291,0.402,14.0,20.0,1.14
dass_latent[161],0.721,1.071,-0.637,3.224,0.314,0.433,14.0,17.0,1.21
dass_latent[162],0.002,1.365,-2.879,2.336,0.176,0.373,40.0,76.0,1.18
dass_latent[163],0.029,1.341,-2.66,2.374,0.179,0.366,38.0,77.0,1.18
dass_latent[164],-0.008,1.373,-2.22,2.898,0.189,0.37,37.0,60.0,1.16
dass_latent[165],0.882,1.036,-0.699,2.882,0.278,0.394,26.0,19.0,1.13
dass_latent[166],0.876,1.007,-0.422,2.977,0.306,0.413,16.0,17.0,1.15
dass_latent[167],0.842,1.013,-0.646,3.017,0.246,0.392,32.0,22.0,1.15
dass_latent[168],-0.746,1.087,-2.908,0.741,0.351,0.41,10.0,24.0,1.18
dass_latent[169],-0.749,1.074,-3.092,0.62,0.373,0.435,10.0,17.0,1.17
dass_latent[170],-0.719,1.025,-2.998,0.661,0.339,0.397,10.0,17.0,1.16
dass_latent[171],0.874,1.805,-2.919,4.301,0.233,0.482,47.0,59.0,1.07
dass_latent[172],0.868,1.848,-2.567,4.509,0.241,0.495,45.0,67.0,1.06
dass_latent[173],0.906,1.781,-3.169,4.035,0.234,0.476,47.0,66.0,1.09
dass_latent[174],0.226,0.837,-1.289,1.941,0.033,0.275,53.0,50.0,1.07
dass_latent[175],0.21,0.836,-1.466,1.586,0.025,0.332,42.0,22.0,1.13
dass_latent[176],0.229,0.856,-1.361,1.949,0.024,0.298,67.0,36.0,1.13
dass_latent[177],1.182,1.442,-0.343,4.279,0.585,0.539,5.0,18.0,1.35
dass_latent[178],1.204,1.459,-0.381,4.318,0.604,0.606,5.0,15.0,1.36
dass_latent[179],1.149,1.398,-0.439,3.92,0.545,0.545,5.0,18.0,1.33
dass_latent[180],-0.067,0.805,-1.573,1.484,0.066,0.272,26.0,30.0,1.09
dass_latent[181],-0.088,0.958,-1.599,1.666,0.019,0.379,31.0,28.0,1.11
dass_latent[182],-0.082,0.831,-1.656,1.638,0.053,0.23,25.0,55.0,1.1
dass_latent[183],0.908,1.043,-0.609,2.827,0.323,0.417,17.0,17.0,1.16
dass_latent[184],0.879,1.028,-0.518,3.081,0.32,0.388,16.0,18.0,1.15
dass_latent[185],0.898,1.05,-0.612,3.071,0.313,0.382,16.0,19.0,1.16
dass_latent[186],0.649,1.584,-2.692,3.364,0.218,0.415,40.0,50.0,1.1
dass_latent[187],0.645,1.645,-2.577,3.781,0.211,0.439,42.0,55.0,1.09
dass_latent[188],0.672,1.639,-2.737,3.642,0.208,0.475,43.0,56.0,1.11
dass_latent[189],-0.586,1.05,-2.531,0.92,0.244,0.434,17.0,21.0,1.16
dass_latent[190],-0.624,1.004,-2.781,0.826,0.289,0.359,13.0,24.0,1.17
dass_latent[191],-0.592,1.009,-2.77,0.771,0.26,0.414,16.0,23.0,1.19
dass_latent[192],-0.563,0.967,-2.526,0.86,0.227,0.389,35.0,21.0,1.2
dass_latent[193],-0.499,0.861,-2.406,0.88,0.114,0.337,163.0,26.0,1.17
dass_latent[194],-0.519,0.883,-2.337,0.906,0.169,0.337,63.0,21.0,1.19
dass_latent[195],0.307,0.812,-1.39,1.668,0.031,0.318,317.0,25.0,1.18
dass_latent[196],0.325,0.806,-1.283,1.928,0.04,0.282,276.0,27.0,1.14
dass_latent[197],0.314,0.873,-1.222,2.103,0.025,0.325,383.0,37.0,1.18
dass_latent[198],-0.257,0.871,-2.067,1.201,0.025,0.294,66.0,39.0,1.1
dass_latent[199],-0.267,0.846,-1.978,1.395,0.027,0.293,85.0,36.0,1.13
dass_latent[200],-0.274,0.864,-2.083,1.345,0.03,0.307,131.0,39.0,1.12
dass_latent[201],-0.462,0.985,-2.525,1.018,0.279,0.375,11.0,20.0,1.14
dass_latent[202],-0.463,0.992,-2.415,0.981,0.285,0.39,10.0,18.0,1.15
dass_latent[203],-0.454,1.023,-2.466,0.943,0.284,0.384,10.0,19.0,1.16
dass_latent[204],0.025,0.819,-1.437,1.727,0.04,0.306,49.0,30.0,1.14
dass_latent[205],0.062,0.832,-1.603,1.612,0.043,0.295,43.0,37.0,1.13
dass_latent[206],0.037,0.8,-1.316,1.72,0.029,0.28,61.0,41.0,1.14
dass_latent[207],-0.454,0.864,-2.352,1.078,0.094,0.333,197.0,27.0,1.13
dass_latent[208],-0.455,0.856,-2.141,1.082,0.134,0.318,88.0,23.0,1.14
dass_latent[209],-0.448,0.829,-1.989,1.068,0.086,0.302,143.0,31.0,1.15
dass_latent[210],-0.116,0.817,-1.866,1.252,0.038,0.305,262.0,28.0,1.21
dass_latent[211],-0.113,0.825,-1.792,1.305,0.018,0.317,357.0,35.0,1.23
dass_latent[212],-0.117,0.783,-1.727,1.299,0.026,0.275,201.0,32.0,1.19
dass_latent[213],0.09,0.91,-1.635,1.604,0.149,0.296,16.0,26.0,1.09
dass_latent[214],0.075,0.908,-1.683,1.515,0.157,0.319,16.0,21.0,1.09
dass_latent[215],0.086,0.84,-1.543,1.545,0.171,0.248,15.0,29.0,1.1
dass_latent[216],0.066,0.81,-1.273,1.811,0.087,0.3,27.0,29.0,1.12
dass_latent[217],0.04,0.79,-1.464,1.572,0.073,0.249,31.0,54.0,1.1
dass_latent[218],0.044,0.829,-1.46,1.655,0.069,0.304,32.0,29.0,1.11
dass_latent[219],0.075,1.401,-2.482,2.774,0.189,0.39,41.0,57.0,1.16
dass_latent[220],0.101,1.395,-2.604,2.838,0.176,0.405,42.0,61.0,1.17
dass_latent[221],0.086,1.408,-3.026,2.529,0.19,0.356,42.0,52.0,1.17
dass_latent[222],0.516,1.548,-2.478,3.597,0.205,0.309,48.0,70.0,1.07
dass_latent[223],0.506,1.58,-2.53,3.531,0.21,0.329,46.0,64.0,1.07
dass_latent[224],0.515,1.621,-2.573,3.732,0.198,0.37,51.0,68.0,1.07
dass_latent[225],0.199,1.316,-2.423,2.608,0.222,0.352,23.0,72.0,1.14
dass_latent[226],0.202,1.441,-2.389,2.741,0.228,0.41,27.0,63.0,1.2
dass_latent[227],0.175,1.425,-2.176,2.932,0.223,0.453,25.0,48.0,1.16
dass_latent[228],-0.445,1.699,-4.154,2.551,0.231,0.603,42.0,34.0,1.24
dass_latent[229],-0.439,1.8,-4.56,2.244,0.241,0.67,41.0,33.0,1.28
dass_latent[230],-0.442,1.696,-4.253,2.255,0.24,0.59,39.0,49.0,1.24
dass_latent[231],-0.006,0.925,-1.751,1.364,0.019,0.389,536.0,24.0,1.19
dass_latent[232],0.007,0.834,-1.875,1.461,0.022,0.327,946.0,28.0,1.19
dass_latent[233],-0.022,0.892,-1.553,1.749,0.02,0.351,200.0,38.0,1.19
dass_ef_coef,-0.841,0.483,-1.817,-0.173,0.226,0.09,5.0,25.0,1.34
gender_ef_coef,0.015,0.357,-0.631,0.754,0.085,0.043,19.0,39.0,1.07
interaction_ef,0.406,0.379,-0.16,1.261,0.073,0.081,20.0,26.0,1.1
sigma_ef,0.724,0.212,0.321,1.028,0.094,0.022,4.0,18.0,1.49
sigma_dass,0.946,0.876,0.093,2.709,0.471,0.326,3.0,13.0,2.0
