participant_id,acc_after_error,acc_after_correct,acc_after_pe,post_error_improvement
Co587hoelyeANqFX7AYvuVQW0lZ2,0.4666666666666667,0.9090909090909091,0.4444444444444444,-0.4424242424242424
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.5,0.873015873015873,0.36363636363636365,-0.373015873015873
DAKDKPH698P12JfTbbjemLI6PIH2,0.6666666666666666,0.8714285714285714,0.8571428571428571,-0.2047619047619048
DPvStUYSmohmXwFwaKRqHv89R3k1,1.0,0.9491525423728814,1.0,0.05084745762711862
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.34375,0.6507936507936508,0.3157894736842105,-0.3070436507936508
Df83JuPuJkXqTGbENhM2gw5SJM43,0.75,0.88,0.625,-0.13
DzB19GqCB7fyrlEPexogWkjFzEx2,0.5384615384615384,0.9076923076923077,0.5,-0.36923076923076925
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.6428571428571429,0.8888888888888888,0.5454545454545454,-0.24603174603174593
EUhcW9kURScie1DwGPHqmNqotJB2,0.43137254901960786,0.7105263157894737,0.4146341463414634,-0.2791537667698658
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.6363636363636364,0.9014084507042254,0.5555555555555556,-0.265044814340589
EoToosG69XMp4LTYdB6sB9WTrv22,0.6666666666666666,0.9836065573770492,1.0,-0.31693989071038253
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.6428571428571429,0.8840579710144928,0.6,-0.2412008281573499
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.5,0.7529411764705882,0.4827586206896552,-0.2529411764705882
G9VruXninjUdE9czK2DambZl5li2,0.5652173913043478,0.84,0.5833333333333334,-0.2747826086956522
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.3888888888888889,0.90625,0.4,-0.5173611111111112
GE4hogtdLdTFbNasENgtm6SO3hC3,0.5714285714285714,0.9491525423728814,0.6666666666666666,-0.37772397094431
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.6363636363636364,0.8923076923076924,0.7142857142857143,-0.255944055944056
HSggdq91WiQp16bOj7V3dABkcgk2,0.7692307692307693,0.88,0.7142857142857143,-0.11076923076923073
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.8,0.9508196721311475,1.0,-0.15081967213114744
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.8,0.8888888888888888,0.8571428571428571,-0.0888888888888888
IaTJhUGICmO9xcL3605RW8QHneN2,0.75,0.8275862068965517,0.6923076923076923,-0.07758620689655171
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.6428571428571429,0.8783783783783784,0.5555555555555556,-0.2355212355212355
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,,1.0,,
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.7142857142857143,0.9193548387096774,0.7142857142857143,-0.20506912442396308
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.5,0.8235294117647058,0.42857142857142855,-0.32352941176470584
LSLmd8jENtONZFVkIpRDX665Bu73,0.6666666666666666,0.8636363636363636,0.5555555555555556,-0.19696969696969702
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1.0,0.8709677419354839,1.0,0.12903225806451613
LliUMEIsrCVZ88YFQfevan2Og4z1,0.7222222222222222,0.8333333333333334,0.6923076923076923,-0.11111111111111116
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.7222222222222222,0.8554216867469879,0.6,-0.13319946452476572
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.4838709677419355,0.8205128205128205,0.45454545454545453,-0.336641852770885
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.6363636363636364,0.8939393939393939,0.8571428571428571,-0.25757575757575757
OExlWyngGfPrScDYjaRcv5PIAet1,1.0,0.9508196721311475,1.0,0.049180327868852514
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.4117647058823529,0.9,0.36363636363636365,-0.4882352941176471
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.5416666666666666,0.8289473684210527,0.6470588235294118,-0.287280701754386
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.7142857142857143,0.9166666666666666,0.7142857142857143,-0.20238095238095233
PLreonkqaMeFc0UqxKUelH44UQu1,0.6818181818181818,0.8082191780821918,0.8,-0.12640099626401002
PkpTH7pWpEOG9A86xSloOSozwTk2,0.3787878787878788,0.5737704918032787,0.35,-0.19498261301539987
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.7,0.9047619047619048,0.6666666666666666,-0.2047619047619048
QbOEVCaZLUMOgltUdXm58oZOALv2,0.5833333333333334,0.8133333333333334,0.5,-0.22999999999999998
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.75,0.9,0.8571428571428571,-0.15000000000000002
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.47619047619047616,0.8767123287671232,0.5454545454545454,-0.4005218525766471
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.6153846153846154,0.8888888888888888,1.0,-0.2735042735042734
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1.0,0.9830508474576272,1.0,0.016949152542372836
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.8181818181818182,0.8840579710144928,0.6666666666666666,-0.06587615283267456
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.6153846153846154,0.8888888888888888,0.375,-0.2735042735042734
SOhR7IO689NQCPQu56SjATO8FR92,0.5,0.8356164383561644,0.5294117647058824,-0.3356164383561644
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.6363636363636364,0.776595744680851,0.6,-0.14023210831721467
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.8181818181818182,0.8888888888888888,0.6666666666666666,-0.07070707070707061
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.7777777777777778,0.9032258064516129,0.8333333333333334,-0.1254480286738351
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.6363636363636364,0.9090909090909091,0.625,-0.2727272727272727
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.6428571428571429,0.8787878787878788,0.6666666666666666,-0.23593073593073588
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.8888888888888888,0.8955223880597015,0.8333333333333334,-0.0066334991708126845
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.6153846153846154,0.8805970149253731,0.6,-0.2652123995407577
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1.0,0.9125,1.0,0.08750000000000002
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.5882352941176471,0.8875,0.5,-0.2992647058823529
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.55,0.8493150684931506,0.46153846153846156,-0.2993150684931506
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.5384615384615384,0.825,0.6153846153846154,-0.2865384615384615
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.5,0.9152542372881356,0.5555555555555556,-0.4152542372881356
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.8181818181818182,0.8709677419354839,1.0,-0.05278592375366564
WqoZv41KTtTCuPKBPyClregrKAi1,0.7142857142857143,0.8648648648648649,0.8333333333333334,-0.1505791505791506
XehZHBpwr5MYzUXkj0FAYCsFG922,0.5161290322580645,0.8192771084337349,0.4782608695652174,-0.3031480761756704
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.5714285714285714,0.95,0.5,-0.37857142857142856
Yco8O7tmHlbsUBfKW2ywcZByGO32,1.0,0.9516129032258065,1.0,0.048387096774193505
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,1.0,0.8831168831168831,1.0,0.11688311688311692
aM2995jJmJWvr6cneaGH58HauIg2,0.5714285714285714,0.8888888888888888,0.5555555555555556,-0.31746031746031744
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.45652173913043476,0.7283950617283951,0.47619047619047616,-0.2718733225979603
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.7083333333333334,0.8191489361702128,0.6153846153846154,-0.11081560283687941
azdL1gX79EVd9iepyCAVQrqIaQF3,0.75,0.8823529411764706,0.75,-0.13235294117647056
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.6,0.8783783783783784,0.5714285714285714,-0.2783783783783784
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.7096774193548387,0.7604166666666666,0.7,-0.050739247311827884
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.7777777777777778,0.9,0.7142857142857143,-0.12222222222222223
c0hRe9PCPPZs3HWFqhIQargNlp52,0.6153846153846154,0.8873239436619719,0.7,-0.27193932827735645
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.42857142857142855,0.8214285714285714,0.3870967741935484,-0.39285714285714285
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.625,0.8953488372093024,0.5454545454545454,-0.27034883720930236
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.8235294117647058,0.8613861386138614,0.8,-0.03785672684915553
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.49019607843137253,0.6710526315789473,1.0,-0.18085655314757482
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.6666666666666666,0.8933333333333333,0.75,-0.22666666666666668
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.6363636363636364,0.9016393442622951,0.5,-0.26527570789865873
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.4,0.9166666666666666,0.2222222222222222,-0.5166666666666666
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.5238095238095238,0.8333333333333334,0.5263157894736842,-0.30952380952380953
foaW7wtvY3XLNdguFUK7OvOefP93,0.8888888888888888,0.8805970149253731,0.875,0.008291873963515717
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.6363636363636364,0.8205128205128205,0.6470588235294118,-0.18414918414918413
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.75,0.9047619047619048,0.75,-0.15476190476190477
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.4318181818181818,0.7777777777777778,0.6,-0.34595959595959597
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.7142857142857143,0.875,0.625,-0.1607142857142857
i1tBstVkNiVP0qro7TgGD08IGGa2,0.7272727272727273,0.8823529411764706,0.75,-0.15508021390374327
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.625,0.9322033898305084,0.5,-0.30720338983050843
iWsc4pghIEWOQUZKuQJMfe516UI3,0.8181818181818182,0.8676470588235294,0.8333333333333334,-0.049465240641711206
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.42857142857142855,0.7831325301204819,0.55,-0.35456110154905335
idP8RVfm74N86O0dszLXANIpjXv2,0.7777777777777778,0.90625,0.8,-0.1284722222222222
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.4375,0.9032258064516129,0.2222222222222222,-0.4657258064516129
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.75,0.9661016949152542,1.0,-0.21610169491525422
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.75,0.9130434782608695,0.75,-0.1630434782608695
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.7272727272727273,0.9101123595505618,0.5714285714285714,-0.1828396322778345
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.6,0.8873239436619719,0.5,-0.2873239436619719
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.6428571428571429,0.8840579710144928,0.6,-0.2412008281573499
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.5,0.9666666666666667,0.0,-0.4666666666666667
kxerHPSL3bQjD74HhiebYf3blPr1,0.27848101265822783,0.5208333333333334,0.17857142857142858,-0.24235232067510554
lHDkoPQu5reNCO45npeYSS9eLQl1,0.5142857142857142,0.7671232876712328,0.5,-0.2528375733855186
lpzDdvuMkKWkPxu6xeclmdctEp42,0.6153846153846154,0.8857142857142857,0.6666666666666666,-0.27032967032967026
m69r9GQTk2b51mvxrFLt4fZeJi52,0.8181818181818182,0.8840579710144928,0.7777777777777778,-0.06587615283267456
mUZzgdWKnPb2txOkJg9FHgqX5792,0.56,0.8271604938271605,0.4375,-0.26716049382716045
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.46875,0.8387096774193549,0.5833333333333334,-0.36995967741935487
mweMgSlGM2VxThhwnupYxYzUbR23,0.5454545454545454,0.9264705882352942,0.6666666666666666,-0.38101604278074874
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.7,0.9016393442622951,0.5714285714285714,-0.20163934426229513
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.6666666666666666,0.9130434782608695,0.8571428571428571,-0.24637681159420288
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.6363636363636364,0.8870967741935484,0.7142857142857143,-0.250733137829912
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.5333333333333333,0.8840579710144928,0.5714285714285714,-0.35072463768115947
pRQimOpZtsekBI2I1kbnD3pycmo1,0.46153846153846156,0.9047619047619048,0.375,-0.4432234432234432
pcbRW89vVJcviD87V3uxyG4I9st2,1.0,0.9393939393939394,1.0,0.06060606060606055
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.6,0.9166666666666666,0.6,-0.31666666666666665
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.4375,0.5555555555555556,0.5,-0.11805555555555558
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.6428571428571429,0.8656716417910447,0.6666666666666666,-0.22281449893390182
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.8888888888888888,0.8985507246376812,1.0,-0.009661835748792313
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.5625,0.8846153846153846,0.5454545454545454,-0.3221153846153846
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.5925925925925926,0.8095238095238095,0.7,-0.21693121693121697
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.6,0.8767123287671232,0.6666666666666666,-0.27671232876712326
ric6cNjG25XmZJCiKZDOxzeezao1,0.48,0.8513513513513513,0.3888888888888889,-0.37135135135135133
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.6666666666666666,0.8769230769230769,0.5555555555555556,-0.2102564102564103
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.6,0.9253731343283582,0.6,-0.32537313432835824
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.6923076923076923,0.8695652173913043,0.625,-0.17725752508361203
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.5161290322580645,0.8024691358024691,0.5185185185185185,-0.28634010354440464
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.8333333333333334,0.9193548387096774,0.8,-0.08602150537634401
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.5714285714285714,0.8939393939393939,0.5,-0.3225108225108225
u64Uf920g5VD9Byq26LT2rs5o4t1,0.7058823529411765,0.8764044943820225,0.7142857142857143,-0.170522141440846
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.9230769230769231,0.8405797101449275,1.0,0.08249721293199563
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.5384615384615384,0.9032258064516129,0.4444444444444444,-0.36476426799007444
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.24324324324324326,0.6415094339622641,0.3448275862068966,-0.39826619071902086
wkhxvE50megJGMA1EiROSZIJWNq1,0.5,0.8461538461538461,0.5,-0.34615384615384615
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.6428571428571429,0.8571428571428571,0.625,-0.2142857142857142
xHctBv4C2EU8rHYRouw0btT3GT02,0.6,0.8405797101449275,0.5454545454545454,-0.24057971014492752
xyAILKfYP2M8GqAai11x6NT7IcP2,0.6153846153846154,0.8955223880597015,0.75,-0.2801377726750861
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.5416666666666666,0.8421052631578947,0.5,-0.30043859649122806
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.375,0.8636363636363636,0.5,-0.48863636363636365
yfjd8LbAMrYeG54927d3GiKAyXI2,0.5,0.8888888888888888,0.7142857142857143,-0.38888888888888884
zw1w9FipI9RjJsuhHse6UZavBxs2,0.8823529411764706,0.8369565217391305,0.875,0.045396419437340074
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.5555555555555556,0.8701298701298701,0.5,-0.3145743145743145
