participant_id,wcst_lapse_rate_z25,wcst_lapse_rate_z30,wcst_lapse_run_mean_z25,wcst_lapse_run_max_z25,wcst_lapse_run_mean_z30,wcst_lapse_run_max_z30,wcst_error_run_mean,wcst_error_run_max,wcst_error_rate,wcst_n_trials
mUZzgdWKnPb2txOkJg9FHgqX5792,0.037383177570093455,0.037383177570093455,1.0,1.0,1.0,1.0,1.7857142857142858,3.0,0.2336448598130841,107
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,0.04054054054054054,0.02702702702702703,1.0,1.0,1.0,1.0,1.6666666666666667,5.0,0.13513513513513514,74
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.016,0.016,1.0,1.0,1.0,1.0,2.066666666666667,12.0,0.248,125
mweMgSlGM2VxThhwnupYxYzUbR23,0.05,0.05,1.0,1.0,1.0,1.0,1.8333333333333333,3.0,0.1375,80
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.041666666666666664,0.027777777777777776,1.0,1.0,1.0,1.0,1.4285714285714286,3.0,0.1388888888888889,72
nHy6rdfyacWW9BnyDb1dNvNYWfh1,0.010309278350515464,0.010309278350515464,1.0,1.0,1.0,1.0,3.375,12.0,0.27835051546391754,97
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.05194805194805195,0.025974025974025976,1.0,1.0,1.0,1.0,1.5,4.0,0.11688311688311688,77
o4jXmZcjtMVF2ZInToRpVHUhpdV2,0.02702702702702703,0.013513513513513514,1.0,1.0,1.0,1.0,1.6666666666666667,3.0,0.06756756756756757,74
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.02702702702702703,0.02702702702702703,2.0,2.0,2.0,2.0,1.5714285714285714,3.0,0.14864864864864866,74
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.03571428571428571,0.03571428571428571,1.0,1.0,1.0,1.0,1.875,4.0,0.17857142857142858,84
pRQimOpZtsekBI2I1kbnD3pycmo1,0.02666666666666667,0.02666666666666667,1.0,1.0,1.0,1.0,2.1666666666666665,3.0,0.17333333333333334,75
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,0.033707865168539325,0.033707865168539325,1.0,1.0,1.0,1.0,2.0,4.0,0.1797752808988764,89
pcbRW89vVJcviD87V3uxyG4I9st2,0.04225352112676056,0.028169014084507043,1.0,1.0,1.0,1.0,1.0,1.0,0.056338028169014086,71
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.04225352112676056,0.04225352112676056,1.5,2.0,1.5,2.0,1.6666666666666667,3.0,0.14084507042253522,71
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.03125,0.0234375,1.0,1.0,1.0,1.0,2.2857142857142856,9.0,0.5,128
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.036585365853658534,0.012195121951219513,1.0,1.0,1.0,1.0,1.5555555555555556,3.0,0.17073170731707318,82
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.038461538461538464,0.038461538461538464,1.0,1.0,1.0,1.0,1.0,1.0,0.10256410256410256,78
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.05319148936170213,0.031914893617021274,1.0,1.0,1.0,1.0,1.6666666666666667,3.0,0.1595744680851064,94
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.044642857142857144,0.026785714285714284,1.0,1.0,1.0,1.0,1.6875,7.0,0.24107142857142858,112
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.033707865168539325,0.033707865168539325,1.0,1.0,1.0,1.0,1.6666666666666667,4.0,0.16853932584269662,89
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.039473684210526314,0.039473684210526314,1.0,1.0,1.0,1.0,1.375,3.0,0.14473684210526316,76
s48aCkolCSNbBRSSRPle0r61a7H2,0.05172413793103448,0.008620689655172414,1.5,2.0,1.0,1.0,3.3684210526315788,10.0,0.5517241379310345,116
s5gTyWKzfkdHXNT3qicwPmdONYv1,0.025,0.025,1.0,1.0,1.0,1.0,1.0,1.0,0.1125,80
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.038461538461538464,0.02564102564102564,1.0,1.0,1.0,1.0,1.6666666666666667,4.0,0.1282051282051282,78
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.024096385542168676,0.012048192771084338,1.0,1.0,1.0,1.0,1.4444444444444444,3.0,0.1566265060240964,83
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.045454545454545456,0.02727272727272727,1.0,1.0,1.0,1.0,2.0,5.0,0.2727272727272727,110
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.04411764705882353,0.029411764705882353,1.5,2.0,1.0,1.0,1.2,2.0,0.08823529411764706,68
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.04938271604938271,0.037037037037037035,1.3333333333333333,2.0,1.5,2.0,1.75,4.0,0.1728395061728395,81
u64Uf920g5VD9Byq26LT2rs5o4t1,0.037383177570093455,0.028037383177570093,1.3333333333333333,2.0,1.5,2.0,1.4166666666666667,4.0,0.1588785046728972,107
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.037037037037037035,0.037037037037037035,1.5,2.0,1.5,2.0,1.3,4.0,0.16049382716049382,81
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.04,0.0,1.0,1.0,0.0,0.0,1.8571428571428572,4.0,0.17333333333333334,75
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.025,0.016666666666666666,1.0,1.0,1.0,1.0,3.6842105263157894,17.0,0.5833333333333334,120
wkhxvE50megJGMA1EiROSZIJWNq1,0.03409090909090909,0.011363636363636364,1.0,1.0,1.0,1.0,2.0,7.0,0.25,88
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.05128205128205128,0.038461538461538464,1.3333333333333333,2.0,1.0,1.0,1.5555555555555556,3.0,0.1794871794871795,78
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,0.030927835051546393,0.030927835051546393,1.0,1.0,1.0,1.0,1.3571428571428572,3.0,0.1958762886597938,97
xHctBv4C2EU8rHYRouw0btT3GT02,0.03333333333333333,0.022222222222222223,1.5,2.0,1.0,1.0,1.6666666666666667,5.0,0.2222222222222222,90
xyAILKfYP2M8GqAai11x6NT7IcP2,0.037037037037037035,0.024691358024691357,3.0,3.0,2.0,2.0,1.625,3.0,0.16049382716049382,81
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.03,0.02,1.5,2.0,1.0,1.0,1.8461538461538463,6.0,0.24,100
yGTid3RXTdQe5JNosdSxvgktWIW2,0.0273972602739726,0.0136986301369863,1.0,1.0,1.0,1.0,1.5714285714285714,3.0,0.1506849315068493,73
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.054945054945054944,0.02197802197802198,1.25,2.0,1.0,1.0,2.6666666666666665,5.0,0.26373626373626374,91
yfjd8LbAMrYeG54927d3GiKAyXI2,0.05128205128205128,0.02564102564102564,1.3333333333333333,2.0,1.0,1.0,2.0,5.0,0.1794871794871795,78
zw1w9FipI9RjJsuhHse6UZavBxs2,0.01818181818181818,0.01818181818181818,1.0,1.0,1.0,1.0,1.1333333333333333,2.0,0.15454545454545454,110
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.041666666666666664,0.041666666666666664,1.0,1.0,1.0,1.0,1.8,5.0,0.1875,96
