participant_id,category_num,phase,mean_log_rt,n_trials
0d841i8KPjdjwCYfDuUUXj0SEjH2,3.0,confirmation,7.647486639598703,3
0d841i8KPjdjwCYfDuUUXj0SEjH2,4.0,exploitation,7.068810886791404,7
0d841i8KPjdjwCYfDuUUXj0SEjH2,4.0,exploration,,0
0d841i8KPjdjwCYfDuUUXj0SEjH2,4.0,confirmation,8.273371730998898,3
0d841i8KPjdjwCYfDuUUXj0SEjH2,5.0,exploitation,7.182501412103937,7
0d841i8KPjdjwCYfDuUUXj0SEjH2,5.0,exploration,6.61136876590021,1
0d841i8KPjdjwCYfDuUUXj0SEjH2,5.0,confirmation,7.837484288283254,3
0d841i8KPjdjwCYfDuUUXj0SEjH2,6.0,exploitation,7.162356118379937,7
0d841i8KPjdjwCYfDuUUXj0SEjH2,6.0,exploration,7.9966538754626075,1
0d841i8KPjdjwCYfDuUUXj0SEjH2,6.0,confirmation,7.394703877226977,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,1.0,exploitation,6.478054867471611,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,1.0,exploration,7.581586904640406,2
0oa5NYVnIBS9NmrmRAZrahXDctP2,1.0,confirmation,6.891154202078791,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,2.0,exploitation,6.73070549301921,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,2.0,exploration,6.623504922864123,2
0oa5NYVnIBS9NmrmRAZrahXDctP2,2.0,confirmation,6.872203139469456,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,3.0,exploitation,6.636484969511639,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,3.0,exploration,6.470640126713477,2
0oa5NYVnIBS9NmrmRAZrahXDctP2,3.0,confirmation,6.721622200265242,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,4.0,exploitation,6.622454714267034,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,4.0,exploration,7.580152889345841,2
0oa5NYVnIBS9NmrmRAZrahXDctP2,4.0,confirmation,6.796941774261017,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,5.0,exploitation,6.960647837899294,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,5.0,exploration,6.610862555791296,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,5.0,confirmation,7.0155208733281365,3
0oa5NYVnIBS9NmrmRAZrahXDctP2,6.0,exploitation,6.347758701943194,7
0oa5NYVnIBS9NmrmRAZrahXDctP2,6.0,exploration,6.488900933750426,1
0oa5NYVnIBS9NmrmRAZrahXDctP2,6.0,confirmation,6.712525684946655,3
146QT9LupyU2BAiTsB3PMIpVXM22,1.0,exploitation,6.897712764182318,7
146QT9LupyU2BAiTsB3PMIpVXM22,1.0,exploration,,0
146QT9LupyU2BAiTsB3PMIpVXM22,1.0,confirmation,6.983290411846291,3
146QT9LupyU2BAiTsB3PMIpVXM22,2.0,exploitation,7.059229081601221,7
146QT9LupyU2BAiTsB3PMIpVXM22,2.0,exploration,7.061848814314428,1
146QT9LupyU2BAiTsB3PMIpVXM22,2.0,confirmation,7.155353437625078,3
146QT9LupyU2BAiTsB3PMIpVXM22,3.0,exploitation,6.827038804213105,7
146QT9LupyU2BAiTsB3PMIpVXM22,3.0,exploration,6.700298148443829,2
146QT9LupyU2BAiTsB3PMIpVXM22,3.0,confirmation,7.1089601389683255,3
146QT9LupyU2BAiTsB3PMIpVXM22,4.0,exploitation,6.727237073079434,7
146QT9LupyU2BAiTsB3PMIpVXM22,4.0,exploration,7.379648702555095,4
146QT9LupyU2BAiTsB3PMIpVXM22,4.0,confirmation,7.400249082080726,3
146QT9LupyU2BAiTsB3PMIpVXM22,5.0,exploitation,7.062131897247687,7
146QT9LupyU2BAiTsB3PMIpVXM22,5.0,exploration,7.126414853161595,4
146QT9LupyU2BAiTsB3PMIpVXM22,5.0,confirmation,6.669310762305308,3
146QT9LupyU2BAiTsB3PMIpVXM22,6.0,exploitation,6.8048047627458494,12
146QT9LupyU2BAiTsB3PMIpVXM22,6.0,exploration,7.039923242556943,1
146QT9LupyU2BAiTsB3PMIpVXM22,6.0,confirmation,7.186601067676488,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,1.0,exploitation,7.177340985064061,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,1.0,exploration,,0
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,1.0,confirmation,7.776767574060746,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,2.0,exploitation,7.5588212141857,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,2.0,exploration,7.229983695177864,1
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,2.0,confirmation,7.8398656583614565,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,3.0,exploitation,7.380019212229101,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,3.0,exploration,7.771193606957091,1
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,3.0,confirmation,7.510460062140582,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,4.0,exploitation,7.00396361140004,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,4.0,exploration,8.155090818719287,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,4.0,confirmation,7.308365191609741,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,5.0,exploitation,7.346891017208718,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,5.0,exploration,7.547146367346245,2
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,5.0,confirmation,7.839190256622196,3
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,6.0,exploitation,7.3246618742446215,7
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,6.0,exploration,6.694809552629623,1
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,6.0,confirmation,8.004377865021665,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1.0,exploitation,7.223578637974176,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1.0,exploration,8.255780808380546,4
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1.0,confirmation,7.274635947533216,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,2.0,exploitation,7.343025883733183,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,2.0,exploration,7.1942116004543895,1
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,2.0,confirmation,7.407379734521609,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,3.0,exploitation,7.248935320495293,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,3.0,exploration,7.292132934792283,1
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,3.0,confirmation,7.660320413461515,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,4.0,exploitation,7.275461756156582,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,4.0,exploration,7.154146496997402,1
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,4.0,confirmation,7.192506642615103,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,5.0,exploitation,7.196669184978723,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,5.0,exploration,7.654818079774766,2
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,5.0,confirmation,7.29928296597653,3
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,6.0,exploitation,7.073817142852988,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,6.0,exploration,8.079590333295595,2
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,6.0,confirmation,7.423446225229301,3
1fbLQPCcysVlSKup96K4yI5NX6G3,1.0,exploitation,7.170931061712428,7
1fbLQPCcysVlSKup96K4yI5NX6G3,1.0,exploration,8.510390767989753,2
1fbLQPCcysVlSKup96K4yI5NX6G3,1.0,confirmation,7.910544831124686,3
1fbLQPCcysVlSKup96K4yI5NX6G3,2.0,exploitation,7.076977044238485,7
1fbLQPCcysVlSKup96K4yI5NX6G3,2.0,exploration,7.176608719147945,8
1fbLQPCcysVlSKup96K4yI5NX6G3,2.0,confirmation,6.943040241458367,3
1fbLQPCcysVlSKup96K4yI5NX6G3,3.0,exploitation,7.068987880131441,13
1fbLQPCcysVlSKup96K4yI5NX6G3,3.0,exploration,7.116807065070573,5
1fbLQPCcysVlSKup96K4yI5NX6G3,3.0,confirmation,7.527701960248382,3
1fbLQPCcysVlSKup96K4yI5NX6G3,4.0,exploitation,6.897328404709086,7
1fbLQPCcysVlSKup96K4yI5NX6G3,4.0,exploration,7.143385430362123,4
1fbLQPCcysVlSKup96K4yI5NX6G3,4.0,confirmation,7.242547929165048,3
1fbLQPCcysVlSKup96K4yI5NX6G3,5.0,exploitation,7.049878151896117,7
1fbLQPCcysVlSKup96K4yI5NX6G3,5.0,exploration,7.103329029553256,4
1fbLQPCcysVlSKup96K4yI5NX6G3,5.0,confirmation,7.109969873565883,3
1fbLQPCcysVlSKup96K4yI5NX6G3,6.0,exploitation,6.966902876889713,7
1fbLQPCcysVlSKup96K4yI5NX6G3,6.0,exploration,7.3353944270538864,2
1fbLQPCcysVlSKup96K4yI5NX6G3,6.0,confirmation,7.2333378708187945,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1.0,exploitation,7.309061816091207,7
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1.0,exploration,,0
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1.0,confirmation,7.777957624491482,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,2.0,exploitation,7.223478384690192,7
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,2.0,exploration,7.523308860929719,5
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,2.0,confirmation,7.3391959400710975,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,3.0,exploitation,7.09300190042304,7
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,3.0,exploration,7.309952128830344,2
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,3.0,confirmation,7.471800329135198,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,4.0,exploitation,7.111284644178862,7
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,4.0,exploration,7.145341900885915,2
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,4.0,confirmation,7.484424882934774,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,5.0,exploitation,7.281542100249369,7
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,5.0,exploration,7.2523373986343,1
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,5.0,confirmation,7.462095056183919,3
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,6.0,exploitation,7.084935761174886,24
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,6.0,exploration,,0
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,6.0,confirmation,7.244203597486198,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,1.0,exploitation,7.2786293049316715,13
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,1.0,exploration,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,1.0,confirmation,8.047521445491371,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,2.0,exploitation,7.089638657244985,63
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,2.0,exploration,7.048284998099724,19
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,2.0,confirmation,6.911348299858392,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,3.0,exploitation,7.541704499406462,7
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,3.0,exploration,7.467242656654288,5
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,3.0,confirmation,7.535522412476752,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,4.0,exploitation,7.281552023482163,6
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,4.0,exploration,7.611901282266666,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,4.0,confirmation,7.308479079681388,3
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,5.0,exploitation,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,5.0,exploration,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,5.0,confirmation,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,6.0,exploitation,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,6.0,exploration,,0
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,6.0,confirmation,,0
23AEyocWhqY955WHbxhHRSgQ1ms2,1.0,exploitation,7.049394462833732,7
23AEyocWhqY955WHbxhHRSgQ1ms2,1.0,exploration,,0
23AEyocWhqY955WHbxhHRSgQ1ms2,1.0,confirmation,7.228871100072031,3
23AEyocWhqY955WHbxhHRSgQ1ms2,2.0,exploitation,7.1558581091321525,7
23AEyocWhqY955WHbxhHRSgQ1ms2,2.0,exploration,7.61617517570935,6
23AEyocWhqY955WHbxhHRSgQ1ms2,2.0,confirmation,7.772108410598793,3
23AEyocWhqY955WHbxhHRSgQ1ms2,3.0,exploitation,7.0868929759931785,7
23AEyocWhqY955WHbxhHRSgQ1ms2,3.0,exploration,6.975254988752766,2
23AEyocWhqY955WHbxhHRSgQ1ms2,3.0,confirmation,7.484768562398201,3
23AEyocWhqY955WHbxhHRSgQ1ms2,4.0,exploitation,6.993500397739799,7
23AEyocWhqY955WHbxhHRSgQ1ms2,4.0,exploration,7.134863514746943,2
23AEyocWhqY955WHbxhHRSgQ1ms2,4.0,confirmation,6.813488212852763,3
23AEyocWhqY955WHbxhHRSgQ1ms2,5.0,exploitation,7.056567902545503,7
23AEyocWhqY955WHbxhHRSgQ1ms2,5.0,exploration,7.419960338009972,11
23AEyocWhqY955WHbxhHRSgQ1ms2,5.0,confirmation,7.08759639336625,3
23AEyocWhqY955WHbxhHRSgQ1ms2,6.0,exploitation,6.760814749274283,7
23AEyocWhqY955WHbxhHRSgQ1ms2,6.0,exploration,7.034983193273265,3
23AEyocWhqY955WHbxhHRSgQ1ms2,6.0,confirmation,6.943416849084393,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,1.0,exploitation,7.5529169239049985,75
23hG7h2ByUZDbmOMTDtp0HT0xRb2,1.0,exploration,8.66191671777837,1
23hG7h2ByUZDbmOMTDtp0HT0xRb2,1.0,confirmation,8.309221403923862,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,2.0,exploitation,7.434129501261196,13
23hG7h2ByUZDbmOMTDtp0HT0xRb2,2.0,exploration,6.962716837056111,1
23hG7h2ByUZDbmOMTDtp0HT0xRb2,2.0,confirmation,7.45569908400318,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,3.0,exploitation,6.913161865429663,7
23hG7h2ByUZDbmOMTDtp0HT0xRb2,3.0,exploration,6.837761907263884,1
23hG7h2ByUZDbmOMTDtp0HT0xRb2,3.0,confirmation,7.180729104061824,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,4.0,exploitation,6.821658632516491,7
23hG7h2ByUZDbmOMTDtp0HT0xRb2,4.0,exploration,6.798803427111775,2
23hG7h2ByUZDbmOMTDtp0HT0xRb2,4.0,confirmation,7.239753653664709,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,5.0,exploitation,7.123169328957967,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,5.0,exploration,7.696835733759801,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,5.0,confirmation,7.23434587524232,3
23hG7h2ByUZDbmOMTDtp0HT0xRb2,6.0,exploitation,,0
23hG7h2ByUZDbmOMTDtp0HT0xRb2,6.0,exploration,,0
23hG7h2ByUZDbmOMTDtp0HT0xRb2,6.0,confirmation,,0
28nQWMwCaSNFBEXlicY3eHqpwKU2,1.0,exploitation,7.4993024827243016,15
28nQWMwCaSNFBEXlicY3eHqpwKU2,1.0,exploration,,0
28nQWMwCaSNFBEXlicY3eHqpwKU2,1.0,confirmation,7.941235510389759,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,2.0,exploitation,7.534204461888884,19
28nQWMwCaSNFBEXlicY3eHqpwKU2,2.0,exploration,7.374942445718299,1
28nQWMwCaSNFBEXlicY3eHqpwKU2,2.0,confirmation,7.492567537151943,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,3.0,exploitation,7.340710911200572,7
28nQWMwCaSNFBEXlicY3eHqpwKU2,3.0,exploration,7.194136505629251,1
28nQWMwCaSNFBEXlicY3eHqpwKU2,3.0,confirmation,7.422924809810261,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,4.0,exploitation,7.26938806510186,7
28nQWMwCaSNFBEXlicY3eHqpwKU2,4.0,exploration,7.084645445778885,1
28nQWMwCaSNFBEXlicY3eHqpwKU2,4.0,confirmation,7.349914225129051,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,5.0,exploitation,7.3221702675671265,7
28nQWMwCaSNFBEXlicY3eHqpwKU2,5.0,exploration,7.202859898598401,2
28nQWMwCaSNFBEXlicY3eHqpwKU2,5.0,confirmation,7.477643809119861,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,6.0,exploitation,6.986939142060299,7
28nQWMwCaSNFBEXlicY3eHqpwKU2,6.0,exploration,7.12840349074493,3
28nQWMwCaSNFBEXlicY3eHqpwKU2,6.0,confirmation,7.047493123100016,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,1.0,exploitation,6.979179818916552,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,1.0,exploration,7.249215057114224,1
2FHuv7L9nWPdbIiWHRIuXtcoyw83,1.0,confirmation,7.214598311415628,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,2.0,exploitation,6.949154853812905,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,2.0,exploration,7.280052531164043,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,2.0,confirmation,7.270195610512853,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,3.0,exploitation,7.038741042130252,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,3.0,exploration,7.148345743900068,1
2FHuv7L9nWPdbIiWHRIuXtcoyw83,3.0,confirmation,7.458095160275856,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,4.0,exploitation,7.146063593230231,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,4.0,exploration,7.185322038896347,4
2FHuv7L9nWPdbIiWHRIuXtcoyw83,4.0,confirmation,7.554337058707142,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,5.0,exploitation,6.944127332249443,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,5.0,exploration,7.136483208590062,1
2FHuv7L9nWPdbIiWHRIuXtcoyw83,5.0,confirmation,7.127057370282176,3
2FHuv7L9nWPdbIiWHRIuXtcoyw83,6.0,exploitation,6.828158056742903,7
2FHuv7L9nWPdbIiWHRIuXtcoyw83,6.0,exploration,7.846589975291186,1
2FHuv7L9nWPdbIiWHRIuXtcoyw83,6.0,confirmation,7.244205898405812,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1.0,exploitation,6.763384103426968,7
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1.0,exploration,8.773259016926744,2
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1.0,confirmation,7.562922861340694,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,2.0,exploitation,7.107076508879834,7
2h5FgHUEvBS1twD5DqbTIRrMm1f2,2.0,exploration,7.581420767522467,8
2h5FgHUEvBS1twD5DqbTIRrMm1f2,2.0,confirmation,7.317751740231501,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,3.0,exploitation,7.154032988974478,7
2h5FgHUEvBS1twD5DqbTIRrMm1f2,3.0,exploration,7.558974676661867,4
2h5FgHUEvBS1twD5DqbTIRrMm1f2,3.0,confirmation,7.298456461986622,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,4.0,exploitation,6.742327485870926,7
2h5FgHUEvBS1twD5DqbTIRrMm1f2,4.0,exploration,7.267436741976385,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,4.0,confirmation,7.125731312521768,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,5.0,exploitation,7.360712557440371,7
2h5FgHUEvBS1twD5DqbTIRrMm1f2,5.0,exploration,7.683749329422058,5
2h5FgHUEvBS1twD5DqbTIRrMm1f2,5.0,confirmation,7.597119752502135,3
2h5FgHUEvBS1twD5DqbTIRrMm1f2,6.0,exploitation,7.369838317143342,21
2h5FgHUEvBS1twD5DqbTIRrMm1f2,6.0,exploration,7.46588424785035,1
2h5FgHUEvBS1twD5DqbTIRrMm1f2,6.0,confirmation,7.795919173262896,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1.0,exploitation,7.2312053062205015,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1.0,exploration,7.973725529930988,2
2zDXvJKvjeejeOSNbtDbtSI5cdz1,1.0,confirmation,7.480374625902525,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,2.0,exploitation,7.562614249548396,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,2.0,exploration,7.343462102688802,2
2zDXvJKvjeejeOSNbtDbtSI5cdz1,2.0,confirmation,7.587168953210056,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,3.0,exploitation,6.997502049574515,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,3.0,exploration,7.868483860286718,1
2zDXvJKvjeejeOSNbtDbtSI5cdz1,3.0,confirmation,7.329597826509514,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,4.0,exploitation,7.052243190993606,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,4.0,exploration,7.003156363746744,1
2zDXvJKvjeejeOSNbtDbtSI5cdz1,4.0,confirmation,7.193025668262194,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,5.0,exploitation,7.4053596458471125,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,5.0,exploration,7.200453885198511,2
2zDXvJKvjeejeOSNbtDbtSI5cdz1,5.0,confirmation,7.673724852186016,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,6.0,exploitation,7.020791515987883,7
2zDXvJKvjeejeOSNbtDbtSI5cdz1,6.0,exploration,7.4506451780027385,3
2zDXvJKvjeejeOSNbtDbtSI5cdz1,6.0,confirmation,7.135312810214065,3
3FSnTCSiUodLp5u3bE0xaUjLk0b2,1.0,exploitation,6.900333530578968,7
3FSnTCSiUodLp5u3bE0xaUjLk0b2,1.0,exploration,8.52353305196238,1
3FSnTCSiUodLp5u3bE0xaUjLk0b2,1.0,confirmation,7.552419806244349,3
3FSnTCSiUodLp5u3bE0xaUjLk0b2,2.0,exploitation,7.100363151562276,7
3FSnTCSiUodLp5u3bE0xaUjLk0b2,2.0,exploration,7.0041557732686215,1
3FSnTCSiUodLp5u3bE0xaUjLk0b2,2.0,confirmation,7.358571353009167,3
3FSnTCSiUodLp5u3bE0xaUjLk0b2,3.0,exploitation,7.085433440056233,7
3FSnTCSiUodLp5u3bE0xaUjLk0b2,3.0,exploration,7.162485927730149,2
3FSnTCSiUodLp5u3bE0xaUjLk0b2,3.0,confirmation,7.335297967157396,3
3FSnTCSiUodLp5u3bE0xaUjLk0b2,4.0,exploitation,6.932098780602587,15
3FSnTCSiUodLp5u3bE0xaUjLk0b2,4.0,exploration,7.281412936298765,2
3FSnTCSiUodLp5u3bE0xaUjLk0b2,4.0,confirmation,7.29795199319063,3
3FSnTCSiUodLp5u3bE0xaUjLk0b2,5.0,exploitation,7.068466374542038,7
3FSnTCSiUodLp5u3bE0xaUjLk0b2,5.0,exploration,7.270118742976459,8
3FSnTCSiUodLp5u3bE0xaUjLk0b2,5.0,confirmation,7.284054924409342,3
