participant_id,alpha,beta,phi,neg_log_lik,n_trials,ucla_total,gender_male,pe_rate,wcst_accuracy
AsXBOflrszVNKoFqbN61bMJqS0k2,0.073124984679304,19.999999749483734,0.9999979665615699,1.0988298660404632,105,42.0,0.0,18.09523809523809,80.95238095238095
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.038976405661616115,19.99999993649392,0.9999991899064313,1.0999308952117723,84,49.0,1.0,11.904761904761903,83.33333333333334
DzB19GqCB7fyrlEPexogWkjFzEx2,0.030179309806298515,19.999958901539124,0.9999995585089858,1.1000945630285777,79,25.0,0.0,10.126582278481012,83.54430379746836
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.20909850366678148,19.99999216586434,0.999999452546718,1.098637992090941,88,49.0,0.0,6.8181818181818175,92.04545454545456
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.10305442001386374,19.999999559540285,0.9999981537878464,1.0988736210231196,78,43.0,1.0,10.256410256410255,82.05128205128204
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.19167486304623094,19.999995627013803,0.9999998904041978,1.0986407673656842,69,65.0,0.0,7.246376811594203,91.30434782608695
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.04990017990849896,19.99999615225714,0.9999998359225559,1.099601582124646,101,35.0,0.0,15.84158415841584,76.23762376237624
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.13033078958020827,19.999985489511452,0.9999993035516053,1.0988224788276513,83,21.0,1.0,8.433734939759036,87.95180722891565
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.11942151332461379,19.999996621446932,0.999997154746443,1.098844352737136,78,58.0,0.0,11.538461538461538,84.61538461538461
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.3148897118759719,19.999998365827743,0.9999997345644716,1.0986201240994808,61,46.0,0.0,1.639344262295082,98.36065573770492
i1tBstVkNiVP0qro7TgGD08IGGa2,0.1449440417342593,19.999997697214397,0.9999985690078176,1.098680895967834,80,26.0,0.0,10.0,86.25
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.11787286274174455,19.99999957262451,0.9999943750674745,1.0989194450516513,72,60.0,0.0,5.555555555555555,88.88888888888889
iWsc4pghIEWOQUZKuQJMfe516UI3,0.06604016067840687,19.999987995520772,0.9999995396974048,1.0994519252735493,80,27.0,1.0,7.5,86.25
lHDkoPQu5reNCO45npeYSS9eLQl1,0.009571317365261133,19.99997721059041,0.9998402081047607,1.1049334098620998,109,36.0,0.0,14.678899082568808,67.88990825688074
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.07799441313155371,19.999954528483848,0.9999943321971558,1.0991237391059279,94,30.0,0.0,13.829787234042554,78.72340425531915
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.008195817058582005,19.999999330006293,0.9999549984487333,1.1046711454056921,126,54.0,0.0,9.523809523809524,74.60317460317461
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.06183101067365734,19.999955029492938,0.9999852337566908,1.0998122358232842,94,25.0,0.0,10.638297872340424,78.72340425531915
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.06964956357999916,19.999999069223527,0.9999976586466042,1.0992716421391577,80,45.0,0.0,13.750000000000002,80.0
CDEoAyvS8feXLKMKsaZah9agEhF3,0.21160158742983753,19.999999803560634,0.9999989059832289,1.0986365564320686,68,33.0,0.0,8.823529411764707,91.17647058823528
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.020362205320792442,19.99999950854768,0.9999884373561976,1.1011650003661546,83,26.0,0.0,12.048192771084338,78.3132530120482
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.014354322991086958,19.99997578488091,0.9999244144217032,1.1022657270595746,95,44.0,0.0,11.578947368421051,77.89473684210526
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.02848782676577933,19.999965111058266,0.999998429218859,1.1014059940441885,112,62.0,0.0,11.607142857142858,76.78571428571429
azdL1gX79EVd9iepyCAVQrqIaQF3,0.07461173693413942,19.999987608708217,0.9999998326236159,1.0989957363054819,81,32.0,0.0,9.876543209876544,85.18518518518519
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.13665881851913836,19.99999855693673,0.9999997928029345,1.098665693170636,78,37.0,1.0,10.256410256410255,89.74358974358975
