participant_id,prp_t2_rt_slope,prp_t2_rt_slope_short,prp_t2_rt_slope_long,prp_t2_rt_lag1,prp_t2_rt_dfa_alpha
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,4.248389531228174,2.339881578120729,0.09298034921632298,0.02906682957974208,0.4414038665048051
v8nNKiWvPdcjiHXZci39OuFTY6M2,-2.114641118339478,0.2402504277699316,-2.4295596613208112,0.1590857825801062,0.6676482077018849
vpFmF3TtdQTW3MyS8ouwz3urZVs2,0.5324540827869004,0.5070594623656332,0.01608697043871869,-0.032716489040435004,0.6105688166762832
wdppvL4tIkVlGjou6aYzzjlaZXB2,-2.7618095259374695,-2.0499771845179056,0.09876698488440755,-0.09145175380312925,0.7020225785738119
wkhxvE50megJGMA1EiROSZIJWNq1,-0.6956189852171518,-2.3568908269202016,0.025034717802952466,0.055175116992576816,0.5950711647022476
xBGZhFOeypWnqzSQClkrwV9z2vF3,-4.030613812864266,-7.106090563384842,-1.0492854534172051,0.023177523944910555,0.5967852989483535
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,2.095950274584,2.6585987306556635,0.10016217882813985,0.10788834192560169,0.7204843163460708
xHctBv4C2EU8rHYRouw0btT3GT02,-0.9896578740148614,-5.43455020761095,5.26648623386697,0.10860502943530105,0.6162692208655838
xyAILKfYP2M8GqAai11x6NT7IcP2,0.8126422535642128,2.0428296601496196,1.4956078983587222,-0.010858669653507666,0.6602992133709071
y1EHXv8tUTa4BRS4fRio7bULYfA2,-2.511284463058718,-4.785833601732006,-2.3281140410336567,0.028307392109484415,0.6460274362903992
yGTid3RXTdQe5JNosdSxvgktWIW2,-2.539263038859362,-2.8287781151243347,-1.0950581631969594,0.32875228764207287,0.7687670822053972
yatBVTBMCSMp0wJluOCLzTFKMyP2,4.556879598710606,2.1002754693376553,7.147796585721308,0.25726320962351945,0.8889172204362953
yfjd8LbAMrYeG54927d3GiKAyXI2,-1.4246437817593158,-2.861985867487454,0.02588199084342666,0.2733953714982366,0.7085239571754145
zxG9mUnF7uRkaOKSoCPsiRZzr372,4.385624292887482,2.720479623375464,3.569781694526789,-0.03599954253574446,0.45056765935416304
