participant_id,prp_t2_cv_all,prp_t2_cv_short,prp_t2_cv_long,prp_t2_rt_sd_all,prp_t2_rt_iqr_all,prp_t2_rt_skew_all,prp_t2_rt_mssd_all,prp_t2_rt_sd_block_slope,prp_t2_rt_p90_block_slope,prp_t2_residual_sd_block_slope,prp_t2_rt_sd_soa_50,prp_t1_rt_sd_soa_50,prp_t2_rt_sd_soa_150,prp_t1_rt_sd_soa_150,prp_t2_rt_sd_soa_300,prp_t1_rt_sd_soa_300,prp_t2_rt_sd_soa_600,prp_t1_rt_sd_soa_600,prp_t2_rt_sd_soa_1200,prp_t1_rt_sd_soa_1200,prp_exg_short_sigma,prp_exg_long_sigma,prp_exg_overall_sigma,prp_exg_sigma_bottleneck
2FHuv7L9nWPdbIiWHRIuXtcoyw83,0.497234614051204,0.3788027619390065,0.6712553967044865,446.4723753830635,510.0,1.4524317107581297,350539.7899999949,-15.825649198163362,-130.85999999999066,-11.58874951641762,421.40212074506024,363.98572485021595,479.8652861069089,417.88785749038163,279.9141450006056,283.27029831023543,218.21153426021485,276.89144272196125,440.7096795454223,526.7977773950698,119.53040927233936,10.0,96.1678331271108,109.53040927233936
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.4986330465444194,0.27023447499343306,0.6215330264812956,437.8049731383319,640.4750000238419,0.9691048955274599,402808.40009092435,-16.856949203622314,-146.682000014782,-23.898423856924406,259.568805778443,276.4809218916097,313.4174497535181,296.3920271406066,456.42992141943006,372.2693948928615,524.3075974476577,503.3144065990061,322.1621861617635,268.59151589162263,240.12624170672643,10.0,95.18736040951391,230.12624170672643
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.3675738438031962,0.21077546269447153,0.3133964067770237,408.2571639437658,704.1999999992549,0.3903780268695598,286278.3753389348,1.6422896838427283,39.71899999978018,1.2023605144523941,320.4754972376595,281.9610209212982,266.85266164167393,282.31004845756365,334.7522470997381,301.99189438711323,319.9103549425171,382.69826459114006,216.17539102247378,322.25131539957215,236.06776811526683,80.61781068049115,287.92757923030274,155.44995743477568
3FSnTCSiUodLp5u3bE0xaUjLk0b2,0.4689598889298287,0.30247052157564547,0.3590757688324836,420.1466077766531,589.1250000002328,0.9222542342122818,321365.6686486242,-10.307512842098618,-118.27599999998938,-2.3873134114304744,394.8055619034743,419.468874981043,290.5340530951565,293.80333188396554,419.472957221148,476.9104088770064,392.35767868581706,549.1150772859513,182.78099147382122,537.2051782604509,203.5331434310253,115.92283822750085,157.6072448068472,87.61030520352448
3WijiOiVCoMbn80F05SPYsxl0TC2,0.36101593374217045,0.22242992327162753,0.39183408529129593,308.8840194112257,369.2000000476837,0.6283145711215793,173089.730340445,6.111670413698198,20.093000016212564,12.067457768346689,228.38568446037684,230.02953100986016,248.23427226065,189.6657666129054,258.1571950682727,164.67294061430036,211.3580487482811,250.95149275376772,221.03360751048453,321.55915403898405,89.300410647071,69.7732906997836,181.7727967856349,19.527119947287403
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,0.3853000531179405,0.22791353569405126,0.21422658997738683,289.52435753088656,497.6000003814696,0.5829684881187434,153218.68562389447,17.137231169415536,25.084000005722014,15.236005626934421,204.79042186892784,178.45039177055926,218.9740559521769,216.09603461515067,323.5577898925025,289.02734151970674,219.53308403534845,288.35399891559297,112.32289614476612,458.74237660213504,235.4214944364106,29.418936544133363,48.128603302860526,206.0025578922772
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.5367931180987722,0.38934219592155817,0.30454972299679306,377.98287410933176,407.3249999955297,1.6053199014637574,212238.80692408988,-45.0784691060614,-154.8620000003278,-45.165814589705995,395.37680834897594,344.5287817421689,301.75048807903596,309.38357722646924,296.3424218950035,279.86421549236934,452.20833003326356,460.6988951702754,123.99995763265387,241.3779788595686,61.21459689682797,45.4650746581842,53.18685464002444,15.74952223864377
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.4826786826767755,0.3206198621376602,0.2696559919813068,486.99365616164,719.9000000002561,0.9354580448416403,482130.39681817044,-17.54377991737247,-42.75199999991572,-17.889206258350754,342.91795504888063,322.78872681024933,471.8465867968654,450.1061690052925,356.8430702681659,344.37999917821173,543.1654366940851,452.74542394677036,133.07780019507888,279.8992943899644,229.54174308050767,10.0,143.08999447535209,219.54174308050767
50R0P1MIMvRvK1qpqfGROchII6R2,0.44211319396570997,0.3712495624266602,0.4223827032365919,376.73326009169233,397.90000009536743,1.244427204531412,162160.9954242703,-37.40616662682536,-238.15399991989142,-37.90198635395771,376.2384543513364,419.8242934141638,403.36500962755446,399.1557693949583,237.88197758614956,291.4541929158133,345.76802959860015,404.6770995132794,280.91571725745337,618.7801601929779,69.84196331985518,62.26287486850631,107.59025951215769,7.579088451348873
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.4425388734646153,0.3387773061887526,0.4460097369955067,369.9872066368422,398.04999999993004,1.3577114312031777,189271.31445378714,-73.93099560309314,-264.26299999985844,-71.99427889658156,333.19549806012884,318.4493284379788,300.1799995931932,314.72683045457234,472.594061778527,459.4451934639455,277.1245347377254,392.6281201168804,268.74502540052595,597.9509659354666,33.94763073709394,23.85311980207708,33.18031802390524,10.09451093501686
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.5393113762649344,0.384119371994706,0.21746397457709557,402.2309441466903,596.2750000013036,1.0915099868607168,260867.52639641723,-29.306305313960962,-142.81200000012305,-28.153730432879005,263.5942114533701,265.2425276296927,486.21314347458446,357.28361746894893,370.8666189497818,375.724539371978,221.52233606437161,273.6132347189984,85.97734776685306,230.71443158019306,218.66197695431583,33.937848207022945,43.22861081710731,184.72412874729287
5rXSa3anB5ejmFrnwUsTB82byup1,0.3504678715085291,0.2501941075356021,0.35884173513105433,324.27812028670684,474.5999999999767,0.6165223363513417,138250.9203418985,-16.92244430930734,-113.42400000003148,-15.813760302078183,301.83287411235267,318.4890107710234,236.76651863766415,303.76473483685,336.9725661865362,419.13498941016064,272.64416316899775,302.9870607259834,256.3565355776374,521.4681425980046,137.29420277700527,109.67067739476803,224.2592384785991,27.62352538223722
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.3992869708835561,0.2991008965395896,0.2951634916500773,329.07889709791067,444.2750000357627,0.8233748461164724,189667.20600239764,-11.833126610745527,-109.37200003862397,-15.127150307505682,301.2230832868189,266.7953028271387,314.19873659524336,295.7100958582842,305.62725101259184,269.6272116815217,225.45161039269428,286.59421801347384,161.3769495166206,360.2231433053103,87.06751821197727,43.942312631401286,65.58951233133493,43.12520558057599
62fAfeQc27bZelkPX7G54T3gvci2,0.3358258552258487,0.24088168222852438,0.26096012602109425,425.3993592192103,449.70000000018626,0.794497479864909,286462.80830507143,3.6362141242658126,-30.02399999975215,3.092617377936458,298.05095129062335,301.88514081145826,427.38505597289554,352.1597525077614,346.1241800620033,360.1698878344389,382.6751333219505,371.8114716288569,211.23526134160684,308.18191900122656,158.4290588270679,178.16663112807652,272.1265547694819,-19.73757230100861
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.37647628662003946,0.22789551134713154,0.4075473606520213,437.13842115944726,697.3499999046326,0.25807928674098896,385525.3598137897,-8.371969463559383,6.645000066757298,-12.7007292458455,305.52495793944104,193.64246070389524,351.4395757027587,311.82103936902524,359.9967741021354,348.7772329685025,325.13815924226066,341.18886253003456,287.9440971035304,328.4219859624756,226.8126550615228,102.13801201641532,391.2971210751503,124.67464304510747
6OwhwWQDThSPHTVAeXugohrYuje2,0.41451107263220505,0.2809039446286356,0.4381500677416986,558.8609409622857,931.6000000238419,0.21808797747917053,528125.4358428528,32.841028134620046,-60.059999984503044,27.341307338720263,462.6093140812101,464.46795693599483,523.3401197580539,521.7562209611531,360.9808179697474,363.3718731540592,356.9716085108141,362.38197129650075,356.8865651740417,363.26237777368067,475.7206555692993,10.0,539.2361462137646,465.7206555692993
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.4777549380352271,0.4541351937604566,0.22066496360239565,319.54950609397383,322.15000009536743,1.9324637366931252,130832.46863535265,-19.054987485997533,37.80499997138969,-15.112580630557334,457.2591581800806,461.69636026004025,226.4496367765283,203.56760070740154,205.53291000837396,196.64438207481848,263.1457336088692,318.2501599965531,104.80818241537585,224.61610255471015,72.3888732750115,51.29009627331523,34.49448861757271,21.09877700169628
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.47724247003830583,0.2998512615538901,0.2544420216242798,440.26229710451526,682.0999999046328,0.7328279326029263,375146.0556486607,-2.8785838033302773,-26.47099998235716,4.5394411897683336,287.2029119974479,361.01122816162786,429.6814927711614,481.8062044549332,382.4420626303789,404.02137423161895,333.70648994695097,450.3302409595819,120.85996027417046,164.75129546817038,133.48787974963687,105.82645077051744,87.74039236078336,27.66142897911942
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.36025150391949073,0.25814081615792084,0.2455859647771233,293.2998583336787,426.59999999962747,0.8225535353442266,99489.9929824676,-24.60041557130896,-105.85999999996284,-12.001036212373819,276.5455302056844,274.9414870556522,238.54926841202192,268.3428141837987,224.109949077319,255.47323943773773,184.66583702359065,252.92815745874515,128.2684331032516,226.83741760548432,124.37897628255666,43.87425890488519,79.50777675916837,80.50471737767148
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.3837534766936267,0.2884916360907261,0.24532023796582839,463.2935394642029,625.3250000001863,0.7749613673461772,435118.3308549346,23.13320030924309,-5.849999999478355,21.361425042698706,459.3721692498417,477.09049327671613,432.7104709840461,367.71720138892584,377.7521990603093,367.00339166364455,338.06814763566246,385.37882651674954,199.91861709185426,349.3030572396535,105.1586187478135,192.16738892863216,156.2819475393574,-87.00877018081866
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.34482191905731097,0.21581035124188738,0.2617471584353322,277.4016361107875,437.3000000715256,0.48420453794787904,155447.94392788442,-11.488538163551564,-58.566999945640504,-14.468075356859565,214.29256087137756,222.47980671461968,227.40573904685726,227.17738713765212,221.5473225407326,242.19532076832522,129.26833729225223,260.0560750152616,134.7387122530675,170.43626496496773,194.22035649426545,69.21997588703147,189.1340254903732,125.00038060723396
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.35812452889103913,0.23321114354358377,0.2791953662870047,469.31617620632153,725.5500001907349,0.33663991589547704,406070.17930572387,7.707217377051114,-6.038999977111749,8.933189919308175,377.98139061379356,333.3917411264399,315.6597654424753,225.5252496178328,294.98291266258275,249.1651926848732,478.6087931176701,335.13067188896116,235.69789151798363,247.68019608944996,245.20451325444824,51.08815275726499,397.1673497501352,194.11636049718325
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.42559347253647084,0.35971716802239756,0.2362203927508087,335.550001148249,426.5500000009779,1.3773545640025702,223798.8033042387,1.9209790738919683,6.563999999928999,2.5212912308910376,351.6219577697093,311.07652592279777,353.0928382044445,344.04654544816964,307.2575551834908,283.231307097632,197.6626132518862,270.1646172551451,124.38292153198829,390.08120633093256,10.0,58.42338821176225,85.81227747626572,-48.42338821176225
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.47485492795743395,0.41862629589827577,0.4469397302455487,526.8793493888805,685.0,1.376268445260595,572592.3272727312,37.115106487866214,19.44999999999633,38.34807715381943,612.266255425265,566.8092607705286,512.2054344836894,519.385255353148,439.4818702582694,405.96038394567387,460.88225200852764,480.04835840456377,359.0480606846456,574.4662585508875,178.3159274310198,10.0,59.24019494600383,168.3159274310198
9g0uWFg7uhR46Q0VoG6MzqHOUL12,0.41150868178489414,0.3398268504294842,0.29148685155561715,405.44500338268523,631.7000000476835,0.5446711665876474,277932.64269298397,-3.007108028262178,67.18399996638293,-17.719144895874884,294.7435051425389,196.54921123297305,460.06222951194894,382.62180254260073,400.9018830576904,357.3564776283703,406.204499233244,413.7361029469646,198.69492722862213,371.62748977717797,359.4659705706181,10.0,104.79052769241108,349.4659705706181
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.40399729154698244,0.23534215252494756,0.3017452910709113,345.7132583616175,516.5000002384186,0.5906788106736841,177688.43705988833,1.0146744003927783,-117.13200003623952,4.712858779787953,288.41439986779795,280.4061542610114,229.70305087651084,279.1790994192445,347.85428161623287,424.4190723071784,277.4212785431074,394.0959102517508,152.930799875568,312.262258080096,166.6221763986485,28.12443058098173,214.81108117157552,138.49774581766675
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.35537977428497947,0.2535944436524731,0.3010108578352288,468.4214306220006,708.2499999999999,0.29151407556494574,389948.0319943892,14.131631150019768,-78.87500015258779,12.249582039713717,475.60946825547785,481.01950178132324,346.45962827639977,343.42125449644607,386.31945671917424,372.8723378267737,473.79565141159384,448.2956617464211,265.1790986561343,295.3814544213,345.6388648472264,184.2599079945762,427.7617315936575,161.3789568526502
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.4887873116820737,0.3974450888317473,0.4650883333196175,524.3923340634052,597.3000001907349,1.120490206860263,473436.8622513157,-79.29981206551956,-313.53499990463223,-67.65901220702065,498.73803953153583,485.3750925556472,563.288498472276,494.638322741862,370.80857750390436,310.15788610462715,542.2653825839013,465.6946882064258,310.0765058419067,459.59078559544434,57.36236720502432,17.920644816569645,181.30071697770035,39.44172238845468
AsXBOflrszVNKoFqbN61bMJqS0k2,0.31579045947723616,0.1894291421840259,0.20150273308998687,359.890199086576,559.1500000357628,0.2551687992452915,218252.9544058014,29.374798191547274,7.684999990463186,33.725086405649606,316.9018933209948,321.5697091006259,184.61154826283897,195.51112605094553,238.5210563441709,262.1220176956727,232.84475510254526,245.0294627377991,147.83467037689664,360.01607325446025,212.8699567220845,41.3669031006867,334.4827044662981,171.50305362139784
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.45828022873225716,0.34879241390183047,0.3995553876634961,556.9724961723723,687.4500000000698,0.8675818925019254,527877.4157142973,41.42518853906245,40.05500000000014,26.669036537548404,507.46736876322154,485.6961192908252,523.9000424472495,470.3665662215617,466.27444606437683,449.78645374630725,490.81990423650643,495.84589382292455,275.7012085955637,356.1869946500886,292.38880693536373,10.0,296.21184863597847,282.38880693536373
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.37444645984451136,0.2134753328126962,0.1996408269714243,350.5414138023705,556.1000001430509,0.5415055554424961,239290.45337392756,-14.248452642590754,-42.407999997139044,-18.87536571155846,226.55435824369283,239.99704792324255,284.39254260162465,208.41712509970162,324.65819652410494,288.0196905597704,270.1090681201502,283.4618687099714,115.4231759526879,179.11867068899312,113.73323235282578,28.73504841399689,36.17952075477072,84.9981839388289
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.4346072411217602,0.2338232473475814,0.17845083964097,363.8262066488479,552.9999998211861,0.5238891719580591,231771.99419059354,36.472806397803986,6.4379999971387605,31.74656066633601,255.5088467556475,207.06668581645735,285.4341351232411,290.35622983360753,230.16382564942555,225.2955107469128,133.12415169871005,188.4785013061219,72.07629412673319,234.64215860339314,168.48104930584796,22.265165674257176,247.7308215240521,146.21588363159077
CDEoAyvS8feXLKMKsaZah9agEhF3,0.4211958645048624,0.29124064117647,0.359148556007185,439.95925540329483,678.0499999995809,0.617900420030942,316559.55771184206,-8.882128121222767,-58.85899999998035,-6.467763729757291,334.5538829242505,318.2663554718446,422.4246344363136,391.62008864969243,429.2081504925524,378.1956852724466,311.2813336477752,357.65872852060477,223.7585291063987,456.39890637372827,331.27607007803056,69.67056140474232,128.06973620343015,261.6055086732882
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.4995695259250178,0.4202735377825508,0.2733860824141747,444.338368059188,475.32499980926514,1.4748877184636362,291828.107581347,-77.19423013981145,-187.74100000858297,-77.71079451449029,537.4673308568802,501.32188131084985,410.65624733356185,276.0538581268825,301.73198002845385,257.8148793469693,328.50263754806514,340.58267750324126,145.4778473252552,143.86124054211757,121.81030417642909,142.07203832659997,111.30853222998805,-20.26173415017088
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.3594145547676827,0.25459533125623135,0.36059046812049195,478.82383251966246,730.0749999999243,0.3559698372811729,498457.06256880175,-26.54816004405688,-107.33100000002312,-23.69704349645641,413.7467075502228,276.9179743211992,336.49234152467255,332.5899316260931,462.39239602826865,436.78780257259103,363.4503790391484,373.8650866341422,305.42326206734396,398.7431771753314,251.9606622654066,181.9657070044734,399.56065141715766,69.99495526093321
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.45750870808267863,0.3232402389942887,0.33793433997940653,490.9861452821201,817.9000000003725,0.6246510177515918,406075.46778862335,-11.120576836886418,-232.92099999973553,-10.870938662850316,448.1738378364097,430.5307667958401,444.1630201925949,366.1057906923185,478.84685418535975,425.2355746800969,412.6761423635043,381.10728398276746,228.51888101996042,281.7565889404087,318.0267237876533,108.43910664705813,82.09731664862163,209.5876171405952
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.37371574111077127,0.3051685802660284,0.1165679420635451,345.1059325499155,497.77500000596046,1.0642009196964886,246623.70739608066,17.275832224208294,23.8830000016094,22.28142697516964,273.4169216511562,275.80268542387586,411.60220381662583,424.7499141216374,273.3656269792001,293.095054047486,258.9782262390539,275.1755968695859,72.91470486008116,427.0109895528021,241.2667433288288,70.75822541165658,51.28472731338047,170.50851791717224
Co587hoelyeANqFX7AYvuVQW0lZ2,0.44956560291681613,0.3175858762971339,0.21902062618312623,306.0829308688772,355.6749999821186,1.1591961231786598,190352.34376243828,42.12123925982093,72.4630000054837,41.607887695404635,310.1819045623557,266.0248729033829,252.12948504968506,206.07943944593237,292.9363463344029,252.0323551088727,144.6334181105926,146.66741929529073,94.13415254887069,156.23806226606712,84.86619080395484,10.0,44.15185207362026,74.86619080395484
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.37643703064381334,0.27481049618043907,0.35982969884142146,472.04651967775055,660.8749999999417,0.6775772779175143,411585.57486957137,11.192680413222334,-24.44799999998903,11.591351407483113,350.17526707056464,210.23333131742078,461.6417200200862,395.4928826380763,405.38518261598205,229.94377161114497,379.82622683349996,263.0519926772578,277.9831626608582,253.31599416625608,210.111734476211,82.49335943228633,296.063475190803,127.61837504392469
DAKDKPH698P12JfTbbjemLI6PIH2,0.3791627733433706,0.14037008078442637,0.2441725517313695,294.8287573581189,530.7750000208616,0.08896684338408473,158478.43420024912,6.463929284235023,-30.37200000464917,-5.830557563548609,136.08417306318208,136.47393383456196,146.93840614224663,140.08294722214225,131.8205235029142,142.72962676965483,182.00377798652696,189.3831342005183,104.52416508252728,234.33692253294944,138.77821798115465,13.796270485809751,292.71976415565274,124.98194749534488
DPvStUYSmohmXwFwaKRqHv89R3k1,0.45283279052654407,0.2911321419902656,0.361298039238732,445.3252995205005,643.1750000119209,0.6781682353812599,329767.4369140936,-18.607312827413384,-129.29400000453018,-18.265919848561396,322.49433772144795,304.57602105536256,413.08799836921804,310.5626018273627,395.4722731804044,404.54533519642075,309.8209168400527,369.03700086256765,191.01074629872645,278.9157804551331,191.0788533618693,81.75717382585677,277.7651464675121,109.32167953601254
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.3275952767366167,0.22901459408176641,0.5008893472127337,491.59367991711736,698.300000071526,0.28152531578138384,420150.9563927419,27.602061471762568,25.493999997377276,30.249439137545703,396.5827157172312,332.08079719377866,396.01751460717384,399.25450329097447,425.1447556781869,366.8652043710407,338.4631565435547,285.560538065375,544.9741431044292,391.8406329849636,328.094660689359,155.23013093942365,402.510161947862,172.86452974993534
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.3392897505887362,0.2683684769789315,0.4024313410146374,513.4619034587872,735.7500000000005,0.39445569403981146,475559.5900272471,-40.17124851773311,-212.762000038624,-40.088318449387245,345.87794835417253,332.6709026815735,523.6448687503619,429.3239930878948,514.9081453458392,405.91393862631617,453.9926658257374,386.03521722868055,487.11935826094236,635.3080682325997,174.14297983746812,469.11382135359634,446.72157894052106,-294.9708415161282
DzB19GqCB7fyrlEPexogWkjFzEx2,0.49538585720257944,0.3551235725142886,0.45750303202540954,616.291132371537,876.8000001907349,0.6220772854495332,516669.051511984,-6.058843040415204,-298.36800004243884,-11.134983201139946,507.2899096362377,508.1210861546615,553.4762417072264,376.37199846214986,546.9359904985765,567.6845977265227,604.6978790392722,635.3306399642098,293.3405463454515,394.667425719997,248.27567508006015,69.2512065256545,344.56282193162986,179.0244685544057
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.44987142857003365,0.3930213314789755,0.4577238243702156,456.30119474252194,646.5,0.6556491220554542,372694.25714286405,-30.881904558426726,-19.53000000000121,-27.506307674700174,462.59081611926666,314.96435331581125,480.6539394264643,324.39023978532856,382.6605304691795,262.36103589880906,402.89688023599575,368.4891582397834,317.24422154532033,172.38623828923787,217.879346183922,68.31210131413242,168.05392378054805,149.5672448697896
EUhcW9kURScie1DwGPHqmNqotJB2,0.46962830805554323,0.3190319876218845,0.3174170260886355,500.3682308880092,712.299999833107,0.7733051219990483,354222.7142773035,55.5291363790725,114.26300002098074,41.839643444142695,458.46725236853837,374.9401640961164,406.7492042848665,303.5559828886847,510.4698977091475,420.8570446239914,366.6487087180377,364.6690978737208,190.37161715076238,235.4241213424944,137.64222808069826,166.41629952858014,270.09245153430294,-28.77407144788188
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.3747508237655017,0.25335500438265157,0.33757909130215036,479.9575153322945,736.9749999344349,0.27342388385209176,359946.0093736614,-27.41145211585987,-117.30399999141692,-19.002057907331842,427.03175043698326,321.6760262261034,372.4018035784623,301.428102454822,356.8734488394849,251.9041533480824,423.7884661569461,431.3181348734904,261.38327065963193,316.6472590710082,405.428680501684,105.7513959289208,396.79029689026913,299.67728457276326
