participant_id,win_stay_rate,lose_shift_rate,lose_stay_rate,n_win_trials,n_lose_trials
mg2WZiRBn4NQDKiMK43Y8dBqyG53,0.8478260869565217,0.5,0.13333333333333333,92,30
mweMgSlGM2VxThhwnupYxYzUbR23,0.9264705882352942,0.5454545454545454,0.18181818181818182,68,11
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.9,0.6666666666666666,0.2222222222222222,60,9
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.9032258064516129,0.8571428571428571,0.0,62,7
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.8852459016393442,0.7,0.1,61,10
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.8939393939393939,0.4666666666666667,0.4666666666666667,66,15
pRQimOpZtsekBI2I1kbnD3pycmo1,0.9166666666666666,0.5,0.25,60,12
pcbRW89vVJcviD87V3uxyG4I9st2,0.9696969696969697,1.0,0.0,66,2
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.9166666666666666,0.6,0.0,60,10
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.5555555555555556,0.4444444444444444,0.06349206349206349,63,63
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.8656716417910447,0.6428571428571429,0.2857142857142857,67,14
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.9090909090909091,1.0,0.0,66,7
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.8961038961038961,0.6666666666666666,0.3333333333333333,77,12
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.8170731707317073,0.6153846153846154,0.11538461538461539,82,26
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.8732394366197183,0.6428571428571429,0.14285714285714285,71,14
ric6cNjG25XmZJCiKZDOxzeezao1,0.8513513513513513,0.48,0.36,74,25
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.8870967741935484,0.8,0.1,62,10
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.9230769230769231,0.5555555555555556,0.1111111111111111,65,9
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.8676470588235294,0.6923076923076923,0.07692307692307693,68,13
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.8051948051948052,0.5172413793103449,0.41379310344827586,77,29
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.9180327868852459,0.8333333333333334,0.0,61,6
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.8923076923076924,0.6363636363636364,0.2727272727272727,65,11
u64Uf920g5VD9Byq26LT2rs5o4t1,0.875,0.6875,0.1875,88,16
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.8636363636363636,0.9090909090909091,0.0,66,11
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.8947368421052632,0.875,0.0,57,8
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.6415094339622641,0.2535211267605634,0.2676056338028169,53,71
wkhxvE50megJGMA1EiROSZIJWNq1,0.84375,0.55,0.2,64,20
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.8571428571428571,0.6428571428571429,0.14285714285714285,63,14
xHctBv4C2EU8rHYRouw0btT3GT02,0.855072463768116,0.5789473684210527,0.21052631578947367,69,19
xyAILKfYP2M8GqAai11x6NT7IcP2,0.8955223880597015,0.6363636363636364,0.18181818181818182,67,11
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.8378378378378378,0.5454545454545454,0.3181818181818182,74,22
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.8769230769230769,0.42857142857142855,0.14285714285714285,65,21
yfjd8LbAMrYeG54927d3GiKAyXI2,0.8888888888888888,0.5,0.14285714285714285,63,14
zw1w9FipI9RjJsuhHse6UZavBxs2,0.8571428571428571,0.875,0.125,91,16
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.88,0.5625,0.0625,75,16
