participant_id,wcst_hmm_lapse_occupancy,wcst_hmm_trans_to_lapse,wcst_hmm_trans_to_focus,wcst_hmm_stay_lapse,wcst_hmm_stay_focus,wcst_hmm_lapse_rt_mean,wcst_hmm_focus_rt_mean,wcst_hmm_rt_diff,wcst_hmm_state_changes,wcst_hmm_n_trials,wcst_rl_alpha,wcst_rl_beta,wcst_rl_n_trials,wcst_rl_alpha_pos,wcst_rl_alpha_neg,wcst_rl_alpha_asymmetry,wcst_rl_beta_asym,wcst_rl_asym_n_trials
80UJMJbCOMgs6YVpsMgXfYTzw6o2,1.4084507042253522,0.0,1.0,0.0,1.0,8987.0,1312.4928571427772,7674.507142857223,1,71,0.01,0.1,71,0.01,0.01,0.0,0.1,71
87w5Le0CgZhSfYAaOH3Xd2fc98l1,31.496062992125985,0.016668835668424177,0.058261815734904764,0.9417381842650953,0.9833311643315759,4130.428319063322,1479.1839487123748,2651.2443703509475,3,127,0.01,0.1,128,0.99,0.01,0.98,0.1,128
8bwaafIhKVMNBoHaXFcY8HirS9u2,26.82926829268293,0.1166528362019177,0.3514578631912432,0.6485421368087567,0.8833471637980823,2315.998100863888,937.8937821565007,1378.1043187073872,13,82,0.01,0.1,82,0.01,0.99,-0.98,0.6984800765004539,82
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,22.68041237113402,0.2787888573164504,0.8116404108133403,0.18835958918665974,0.7212111426835496,3720.2197116679763,1269.5419328639073,2450.677778804069,38,97,0.01,0.1,98,0.01,0.01,0.0,0.1,98
9NTZ091xWyOO8DgzyTGY0O3i8IR2,19.78021978021978,0.2631602219802578,0.8630865572105023,0.13691344278949763,0.7368397780197421,1927.4328282366052,1058.568105076073,868.8647231605323,31,91,0.33129194597226597,0.3409025780086559,91,0.99,0.99,0.0,0.17342619298100742,91
9Xz1RIwnPXgyRqmucudW9VeuDnq1,15.492957746478872,0.21153478243451793,0.9998324395542707,0.00016756044572932436,0.7884652175654822,2501.3442111173613,1183.3411334877353,1318.003077629626,21,71,0.01,0.1,71,0.99,0.99,0.0,0.32901020692123417,71
9l7DjYLs0XdgwykPZR5E01KTZfu2,17.333333333333336,0.13015472009584445,0.6107385572526803,0.38926144274731966,0.8698452799041555,3845.397447678354,993.5316385157613,2851.865809162593,15,75,0.01,0.1,75,0.01,0.01,0.0,0.1,75
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,25.609756097560975,0.08548607660433194,0.27418109680123237,0.7258189031987677,0.9145139233956681,2798.7934035288326,1074.501317254696,1724.2920862741366,11,82,0.01,0.1,82,0.6241539240876081,0.99,-0.36584607591239193,0.367025331061381,82
ASGvwW80q7VY7xFaLGZhVuErUQu2,2.5,0.014384825931669176,0.9994915295933964,0.0005084704066036862,0.9856151740683308,5404.471092414843,1378.7291908021375,4025.7419016127055,3,80,0.01,0.1,80,0.99,0.99,0.0,0.37213546573547085,80
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,20.43010752688172,0.05412251373242382,0.23385414669791046,0.7661458533020895,0.9458774862675762,3066.754744534281,1324.6164176448258,1742.1383268894554,7,93,0.01,0.1,94,0.01,0.01,0.0,0.1,94
AsXBOflrszVNKoFqbN61bMJqS0k2,12.380952380952381,0.07689571588822357,0.4790276818501635,0.5209723181498365,0.9231042841117764,2316.5023681585626,1114.4503370365605,1202.052031122002,13,105,0.01,0.1,105,0.99,0.930943213513056,0.05905678648694401,0.16139623748087867,105
AyAnuCaltBbpEYbudoyNzTvXlcC2,36.03603603603604,0.16041246341524498,0.2579567748574305,0.7420432251425696,0.8395875365847549,3454.6161823286793,1258.8688847517747,2195.7472975769047,22,111,0.01,0.1,112,0.01,0.8104815415875658,-0.8004815415875658,0.1,112
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,48.05194805194805,0.4032411959667771,0.2752445355354694,0.7247554644645307,0.5967588040332228,1475.3283505560912,971.7917843736301,503.5365661824611,28,77,0.01,0.1,77,0.01,0.01,0.0,0.1,77
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,9.615384615384617,0.06994167402802705,0.7019963828671649,0.2980036171328351,0.9300583259719729,5545.134008922895,1633.8199232530214,3911.3140856698737,13,104,0.01,0.1,105,0.7470699249762921,0.623080489171825,0.12398943580446709,0.3786413643737704,105
CDEoAyvS8feXLKMKsaZah9agEhF3,37.878787878787875,0.10650376375120765,0.17426953589841462,0.8257304641015853,0.8934962362487925,2133.2100269486323,947.4633715493586,1185.7466553992735,6,66,0.01,0.1,68,0.01,0.01,0.0,0.1,68
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1.098901098901099,0.0,1.0,0.0,1.0,13646.0,1432.1633333100212,12213.836666689978,1,91,0.25270449897368397,1.1327185339779196,91,0.010563164002117214,0.5079205043112963,-0.4973573403091791,9.008901565570726,91
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,18.51851851851852,0.10481729713061258,0.4645534425811987,0.5354465574188014,0.8951827028693874,3404.4932215899585,1471.3234605541072,1933.1697610358513,13,81,0.01,0.1,81,0.01,0.99,-0.98,1.9924708830841542,81
CUNlBEszJVRGK1jWlTaOaCqpDg53,5.263157894736842,0.03888341719975991,0.7359288628298636,0.2640711371701364,0.96111658280024,3263.087528491769,1275.5713566138693,1987.5161718778995,5,76,0.01,0.1,76,0.3591252188912971,0.01,0.3491252188912971,0.8645473758759414,76
Cbkx2NHyF3NrebzXGqNgSfiWent1,28.169014084507044,0.30828744826940646,0.6294233132987666,0.3705766867012334,0.6917125517305936,1734.6400805713638,869.3298478906789,865.3102326806849,27,71,0.24703527332372854,1.0471358461816742,71,0.01,0.8974801823947379,-0.8874801823947379,8.144334379106123,71
Co587hoelyeANqFX7AYvuVQW0lZ2,3.6585365853658534,0.026367631244864236,0.9999999999967416,3.258385604405974e-12,0.9736323687551357,3561.8032421746007,932.8116375124474,2628.9916046621533,5,82,0.8892267926283405,0.6007531924814675,82,0.8894053324893616,0.8890015100462347,0.00040382244312686666,0.6008128541970446,82
CtJe4bZZnYUBNrcPk00d3YQFSGp2,22.5,0.1445573707738213,0.4839603288531412,0.5160396711468587,0.8554426292261788,2618.813469431126,1148.332870114893,1470.480599316233,17,80,0.01,0.1,80,0.6363464967192128,0.01,0.6263464967192128,0.27489685312564194,80
DAKDKPH698P12JfTbbjemLI6PIH2,26.744186046511626,0.10613772458923636,0.30532559677742743,0.6946744032225726,0.8938622754107637,2598.3079039715967,875.6716097447816,1722.6362942268152,13,86,0.01,0.1,86,0.99,0.01,0.98,0.1,86
DPvStUYSmohmXwFwaKRqHv89R3k1,36.507936507936506,0.178948811505457,0.30565532304853277,0.6943446769514672,0.821051188494543,2273.8733741621345,1104.546860152348,1169.3265140097865,13,63,0.01,0.1,63,0.01,0.9899999999999999,-0.9799999999999999,0.1,63
Df83JuPuJkXqTGbENhM2gw5SJM43,14.772727272727273,0.16412412774486346,0.661614340919021,0.33838565908097895,0.8358758722551366,2307.184183415224,1138.269888922302,1168.9142944929222,17,88,0.99,0.18146941444459636,88,0.99,0.99,0.0,0.18146900300252805,88
DxSidjznjVSNDJuDqqGgxpMEGtw1,1.4705882352941175,0.0,1.0,0.0,1.0,13906.400000095367,1695.1447761201148,12211.255223975253,1,68,0.01,0.12200214534138111,68,0.9348765745489614,0.01,0.9248765745489614,1.2382316983176438,68
DzB19GqCB7fyrlEPexogWkjFzEx2,1.2658227848101267,0.0,1.0,0.0,1.0,7012.900000095367,1686.2410256373576,5326.65897445801,1,79,0.01,0.1,79,0.01,0.01,0.0,0.1,79
EEodWwGh0wWq5f8JmzfKvq0lyeu1,9.375,0.06733475297463429,0.6715465990504608,0.32845340094953923,0.9326652470253657,3964.3085191570813,898.5553207107566,3065.753198446325,11,96,0.01,0.1,96,0.99,0.01,0.98,0.1,96
EmfmKFDgWJdW47a6CNTNjnbYaPh2,10.843373493975903,0.1483384944536242,0.9999997306770791,2.6932292075769764e-07,0.8516615055463758,3786.7529101454897,1418.7874361003292,2367.9654740451606,17,83,0.10395269424908259,1.3274518689898676,83,0.18946466699462944,0.01,0.17946466699462943,1.2548654549777085,83
EoToosG69XMp4LTYdB6sB9WTrv22,1.5384615384615385,0.0,1.0,0.0,1.0,14831.0,1454.635937474668,13376.364062525332,1,65,0.01,0.10000000000000009,65,0.99,0.01,0.98,0.1,65
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.2048192771084338,0.0,1.0,0.0,1.0,6812.700000047684,1755.781707323179,5056.918292724505,1,83,0.01,0.1,84,0.01,0.01,0.0,0.1,84
G1Ff3XYUZMRsPafyEQ80ussnVlf1,25.0,0.21345122724588936,0.5504075747263648,0.44959242527363513,0.7865487727541106,2450.070738402849,1363.660367918782,1086.4103704840672,37,128,0.01,0.1,128,0.01,0.99,-0.98,5.595659382823833,128
GDZGRW51kbWtAdUIHCtEd8sAtqY2,36.58536585365854,0.3342906604821308,0.5020455007643078,0.4979544992356922,0.6657093395178691,2251.597040959288,1507.5502625106196,744.0467784486682,33,82,0.01,0.1,83,0.99,0.99,0.0,0.1,83
GE4hogtdLdTFbNasENgtm6SO3hC3,7.462686567164178,0.021011305029581113,0.4537319489007588,0.5462680510992411,0.9789886949704188,3709.55310993036,1649.9427717955205,2059.6103381348394,3,67,0.01,0.1,67,0.99,0.99,0.0,0.3797316945897381,67
GEwkBw3YHaNp3TCh9YS9PKVfavz1,2.5974025974025974,0.013513513513667561,1.0,4.750760503884096e-48,0.9864864864863325,7827.449999993823,1288.6319999953676,6538.817999998456,3,77,0.21204513200717046,0.7971121872563576,77,0.01,0.99,-0.98,8.74565263968144,77
HSggdq91WiQp16bOj7V3dABkcgk2,11.235955056179774,0.09064074680854069,0.801335648129394,0.19866435187060597,0.9093592531914593,3249.585635092858,1112.6100072365882,2136.97562785627,15,89,0.15603767528137102,1.804662323901125,89,0.062213524349944885,0.30213208292016003,-0.23991855857021516,2.497023422619232,89
HbydnnT1hUP3WagAy2TJAc6GqVs2,19.402985074626866,0.21018819275491574,0.7840274786271421,0.21597252137285797,0.7898118072450843,3311.1643855468224,1467.1839644315603,1843.980421115262,21,67,0.01,0.1,67,0.01,0.01,0.0,0.1,67
HyQM2xKwwuVfqidmRYF6TiRk90C2,25.301204819277107,0.14291532274888152,0.4446686615353012,0.5553313384646988,0.8570846772511185,2098.5590104538296,860.1399948017934,1238.4190156520363,17,83,0.01,0.1,83,0.01,0.2940115137541432,-0.2840115137541432,0.1,83
IaTJhUGICmO9xcL3605RW8QHneN2,20.37037037037037,0.12862908268207612,0.4237821524351877,0.5762178475648123,0.8713709173179238,2077.870659147118,1003.5526039077774,1074.3180552393408,19,108,0.01,1.167764244834461,108,0.01,0.31297106406336495,-0.30297106406336494,2.1822658012713783,108
JOBWLirr6KYf3GXJ3jPFKmd48S93,14.666666666666666,0.0700843783520943,0.45772828371565283,0.5422717162843471,0.9299156216479056,3656.9644190974063,1249.9314698455196,2407.0329492518867,9,75,0.01,0.1,75,0.99,0.01,0.98,0.17776443753786209,75
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,8.333333333333332,0.12630325267702525,0.9999999392604536,6.073954648025085e-08,0.8736967473229748,2377.8788739560973,1147.685575644465,1230.1932983116324,10,60,0.8885902929642322,0.33062894866938214,60,0.8885948079012366,0.43249512640968,0.45609968149155655,0.33063936824072354,60
JvrZiMHtAfP6gvQtlevYWafKy0z2,18.666666666666668,0.08168636721975701,0.3573886752511336,0.6426113247488663,0.918313632780243,2577.367601414439,1587.562518899714,989.805082514725,7,75,0.01,0.1,75,0.20017109843677897,0.5813772906259246,-0.38120619218914564,0.4412704793404894,75
K26uNuY0VNPjJNF26wEx3bFg0kr2,2.857142857142857,0.014925373134326523,1.0,0.0,0.9850746268656735,3407.199999999954,1112.841176470599,2294.3588235293546,3,70,0.01,0.1,70,0.01,0.8298369650180064,-0.8198369650180064,2.705690712191636,70
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,32.608695652173914,0.11216579230654983,0.24788935753079605,0.752110642469204,0.8878342076934501,4319.083220731441,1262.2670886386586,3056.816132092782,11,92,0.01,0.1,93,0.01,0.675889444928889,-0.665889444928889,0.1,93
KtKj6zUKc5Oogd2itg2jdwkchnf2,40.909090909090914,0.09446471588967159,0.16422679758984593,0.8357732024101541,0.9055352841103285,1568.3311266599258,818.4190994799533,749.9120271799725,7,66,0.01,0.1,66,0.99,0.01,0.98,0.1,66
LSLmd8jENtONZFVkIpRDX665Bu73,10.975609756097562,0.1270936911014688,0.9993502498981633,0.0006497501018367503,0.8729063088985313,3545.8226352193446,1436.2553522604896,2109.567282958855,17,82,0.01,0.1,82,0.01,0.01,0.0,0.1,82
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,9.859154929577464,0.09391072036339278,0.9999999986049803,1.3950197037137416e-09,0.9060892796366072,3448.311636050661,1170.4498107188463,2277.8618253318145,13,71,0.01,0.1,71,0.01,0.99,-0.98,0.1,71
LliUMEIsrCVZ88YFQfevan2Og4z1,2.0618556701030926,0.010638297872341832,1.0,5.036694233573005e-154,0.9893617021276582,4873.79999999993,1078.647368421038,3795.1526315788924,3,97,0.01,0.1,97,0.99,0.01,0.98,0.2281703083665275,97
M4Km1Q2P2oPliChDQkwl6k20FUI3,17.82178217821782,0.15197704616198146,0.5988121863717596,0.4011878136282403,0.8480229538380185,4449.611155610422,1348.5697967336637,3101.0413588767587,23,101,0.01,0.1,102,0.01,0.99,-0.98,3.674012078855588,102
O61Eik2zvrSQLMNpFbTNEgjWwMr2,17.94871794871795,0.06897800648471607,0.3384602148407107,0.6615397851592892,0.9310219935152839,2486.876819087633,1344.9593231292652,1141.917495958368,8,78,0.01,0.1,78,0.99,0.01,0.98,0.7271569766915118,78
OExlWyngGfPrScDYjaRcv5PIAet1,13.636363636363635,0.10542653153155261,0.669726299687458,0.33027370031254194,0.8945734684684474,3387.4179937401195,972.2158412304885,2415.202152509631,11,66,0.34526496076949725,0.8594959978458556,66,0.451211588240566,0.01,0.441211588240566,1.0610137666251191,66
ORuVuFPU5idz3fMoXTGsbwToW2j2,7.954545454545454,0.052250645853975,0.6396507616038368,0.3603492383961631,0.947749354146025,3035.969216352423,1491.3766653606392,1544.5925509917836,7,88,0.01,0.1,88,0.01,0.01,0.0,0.1,88
ORvIk1xRWIQmKuLVe6GXNouvAXx2,29.7029702970297,0.1279320259556128,0.29041964898094935,0.7095803510190507,0.8720679740443873,4610.780367592861,1659.2670962622462,2951.5132713306148,15,101,0.01,3.9287372732417554,101,0.01,0.15911733512890264,-0.14911733512890263,4.507765604442559,101
P8mTl71XaYNvFMTCvlKpzzUdc9W2,2.5,0.012987012996986718,1.0,5.447208444806023e-26,0.9870129870030133,6169.54999862368,1221.1166666544639,4948.433331969216,3,80,0.01,0.1,80,0.4453997463789931,0.01,0.4353997463789931,0.1878877193470285,80
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,4.411764705882353,0.03335192445457173,0.9999999999999799,2.0211538139043295e-14,0.9666480755454283,4741.982160426947,1288.7169166534081,3453.265243773539,5,68,0.01,0.1,68,0.29011352852115013,0.99,-0.6998864714788499,0.22442338087698277,68
PLreonkqaMeFc0UqxKUelH44UQu1,17.894736842105264,0.09762135157566823,0.44486561743770414,0.5551343825622959,0.9023786484243318,3777.757841137054,931.4057464084397,2846.3520947286142,15,95,0.01,0.1,96,0.99,0.99,0.0,0.39300763173503483,96
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,6.756756756756757,0.093634582124554,0.9999970805603396,2.9194396603258216e-06,0.9063654178754459,2593.7615005770062,994.711890919726,1599.0496096572801,10,74,0.01,0.1,74,0.01,0.99,-0.98,3.988955223046069,74
QbOEVCaZLUMOgltUdXm58oZOALv2,10.0,0.11338612231713427,0.9999999787053556,2.1294644351492447e-08,0.8866138776828657,4070.2395207025656,1674.2811217900876,2395.958398912478,19,100,0.01,0.1,100,0.3423862981071088,0.01,0.3323862981071088,0.1,100
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,15.942028985507244,0.15675780826643834,0.7752794037219479,0.22472059627805213,0.8432421917335616,5752.055558870274,1769.31856897173,3982.7369898985435,17,69,0.01,0.1,69,0.39688456034336916,0.99,-0.5931154396566308,0.681581592649038,69
QreA2rLiUhV3YHeMfuHMPdGbpJ53,10.526315789473683,0.1263811017839996,0.9999999999999992,7.979985387225794e-16,0.8736188982160004,2532.9501075849125,1293.0933354523534,1239.8567721325592,19,95,0.01,3.5284570441297607,95,0.01,0.01,0.0,3.528436047403278,95
Rc706mP0TSeIoIpMYH1SpRXjOxA2,16.666666666666664,0.17050335626555876,0.6454892832731416,0.3545107167268585,0.8294966437344412,2733.8962332114475,1403.0340369758167,1330.8621962356308,14,60,0.99,0.828415909874283,61,0.99,0.99,0.0,0.8284159445836926,61
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,14.814814814814813,0.09050978859995981,0.5662278222050026,0.4337721777949974,0.90949021140004,5674.035654432406,1463.5553202778417,4210.480334154564,11,81,0.01,0.1,81,0.01,0.99,-0.98,0.1,81
Ru3Qf6pXZua1DfNkQdhbor6iJ403,9.30232558139535,0.12047396576388239,0.9994984976948368,0.0005015023051632802,0.8795260342361176,5852.528030026508,1769.0353611395055,4083.492668887002,15,86,0.01,0.1,86,0.850107431570854,0.642676963861688,0.20743046770916596,0.1,86
SOhR7IO689NQCPQu56SjATO8FR92,7.000000000000001,0.04423007583575397,0.7169428097001957,0.28305719029980425,0.9557699241642461,4000.9195832008354,1280.0021838894204,2720.917399311415,9,100,0.01,0.1,100,0.01,0.32910135494963577,-0.31910135494963576,0.1,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,34.645669291338585,2.501485354529002e-06,0.02263111920404131,0.9773688807959586,0.9999974985146455,4133.518737728652,935.7419386626735,3197.7767990659786,1,127,0.01,0.1,128,0.01,0.99,-0.98,4.85167657380113,128
SpSfX0ZcfcPLdlOENlfdfvEPwru2,31.944444444444443,0.14981320754887378,0.3262832200888463,0.6737167799111536,0.8501867924511262,1929.3003512164144,961.9534521579387,967.3468990584756,13,72,0.99,0.6723211361989956,72,0.9870431453782912,0.99,-0.0029568546217088043,0.6726963728055334,72
SvtOrPatsnWjicxtyndEzSdO5Wp1,29.069767441860467,0.16497915227810173,0.3574754772447165,0.6425245227552835,0.8350208477218983,3171.6269343319614,1351.3783151888324,1820.248619143129,19,86,0.01,0.1,86,0.01,0.5788193233939077,-0.5688193233939077,0.1,86
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,28.57142857142857,0.17635310203779564,0.41300629811299805,0.586993701887002,0.8236468979622044,2534.0937258201648,1172.0045625363277,1362.089163283837,17,77,0.01,0.1,78,0.01,0.01,0.0,0.1,78
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,32.8125,0.04943870510136546,0.09540238718385376,0.9045976128161461,0.9505612948986345,1546.438608124359,698.3729997081659,848.0656084161931,8,128,0.01,0.1,128,0.6779197377745324,0.01,0.6679197377745324,1.1492211204067015,128
Ub7nV8F55kPruh35ZpUcKoBUyn63,46.913580246913575,0.20122493215561646,0.24678596349428858,0.7532140365057113,0.7987750678443836,2107.8284308494476,1035.2829767877956,1072.545454061652,13,81,0.01,0.1,81,0.99,0.99,0.0,0.5532135334436585,81
UbqFccqQZZgcqJIqCn3ErH9zQdM2,2.2222222222222223,0.014445538218256873,1.0,1.2275297525633524e-18,0.9855544617817431,3451.696420696287,1439.7860568490746,2011.9103638472125,3,90,0.99,0.32753277709283046,90,0.9444688880088977,0.99,-0.04553111199110227,0.33377613018028984,90
UbwuSMtBsHdW3Ji41opk3GInMqi2,1.2987012987012987,0.0,1.0,0.0,1.0,7023.800000000745,1021.7947368421837,6002.005263158561,1,77,0.99,0.7910442639880156,77,0.99,0.7835481134220891,0.20645188657791091,0.9126824432783571,77
