participant_id,n_trials,n_errors,n_pe,n_npe,pe_rate,npe_rate,error_rate,pe_proportion
h5RYP03wJuVN0xo7qAR8CKFxLaj1,126,44,10,34,7.936507936507936,26.984126984126984,34.92063492063492,22.727272727272727
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,91,20,11,9,12.087912087912088,9.89010989010989,21.978021978021978,55.00000000000001
v8nNKiWvPdcjiHXZci39OuFTY6M2,76,13,9,4,11.842105263157894,5.263157894736842,17.105263157894736,69.23076923076923
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,128,79,1,78,0.78125,60.9375,61.71875,1.2658227848101267
LSLmd8jENtONZFVkIpRDX665Bu73,82,15,9,6,10.975609756097562,7.317073170731707,18.29268292682927,60.0
mUZzgdWKnPb2txOkJg9FHgqX5792,107,25,16,9,14.953271028037381,8.411214953271028,23.364485981308412,64.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98,17,6,11,6.122448979591836,11.224489795918368,17.346938775510203,35.294117647058826
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72,10,6,4,8.333333333333332,5.555555555555555,13.88888888888889,60.0
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,82,9,7,2,8.536585365853659,2.4390243902439024,10.975609756097562,77.77777777777779
fEq0OghbLpfD1jigl1Mbz96aMbg2,88,21,19,2,21.59090909090909,2.272727272727273,23.863636363636363,90.47619047619048
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74,10,6,4,8.108108108108109,5.405405405405405,13.513513513513514,60.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,103,16,11,5,10.679611650485436,4.854368932038835,15.53398058252427,68.75
AsXBOflrszVNKoFqbN61bMJqS0k2,105,20,19,1,18.095238095238095,0.9523809523809524,19.047619047619047,95.0
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84,14,10,4,11.904761904761903,4.761904761904762,16.666666666666664,71.42857142857143
DzB19GqCB7fyrlEPexogWkjFzEx2,79,13,8,5,10.126582278481013,6.329113924050633,16.455696202531644,61.53846153846154
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88,7,6,1,6.8181818181818175,1.1363636363636365,7.954545454545454,85.71428571428571
xBGZhFOeypWnqzSQClkrwV9z2vF3,78,14,8,6,10.256410256410255,7.6923076923076925,17.94871794871795,57.14285714285714
MMSYeiMQi3gMr4PrXQcpXzFiegj2,110,31,22,9,20.0,8.181818181818182,28.18181818181818,70.96774193548387
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,69,6,5,1,7.246376811594203,1.4492753623188406,8.695652173913043,83.33333333333334
y1EHXv8tUTa4BRS4fRio7bULYfA2,101,24,16,8,15.841584158415841,7.920792079207921,23.762376237623762,66.66666666666666
HyQM2xKwwuVfqidmRYF6TiRk90C2,83,10,7,3,8.433734939759036,3.614457831325301,12.048192771084338,70.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,78,12,9,3,11.538461538461538,3.8461538461538463,15.384615384615385,75.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,61,1,1,0,1.639344262295082,0.0,1.639344262295082,100.0
i1tBstVkNiVP0qro7TgGD08IGGa2,80,11,8,3,10.0,3.75,13.750000000000002,72.72727272727273
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,72,8,4,4,5.555555555555555,5.555555555555555,11.11111111111111,50.0
2zDXvJKvjeejeOSNbtDbtSI5cdz1,71,9,5,4,7.042253521126761,5.633802816901409,12.676056338028168,55.55555555555556
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,68,7,7,0,10.294117647058822,0.0,10.294117647058822,100.0
iWsc4pghIEWOQUZKuQJMfe516UI3,80,11,6,5,7.5,6.25,13.750000000000002,54.54545454545454
lHDkoPQu5reNCO45npeYSS9eLQl1,109,35,16,19,14.678899082568808,17.431192660550458,32.11009174311927,45.714285714285715
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94,20,13,7,13.829787234042554,7.446808510638298,21.27659574468085,65.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,126,32,12,20,9.523809523809524,15.873015873015872,25.396825396825395,37.5
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,94,20,10,10,10.638297872340425,10.638297872340425,21.27659574468085,50.0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,80,16,11,5,13.750000000000002,6.25,20.0,68.75
CDEoAyvS8feXLKMKsaZah9agEhF3,68,6,6,0,8.823529411764707,0.0,8.823529411764707,100.0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83,18,10,8,12.048192771084338,9.63855421686747,21.686746987951807,55.55555555555556
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95,21,11,10,11.578947368421053,10.526315789473683,22.105263157894736,52.38095238095239
AyAnuCaltBbpEYbudoyNzTvXlcC2,112,26,13,13,11.607142857142858,11.607142857142858,23.214285714285715,50.0
azdL1gX79EVd9iepyCAVQrqIaQF3,81,12,8,4,9.876543209876543,4.938271604938271,14.814814814814813,66.66666666666666
jzdk8E3tVXTXIozlfK5oeEb7wWp2,78,8,8,0,10.256410256410255,0.0,10.256410256410255,100.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,88,17,11,6,12.5,6.8181818181818175,19.318181818181817,64.70588235294117
pRQimOpZtsekBI2I1kbnD3pycmo1,77,13,8,5,10.38961038961039,6.493506493506493,16.883116883116884,61.53846153846154
yfjd8LbAMrYeG54927d3GiKAyXI2,78,14,7,7,8.974358974358974,8.974358974358974,17.94871794871795,50.0
HSggdq91WiQp16bOj7V3dABkcgk2,89,13,7,6,7.865168539325842,6.741573033707865,14.606741573033707,53.84615384615385
PLreonkqaMeFc0UqxKUelH44UQu1,96,22,15,7,15.625,7.291666666666667,22.916666666666664,68.18181818181817
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,78,11,8,3,10.256410256410255,3.8461538461538463,14.102564102564102,72.72727272727273
SdDjNMBD2ZMTEwUphkohi2cZwUx1,84,11,6,5,7.142857142857142,5.952380952380952,13.095238095238097,54.54545454545454
foaW7wtvY3XLNdguFUK7OvOefP93,77,9,8,1,10.38961038961039,1.2987012987012987,11.688311688311687,88.88888888888889
EmfmKFDgWJdW47a6CNTNjnbYaPh2,83,11,9,2,10.843373493975903,2.4096385542168677,13.253012048192772,81.81818181818183
6ABZuv4jbjgE0B8TeyUk6nwVb122,88,10,7,3,7.954545454545454,3.4090909090909087,11.363636363636363,70.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,107,26,13,13,12.149532710280374,12.149532710280374,24.299065420560748,50.0
0d841i8KPjdjwCYfDuUUXj0SEjH2,68,8,3,5,4.411764705882353,7.352941176470589,11.76470588235294,37.5
0oa5NYVnIBS9NmrmRAZrahXDctP2,73,10,6,4,8.21917808219178,5.47945205479452,13.698630136986301,60.0
5OOi73igsahMZ5IVKQwwyhnj4Cn2,70,7,3,4,4.285714285714286,5.714285714285714,10.0,42.857142857142854
O61Eik2zvrSQLMNpFbTNEgjWwMr2,78,11,7,4,8.974358974358974,5.128205128205128,14.102564102564102,63.63636363636363
Ub7nV8F55kPruh35ZpUcKoBUyn63,81,14,9,5,11.11111111111111,6.172839506172839,17.28395061728395,64.28571428571429
Co587hoelyeANqFX7AYvuVQW0lZ2,82,15,9,6,10.975609756097562,7.317073170731707,18.29268292682927,60.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,128,51,1,50,0.78125,39.0625,39.84375,1.9607843137254901
8mscvscxtXf7EbbLqCyy4a4pl2q2,74,11,6,5,8.108108108108109,6.756756756756757,14.864864864864865,54.54545454545454
M4Km1Q2P2oPliChDQkwl6k20FUI3,102,18,10,8,9.803921568627452,7.8431372549019605,17.647058823529413,55.55555555555556
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,69,9,6,3,8.695652173913043,4.3478260869565215,13.043478260869565,66.66666666666666
Ru3Qf6pXZua1DfNkQdhbor6iJ403,86,13,8,5,9.30232558139535,5.813953488372093,15.11627906976744,61.53846153846154
6WFCyGwk71XLPBmbe4Vav3eotVm1,69,7,4,3,5.797101449275362,4.3478260869565215,10.144927536231885,57.14285714285714
ASGvwW80q7VY7xFaLGZhVuErUQu2,80,9,7,2,8.75,2.5,11.25,77.77777777777779
JntnHLHjYhc0xJJQALM3h9R5Ozv1,89,14,9,5,10.112359550561797,5.617977528089887,15.730337078651685,64.28571428571429
SpSfX0ZcfcPLdlOENlfdfvEPwru2,72,9,6,3,8.333333333333332,4.166666666666666,12.5,66.66666666666666
aM2995jJmJWvr6cneaGH58HauIg2,87,14,9,5,10.344827586206897,5.747126436781609,16.091954022988507,64.28571428571429
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,72,12,9,3,12.5,4.166666666666666,16.666666666666664,75.0
m69r9GQTk2b51mvxrFLt4fZeJi52,81,11,9,2,11.11111111111111,2.4691358024691357,13.580246913580247,81.81818181818183
wkhxvE50megJGMA1EiROSZIJWNq1,88,22,14,8,15.909090909090908,9.090909090909092,25.0,63.63636363636363
d9rwc0NXArcNlJvFsgKhQqkGxJq2,88,12,8,4,9.090909090909092,4.545454545454546,13.636363636363635,66.66666666666666
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,83,13,8,5,9.63855421686747,6.024096385542169,15.66265060240964,61.53846153846154
WqoZv41KTtTCuPKBPyClregrKAi1,89,14,6,8,6.741573033707865,8.98876404494382,15.730337078651685,42.857142857142854
Yco8O7tmHlbsUBfKW2ywcZByGO32,66,3,3,0,4.545454545454546,0.0,4.545454545454546,100.0
xHctBv4C2EU8rHYRouw0btT3GT02,90,20,11,9,12.222222222222221,10.0,22.22222222222222,55.00000000000001
SOhR7IO689NQCPQu56SjATO8FR92,100,26,17,9,17.0,9.0,26.0,65.38461538461539
idP8RVfm74N86O0dszLXANIpjXv2,74,9,5,4,6.756756756756757,5.405405405405405,12.162162162162163,55.55555555555556
mweMgSlGM2VxThhwnupYxYzUbR23,80,11,6,5,7.5,6.25,13.750000000000002,54.54545454545454
9Xz1RIwnPXgyRqmucudW9VeuDnq1,71,9,8,1,11.267605633802818,1.4084507042253522,12.676056338028168,88.88888888888889
ohl9pXqpeSMfepC3w9h0tW5SbJw1,74,11,7,4,9.45945945945946,5.405405405405405,14.864864864864865,63.63636363636363
9l7DjYLs0XdgwykPZR5E01KTZfu2,75,8,7,1,9.333333333333334,1.3333333333333335,10.666666666666668,87.5
23AEyocWhqY955WHbxhHRSgQ1ms2,85,18,8,10,9.411764705882353,11.76470588235294,21.176470588235293,44.44444444444444
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,128,64,12,52,9.375,40.625,50.0,18.75
rFV2EUbp64f5ORSh7DqwmCQmeqT2,95,16,11,5,11.578947368421053,5.263157894736842,16.842105263157894,68.75
bXpFswkI7TfIfL6G4FqWrbaxTGx2,90,15,7,8,7.777777777777778,8.88888888888889,16.666666666666664,46.666666666666664
XehZHBpwr5MYzUXkj0FAYCsFG922,115,31,23,8,20.0,6.956521739130435,26.956521739130434,74.19354838709677
DAKDKPH698P12JfTbbjemLI6PIH2,86,15,7,8,8.13953488372093,9.30232558139535,17.441860465116278,46.666666666666664
3WijiOiVCoMbn80F05SPYsxl0TC2,80,16,9,7,11.25,8.75,20.0,56.25
Df83JuPuJkXqTGbENhM2gw5SJM43,88,12,8,4,9.090909090909092,4.545454545454546,13.636363636363635,66.66666666666666
qnR5PLX1v3fPi6SwTJMwGcadwyD3,82,14,12,2,14.634146341463413,2.4390243902439024,17.073170731707318,85.71428571428571
DaRehVxIOhXtEtUExdgvUl0mKcx2,128,64,38,26,29.6875,20.3125,50.0,59.375
UbwuSMtBsHdW3Ji41opk3GInMqi2,77,9,6,3,7.792207792207792,3.896103896103896,11.688311688311687,66.66666666666666
cC0BEsQjfrcuCyoaOas9zJT0MNs2,120,35,31,4,25.833333333333336,3.3333333333333335,29.166666666666668,88.57142857142857
Cbkx2NHyF3NrebzXGqNgSfiWent1,71,8,5,3,7.042253521126761,4.225352112676056,11.267605633802818,62.5
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,87,9,8,1,9.195402298850574,1.1494252873563218,10.344827586206897,88.88888888888889
146QT9LupyU2BAiTsB3PMIpVXM22,77,9,7,2,9.090909090909092,2.5974025974025974,11.688311688311687,77.77777777777779
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,113,31,27,4,23.893805309734514,3.5398230088495577,27.43362831858407,87.09677419354838
87w5Le0CgZhSfYAaOH3Xd2fc98l1,128,44,14,30,10.9375,23.4375,34.375,31.818181818181817
HbydnnT1hUP3WagAy2TJAc6GqVs2,67,5,2,3,2.9850746268656714,4.477611940298507,7.462686567164178,40.0
EoToosG69XMp4LTYdB6sB9WTrv22,65,3,1,2,1.5384615384615385,3.076923076923077,4.615384615384616,33.33333333333333
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,88,10,7,3,7.954545454545454,3.4090909090909087,11.363636363636363,70.0
QbOEVCaZLUMOgltUdXm58oZOALv2,100,24,12,12,12.0,12.0,24.0,50.0
PkpTH7pWpEOG9A86xSloOSozwTk2,128,67,41,26,32.03125,20.3125,52.34375,61.19402985074627
8bwaafIhKVMNBoHaXFcY8HirS9u2,82,9,7,2,8.536585365853659,2.4390243902439024,10.975609756097562,77.77777777777779
tv88wS5Nf6SjruozSmXJxQSmx6J3,81,14,12,2,14.814814814814813,2.4691358024691357,17.28395061728395,85.71428571428571
SPCT9D90pRa1ihXS5jEw6vCmquI3,128,33,10,23,7.8125,17.96875,25.78125,30.303030303030305
3xCaqfcHxRQxuOlEzXz3PNcHODH2,69,5,3,2,4.3478260869565215,2.898550724637681,7.246376811594203,60.0
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,77,10,5,5,6.493506493506493,6.493506493506493,12.987012987012985,50.0
5rXSa3anB5ejmFrnwUsTB82byup1,85,11,7,4,8.235294117647058,4.705882352941177,12.941176470588237,63.63636363636363
btpcu1rB1JeSTo2upeHGPdv8kYG3,70,9,7,2,10.0,2.857142857142857,12.857142857142856,77.77777777777779
zw1w9FipI9RjJsuhHse6UZavBxs2,110,17,8,9,7.2727272727272725,8.181818181818182,15.454545454545453,47.05882352941176
IaTJhUGICmO9xcL3605RW8QHneN2,108,20,13,7,12.037037037037036,6.481481481481481,18.51851851851852,65.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,87,15,10,5,11.494252873563218,5.747126436781609,17.24137931034483,66.66666666666666
YEU5ox3jteVINfdSTg5ymqYcS9o2,68,7,2,5,2.941176470588235,7.352941176470589,10.294117647058822,28.57142857142857
GEwkBw3YHaNp3TCh9YS9PKVfavz1,77,11,7,4,9.090909090909092,5.194805194805195,14.285714285714285,63.63636363636363
EEodWwGh0wWq5f8JmzfKvq0lyeu1,96,14,11,3,11.458333333333332,3.125,14.583333333333334,78.57142857142857
c0hRe9PCPPZs3HWFqhIQargNlp52,85,13,10,3,11.76470588235294,3.5294117647058822,15.294117647058824,76.92307692307693
biQ16yPcCKSkJQhSxUKcDc8gm8I2,128,32,21,11,16.40625,8.59375,25.0,65.625
OExlWyngGfPrScDYjaRcv5PIAet1,66,4,3,1,4.545454545454546,1.5151515151515151,6.0606060606060606,75.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,81,11,6,5,7.4074074074074066,6.172839506172839,13.580246913580247,54.54545454545454
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,101,11,7,4,6.9306930693069315,3.9603960396039604,10.891089108910892,63.63636363636363
VwTymW8T68MfpnJvZ2X97ILqDWS2,81,13,10,3,12.345679012345679,3.7037037037037033,16.049382716049383,76.92307692307693
hrRr560eFBNwJ0CcUjCqtSD8TdP2,87,14,8,6,9.195402298850574,6.896551724137931,16.091954022988507,57.14285714285714
G9VruXninjUdE9czK2DambZl5li2,99,23,12,11,12.121212121212121,11.11111111111111,23.232323232323232,52.17391304347826
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,77,11,8,3,10.38961038961039,3.896103896103896,14.285714285714285,72.72727272727273
zxG9mUnF7uRkaOKSoCPsiRZzr372,96,18,8,10,8.333333333333332,10.416666666666668,18.75,44.44444444444444
CUNlBEszJVRGK1jWlTaOaCqpDg53,76,12,11,1,14.473684210526317,1.3157894736842104,15.789473684210526,91.66666666666666
06qcrpGKL6Vc3LVplFQC90VAcRm1,82,13,9,4,10.975609756097562,4.878048780487805,15.853658536585366,69.23076923076923
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,60,0,0,0,0.0,0.0,0.0,0.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,101,22,17,5,16.831683168316832,4.9504950495049505,21.782178217821784,77.27272727272727
G1Ff3XYUZMRsPafyEQ80ussnVlf1,128,42,29,13,22.65625,10.15625,32.8125,69.04761904761905
WnC6Uscb5VMIr43GASKiUCO3AYH2,74,11,5,6,6.756756756756757,8.108108108108109,14.864864864864865,45.45454545454545
e7NIVznoeNMC7bBejXnMVvFNPfx1,76,15,9,6,11.842105263157894,7.894736842105263,19.736842105263158,60.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,67,6,2,4,2.9850746268656714,5.970149253731343,8.955223880597014,33.33333333333333
afdTz6deeYWf1qKNdUpKAYKN3hz1,128,47,21,26,16.40625,20.3125,36.71875,44.680851063829785
sqfXvh6GJLaYAqr3RvHrixP8IOx1,78,10,5,5,6.41025641025641,6.41025641025641,12.82051282051282,50.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,112,27,10,17,8.928571428571429,15.178571428571427,24.107142857142858,37.03703703703704
