﻿outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Slow-State Prob (Shift k1),196,0.0013411569263050982,0.013027097884765526,0.02358339272863741,0.023862688746168037,0.011685940958460428,0.5236670875737723,0.010556294843871883,0.1545256578531056,0.00027929601753062805,0.8168450953469332
WCST Slow-State Prob (Shift k2),195,0.0013629699781962934,0.007738745823521409,0.009238109101983305,0.013419186408496597,0.006375775845325116,0.7497135810646248,0.001499363278461896,0.5943912440683685,0.004181077306513292,0.3744902834025301
WCST Slow-State Prob (Shift k3),195,0.007714409329515837,0.013846284339229409,0.02581320855114022,0.026429779478914783,0.006131875009713572,0.7590907673860153,0.011966924211910812,0.13027410355938346,0.0006165709277745623,0.7311315258955113
WCST Slow-State Prob (Shift k4),195,0.0033316239402484404,0.0075733201210557155,0.011250429675710882,0.023183590597769754,0.004241696180807275,0.8475037703142428,0.003677109554655167,0.40412675828741906,0.011933160922058872,0.13236337985605395
WCST Slow-State Prob (Shift k5),195,0.0005219860826467526,0.005679303371914468,0.009733481509350717,0.009777714515441183,0.0051573172892677155,0.8060073179579625,0.0040541781374362484,0.3814366819264312,4.42330060904661e-05,0.9272756871769959
WCST Slow-State Prob Delta (Shift k0),196,0.02534611558794575,0.03362425833192273,0.04883532895836129,0.04889645613313909,0.00827814274397698,0.6537585228760124,0.015211070626438561,0.08374541474911427,6.11271747777975e-05,0.9125889710797669
WCST Slow-State Prob Delta (Shift k1),196,0.003950095625523398,0.01230565240110093,0.015930204001407322,0.01672796036959545,0.008355556775577533,0.6583077616928426,0.0036245516003063916,0.4051405365119841,0.0007977563681881294,0.6965716885324285
WCST Slow-State Prob Delta (Shift k2),195,0.007360176171336774,0.010934385442656236,0.011999067797230367,0.020948687314724435,0.0035742092713194618,0.8770634331066488,0.0010646823545741313,0.653155971663255,0.008949619517494067,0.19266996781053325
WCST Slow-State Prob Delta (Shift k3),195,0.006721646481104293,0.009102827165365812,0.011974586481782068,0.014123773185783062,0.002381180684261519,0.9286969301811967,0.002871759316416256,0.46070035301030055,0.0021491867040009938,0.5239430328780592
WCST Slow-State Prob Delta (Shift k4),195,0.01218362322868638,0.014690321204101409,0.015354665175592697,0.03873579340576505,0.0025066979754150287,0.9229395710515775,0.000664343971491288,0.7221260137698648,0.023381128230172354,0.034252665183319785
WCST Slow-State Prob Delta (Shift k5),195,0.0017835627792387454,0.00492862723054921,0.00655792117776921,0.007140052242624817,0.003145064451310464,0.8968916168116293,0.0016292939472200008,0.5793673404305579,0.0005821310648556066,0.7409235693994288
WCST HMM2D Lapse Occupancy,197,0.0007872742290022661,0.025616048946286663,0.040894657787530875,0.042362859133989406,0.024828774717284396,0.18557859902491483,0.015278608841244212,0.08352316273794584,0.0014682013464585308,0.5910043174644992
WCST HMM2D P(Focus->Lapse),197,0.000195644411611684,0.03020968814912972,0.043052848906430796,0.044945090232378915,0.030014043737518037,0.11982600300151829,0.012843160757301075,0.11195715669288997,0.0018922413259481186,0.541316479429696
WCST HMM2D P(Lapse->Focus),197,0.005243442754844896,0.03423306784928659,0.04498619749533195,0.04512616501834732,0.028989625094441696,0.1291721701613708,0.010753129646045356,0.14521626386865372,0.00013996752301537185,0.8679844537104288
WCST HMM2D P(Lapse->Lapse),197,0.005243442754845118,0.0342330678492867,0.04498619749533228,0.04512616501834765,0.028989625094441585,0.1291721701613708,0.010753129646045578,0.14521626386864844,0.00013996752301537185,0.8679844537104288
WCST HMM2D P(Focus->Focus),197,0.000195644411611684,0.03020968814912972,0.043052848906430796,0.04494509023237869,0.030014043737518037,0.11982600300151829,0.012843160757301075,0.11195715669288997,0.0018922413259478965,0.541316479429696
WCST HMM2D Lapse Dwell Mean,197,0.00022825282221983212,0.033099285533329637,0.04704729015324727,0.04803762391625488,0.032871032711109804,0.09360900918582839,0.013948004619917631,0.09703845228431025,0.0009903337630076114,0.6579717042977433
WCST HMM2D Focus Dwell Mean,197,0.0010476168605789704,0.004919312371318707,0.031599078433818706,0.03554007535973913,0.0038716955107397366,0.8628934328282714,0.0266797660625,0.02324351601922514,0.003940996925920426,0.38062363255325016
WCST HMM2D State Entropy,197,0.006286501712189807,0.014810995872605148,0.030685089299553936,0.03340833338123661,0.008524494160415341,0.648141979800689,0.015874093426948788,0.07934574669984762,0.002723244081682674,0.4664684551965328
WCST RL Neg LogLik,197,0.0015579833497485485,0.004006507107122692,0.012623975840160395,0.012822126263101863,0.0024485237573741436,0.9253883034948959,0.008617468733037703,0.1994056314622333,0.00019815042294146767,0.8457791889619283
WCST RL AIC,197,0.0015579833497483264,0.004006507107122581,0.012623975840160395,0.012822126263101752,0.0024485237573742547,0.9253883034948912,0.008617468733037814,0.1994056314622333,0.00019815042294135665,0.8457791889619283
WCST RL BIC,197,0.0015622145394070808,0.004011503424143914,0.012646053856309014,0.012843056623849547,0.0024492888847368333,0.925356058547004,0.0086345504321651,0.19895770172152383,0.0001970027675405328,0.8462192069639094
WCST RL Asym Neg LogLik,197,0.0014831883993837724,0.004014176368162148,0.012853037235727394,0.013018814148062052,0.0025309879687783754,0.921952425207866,0.008838860867565246,0.19370241801918053,0.00016577691233465863,0.8587790372192099
WCST RL Asym AIC,197,0.0014831883993841055,0.004014176368162148,0.012853037235727505,0.013018814148062163,0.0025309879687780423,0.92195242520788,0.008838860867565357,0.19370241801918053,0.00016577691233465863,0.8587790372192099
WCST RL Asym BIC,197,0.0014905098565722863,0.004021850676428129,0.012884101324524888,0.013048655713215007,0.002531340819855843,0.9219368485123927,0.008862250648096759,0.19310948734053646,0.00016455438869011907,0.8592931187757356
WCST RL Sticky alpha,197,0.0008964543050278273,0.012474883305419904,0.019716287029049484,0.019942644718463964,0.011578429000392076,0.5256338959105658,0.00724140372362958,0.23761166499438915,0.0002263576894144803,0.8347271503772467
WCST RL Sticky beta,197,0.00450058928261543,0.02547853177370807,0.02601324221009016,0.029857225205220495,0.020977942491092638,0.2531090915541916,0.0005347104363820909,0.7470745665644267,0.003843982995130335,0.3879306942053363
WCST RL Stickiness,197,0.010184451835974051,0.0355272194727525,0.0444532450750702,0.0462180773618488,0.02534276763677845,0.17423853320807214,0.0089260256023177,0.1843796372476272,0.0017648322867785948,0.5549802655311962
WCST RL Lapse,197,0.0036231196395110077,0.010829183797166575,0.011478468797174401,0.020458401149042738,0.007206064157655567,0.7078800556042091,0.0006492850000078265,0.7242809282046814,0.008979932351868336,0.18966635219531078
WCST RL Sticky Neg LogLik,197,0.0017178573754876858,0.0042463063763290565,0.012984414548667722,0.013231607170529847,0.0025284490008413707,0.9220339703019665,0.008738108172338666,0.19622086531297347,0.00024719262186212454,0.8279824844829411
WCST RL Sticky AIC,197,0.0017178573754875748,0.004246306376328723,0.0129844145486675,0.013231607170529514,0.0025284490008411487,0.9220339703019758,0.008738108172338777,0.19622086531297347,0.0002471926218620135,0.8279824844829411
WCST RL Sticky BIC,197,0.0017241137257795192,0.004252293425791809,0.013023055611197654,0.013266928030664427,0.0025281797000122896,0.9220446000774676,0.008770762185405845,0.195382057959849,0.00024387241946677296,0.8291205292456475
WCST RL alpha0,197,0.004109283549618925,0.02359909899152801,0.04778309959274363,0.050120224503153454,0.019489815441909086,0.28565682093732625,0.024184000601215616,0.029250975173762,0.002337124910409827,0.49612027217976984
WCST RL alpha Decay,197,0.004062240512912152,0.02577280409267435,0.035536347423754555,0.03574868306978729,0.0217105635797622,0.2386016049446238,0.009763543331080204,0.16710452103844597,0.00021233564603273525,0.8385667358511355
WCST RL beta (Decay),197,0.00213380944456798,0.01629159377662015,0.01663394227098447,0.016656845907000672,0.01415778433205217,0.43406881784674345,0.0003423484943643196,0.7973107228028354,2.290363601620271e-05,0.9471705675239073
WCST RL Decay Neg LogLik,197,0.0014108575545129787,0.003795030766573393,0.012725391086167548,0.012922183656561503,0.002384173212060414,0.9280687882426903,0.008930360319594155,0.19145060255848656,0.00019679257039395548,0.8462941550122963
WCST RL Decay AIC,197,0.0014108575545128677,0.003795030766573504,0.012725391086167881,0.012922183656561614,0.0023841732120606363,0.9280687882426812,0.008930360319594377,0.19145060255848656,0.00019679257039373343,0.8462941550122963
WCST RL Decay BIC,197,0.001418626736242934,0.003804652418217036,0.012757472712199514,0.012952568302188161,0.002386025681974102,0.9279915606348614,0.008952820293982477,0.19088847400539782,0.0001950955899886475,0.8469476919743978
WCST WSLS P(shift|win),197,0.001352612361465222,0.042239943183378204,0.04380284390229139,0.044735345612919475,0.04088733082191298,0.04589946989142239,0.001562900718913185,0.5779961474472599,0.0009325017106280864,0.6680265719389791
WCST WSLS P(stay|lose),193,0.02937001611533574,0.03487505006823821,0.03739130563906168,0.03752092183927902,0.005505033952902472,0.7851796511824132,0.002516255570823467,0.4864964561058035,0.00012961620021734177,0.8747542295753891
"WCST WSLS P(stay|win, switch)",191,0.014664917193856652,0.01868870172455883,0.028644559523544277,0.04167352273397029,0.004023784530702179,0.8592305564000693,0.009955857798985446,0.17133632843294946,0.013028963210426014,0.11644570183342391
"WCST WSLS P(shift|lose, switch)",189,0.031136619401982868,0.047864792927496236,0.052093255999309696,0.05566331066522878,0.016728173525513368,0.36239519273440246,0.00422846307181346,0.36875773456748984,0.003570054665919087,0.40920995793532955
"WCST WSLS P(stay|win, stable)",197,0.0003548806100615032,0.03852397232161697,0.03852746393391093,0.0399323023249204,0.03816909171155547,0.05872278650817193,3.4916122939598893e-06,0.9790714188618506,0.0014048383910094664,0.5995826137584186
"WCST WSLS P(shift|lose, stable)",119,0.018337035378851674,0.02232683237018862,0.05475364501324376,0.055331842025223676,0.003989796991336947,0.9271068373854244,0.032426812643055136,0.052462364339344196,0.0005781970119799196,0.7948444188198983
"WCST WSLS P(stay|win, colour)",197,0.006256238218990462,0.04292978555207938,0.045242546240749526,0.06064446489724351,0.03667354733308892,0.06576554314729596,0.0023127606886701457,0.49833385828950716,0.015401918656493985,0.07996304334625474
"WCST WSLS P(shift|lose, colour)",145,0.04501939910020025,0.05906280085856852,0.07148786789969774,0.07808788277103196,0.014043401758368268,0.5586973971115304,0.012425067041129223,0.1763875805985473,0.006600014871334214,0.3237497919766811
"WCST WSLS P(stay|win, shape)",194,0.003148482659532603,0.022904132370747177,0.023514472902355088,0.0479281026778039,0.019755649711214573,0.28702160121217546,0.0006103405316079114,0.7328249193805503,0.02441362977544881,0.030219045882100847
"WCST WSLS P(shift|lose, shape)",157,0.013402406707496595,0.015069738752143236,0.02724942923204976,0.02867086473296354,0.001667332044646641,0.9680357238168756,0.012179690479906524,0.1725940827342484,0.0014214355009137813,0.6412153375953081
"WCST WSLS P(stay|win, number)",192,0.0034592521061069803,0.03303563668391274,0.044905792665041466,0.04656544366050508,0.02957638457780576,0.13169907626614744,0.011870155981128727,0.131145198510444,0.001659650995463613,0.5721228186269806
"WCST WSLS P(shift|lose, number)",138,0.05170437186443011,0.06824048610179745,0.06982870575677913,0.08137970726659394,0.01653611423736734,0.5066386106737225,0.0015882196549816818,0.6370403945038725,0.011551001509814807,0.20333781108157586
WCST BRL Posterior Entropy Mean,197,0.0015592339311603087,0.012411614227960666,0.018063510121969273,0.018441480201090932,0.010852380296800357,0.5533597518401081,0.005651895894008607,0.2970002766721799,0.0003779700791216589,0.7876277670966709
WCST BRL Entropy Drop Mean,197,0.0269878306628617,0.0555921576095193,0.05620393329193851,0.06789799594865986,0.0286043269466576,0.12638484196081679,0.0006117756824192133,0.7260215978509128,0.011694062656721349,0.12526647479714265
WCST BRL P(rule max) Mean,197,0.0007918390648214979,0.010244819288257823,0.01626833871901856,0.01656079041183689,0.009452980223436325,0.6105295298103344,0.006023519430760738,0.28212993078308396,0.0002924516928183296,0.8128560319716674
WCST BRL Change Point Prob Mean,197,0.00798818622167774,0.01600923995761272,0.022558540950225026,0.025127616507610973,0.00802105373593498,0.6697082270774977,0.006549300992612306,0.2606112222126347,0.002569075557385947,0.48121807335269107
WCST BRL Surprise Mean,197,0.005123854560973418,0.02263339945287779,0.02499945015534455,0.025274608159557732,0.01750954489190437,0.33392146973820147,0.00236605070246676,0.4979477009200354,0.00027515800421318293,0.8175775245967554
WCST RT Fatigue Slope (Q4-Q1),197,0.002534996515812793,0.005442678474779639,0.011917438687694015,0.012471636276906506,0.0029076819589668457,0.9057399891865174,0.006474760212914377,0.26591073568799445,0.0005541975892124906,0.7450282685813081
WCST CV Fatigue Slope (Q4-Q1),197,0.03555866796244733,0.03864199202287533,0.04880274461321499,0.048815260124967175,0.0030833240604279943,0.8934032292678735,0.010160752590339661,0.1559023905842138,1.2515511752186903e-05,0.9602801639047561
WCST Accuracy Fatigue Slope (Q4-Q1),197,0.007269510370047749,0.009164117900206548,0.013283582565030372,0.014178000952063563,0.0018946075301587983,0.9472089228008758,0.004119464664823824,0.37425002775127414,0.0008944183870331912,0.6792726764891095
WCST Tau Q1,43,0.08245294645854584,0.13587859199365804,0.17241456780336317,0.18034541808522608,0.0534256455351122,0.5223296588947949,0.036535975809705135,0.21553361055134937,0.007930850281862911,0.5643367706248741
WCST Tau Q2,34,0.09326136476804459,0.1068088858397529,0.14891037123919193,0.1996530958628533,0.013547521071708313,0.9342076527899357,0.04210148539943903,0.2579311122686558,0.05074272462366136,0.21049784474629887
WCST Tau Q3,31,0.04664264475537638,0.16714568175810107,0.177559906094096,0.27323126688681165,0.12050303700272469,0.32810092912339195,0.010414224335994926,0.5865425992745839,0.09567136079271565,0.09521975966514368
WCST Tau Q4,39,0.14002892708178294,0.21634712262065603,0.2763243205810533,0.29185979640821347,0.07631819553887309,0.3746320935504875,0.059977197960397244,0.11321937580922398,0.015535475827160194,0.4158561194088892
WCST Tau Slope (Q4-Q1),39,0.18406046420308553,0.25079987673595383,0.3748211538560835,0.3749652208115105,0.0667394125328683,0.41406362900207294,0.12402127712012967,0.016939950020195865,0.00014406695542701353,0.9331785866339977
WCST Error Cascade Count,197,0.007385940124726265,0.013955128312062692,0.01565464067921163,0.02783758895436761,0.006569188187336428,0.7358964328535202,0.0016995123671489365,0.5674910292942907,0.01218294827515598,0.125477616957375
WCST Error Cascade Rate,197,0.012888587631029291,0.022398074284319502,0.024427144733449202,0.040788758083876164,0.009509486653290211,0.603303712621327,0.0020290704491296996,0.5303459116297434,0.016361613350426962,0.0741706701625874
WCST Error Cascade Mean Length,197,0.01823795761082392,0.026256059125846054,0.030930266938228757,0.03139966265620231,0.008018101515022136,0.6661198203984107,0.0046742078123827024,0.33962654731012687,0.00046939571797355306,0.7624960755133887
WCST Error Cascade Max Length,197,0.016710790660468988,0.022275220154283293,0.022424013241930996,0.03752959448951054,0.005564429493814305,0.7802692353572115,0.00014879308764770283,0.8651467387936023,0.015105581247579547,0.08665313863692993
WCST Error Cascade Trials,197,0.0025751459626690565,0.007490524288980338,0.007718009326902475,0.018877116424984464,0.004915378326311282,0.8143025817320774,0.00022748503792213715,0.8349010572009871,0.011159107098081988,0.14426414472812185
WCST Error Cascade Proportion,197,0.006204045302181216,0.01131291703504278,0.011622393293344802,0.02609634826842666,0.005108871732861564,0.8044002001102428,0.00030947625830202163,0.8075639475488452,0.01447395497508186,0.09539730964526334
WCST Recovery RT Slope,194,0.003104392807846579,0.008668101847853826,0.0411331762366719,0.04147487443175246,0.0055637090400072475,0.7879554819405591,0.03246507438881807,0.012703095774237285,0.0003416981950805642,0.7970780051613121
WCST Recovery Accuracy Slope,194,0.053361847931739925,0.05691585893097051,0.059931384013562905,0.06109784360306092,0.0035540109992305835,0.8710798503413841,0.0030155250825923963,0.4396121871841384,0.0011664595894980145,0.6312891357531799
WCST Momentum Slope,181,0.001212907257048923,0.0051505437566731205,0.01575388400535227,0.017356011731393672,0.0039376364996241975,0.8747889228206428,0.01060334024867915,0.17272389822067455,0.0016021277260414024,0.5960330284944049
WCST Momentum Mean Streak,197,0.00028936644203425566,0.005683694184336785,0.014987314000715735,0.014990422637113587,0.005394327742302529,0.7925168861536207,0.00930361981637895,0.1819687847825433,3.1086363978527487e-06,0.9805411200366633
WCST Momentum Max Streak,197,0.004606998029233256,0.010647391525583583,0.02158567226762398,0.02159096527331028,0.006040393496350327,0.7612610071106864,0.010938280742040396,0.1466464561033199,5.293005686302088e-06,0.974525066339815
WCST Volatility RMSSD,197,0.0015611930780070615,0.006135850820630173,0.026577708635583952,0.02980480975943689,0.004574657742623112,0.830389459792815,0.02044185781495378,0.04719786471928848,0.003227101123852938,0.4288417385368892
WCST Volatility (Detrended SD),197,0.0019128590722315986,0.007153648458119721,0.03588379389800256,0.03799681967488722,0.005240789385888123,0.79927338382312,0.028730145439882837,0.018327721866922535,0.0021130257768846583,0.5201554499999076
WCST IIV Intercept,197,0.020506969638070527,0.02665006413544846,0.04167826867293245,0.042594244203169374,0.006143094497377932,0.7518519349209043,0.015028204537483991,0.08594877521520942,0.0009159755302369232,0.6711521135041183
WCST IIV Slope,197,0.0005436185496691115,0.004858362395339988,0.011085401879437407,0.011128944895348103,0.004314743845670876,0.8426370694780081,0.006227039484097419,0.2754271507527537,4.3543015910696425e-05,0.927409347982963
WCST IIV Residual SD,197,0.0019053931079628939,0.007148396884137598,0.03602494275499368,0.038133024445967334,0.005243003776174704,0.7991718682953519,0.028876545870856085,0.018029320175042083,0.002108081690973651,0.5206139931485196
WCST IIV Raw CV,197,0.04512514367712661,0.05667025181912544,0.06651701661636977,0.0678017311180984,0.011545108141998828,0.506900415718279,0.009846764797244334,0.15850128712429015,0.0012847145017286232,0.6103919817474501
WCST IIV R-squared,197,0.004002307753228962,0.0058020975208584735,0.008182158614628454,0.008440678291355419,0.0017997897676295116,0.9510869334929737,0.0023800610937699807,0.5003474330204489,0.00025851967672696485,0.8245673367184991
WCST Post-Error CV Reduction,194,0.0007619845373950662,0.004427933012555063,0.004755355315857246,0.007251557561176347,0.003665948475159997,0.8748901984366781,0.0003274223033021828,0.8043807868849567,0.0024962022453191013,0.49490518616054047
WCST Post-Error Accuracy,194,0.023032531003207568,0.03587393366074054,0.036339540245543867,0.043306465885530554,0.012841402657532974,0.47636243971697567,0.0004656065848033242,0.7640643428947358,0.0069669256399866875,0.2459824692853892
WCST Post-Error Accuracy Diff,194,0.025912102293857875,0.05263447715817959,0.05267942993474861,0.05567319786168301,0.02672237486432172,0.15482046747620215,4.4952776569018305e-05,0.9250511970648199,0.0029937679269343986,0.44352067022097275
WCST Post-Error Recovery Rate,194,0.02317552457990446,0.035834458814770986,0.036360796855741895,0.04350114445868447,0.012658934234866526,0.48278873500877906,0.0005263380409709084,0.749634369033576,0.007140347602942576,0.24016283743845576
WCST Adaptive PES Flag,194,0.006693223761749301,0.016044513864620247,0.018761318436952168,0.019316491776295797,0.009351290102870946,0.618643946817669,0.002716804572331921,0.47269867987872505,0.0005551733393436287,0.7459288963505413
WCST Maladaptive PES Flag,194,0.0023322111024340897,0.025792953984293154,0.02691044915718932,0.02812826309620997,0.023460742881859065,0.21357936943553357,0.0011174951728961657,0.6436080193664868,0.001217813939020651,0.6298250378152594
WCST Error Awareness Index,194,0.020101126125893654,0.03190704670906164,0.03261470577451875,0.04125001195420297,0.011805920583167984,0.5154314902281457,0.0007076590654571113,0.7119080397823081,0.008635306179684221,0.1971585394094707
WCST Recovery RT Lag1,194,0.02090930654655787,0.021439248307919545,0.0530043865148323,0.05337068921630783,0.0005299417613616741,0.9915897588347149,0.03156513820691276,0.013403142912091786,0.00036630270147552935,0.7887819290944987
WCST Recovery RT Lag2,194,0.025953917009894467,0.04016474241195267,0.06649088410433035,0.06704565159446907,0.014210825402058203,0.42840406785227836,0.02632614169237768,0.022759213833332608,0.000554767490138719,0.7398341555623935
WCST Recovery RT Lag3,194,0.04424967786408096,0.04974860281137894,0.06132981449610764,0.062627134284023,0.005498924947297978,0.780053327952524,0.011581211684728698,0.13046588850047133,0.001297319787915363,0.6124970812333099
WCST Recovery RT Lag4,194,0.025752553380585352,0.04771024408604163,0.053672635567088456,0.06158554423676332,0.02195769070545628,0.23112864214993453,0.005962391481046825,0.2791191310180514,0.007912908669674867,0.2120131813507335
WCST Recovery RT Lag5,194,0.05275314924825569,0.05839154975316718,0.060555333911247566,0.06144316148470086,0.005638400504911489,0.770952575932498,0.002163784158080384,0.5124478062669257,0.0008878275734532926,0.6753640814066663
WCST Recovery Accuracy Lag1,194,0.023032531003207568,0.03587393366074054,0.036339540245543867,0.043306465885530554,0.012841402657532974,0.47636243971697567,0.0004656065848033242,0.7640643428947358,0.0069669256399866875,0.2459824692853892
WCST Recovery Accuracy Lag2,194,0.035878293394753014,0.03681259594153419,0.040163941588773566,0.04561730958626853,0.0009343025467811739,0.9803236440600595,0.0033513456472393788,0.42009531395391586,0.005453367997494962,0.30391407027085915
WCST Recovery Accuracy Lag3,194,0.006653064464474667,0.02205733954079736,0.03499614582560184,0.0438850998100373,0.015404275076322693,0.4000215564297518,0.012938806284804483,0.11500947739407155,0.008888953984435455,0.19012780552642386
WCST Recovery Accuracy Lag4,194,0.011122807853588546,0.015516890277012418,0.024751660265752595,0.030147984126157934,0.004394082423423873,0.8400068623389405,0.009234769988740177,0.18491201521125267,0.005396323860405339,0.3103280570076276
WCST Recovery Accuracy Lag5,194,0.007276307136159232,0.011470905421895439,0.01510003304200258,0.01721977635273031,0.004194598285736206,0.8499072746867564,0.003629127620107142,0.4075456316589797,0.0021197433107277286,0.5272582695588505
WCST Trials per Category 1,197,0.0007160703311301919,0.04672832493661494,0.05770653467854436,0.060803983766464564,0.04601225460548475,0.028934346337305322,0.010978209741929423,0.1384569522135604,0.003097449087920201,0.4308062643488203
WCST Trials per Category 2,196,0.0036147225680915884,0.01833834466650075,0.022304660970473122,0.022304718953186864,0.014723622098409161,0.41760692053382575,0.0039663163039723726,0.3823402998478497,5.7982713741466796e-08,0.9973393474294996
WCST Trials per Category 3,193,0.038957764005213225,0.04778861520323108,0.05829984011081013,0.06549031853503806,0.008830851198017853,0.630095753717979,0.010511224907579053,0.15130081442885265,0.007190478424227931,0.2343623665180149
WCST Trials per Category 4,191,0.013105024232533458,0.03045382838843047,0.036548585203767026,0.03673397115867949,0.017348804155897013,0.3490498019510742,0.006094756815336555,0.28205453837612326,0.0001853859549124648,0.8513446307004755
WCST Trials per Category 5,187,0.009537643188029077,0.03663809644180627,0.044116405326576125,0.06424596147637951,0.02710045325377719,0.16923493866824155,0.0074783088847698576,0.23691576038519366,0.020129556149803385,0.05127906790404055
WCST Trials per Category 6,181,0.007738660222265437,0.010344546868014337,0.013614840918905746,0.015221973507007935,0.0026058866457489005,0.9272639352116663,0.003270294050891409,0.4485635364708327,0.0016071325881021892,0.5958586329491686
WCST Switch Cost Error k1,196,0.021439843937839265,0.051511964264308485,0.053771801516295126,0.06347215977542331,0.03007212032646922,0.1142662871421166,0.0022598372519866405,0.5025003731582459,0.009700358259128183,0.16452801546032847
WCST Switch Cost Error k2,195,0.022110148810398744,0.03693967085477612,0.058359683957227126,0.05884739915593262,0.014829522044377375,0.4079842358546114,0.021420013102451008,0.04001108226536363,0.0004877151987054962,0.7559221543277806
WCST Switch Cost Error k3,195,0.015461206077285072,0.021526479437296686,0.022708605274719296,0.02332152448847158,0.006065273360011614,0.7599626298054696,0.0011821258374226096,0.6340095107623871,0.0006129192137522832,0.7323083298517543
WCST Switch Cost Error k4,195,0.002498774629435818,0.05821136370852931,0.06162092362449545,0.06314098610547558,0.05571258907909349,0.012331035076310858,0.0034095599159661427,0.4095724570094007,0.0015200624809801333,0.5824104455176329
WCST Switch Cost Error k5,195,0.0026384997995060333,0.05212895309217813,0.05514930134071194,0.0556757635474856,0.0494904532926721,0.021843726137392105,0.0030203482485338107,0.43918274822443903,0.0005264622067736591,0.7471453496954696
WCST Switch Cost RT k1,196,0.009261791632692029,0.01342545452851518,0.013829554438913871,0.014021063165258751,0.00416366289582315,0.848922957550853,0.000404099910398692,0.7810931433447648,0.00019150872634488003,0.8486607993985121
WCST Switch Cost RT k2,195,0.019781726305168612,0.020470882423448078,0.022635933207751036,0.024518256293109775,0.0006891561182794659,0.987564824948762,0.0021650507843029576,0.5194973330436672,0.0018823230853587392,0.5487665520225707
WCST Switch Cost RT k3,195,0.008994217494564527,0.02041459541327806,0.022273244702328387,0.024649736337756356,0.011420377918713531,0.5326448938766262,0.0018586492890503292,0.5506808990044394,0.0023764916354279686,0.5005046914671639
WCST Switch Cost RT k4,195,0.006172739916580183,0.01589251816268733,0.01591032771177614,0.029242831255826163,0.009719778246107147,0.601441203238843,1.7809549088809717e-05,0.9535481437178219,0.013332503544050023,0.11071385938135812
WCST Switch Cost RT k5,195,0.0036614264506955596,0.02155183007004302,0.022820417554126893,0.023754084606862347,0.01789040361934746,0.32947970547287964,0.0012685874840838718,0.6218628160327595,0.000933667052735454,0.6728544763271802
WCST Delta Plot Slope (correct),197,0.0066322470075045326,0.009361147590652763,0.03866803499496163,0.04471422640414291,0.0027289005831482305,0.912966637315509,0.029306887404308868,0.017054170243384965,0.0060461914091812785,0.27547085864534177
WCST RT Vincentile p10 (correct),197,0.11793827634095322,0.12723874806671376,0.1280553892102081,0.12896829136022325,0.00930047172576054,0.566227571230842,0.0008166411434943344,0.6736185496957048,0.0009129021500151602,0.6567801665055613
WCST RT Vincentile p30 (correct),197,0.11556339306149455,0.12896156514344692,0.13377725704873555,0.13482436439616163,0.013398172081952375,0.4036230456172293,0.004815691905288633,0.3053697512896479,0.0010471073474260795,0.6330098405162418
WCST RT Vincentile p50 (correct),197,0.09900033008961617,0.10897348967875764,0.11546562555438167,0.11659715169894525,0.009973159589141467,0.5455636545527378,0.006492135875624028,0.23911845757676384,0.0011315261445635771,0.6232753614719857
WCST RT Vincentile p70 (correct),197,0.06961100947559173,0.08009621062325178,0.09442227607586429,0.0955138765678375,0.01048520114766005,0.5378057119603089,0.014326065452612502,0.0845910384561496,0.0010916004919732103,0.6334887592336774
WCST RT Vincentile p90 (correct),197,0.02619410053254223,0.030101822358004182,0.054275921963246376,0.059947399974400684,0.003907721825461952,0.8566286497583151,0.024174099605242194,0.0287408597517816,0.005671478011154307,0.2869583040176845
WCST Mean RT (All),197,0.054003396490497124,0.06197519527795503,0.07645088065188765,0.07808831123273507,0.007971798787457907,0.6547340831636939,0.014475685373932623,0.08602641492650084,0.001637430580847421,0.563018965616858
WCST Accuracy (All),197,0.003733954622801683,0.006476168285943773,0.008863434053732355,0.01674101495600655,0.00274221366314209,0.9127370910018632,0.0023872657677885822,0.499553219898214,0.007877580902274195,0.22002674508791123
WCST Error Rate (All),197,0.003733954622801794,0.006476168285944106,0.008863434053732577,0.01674101495600655,0.002742213663142312,0.9127370910018584,0.002387265767788471,0.499553219898214,0.007877580902273973,0.22002674508791134
WCST Inverse Efficiency Score,197,0.025060100379293737,0.037066712278879144,0.046517486756584514,0.05050705873003358,0.012006611899585407,0.49868242728344614,0.00945077447770537,0.17158297611572987,0.003989571973449069,0.37398464573493717
WCST Pre-Error RT Slope (Mean),193,0.0058266526094142845,0.023633841376792253,0.07231694257114363,0.07535226716317545,0.01780718876737797,0.33547012101708096,0.048683101194351375,0.0020681884475159244,0.0030353245920318184,0.4368034029006941
WCST Pre-Error RT Slope (SD),193,0.002372773371757675,0.02443494689071679,0.02734156613403549,0.03138101105129332,0.022062173518959116,0.24136495123438162,0.0029066192433186977,0.4568870468079327,0.004039444917257828,0.380890290737535
WCST Pre-Error Events (N),197,0.0010797625395736477,0.0037386741514158217,0.006377737591148458,0.012024230818431847,0.002658911611842174,0.9165988591371117,0.0026390634397326362,0.4783392073354312,0.005646493227283389,0.29998605674651285
WCST Block PE Slope,197,0.04009467028741842,0.04492041955993109,0.08572736696527383,0.10149067829363367,0.004825749272512669,0.8096830517152221,0.04080694740534274,0.004019936229777499,0.01576331132835984,0.07019880571234278
