participant_id,n_trials,mean_streak,max_streak,rt_streak_0,rt_streak_1,rt_streak_2,rt_streak_3,rt_streak_4,rt_streak_5,momentum_slope
AyAnuCaltBbpEYbudoyNzTvXlcC2,85,4.152941176470589,10,1586.4500000178814,1811.0000000132454,1684.7000000013245,1231.4888888928626,1499.7125000059605,1338.4374999925494,-75.06103175019933
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,72,1.1944444444444444,10,1799.4324999999837,1870.3400000000684,1995.3625000000466,,,,97.96500000003141
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,76,4.723684210526316,11,1210.311111079322,1475.2777777777778,1052.387499988079,1413.650000055631,1063.633333325386,1294.8666665554047,-12.88265874026315
CDEoAyvS8feXLKMKsaZah9agEhF3,62,4.548387096774194,10,1021.1000000000155,1886.0999999999601,1263.8333333332557,1148.9166666666667,1127.0666666664958,1025.966666666558,-67.64809523812198
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,88,4.056818181818182,11,1552.3894736390364,1771.0499999523163,1267.0874999761581,1339.41428569385,1249.4285714626312,1310.5499999920528,-77.19242479960805
CUNlBEszJVRGK1jWlTaOaCqpDg53,74,4.418918918918919,11,1432.6583333333645,2095.1142857146583,1306.0,1221.2285714285183,1188.666666666977,1345.5666666670393,-92.55921768703287
Cbkx2NHyF3NrebzXGqNgSfiWent1,69,4.695652173913044,10,1100.0285714268684,1612.5749999973923,1085.5428571424313,1007.7333333318433,933.7666666656733,1301.0833333333335,-31.684591836383426
Co587hoelyeANqFX7AYvuVQW0lZ2,79,4.455696202531645,11,1146.3153846126336,1266.599999998297,821.2285714234624,745.0,1027.5142857091766,796.5,-72.64464678154262
CtJe4bZZnYUBNrcPk00d3YQFSGp2,73,4.287671232876712,11,1349.9214285713222,1663.4428571428705,1255.016666666682,1213.1166666666977,1566.3333333333333,1118.1500000000622,-42.63102040813989
DAKDKPH698P12JfTbbjemLI6PIH2,80,4.4125,11,1245.572727273811,1519.5,1214.9714285731316,841.6571428605488,1079.5857142891202,1038.8285714132446,-77.90794063280158
DaRehVxIOhXtEtUExdgvUl0mKcx2,110,1.9090909090909092,10,1659.114545455846,1779.455000001192,1718.7833333313465,,,,29.834393937750292
Df83JuPuJkXqTGbENhM2gw5SJM43,87,4.517241379310345,11,1465.1166666666784,1972.6666666666667,1195.2624999999534,1193.524999999965,1338.2749999999942,1086.2750000000233,-108.54630952380805
DzB19GqCB7fyrlEPexogWkjFzEx2,76,4.9868421052631575,13,1916.7636363289573,2016.9857142993383,1441.5499999920528,1617.0666666428249,1519.8666667143505,1635.7499999602635,-77.74024736993316
EEodWwGh0wWq5f8JmzfKvq0lyeu1,91,4.241758241758242,10,1186.0,1108.777777777726,902.7777777778554,965.1111111111111,881.7777777777002,932.375,-53.90833333333776
EUhcW9kURScie1DwGPHqmNqotJB2,109,2.7889908256880735,14,1875.0999999902187,1892.922222216924,1894.7923076886398,1592.1875000298023,,,-84.68674144095334
EmfmKFDgWJdW47a6CNTNjnbYaPh2,75,5.293333333333333,18,1506.0777777698304,1447.2874999940395,1811.3714285578046,1358.1285714251655,1488.2571428673607,1314.0666666825614,-36.868270969972016
Fz7EUjZCLuUBxLDUVtN6djaBTy42,82,4.451219512195122,11,1788.376923084259,1743.300000011921,1827.6499999761581,1822.5142857347216,1668.2285714319773,1731.0285714524132,-14.774050232585616
G1Ff3XYUZMRsPafyEQ80ussnVlf1,121,2.9834710743801653,11,1668.8076922985224,1754.7578947293132,1627.8900000095368,1593.388888888889,1583.9555555449592,1672.6142857245036,-15.08214747268011
G9VruXninjUdE9czK2DambZl5li2,88,3.6136363636363638,10,1423.7777777777649,1768.4615384615026,1172.9000000000233,1367.0000000000332,1544.8571428570763,1120.857142857043,-56.89475318333938
GDZGRW51kbWtAdUIHCtEd8sAtqY2,78,4.435897435897436,12,1967.5666666825612,2001.2571428503309,1534.0285714013237,1680.5999999841054,1992.4666666984558,1481.3333333333333,-66.02761904625667
GEwkBw3YHaNp3TCh9YS9PKVfavz1,74,4.527027027027027,11,1510.2090908993375,2077.1374999955297,1383.142857142857,1078.9333333273728,1151.3833333353202,1184.449999978145,-134.5790708114879
HSggdq91WiQp16bOj7V3dABkcgk2,81,5.246913580246914,17,1347.4599999666214,1522.2222221957313,1073.1499999910593,1065.5499999920528,1030.433333337307,1042.8166666825612,-85.89095237127373
HyQM2xKwwuVfqidmRYF6TiRk90C2,80,5.6125,18,1600.5399999961257,1508.512499999255,1219.3666666671634,961.0499999970198,922.3999999985099,842.1666666641831,-165.95773809520261
IaTJhUGICmO9xcL3605RW8QHneN2,106,3.8679245283018866,10,1440.2421052628442,1493.9533333321413,1026.4166666666667,1353.490000000596,1245.6888888974984,1079.0571428537369,-63.53270891472961
JntnHLHjYhc0xJJQALM3h9R5Ozv1,62,4.032258064516129,11,1950.7099999904633,1806.1714285441808,1924.600000006812,1825.9000000357628,1985.7666666905086,1958.8999999761581,13.743877554183095
K26uNuY0VNPjJNF26wEx3bFg0kr2,68,5.044117647058823,12,1151.5571428571295,1641.1999999999534,1045.8500000000156,1068.049999999969,1060.0000000000775,1027.5999999999378,-66.89102040816093
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,72,4.347222222222222,11,1544.916666666686,1771.7499999999418,1713.0,1477.6666666666279,1052.8333333333721,1427.0,-85.19047619047176
LSLmd8jENtONZFVkIpRDX665Bu73,75,4.093333333333334,10,1505.5214285509926,1710.0249999761581,1478.5714285373688,1875.41428569385,1535.8666665951412,1394.3333333730698,-19.473503396462398
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,67,4.507462686567164,10,1270.6750000044703,1524.5000000074506,1256.4666666686535,1188.816666662693,1269.4166666766007,1217.8000000019867,-31.350714286026516
LliUMEIsrCVZ88YFQfevan2Og4z1,95,3.873684210526316,11,1358.6166666666718,1402.4214285714054,995.2090909091374,880.4333333332971,991.1333333333023,1015.8666666666201,-87.49685837972594
M4Km1Q2P2oPliChDQkwl6k20FUI3,88,4.863636363636363,15,1403.039999961853,2046.2299999237061,1468.7444444232517,1358.0625,1231.074999988079,1289.471428666796,-89.25685144872622
MMSYeiMQi3gMr4PrXQcpXzFiegj2,105,3.6666666666666665,13,1436.9379310279057,1744.9533332983654,1249.388888888889,1510.814285687038,1358.833333293597,1271.9000000158946,-49.20355023646318
O61Eik2zvrSQLMNpFbTNEgjWwMr2,77,4.935064935064935,12,1916.089999999851,1940.8749999990687,1598.428571427507,1340.0999999977648,1328.3333333333333,1222.3666666659217,-158.9877210884741
ORuVuFPU5idz3fMoXTGsbwToW2j2,84,5.309523809523809,19,1671.2937500178814,1939.9142858641487,1645.0166667302449,1167.3833332856495,1470.6333332856495,1354.800000031789,-99.08414117458727
ORvIk1xRWIQmKuLVe6GXNouvAXx2,78,4.012820512820513,12,1888.4187500104308,2155.9299999833106,1837.2714285850525,1515.4714285646166,1494.5333333214123,1585.483333349228,-109.16191666606129
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,65,4.938461538461539,11,1143.9666666885216,1630.4500000079472,1130.7166666686535,1580.9499999980133,1282.5333333313465,1329.2833333313465,9.516190471819488
PLreonkqaMeFc0UqxKUelH44UQu1,87,3.5402298850574714,10,1212.3611111152504,1385.8466666668653,1091.099999997351,1136.8428571458373,752.4714285752603,968.6000000014901,-87.80538321986086
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,73,4.835616438356165,11,1292.429999999702,1823.5142857134342,1150.6666666666667,966.0499999988824,860.3833333340784,882.7999999995033,-146.34741496590988
QbOEVCaZLUMOgltUdXm58oZOALv2,91,3.868131868131868,11,1825.236842095852,2080.516666660706,1748.1599999964237,1463.3285714217595,1606.0428571445602,1453.6666666666667,-101.88867812197222
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,57,4.298245614035087,10,1789.2999999523163,2057.2000000079474,1629.3999999364216,1787.7833333015442,1640.2000000079472,1742.883333325386,-37.84857142198655
QreA2rLiUhV3YHeMfuHMPdGbpJ53,92,4.1521739130434785,12,1408.6950000286101,1622.800000023842,1256.0857142720904,1173.7428571496691,1362.3285714558192,1496.8714285918645,-12.082142857434784
Qv0jhW3sqicqQvd7LfReAsI7nD73,73,4.589041095890411,11,1205.0,1772.3624999932945,1202.3000000076634,1197.4666666736205,981.4499999980131,739.6500000059605,-134.409166665431
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,70,4.371428571428571,10,1159.625,2028.737500011921,1946.6857142448425,1695.4857142652784,1200.371428523745,1366.2285714490074,-48.66515306283014
Ru3Qf6pXZua1DfNkQdhbor6iJ403,71,3.943661971830986,9,1738.4222222220462,1986.8555555555763,1862.25,1636.2125000000233,1529.1571428571563,1663.5428571428306,-56.38655895689472
SOhR7IO689NQCPQu56SjATO8FR92,93,3.7419354838709675,10,1437.0136363635856,1294.674999999969,1581.0374999999767,1178.1285714287576,1186.357142857276,1069.5714285715617,-73.28781539884052
SPCT9D90pRa1ihXS5jEw6vCmquI3,103,3.8640776699029127,12,1490.300000004825,1434.4500000029802,1222.35,1020.4000000059605,1060.262499999255,1201.762499999255,-79.06285714380189
SdDjNMBD2ZMTEwUphkohi2cZwUx1,82,4.7682926829268295,12,1168.0599998474122,1682.3111112382676,1015.0285718100412,903.5428573063442,1081.2714279719762,1032.228571483067,-74.10748303212276
SpSfX0ZcfcPLdlOENlfdfvEPwru2,70,5.042857142857143,12,1616.0000000000146,1825.3333333332946,1065.8333333333528,1091.6666666666472,1166.6666666666279,1175.4999999999611,-118.64761904762778
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,71,5.0,12,1589.6249999962747,1907.4428571420056,1478.7833333412807,1508.1000000039737,1257.2833333313465,1565.7666666607063,-58.29867346991789
Ub7nV8F55kPruh35ZpUcKoBUyn63,77,4.675324675324675,12,1618.566666662693,1867.7000000029802,1411.642857142857,1878.4666666587193,1253.5166666656733,1560.7333333343267,-47.56836734679686
UbwuSMtBsHdW3Ji41opk3GInMqi2,76,4.907894736842105,12,905.3874999997207,1398.5000000002328,1254.5375000000931,921.7999999999467,908.6000000002483,1058.2166666667908,-29.66547619042141
VwTymW8T68MfpnJvZ2X97ILqDWS2,80,4.55,11,1507.6166666597128,1960.1111111177338,1709.699999996594,1159.6714285782405,1087.1142857159887,1369.7166666587193,-110.24340136081588
WbOfW9KmUkPQK8o5hlHJnJFdpp92,94,4.24468085106383,12,1924.3499999986961,1456.95,1567.320000000298,1353.6875000018626,1235.2999999988824,1205.2750000003725,-127.82735714266876
WcTsIpSoEhYeIBSNjAbbdaNSBya2,90,4.166666666666667,12,1646.7333333334989,1729.527272729711,1675.4714285731316,1812.9714285646166,1895.65714285842,1569.142857142857,7.083920840697231
WeHQDy9BWldTlaQDVVlsJNCqwxA2,105,3.8857142857142857,12,1401.5999999999628,1521.1999999999846,1299.000000000026,1322.4285714285713,1183.857142857143,1254.9999999999668,-49.188571428570285
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,69,4.782608695652174,10,1186.3666666348774,1996.5666667620342,1392.0666666825612,1337.6166666348774,1070.2666667302449,1123.2333334287007,-89.97190474782673
WnC6Uscb5VMIr43GASKiUCO3AYH2,70,4.742857142857143,10,1347.0999999977648,1757.7875000014901,1408.1499999960263,1061.9499999980133,1025.316666657726,926.8333333333334,-132.71273809575607
XehZHBpwr5MYzUXkj0FAYCsFG922,112,3.4732142857142856,11,1481.7266666668156,1575.9124999982305,1372.6181818185883,1346.8333333316777,1051.0874999994412,1231.733333333085,-81.43504329005518
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,84,4.4523809523809526,11,1498.9333333704208,1670.6599999904633,1277.7000000211929,1324.844444460339,1429.75,1185.1500000357628,-64.12863492015812
aM2995jJmJWvr6cneaGH58HauIg2,87,4.517241379310345,12,1284.9642857142858,1472.3444444404709,1224.6749999821186,1019.7857142686844,1053.1285714421954,1051.6142857159887,-75.12248299142132
afdTz6deeYWf1qKNdUpKAYKN3hz1,52,1.7884615384615385,8,2097.8631578950503,2193.799999999729,2582.942857142006,,,,242.53984962347772
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,118,3.7033898305084745,11,960.1041666716337,1377.072222226196,1102.0272727229378,980.6818181818181,1042.6100000023841,1263.4374999850988,11.19812986727916
azdL1gX79EVd9iepyCAVQrqIaQF3,77,4.454545454545454,10,1242.6000000000931,2012.9111111110801,1267.014285714299,1296.6000000000265,1300.1999999999202,1249.6571428570896,-59.23605442179341
bXpFswkI7TfIfL6G4FqWrbaxTGx2,90,5.411111111111111,20,1289.5666666666357,1356.0000000000698,1180.7428571428006,927.8999999999734,961.4571428571695,887.8166666666899,-98.43489795917877
biQ16yPcCKSkJQhSxUKcDc8gm8I2,118,3.805084745762712,19,1651.2999999769802,1583.5600000023842,1692.6866666793824,1772.0,1641.4142857960292,,16.866857163571378
btpcu1rB1JeSTo2upeHGPdv8kYG3,65,4.476923076923077,10,1535.6874999701977,1498.642857176917,1331.6333333452542,1697.8166666825612,1611.7833333015442,970.3333333333334,-60.604744899232365
c0hRe9PCPPZs3HWFqhIQargNlp52,82,4.5,11,1538.6083332697551,2017.65555551317,1592.4714285986763,1298.814285823277,1220.2285714149475,1513.7428570474897,-80.29329931946839
cC0BEsQjfrcuCyoaOas9zJT0MNs2,120,3.3916666666666666,10,1248.0714285782406,1225.0937499850988,1085.2777778042687,1126.922222216924,1141.422222190433,1116.887499988079,-24.722565197775694
cEIs6U87xfbSL5eFTXDK77MmvNf1,97,4.88659793814433,13,1458.2363636710427,1599.4100000858307,1291.1777778731453,1179.3444443808662,1019.8374999761581,1292.7374998927116,-76.51557579179863
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,111,5.207207207207207,20,1570.6153846148115,1435.4769230765792,1122.979999999702,1224.1000000014901,1010.9100000008941,979.4111111106145,-117.96006104989293
cec6NLR2ZLVVw6h0TEKSNIH11v02,124,2.1370967741935485,15,1532.90612244893,1370.7759999999962,1348.399999999956,1651.0571428573292,,,33.207706122515695
d9rwc0NXArcNlJvFsgKhQqkGxJq2,78,4.205128205128205,11,1560.245454544371,1621.4555555582047,1684.3500000014901,1191.5,1278.0375000014901,1290.6428571343422,-82.03191867776505
e7NIVznoeNMC7bBejXnMVvFNPfx1,65,4.615384615384615,10,1327.5750000104308,1537.5166666905086,1326.3333333333333,1227.6999999980133,1141.5000000099342,1243.4166666666667,-48.78500000273896
fEq0OghbLpfD1jigl1Mbz96aMbg2,86,3.813953488372093,10,1441.694999998063,1614.2083333333333,1392.142857142857,1421.7499999975164,1098.0333333338301,879.5999999990066,-123.69693877540375
foaW7wtvY3XLNdguFUK7OvOefP93,73,4.493150684931507,10,1113.9666666666099,1761.7555555555348,1296.2285714285515,1270.9142857142724,1135.2833333332867,1038.1166666666588,-65.25659863945081
g2G9l3no7RbeRA9a1W3JnfegTnh2,97,3.5257731958762886,10,1422.0590908960862,1568.4142857023649,967.7636363506317,1300.04444442855,1026.9142857108798,1606.0499999920528,-10.636132754762977
h5RYP03wJuVN0xo7qAR8CKFxLaj1,110,3.0545454545454547,11,1523.9542857101985,1529.8882352814956,1608.7818181731484,1106.4714285816465,989.2833333313464,1117.0499999920528,-118.81847211521936
hrRr560eFBNwJ0CcUjCqtSD8TdP2,86,4.523255813953488,11,1544.3538461542473,1728.729999999702,1454.0571428569299,989.0857142859271,1000.5714285708964,866.6428571423249,-172.51434536905805
iWsc4pghIEWOQUZKuQJMfe516UI3,74,5.081081081081081,14,1083.7999999970198,1808.8142857125827,1193.4571428554398,933.9571428554399,994.8999999960264,808.9666666686535,-116.44027210832859
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,84,3.75,10,1924.9470587968826,2062.653846153846,1847.7999999970198,1451.0142857347216,1550.6166666547458,1847.6500000158946,-66.26807276184398
idP8RVfm74N86O0dszLXANIpjXv2,71,5.014084507042254,12,1542.9250000044703,1649.2714285595077,1621.1833333273728,1940.5166666706402,1324.5000000099342,1134.6333333452542,-77.04112244575812
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,69,4.3768115942028984,11,1873.9999999999789,1912.5714285713952,1461.6666666666667,1540.6666666666279,1510.6666666666667,1212.9999999999611,-126.6204081632661
jzdk8E3tVXTXIozlfK5oeEb7wWp2,77,4.87012987012987,10,1139.2999999970198,1397.6857142959323,1320.0142857176918,1193.0999999727521,1511.8000000374657,1236.099999989782,19.983673469813475
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,89,12.359550561797754,42,1511.271428653172,1624.228571346828,1416.4833332697551,,,,-47.394047691708465
kI0YdycDU0X5hcoEPjEON3Ionyd2,80,4.525,12,1549.8999999960263,1572.4749999940395,1465.642857151372,1577.600000006812,1283.8142857210976,1425.0428571445602,-39.38030612059189
kR2rCtaPyPaj7YMizKUDn5xL2qx1,80,4.5375,11,1404.174999999969,1557.3749999999418,1390.885714285741,1032.1571428571228,1185.29999999998,1404.642857142824,-42.07469387754941
kxerHPSL3bQjD74HhiebYf3blPr1,114,1.2894736842105263,10,403.37681159422317,514.7894736842105,574.7142857142525,,,,85.66873706001465
lHDkoPQu5reNCO45npeYSS9eLQl1,101,3.386138613861386,11,1700.667742037004,1799.2533332824707,1257.8000000544957,1118.0000000794728,1171.8333333333333,1348.2166666984558,-108.12329647186219
lpzDdvuMkKWkPxu6xeclmdctEp42,78,4.333333333333333,10,1510.4833333094914,1437.8875000178814,1369.2142857824053,1311.0285713672638,1148.08571430615,1128.2285714490074,-81.11042516722159
m69r9GQTk2b51mvxrFLt4fZeJi52,77,4.454545454545454,11,1416.1818181818182,1695.124999999971,1529.4285714285381,1215.2857142857476,1275.1428571428903,989.8571428571761,-105.87750463820694
mUZzgdWKnPb2txOkJg9FHgqX5792,97,4.618556701030927,19,1793.3454545411196,1859.616666674614,1530.0250000208616,1330.6857142448425,1336.4833333293598,1418.7333333293598,-104.05142548201658
mg2WZiRBn4NQDKiMK43Y8dBqyG53,123,3.821138211382114,13,1170.5666666666666,1047.1333333333334,1032.3333333333333,995.5000000000233,881.6666666666666,950.5,-46.673333333332664
mwsliuPsLFhRFjtjQwYkqcCRDvi2,68,4.455882352941177,10,1569.699999968211,1708.0571428026471,1318.5142857687813,997.2666665712992,972.1833333174387,1192.0833334128063,-126.19863944086087
nT1qJOiMyDdJ9ui4el195A8Hsgs1,68,4.529411764705882,10,1515.1833333174388,1685.3285714217595,1548.4142857279096,1602.8142857381276,1395.4714285816465,1618.8714285578046,-8.47802720880835
ohl9pXqpeSMfepC3w9h0tW5SbJw1,68,4.455882352941177,10,1949.9888888889302,1955.5857142858606,1711.1857142856877,1670.1000000000156,1431.3499999999378,1396.0499999998913,-125.24249433110386
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,80,4.2125,10,1158.8571428570763,1673.750000000029,1056.7142857142524,1110.714285714319,1141.1428571427573,1143.142857142824,-46.35408163265745
pRQimOpZtsekBI2I1kbnD3pycmo1,68,4.4411764705882355,11,1764.9181817878377,1528.6833333174388,1560.5833333333333,1203.8499999841054,1336.800000031789,1332.1333333452542,-88.46593072625984
q0Atnpm0jZS5swcVmq0EMalQUKw1,68,4.852941176470588,10,1583.0000000000146,2234.666666666686,1597.0000000000193,1303.5000000000389,1354.3333333333528,1368.0000000000193,-114.55714285714161
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,123,1.2113821138211383,10,1465.8016666690507,1287.6857142789024,1578.1437500044703,1315.4124999940395,,,-16.07094642994657
qnR5PLX1v3fPi6SwTJMwGcadwyD3,81,4.222222222222222,11,1066.0428571445602,1368.6700000017881,988.0375000052154,1067.1571428562913,1067.199999993046,878.6833333422741,-50.34537074818804
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,70,5.957142857142857,20,1835.5714285713952,1634.1428571428903,1104.549999999969,938.4833333333178,1111.3999999999844,1073.8833333332634,-158.36387755102936
rFV2EUbp64f5ORSh7DqwmCQmeqT2,84,5.059523809523809,14,1442.6875000074506,1999.5666666693157,1499.099999997351,1442.7285714319773,1513.9428571377482,1323.2714285765376,-60.29494898041833
rNe3cRPepZUXbJhmmfQZiGsVzX22,104,3.894230769230769,11,1615.9125000002484,1686.0071428631034,1257.1874999925494,1268.6625000014901,1369.2125000059605,1299.3125000074506,-72.0545408150422
rUuJv5gl7dWVo7UPQWMx4bohxhK2,73,3.8767123287671232,10,1455.0999999999767,1770.9888888888268,1726.9333333333489,1641.5499999999884,1493.5374999999476,1573.5714285713952,-9.296581632654437
ric6cNjG25XmZJCiKZDOxzeezao1,99,3.9494949494949494,11,1028.0500000000272,1243.6416666666046,1042.1428571427907,958.1714285714552,1198.6285714285582,897.5714285712955,-24.897244897975234
roaf78tUWxWSEjAUcUu8O7mrQbl1,69,4.202898550724638,11,1555.839999997616,1820.762499973178,1486.4999999829702,1142.7999999863762,1523.816666662693,1091.933333337307,-101.54488094941696
ssPK6ISW0HerTGke9hznqJ2LpKu1,81,4.246913580246914,10,1365.5538462125337,1383.070000076294,1348.9499999284744,1368.4125001430511,1163.2333334287007,1434.0166667302449,-8.506668489704213
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,97,3.329896907216495,10,1667.42,1776.6933333237967,1541.4749999046326,1817.9749999940395,1695.2428571496691,1907.1142857415336,35.16057143641978
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,64,4.90625,12,1860.7333334287007,1982.8333333333333,1448.2833329836528,1276.4166666666667,1565.6333335240681,1408.4166668256123,-105.28714282172066
tv88wS5Nf6SjruozSmXJxQSmx6J3,72,4.486111111111111,11,1557.281818178567,1705.1749999970198,2128.7833333313465,1984.3999999960263,1939.7666666706402,1827.366666674614,54.56616883330789
u64Uf920g5VD9Byq26LT2rs5o4t1,102,4.2745098039215685,11,1467.220000008742,1616.6583333462477,1415.454545449127,1157.954545449127,1431.480000013113,1183.7285714319773,-63.72834693952078
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,76,4.723684210526316,12,1383.2222222255336,2224.439999997616,1567.4571428554398,1486.6500000059605,1533.9833333293598,1312.6333333353202,-71.57490249443755
