participant_id,task,n_trials,n_cascades,cascade_rate,mean_cascade_length,max_cascade_length,total_cascade_trials,cascade_proportion,total_errors,error_rate
8bwaafIhKVMNBoHaXFcY8HirS9u2,wcst,77,2,2.5974025974025974,2.0,2,4,5.194805194805195,8,10.38961038961039
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,wcst,82,5,6.097560975609756,3.0,4,15,18.29268292682927,19,23.170731707317074
8mscvscxtXf7EbbLqCyy4a4pl2q2,wcst,68,2,2.941176470588235,2.0,2,4,5.88235294117647,9,13.23529411764706
9Xz1RIwnPXgyRqmucudW9VeuDnq1,wcst,68,3,4.411764705882353,2.0,2,6,8.823529411764707,9,13.23529411764706
9l7DjYLs0XdgwykPZR5E01KTZfu2,wcst,67,1,1.4925373134328357,2.0,2,2,2.9850746268656714,7,10.44776119402985
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,wcst,76,3,3.9473684210526314,2.6666666666666665,3,8,10.526315789473683,14,18.421052631578945
ASGvwW80q7VY7xFaLGZhVuErUQu2,wcst,78,2,2.564102564102564,2.0,2,4,5.128205128205128,9,11.538461538461538
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,wcst,85,4,4.705882352941177,2.75,5,11,12.941176470588237,17,20.0
AsXBOflrszVNKoFqbN61bMJqS0k2,wcst,103,5,4.854368932038835,2.6,5,13,12.62135922330097,20,19.41747572815534
AyAnuCaltBbpEYbudoyNzTvXlcC2,wcst,85,2,2.3529411764705883,3.0,4,6,7.0588235294117645,12,14.117647058823529
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,wcst,72,8,11.11111111111111,4.0,8,32,44.44444444444444,40,55.55555555555556
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,wcst,76,1,1.3157894736842104,2.0,2,2,2.631578947368421,9,11.842105263157894
CDEoAyvS8feXLKMKsaZah9agEhF3,wcst,62,0,0.0,0.0,0,0,0.0,6,9.67741935483871
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,wcst,88,6,6.8181818181818175,2.5,4,15,17.045454545454543,19,21.59090909090909
CUNlBEszJVRGK1jWlTaOaCqpDg53,wcst,74,4,5.405405405405405,2.5,3,10,13.513513513513514,12,16.216216216216218
Cbkx2NHyF3NrebzXGqNgSfiWent1,wcst,69,0,0.0,0.0,0,0,0.0,7,10.144927536231885
Co587hoelyeANqFX7AYvuVQW0lZ2,wcst,79,3,3.79746835443038,3.3333333333333335,6,10,12.658227848101266,13,16.455696202531644
CtJe4bZZnYUBNrcPk00d3YQFSGp2,wcst,73,3,4.10958904109589,3.3333333333333335,4,10,13.698630136986301,14,19.17808219178082
DAKDKPH698P12JfTbbjemLI6PIH2,wcst,80,2,2.5,2.0,2,4,5.0,11,13.750000000000002
DPvStUYSmohmXwFwaKRqHv89R3k1,wcst,58,0,0.0,0.0,0,0,0.0,3,5.172413793103448
DaRehVxIOhXtEtUExdgvUl0mKcx2,wcst,110,10,9.090909090909092,4.5,13,45,40.909090909090914,55,50.0
Df83JuPuJkXqTGbENhM2gw5SJM43,wcst,87,3,3.4482758620689653,2.0,2,6,6.896551724137931,12,13.793103448275861
DzB19GqCB7fyrlEPexogWkjFzEx2,wcst,76,3,3.9473684210526314,2.3333333333333335,3,7,9.210526315789473,11,14.473684210526317
EEodWwGh0wWq5f8JmzfKvq0lyeu1,wcst,91,3,3.296703296703297,3.0,5,9,9.89010989010989,14,15.384615384615385
EUhcW9kURScie1DwGPHqmNqotJB2,wcst,109,7,6.422018348623854,4.0,14,28,25.688073394495415,39,35.77981651376147
EmfmKFDgWJdW47a6CNTNjnbYaPh2,wcst,75,2,2.666666666666667,2.0,2,4,5.333333333333334,9,12.0
EoToosG69XMp4LTYdB6sB9WTrv22,wcst,59,0,0.0,0.0,0,0,0.0,1,1.694915254237288
Fz7EUjZCLuUBxLDUVtN6djaBTy42,wcst,82,4,4.878048780487805,2.25,3,9,10.975609756097562,13,15.853658536585366
G1Ff3XYUZMRsPafyEQ80ussnVlf1,wcst,121,9,7.43801652892562,3.3333333333333335,6,30,24.793388429752067,39,32.231404958677686
G9VruXninjUdE9czK2DambZl5li2,wcst,88,5,5.681818181818182,2.2,3,11,12.5,18,20.454545454545457
GDZGRW51kbWtAdUIHCtEd8sAtqY2,wcst,78,6,7.6923076923076925,2.3333333333333335,3,14,17.94871794871795,15,19.230769230769234
GE4hogtdLdTFbNasENgtm6SO3hC3,wcst,63,1,1.5873015873015872,3.0,3,3,4.761904761904762,5,7.936507936507936
GEwkBw3YHaNp3TCh9YS9PKVfavz1,wcst,74,3,4.054054054054054,2.3333333333333335,3,7,9.45945945945946,11,14.864864864864865
HSggdq91WiQp16bOj7V3dABkcgk2,wcst,81,2,2.4691358024691357,2.0,2,4,4.938271604938271,10,12.345679012345679
HbydnnT1hUP3WagAy2TJAc6GqVs2,wcst,60,0,0.0,0.0,0,0,0.0,3,5.0
HyQM2xKwwuVfqidmRYF6TiRk90C2,wcst,80,1,1.25,3.0,3,3,3.75,10,12.5
IaTJhUGICmO9xcL3605RW8QHneN2,wcst,106,4,3.7735849056603774,2.25,3,9,8.49056603773585,19,17.92452830188679
JntnHLHjYhc0xJJQALM3h9R5Ozv1,wcst,62,2,3.225806451612903,3.0,3,6,9.67741935483871,10,16.129032258064516
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,wcst,59,0,0.0,0.0,0,0,0.0,0,0.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,wcst,68,2,2.941176470588235,2.0,2,4,5.88235294117647,7,10.294117647058822
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,wcst,72,2,2.7777777777777777,3.5,5,7,9.722222222222223,12,16.666666666666664
LSLmd8jENtONZFVkIpRDX665Bu73,wcst,75,4,5.333333333333334,2.75,4,11,14.666666666666666,14,18.666666666666668
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,wcst,67,0,0.0,0.0,0,0,0.0,8,11.940298507462686
LliUMEIsrCVZ88YFQfevan2Og4z1,wcst,95,5,5.263157894736842,2.0,2,10,10.526315789473683,18,18.947368421052634
M4Km1Q2P2oPliChDQkwl6k20FUI3,wcst,88,1,1.1363636363636365,2.0,2,2,2.272727272727273,10,11.363636363636363
MMSYeiMQi3gMr4PrXQcpXzFiegj2,wcst,105,6,5.714285714285714,3.5,6,21,20.0,29,27.61904761904762
O61Eik2zvrSQLMNpFbTNEgjWwMr2,wcst,77,2,2.5974025974025974,2.5,3,5,6.493506493506493,10,12.987012987012985
OExlWyngGfPrScDYjaRcv5PIAet1,wcst,61,0,0.0,0.0,0,0,0.0,3,4.918032786885246
ORuVuFPU5idz3fMoXTGsbwToW2j2,wcst,84,5,5.952380952380952,3.0,5,15,17.857142857142858,16,19.047619047619047
ORvIk1xRWIQmKuLVe6GXNouvAXx2,wcst,78,5,6.41025641025641,2.4,4,12,15.384615384615385,16,20.51282051282051
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,wcst,65,1,1.5384615384615385,2.0,2,2,3.076923076923077,6,9.230769230769232
PLreonkqaMeFc0UqxKUelH44UQu1,wcst,87,4,4.597701149425287,2.0,2,8,9.195402298850574,18,20.689655172413794
PkpTH7pWpEOG9A86xSloOSozwTk2,wcst,80,11,13.750000000000002,3.3636363636363638,8,37,46.25,44,55.00000000000001
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,wcst,73,2,2.73972602739726,2.5,3,5,6.8493150684931505,10,13.698630136986301
QbOEVCaZLUMOgltUdXm58oZOALv2,wcst,91,5,5.4945054945054945,2.6,4,13,14.285714285714285,19,20.87912087912088
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,wcst,57,1,1.7543859649122806,2.0,2,2,3.508771929824561,6,10.526315789473683
QreA2rLiUhV3YHeMfuHMPdGbpJ53,wcst,92,4,4.3478260869565215,3.75,5,15,16.304347826086957,20,21.73913043478261
Qv0jhW3sqicqQvd7LfReAsI7nD73,wcst,73,2,2.73972602739726,2.0,2,4,5.47945205479452,10,13.698630136986301
Rc706mP0TSeIoIpMYH1SpRXjOxA2,wcst,56,0,0.0,0.0,0,0,0.0,1,1.7857142857142856
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,wcst,70,1,1.4285714285714286,2.0,2,2,2.857142857142857,8,11.428571428571429
Ru3Qf6pXZua1DfNkQdhbor6iJ403,wcst,71,1,1.4084507042253522,2.0,2,2,2.8169014084507045,9,12.676056338028168
SOhR7IO689NQCPQu56SjATO8FR92,wcst,93,4,4.301075268817205,3.5,6,14,15.053763440860216,22,23.655913978494624
SPCT9D90pRa1ihXS5jEw6vCmquI3,wcst,103,6,5.825242718446602,2.1666666666666665,3,13,12.62135922330097,21,20.388349514563107
SdDjNMBD2ZMTEwUphkohi2cZwUx1,wcst,82,2,2.4390243902439024,2.0,2,4,4.878048780487805,10,12.195121951219512
SpSfX0ZcfcPLdlOENlfdfvEPwru2,wcst,70,2,2.857142857142857,2.5,3,5,7.142857142857142,8,11.428571428571429
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,wcst,71,2,2.8169014084507045,2.0,2,4,5.633802816901409,8,11.267605633802818
Ub7nV8F55kPruh35ZpUcKoBUyn63,wcst,77,2,2.5974025974025974,3.0,4,6,7.792207792207792,12,15.584415584415584
UbwuSMtBsHdW3Ji41opk3GInMqi2,wcst,76,1,1.3157894736842104,2.0,2,2,2.631578947368421,8,10.526315789473683
VwTymW8T68MfpnJvZ2X97ILqDWS2,wcst,80,4,5.0,2.0,2,8,10.0,12,15.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,wcst,76,0,0.0,0.0,0,0,0.0,5,6.578947368421052
WbOfW9KmUkPQK8o5hlHJnJFdpp92,wcst,94,3,3.1914893617021276,3.3333333333333335,4,10,10.638297872340425,16,17.02127659574468
WcTsIpSoEhYeIBSNjAbbdaNSBya2,wcst,90,6,6.666666666666667,2.3333333333333335,4,14,15.555555555555555,18,20.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,wcst,105,7,6.666666666666667,2.5714285714285716,4,18,17.142857142857142,25,23.809523809523807
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,wcst,69,2,2.898550724637681,3.0,3,6,8.695652173913043,9,13.043478260869565
WnC6Uscb5VMIr43GASKiUCO3AYH2,wcst,70,1,1.4285714285714286,2.0,2,2,2.857142857142857,8,11.428571428571429
WqoZv41KTtTCuPKBPyClregrKAi1,wcst,84,3,3.571428571428571,2.3333333333333335,3,7,8.333333333333332,14,16.666666666666664
XehZHBpwr5MYzUXkj0FAYCsFG922,wcst,112,10,8.928571428571429,2.4,4,24,21.428571428571427,30,26.785714285714285
YEU5ox3jteVINfdSTg5ymqYcS9o2,wcst,60,1,1.6666666666666667,2.0,2,2,3.3333333333333335,5,8.333333333333332
Yco8O7tmHlbsUBfKW2ywcZByGO32,wcst,61,0,0.0,0.0,0,0,0.0,3,4.918032786885246
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,wcst,84,0,0.0,0.0,0,0,0.0,9,10.714285714285714
aM2995jJmJWvr6cneaGH58HauIg2,wcst,87,5,5.747126436781609,2.2,3,11,12.643678160919542,14,16.091954022988507
afdTz6deeYWf1qKNdUpKAYKN3hz1,wcst,52,5,9.615384615384617,2.6,5,13,25.0,19,36.53846153846153
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,wcst,118,7,5.932203389830509,2.0,2,14,11.864406779661017,24,20.33898305084746
azdL1gX79EVd9iepyCAVQrqIaQF3,wcst,77,2,2.5974025974025974,2.0,2,4,5.194805194805195,10,12.987012987012985
bXpFswkI7TfIfL6G4FqWrbaxTGx2,wcst,90,4,4.444444444444445,2.5,3,10,11.11111111111111,15,16.666666666666664
biQ16yPcCKSkJQhSxUKcDc8gm8I2,wcst,118,6,5.084745762711865,2.5,4,15,12.711864406779661,29,24.576271186440678
btpcu1rB1JeSTo2upeHGPdv8kYG3,wcst,65,2,3.076923076923077,2.0,2,4,6.153846153846154,8,12.307692307692308
c0hRe9PCPPZs3HWFqhIQargNlp52,wcst,82,2,2.4390243902439024,3.0,4,6,7.317073170731707,12,14.634146341463413
cC0BEsQjfrcuCyoaOas9zJT0MNs2,wcst,120,11,9.166666666666666,2.8181818181818183,6,31,25.833333333333336,35,29.166666666666668
cEIs6U87xfbSL5eFTXDK77MmvNf1,wcst,97,2,2.0618556701030926,2.0,2,4,4.123711340206185,11,11.34020618556701
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,wcst,111,1,0.9009009009009009,2.0,2,2,1.8018018018018018,13,11.711711711711711
cec6NLR2ZLVVw6h0TEKSNIH11v02,wcst,124,13,10.483870967741936,2.923076923076923,5,38,30.64516129032258,49,39.516129032258064
d9rwc0NXArcNlJvFsgKhQqkGxJq2,wcst,78,2,2.564102564102564,2.5,3,5,6.41025641025641,11,14.102564102564102
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,wcst,59,1,1.694915254237288,3.0,3,3,5.084745762711865,6,10.16949152542373
e7NIVznoeNMC7bBejXnMVvFNPfx1,wcst,65,1,1.5384615384615385,4.0,4,4,6.153846153846154,8,12.307692307692308
fEq0OghbLpfD1jigl1Mbz96aMbg2,wcst,86,7,8.13953488372093,2.2857142857142856,4,16,18.6046511627907,20,23.25581395348837
foaW7wtvY3XLNdguFUK7OvOefP93,wcst,73,1,1.36986301369863,2.0,2,2,2.73972602739726,9,12.32876712328767
g2G9l3no7RbeRA9a1W3JnfegTnh2,wcst,97,4,4.123711340206185,3.25,6,13,13.402061855670103,22,22.68041237113402
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,wcst,59,0,0.0,0.0,0,0,0.0,5,8.47457627118644
h5RYP03wJuVN0xo7qAR8CKFxLaj1,wcst,110,10,9.090909090909092,2.9,5,29,26.36363636363636,35,31.818181818181817
hrRr560eFBNwJ0CcUjCqtSD8TdP2,wcst,86,4,4.651162790697675,2.0,2,8,9.30232558139535,13,15.11627906976744
i1tBstVkNiVP0qro7TgGD08IGGa2,wcst,71,3,4.225352112676056,2.0,2,6,8.450704225352112,9,12.676056338028168
iKVZi0Oo96UrMBhPQMHWFcf55uA3,wcst,63,1,1.5873015873015872,2.0,2,2,3.1746031746031744,5,7.936507936507936
iWsc4pghIEWOQUZKuQJMfe516UI3,wcst,74,1,1.3513513513513513,2.0,2,2,2.7027027027027026,8,10.81081081081081
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,wcst,84,2,2.380952380952381,3.5,4,7,8.333333333333332,17,20.238095238095237
idP8RVfm74N86O0dszLXANIpjXv2,wcst,71,1,1.4084507042253522,3.0,3,3,4.225352112676056,8,11.267605633802818
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,wcst,69,3,4.3478260869565215,2.6666666666666665,3,8,11.594202898550725,11,15.942028985507244
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,wcst,53,0,0.0,0.0,0,0,0.0,1,1.8867924528301887
jzdk8E3tVXTXIozlfK5oeEb7wWp2,wcst,77,1,1.2987012987012987,3.0,3,3,3.896103896103896,8,10.38961038961039
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,wcst,89,1,1.1235955056179776,2.0,2,2,2.247191011235955,7,7.865168539325842
kI0YdycDU0X5hcoEPjEON3Ionyd2,wcst,80,3,3.75,2.3333333333333335,3,7,8.75,12,15.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,wcst,80,3,3.75,2.6666666666666665,3,8,10.0,12,15.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,wcst,62,2,3.225806451612903,2.0,2,4,6.451612903225806,4,6.451612903225806
kxerHPSL3bQjD74HhiebYf3blPr1,wcst,114,15,13.157894736842104,4.333333333333333,9,65,57.01754385964912,69,60.526315789473685
lHDkoPQu5reNCO45npeYSS9eLQl1,wcst,101,11,10.891089108910892,2.4545454545454546,4,27,26.732673267326735,31,30.693069306930692
lpzDdvuMkKWkPxu6xeclmdctEp42,wcst,78,3,3.8461538461538463,2.3333333333333335,3,7,8.974358974358974,12,15.384615384615385
m69r9GQTk2b51mvxrFLt4fZeJi52,wcst,77,3,3.896103896103896,2.0,2,6,7.792207792207792,11,14.285714285714285
mUZzgdWKnPb2txOkJg9FHgqX5792,wcst,97,6,6.185567010309279,2.6666666666666665,3,16,16.49484536082474,22,22.68041237113402
mg2WZiRBn4NQDKiMK43Y8dBqyG53,wcst,123,5,4.0650406504065035,4.0,11,20,16.260162601626014,30,24.390243902439025
mweMgSlGM2VxThhwnupYxYzUbR23,wcst,78,4,5.128205128205128,2.25,3,9,11.538461538461538,11,14.102564102564102
mwsliuPsLFhRFjtjQwYkqcCRDvi2,wcst,68,2,2.941176470588235,2.5,3,5,7.352941176470589,9,13.23529411764706
nT1qJOiMyDdJ9ui4el195A8Hsgs1,wcst,68,0,0.0,0.0,0,0,0.0,6,8.823529411764707
ohl9pXqpeSMfepC3w9h0tW5SbJw1,wcst,68,2,2.941176470588235,2.0,2,4,5.88235294117647,9,13.23529411764706
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,wcst,80,4,5.0,2.75,4,11,13.750000000000002,14,17.5
pRQimOpZtsekBI2I1kbnD3pycmo1,wcst,68,5,7.352941176470589,2.0,2,10,14.705882352941178,11,16.176470588235293
pcbRW89vVJcviD87V3uxyG4I9st2,wcst,64,0,0.0,0.0,0,0,0.0,2,3.125
q0Atnpm0jZS5swcVmq0EMalQUKw1,wcst,68,2,2.941176470588235,2.0,2,4,5.88235294117647,8,11.76470588235294
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,wcst,123,14,11.38211382113821,3.2857142857142856,9,46,37.39837398373984,60,48.78048780487805
qnR5PLX1v3fPi6SwTJMwGcadwyD3,wcst,81,4,4.938271604938271,2.25,3,9,11.11111111111111,14,17.28395061728395
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,wcst,70,0,0.0,0.0,0,0,0.0,7,10.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,wcst,84,0,0.0,0.0,0,0,0.0,8,9.523809523809524
rNe3cRPepZUXbJhmmfQZiGsVzX22,wcst,104,4,3.8461538461538463,3.75,8,15,14.423076923076922,24,23.076923076923077
rUuJv5gl7dWVo7UPQWMx4bohxhK2,wcst,73,1,1.36986301369863,3.0,3,3,4.10958904109589,10,13.698630136986301
ric6cNjG25XmZJCiKZDOxzeezao1,wcst,99,5,5.05050505050505,3.4,9,17,17.17171717171717,24,24.242424242424242
roaf78tUWxWSEjAUcUu8O7mrQbl1,wcst,69,1,1.4492753623188406,3.0,3,3,4.3478260869565215,10,14.492753623188406
sqfXvh6GJLaYAqr3RvHrixP8IOx1,wcst,67,2,2.9850746268656714,2.0,2,4,5.970149253731343,6,8.955223880597014
ssPK6ISW0HerTGke9hznqJ2LpKu1,wcst,81,3,3.7037037037037033,2.3333333333333335,3,7,8.641975308641975,13,16.049382716049383
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,wcst,97,6,6.185567010309279,2.8333333333333335,4,17,17.525773195876287,25,25.773195876288657
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,wcst,64,1,1.5625,2.0,2,2,3.125,6,9.375
tv88wS5Nf6SjruozSmXJxQSmx6J3,wcst,72,3,4.166666666666666,2.3333333333333335,3,7,9.722222222222223,11,15.277777777777779
u64Uf920g5VD9Byq26LT2rs5o4t1,wcst,102,3,2.941176470588235,2.3333333333333335,3,7,6.862745098039216,15,14.705882352941178
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,wcst,76,0,0.0,0.0,0,0,0.0,9,11.842105263157894
v8nNKiWvPdcjiHXZci39OuFTY6M2,wcst,60,0,0.0,0.0,0,0,0.0,6,10.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,wcst,118,10,8.47457627118644,6.1,16,61,51.69491525423729,69,58.47457627118644
wkhxvE50megJGMA1EiROSZIJWNq1,wcst,76,3,3.9473684210526314,2.6666666666666665,3,8,10.526315789473683,15,19.736842105263158
xBGZhFOeypWnqzSQClkrwV9z2vF3,wcst,75,4,5.333333333333334,2.0,2,8,10.666666666666668,12,16.0
xHctBv4C2EU8rHYRouw0btT3GT02,wcst,85,4,4.705882352941177,2.75,5,11,12.941176470588237,17,20.0
xyAILKfYP2M8GqAai11x6NT7IcP2,wcst,73,2,2.73972602739726,2.0,2,4,5.47945205479452,9,12.32876712328767
y1EHXv8tUTa4BRS4fRio7bULYfA2,wcst,93,6,6.451612903225806,2.6666666666666665,6,16,17.20430107526882,22,23.655913978494624
yatBVTBMCSMp0wJluOCLzTFKMyP2,wcst,81,6,7.4074074074074066,2.5,4,15,18.51851851851852,17,20.98765432098765
yfjd8LbAMrYeG54927d3GiKAyXI2,wcst,74,3,4.054054054054054,2.6666666666666665,4,8,10.81081081081081,12,16.216216216216218
zw1w9FipI9RjJsuhHse6UZavBxs2,wcst,108,2,1.8518518518518516,2.0,2,4,3.7037037037037033,16,14.814814814814813
zxG9mUnF7uRkaOKSoCPsiRZzr372,wcst,88,2,2.272727272727273,3.5,4,7,7.954545454545454,14,15.909090909090908
