participant_id,n_errors,n_trials,mean_rt_lag_1,mean_acc_lag_1,mean_rt_lag_2,mean_acc_lag_2,mean_rt_lag_3,mean_acc_lag_3,mean_rt_lag_4,mean_acc_lag_4,mean_rt_lag_5,mean_acc_lag_5
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,7,89,1607.6714285441808,0.8571428571428571,1488.8571427209038,0.8571428571428571,1500.2571430206299,0.8571428571428571,1424.5285712650843,0.8571428571428571,1617.2428569793701,1.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,12,80,1516.7166666537523,0.6666666666666666,1508.4249999970198,0.8333333333333334,1564.1666666666667,0.9166666666666666,1378.1416666656733,1.0,1362.933333337307,1.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,12,80,1531.3749999999611,0.5833333333333334,1453.966666666655,0.8333333333333334,1135.0166666666435,1.0,1190.483333333318,1.0,1296.024999999965,1.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,4,62,1627.675000000745,0.5,1463.0250000059605,1.0,1066.5750000029802,1.0,1012.0500000007451,1.0,1256.699999999255,1.0
kxerHPSL3bQjD74HhiebYf3blPr1,69,114,405.6617647059029,0.2647058823529412,380.2238805970323,0.31343283582089554,371.86567164181884,0.373134328358209,370.4696969697252,0.3333333333333333,379.67692307694455,0.3230769230769231
lHDkoPQu5reNCO45npeYSS9eLQl1,31,101,1878.1129032565702,0.4838709677419355,1681.7096774501185,0.5806451612903226,1698.5806452381996,0.5161290322580645,1662.9548387681284,0.5806451612903226,1686.0580645530454,0.6774193548387096
lpzDdvuMkKWkPxu6xeclmdctEp42,12,78,1564.7250000039737,0.6666666666666666,1316.0166666905086,0.8333333333333334,1446.383333325386,1.0,1138.9750000039737,1.0,1229.3666666547458,1.0
m69r9GQTk2b51mvxrFLt4fZeJi52,11,77,1658.3636363636151,0.7272727272727273,1582.4545454545244,0.9090909090909091,1463.6363636363849,0.9090909090909091,1204.1818181818605,1.0,1001.7272727272939,1.0
mUZzgdWKnPb2txOkJg9FHgqX5792,22,97,1919.0000000054185,0.5454545454545454,1808.350000007586,0.6363636363636364,1616.7545454502106,0.6818181818181818,1541.3181818127632,0.6818181818181818,1517.8045454512942,0.8181818181818182
mg2WZiRBn4NQDKiMK43Y8dBqyG53,30,123,1095.4000000000078,0.5,1104.5333333333488,0.5666666666666667,1087.5000000000077,0.6333333333333333,1033.46666666669,0.6666666666666666,951.1666666666822,0.7
mweMgSlGM2VxThhwnupYxYzUbR23,11,78,1346.209090909074,0.5454545454545454,1262.9545454545244,0.8181818181818182,1170.0727272727104,0.8181818181818182,1114.1818181818182,0.8181818181818182,987.7727272727061,0.9090909090909091
mwsliuPsLFhRFjtjQwYkqcCRDvi2,9,68,1811.077777756585,0.6666666666666666,1438.1555556191338,0.8888888888888888,1043.1111110581292,1.0,1020.0,1.0,1156.4333333969116,1.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,6,68,1578.4166666666667,1.0,1620.1000000238419,1.0,1627.5000000198681,1.0,1216.4166666865349,1.0,1639.9999999801319,1.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,9,68,2084.5444444445375,0.7777777777777778,1728.888888888889,1.0,1659.455555555566,0.8888888888888888,1643.4666666666874,0.8888888888888888,1498.6111111110595,1.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,14,80,1458.5714285714118,0.5,1237.642857142824,0.7142857142857143,1085.0,0.7857142857142857,1119.8571428571097,0.7857142857142857,1111.0714285714453,0.7857142857142857
pRQimOpZtsekBI2I1kbnD3pycmo1,11,68,1734.8636363311248,0.5454545454545454,1568.3636363636363,1.0,1395.481818166646,1.0,1280.2909091060812,1.0,1338.754545471885,1.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,8,68,2152.1250000000146,0.75,1729.875000000029,1.0,1396.625000000029,1.0,1397.8750000000437,1.0,1385.125,1.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,60,123,1375.8899999996027,0.4666666666666667,1496.6933333327372,0.5,1447.4949152520148,0.4915254237288136,1446.4362068967573,0.46551724137931033,1390.5241379306235,0.46551724137931033
qnR5PLX1v3fPi6SwTJMwGcadwyD3,14,81,1218.6285714315516,0.6428571428571429,1114.0785714345318,0.7857142857142857,1004.5928571437087,0.7142857142857143,1164.2785714268684,0.7142857142857143,1087.1214285748345,0.8571428571428571
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,7,70,1634.1428571428903,1.0,1144.114285714259,0.8571428571428571,990.3142857142791,1.0,1126.0857142856944,1.0,1088.2857142856478,1.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,8,84,2083.1750000044703,1.0,1497.5374999977648,1.0,1497.2750000059605,0.875,1457.2249999977648,1.0,1259.8750000037253,1.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,24,104,1633.2416666708887,0.5416666666666666,1583.8999999972682,0.5,1452.2041666718821,0.6666666666666666,1530.9666666686535,0.6666666666666666,1551.3833333390455,0.7083333333333334
rUuJv5gl7dWVo7UPQWMx4bohxhK2,10,73,1670.1199999999487,0.8,1609.6600000000094,0.9,1494.5799999999813,0.9,1589.9099999999394,1.0,1532.4099999999394,0.9
ric6cNjG25XmZJCiKZDOxzeezao1,24,99,1129.8291666667017,0.5,1040.0083333333216,0.5,1057.1333333333605,0.5833333333333334,1063.125,0.75,982.6124999999689,0.75
roaf78tUWxWSEjAUcUu8O7mrQbl1,10,69,1993.7199999809266,0.8,1483.4299999833106,0.8,1232.1199999809264,1.0,1544.589999985695,0.9,1220.7299999952315,1.0
sqfXvh6GJLaYAqr3RvHrixP8IOx1,6,67,1882.300000031789,0.6666666666666666,1783.3666667143505,0.8333333333333334,1544.9833333094914,0.6666666666666666,1717.3499999841054,0.8333333333333334,1294.949999968211,1.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,13,81,1439.8692308572622,0.6923076923076923,1394.1538460804866,0.7692307692307693,1488.8692307839026,0.9230769230769231,1331.7769231062668,0.9230769230769231,1367.646153963529,0.9230769230769231
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,25,97,1774.2879999923707,0.56,1692.1279999637604,0.56,1721.0599999904632,0.72,1690.1800000095368,0.76,1796.4839999961853,0.88
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,6,64,1936.333333492279,0.8333333333333334,1451.9999998410542,1.0,1302.949999968211,1.0,1538.0333336194356,1.0,1356.9000002543132,1.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,11,72,1709.490909083323,0.6363636363636364,1827.145454547622,0.7272727272727273,1987.1000000021675,0.8181818181818182,2043.7000000097535,1.0,1964.9272727316077,1.0
u64Uf920g5VD9Byq26LT2rs5o4t1,15,102,1803.086666683356,0.7333333333333333,1522.2133333365123,0.8666666666666667,1175.2866666674613,1.0,1405.2733333388965,0.9333333333333333,1244.586666671435,0.8
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,9,76,2196.966666665342,1.0,1484.7444444464313,0.6666666666666666,1832.9888888961739,0.8888888888888888,1546.3999999993378,1.0,1467.155555556218,1.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,6,60,1787.7833333263795,1.0,2024.0,0.8333333333333334,2018.9166666666667,1.0,1762.2999999920528,1.0,1797.5833333383005,1.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,69,118,1194.757352941834,0.25,1186.2805970155482,0.22388059701492538,1222.9194029858752,0.2537313432835821,1161.206060606704,0.22727272727272727,1213.372307693156,0.24615384615384617
wkhxvE50megJGMA1EiROSZIJWNq1,15,76,1913.359999999404,0.6666666666666666,1628.53333333234,0.6,1572.2466666648786,0.8,1705.7466666638852,0.7333333333333333,1471.5999999990065,0.8666666666666667
xBGZhFOeypWnqzSQClkrwV9z2vF3,12,75,1424.983333333376,0.6666666666666666,1285.8833333333994,0.8333333333333334,1449.4583333333528,0.8333333333333334,1199.5749999999923,1.0,1272.7083333333528,1.0
xHctBv4C2EU8rHYRouw0btT3GT02,17,85,1771.1941176470204,0.5882352941176471,1412.9000000000165,0.5882352941176471,1571.7470588235403,0.5294117647058824,1353.9647058822652,0.7647058823529411,1386.8941176470423,0.7058823529411765
xyAILKfYP2M8GqAai11x6NT7IcP2,9,73,1545.1444444442168,0.7777777777777778,1019.0444444444859,1.0,1354.3999999999587,0.7777777777777778,1307.0333333333126,0.7777777777777778,1255.022222222036,1.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,22,93,1873.290909095244,0.5454545454545454,1607.4863636060195,0.6363636363636364,1517.0681818181818,0.5454545454545454,1661.299999995665,0.7272727272727273,1558.0681818181818,0.8181818181818182
yatBVTBMCSMp0wJluOCLzTFKMyP2,17,81,1770.588235294556,0.47058823529411764,1581.2352941172087,0.7058823529411765,1413.9999999995616,0.7647058823529411,1396.1764705882354,0.8823529411764706,1348.1764705880162,0.9411764705882353
yfjd8LbAMrYeG54927d3GiKAyXI2,12,74,2025.8333333333333,0.5833333333333334,1685.108333333318,0.75,1458.2083333333237,0.75,1532.1583333333158,0.9166666666666666,1379.249999999971,1.0
zw1w9FipI9RjJsuhHse6UZavBxs2,16,108,1516.2499999999854,0.875,1429.2500000000437,0.75,1199.8750000000146,0.9375,1131.75,0.875,1172.1250000000146,1.0
zxG9mUnF7uRkaOKSoCPsiRZzr372,14,88,2056.500000025545,0.6428571428571429,1903.0571428622518,0.7142857142857143,1734.657142852034,0.8571428571428571,1640.4142857193947,0.9285714285714286,1521.8785714081355,1.0
