participant_id,task,n_trials,n_bursts,burst_rate,mean_burst_length,resilience_index,max_inter_burst_streak,post_burst_rt_lag1,post_burst_rt_lag2,post_burst_rt_lag3,post_burst_rt_lag4,post_burst_rt_lag5,recovery_slope,baseline_rt,rt_elevation_lag1
u64Uf920g5VD9Byq26LT2rs5o4t1,wcst,102,3,2.941176470588235,2.3333333333333335,37.0,43,1865.6333333651226,1236.8333333333333,1125.933333337307,1654.4333333571751,1003.0,-369.8500000139078,1289.047126439111,576.5862069260115
wdppvL4tIkVlGjou6aYzzjlaZXB2,wcst,118,10,8.47457627118644,6.1,1.5555555555555556,3,631.2444444460174,1154.1555555566317,934.3333333341611,869.8250000006519,1029.050000000745,151.54444444407187,954.9612244904346,-323.7167800444172
wkhxvE50megJGMA1EiROSZIJWNq1,wcst,76,3,3.9473684210526314,2.6666666666666665,5.0,9,1835.2666666656733,1174.8999999960263,2191.9333333323398,1698.0333333313465,1259.6666666616995,178.33333333333326,1462.183606557426,373.0830601082473
xBGZhFOeypWnqzSQClkrwV9z2vF3,wcst,75,4,5.333333333333334,2.0,11.333333333333334,12,1305.7750000000233,1332.5250000001397,1177.7249999998603,1335.1250000000582,1454.75,-64.02500000008149,1178.0968253968454,127.67817460317792
xHctBv4C2EU8rHYRouw0btT3GT02,wcst,85,4,4.705882352941177,2.75,7.0,16,1497.0499999999302,1448.2000000000698,1711.0999999998603,1016.2999999998137,1537.9000000001397,107.02499999996508,1474.1044117646936,22.945588235236528
xyAILKfYP2M8GqAai11x6NT7IcP2,wcst,73,2,2.73972602739726,2.0,36.0,36,1099.350000000093,971.7000000001863,1372.1000000000931,1184.2499999995343,1314.0499999998135,,1133.2343749999127,-33.884374999819784
y1EHXv8tUTa4BRS4fRio7bULYfA2,wcst,93,6,6.451612903225806,2.6666666666666665,13.2,30,1861.1666666666667,1319.300000031789,1728.1333332856495,1816.716666618983,1544.8999999364216,-66.5166666905086,1392.7140845177878,468.45258214887895
yatBVTBMCSMp0wJluOCLzTFKMyP2,wcst,81,6,7.4074074074074066,2.5,10.6,21,1941.0,1287.9999999987583,1363.8333333333333,1491.5,1155.3333333333333,-288.58333333333337,1326.0625000002328,614.9374999997672
yfjd8LbAMrYeG54927d3GiKAyXI2,wcst,74,3,4.054054054054054,2.6666666666666665,5.0,9,2042.93333333331,1449.8666666666588,1556.6666666666667,1841.3666666666202,1058.8333333333333,-243.1333333333216,1250.1193548386989,792.8139784946111
zw1w9FipI9RjJsuhHse6UZavBxs2,wcst,108,2,1.8518518518518516,2.0,12.0,12,1752.0,1688.5,1109.5,943.5,1209.0,,1119.3260869565395,632.6739130434605
zxG9mUnF7uRkaOKSoCPsiRZzr372,wcst,88,2,2.272727272727273,3.5,11.0,11,2244.050000011921,1795.0499999523163,1328.1500000357628,1320.149999976158,1207.5499999523163,,1585.1364864900306,658.9135135218903
