v,a,t,pc,mrt,vrt,n_trials,n_correct,participant_id
0.27895983464083457,0.16750901937113086,0.4244653011495232,0.9907407407407407,719.143925234536,34559.65757977779,108,107,mwsliuPsLFhRFjtjQwYkqcCRDvi2
0.2789224244607188,0.1675314863441532,0.3548666227513422,0.9907407407407407,649.624299065408,34578.202422852955,108,107,pcbRW89vVJcviD87V3uxyG4I9st2
0.2780452883389397,0.16805998988070178,0.45455724462187436,0.9907407407407407,751.1775700934593,35016.60024686971,108,107,q0Atnpm0jZS5swcVmq0EMalQUKw1
0.23237516170611353,0.2006857815556876,0.45974012826268307,0.9906542056074766,883.4830188666873,71568.04656451529,107,106,qZZiI6GzgxOrpQDGu42ZA0xsGEJ2
0.19472934706074424,0.20340093721785218,0.30721439315671295,0.9813084112149533,809.9561904751122,112569.07152408495,107,105,qnR5PLX1v3fPi6SwTJMwGcadwyD3
0.24760158134500623,0.13158625725744752,0.4432872924225688,0.9629629629629629,689.3259615384567,30059.50174663869,108,104,qsRKc69hK6e8Uu6vr2pBO8NbpMt2
0.2025344158584017,0.23071776787451403,0.4066878404706378,0.9907407407407407,965.7168224286811,124377.21028214971,108,107,rFV2EUbp64f5ORSh7DqwmCQmeqT2
0.17665602070838057,0.2634475933226283,0.5780432780399016,0.9905660377358491,1309.6257142857105,213643.28346703335,106,105,rUuJv5gl7dWVo7UPQWMx4bohxhK2
0.30222944465180307,0.15461196508650715,0.4978659849570767,0.9907407407407407,748.9149532710294,25083.55260448202,108,107,ric6cNjG25XmZJCiKZDOxzeezao1
0.20725382708449855,0.1915666392945986,0.447705586376556,0.9814814814814815,892.743396232713,88079.37542522809,108,106,sqfXvh6GJLaYAqr3RvHrixP8IOx1
0.18038916622021697,0.2579955574757757,0.6310310373150146,0.9905660377358491,1332.6466666584927,196499.39290101192,106,105,tB4wPBbnWJUXeOC3Zxjph0Esgjf1
0.19085208733290943,0.20802978730992952,0.7286147072900783,0.9814814814814815,1253.4320754729356,122488.91991608629,108,106,tv88wS5Nf6SjruozSmXJxQSmx6J3
0.17013647408471183,0.19149900428753788,0.2822539934870678,0.9629629629629629,803.3471153844507,134835.95669049845,108,104,wdppvL4tIkVlGjou6aYzzjlaZXB2
0.21387868590002412,0.1657845706107765,0.38306684653540823,0.9719626168224299,748.9009615384318,63600.616406834415,107,104,xHctBv4C2EU8rHYRouw0btT3GT02
0.1951007725602034,0.2395084741665992,0.2695671865032322,0.9907407407407407,872.0074766355149,144444.22466055205,108,107,yfjd8LbAMrYeG54927d3GiKAyXI2
0.22981071133118622,0.17276357096473335,0.3812845214325336,0.9814814814814815,743.245283018857,58264.415453728485,108,106,zw1w9FipI9RjJsuhHse6UZavBxs2
0.23225438442150345,0.20119442937970494,0.650781628545599,0.9907407407407407,1075.8943925204678,71925.09657220857,108,107,zxG9mUnF7uRkaOKSoCPsiRZzr372
