participant_id,wcst_n_shifts,wcst_shift_rt_km2,wcst_shift_rt_km1,wcst_shift_rt_k0,wcst_shift_rt_k1,wcst_shift_rt_k2,wcst_shift_rt_k3,wcst_shift_rt_k4,wcst_shift_rt_k5,wcst_shift_acc_km2,wcst_shift_acc_km1,wcst_shift_acc_k0,wcst_shift_acc_k1,wcst_shift_acc_k2,wcst_shift_acc_k3,wcst_shift_acc_k4,wcst_shift_acc_k5,wcst_shift_rt_pre_mean,wcst_shift_rt_post_mean,wcst_shift_rt_delta,wcst_shift_acc_pre_mean,wcst_shift_acc_post_mean,wcst_shift_acc_delta
KtKj6zUKc5Oogd2itg2jdwkchnf2,5,955.060000000149,972.4800000011921,1422.139999999851,1283.760000000149,1763.0200000010432,931.3600000001491,1075.739999999106,943.7,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,963.7700000006705,1489.6400000003475,525.869999999677,1.0,0.8666666666666667,-0.1333333333333333
LSLmd8jENtONZFVkIpRDX665Bu73,5,1351.9200000286103,1176.2599999904633,1369.4399999141692,2390.0999999523165,2343.7999999523163,1379.7799999713898,1822.039999961853,1510.5799999713897,1.0,1.0,0.0,0.4,1.0,0.8,0.8,0.8,1264.0900000095367,2034.4466666062672,770.3566665967305,1.0,0.4666666666666666,-0.5333333333333334
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,5,1165.5200000047685,1134.7599999904633,1108.6000000119209,2433.060000014305,1508.660000014305,1136.660000002384,1439.4800000071525,1697.000000011921,1.0,1.0,0.0,1.0,0.8,1.0,0.8,1.0,1150.1399999976159,1683.4400000135104,533.3000000158945,1.0,0.6,-0.4
LliUMEIsrCVZ88YFQfevan2Og4z1,5,795.9799999999814,954.7599999999627,907.1800000000279,1309.7399999999905,1221.9799999999814,958.0599999999162,896.9600000000094,981.6600000000093,1.0,1.0,0.4,0.6,0.6,1.0,0.8,0.8,875.369999999972,1146.3,270.9300000000279,1.0,0.5333333333333333,-0.4666666666666667
M4Km1Q2P2oPliChDQkwl6k20FUI3,5,1002.1400000572205,1557.579999923706,1560.5200000762939,2223.5399998664857,2582.860000038147,1924.960000038147,2526.4200001716613,1495.619999885559,1.0,1.0,0.2,0.6,0.6,0.8,0.6,1.0,1279.8599999904632,2122.3066666603086,842.4466666698454,1.0,0.4666666666666666,-0.5333333333333334
O61Eik2zvrSQLMNpFbTNEgjWwMr2,5,1588.1399999991058,1222.880000001192,1336.3399999991059,2005.079999999702,1539.4999999970198,1599.3,1686.09999999851,1381.1999999985098,1.0,1.0,0.4,1.0,0.6,0.6,1.0,1.0,1405.510000000149,1626.9733333319425,221.4633333317936,1.0,0.6666666666666666,-0.33333333333333337
OExlWyngGfPrScDYjaRcv5PIAet1,5,1011.0,927.4599999904633,2334.1200000286103,1717.2400000095367,1246.6200000047684,1241.1799999713899,1106.7800000190734,1021.8,1.0,1.0,0.6,1.0,0.8,1.0,1.0,1.0,969.2299999952317,1765.9933333476383,796.7633333524067,1.0,0.8000000000000002,-0.19999999999999984
ORuVuFPU5idz3fMoXTGsbwToW2j2,5,1352.8800000190736,1758.120000076294,1382.660000038147,1880.780000114441,1869.879999923706,1616.6400000572205,1440.6000000953675,1949.339999961853,1.0,1.0,0.2,0.2,0.2,0.4,0.8,1.0,1555.500000047684,1711.106666692098,155.6066666444142,1.0,0.20000000000000004,-0.7999999999999999
ORvIk1xRWIQmKuLVe6GXNouvAXx2,5,1818.0200000047685,1722.1799999952316,1444.2399999856948,3437.6200000047684,2504.42000002861,3082.139999985695,1925.3400000333786,1702.0400000095367,1.0,1.0,0.2,0.8,0.6,0.8,0.8,0.8,1770.1,2462.093333339691,691.9933333396912,1.0,0.5333333333333333,-0.4666666666666667
P8mTl71XaYNvFMTCvlKpzzUdc9W2,5,1020.0600000023842,1054.8199999928474,1043.0399999976157,2286.140000009537,2064.9200000166893,1173.6400000095368,1252.5999999880792,1540.6599999904633,1.0,1.0,0.6,0.0,0.8,1.0,0.6,0.8,1037.4399999976158,1798.0333333412807,760.5933333436649,1.0,0.4666666666666666,-0.5333333333333334
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,5,1166.3800000071526,1061.660000014305,1235.160000014305,2442.400000011921,1599.3800000071526,1393.1799999952316,1189.5,1648.9200000047683,1.0,1.0,0.2,0.6,0.8,1.0,1.0,1.0,1114.0200000107288,1758.980000011126,644.9600000003973,1.0,0.5333333333333333,-0.4666666666666667
PLreonkqaMeFc0UqxKUelH44UQu1,5,914.859999999404,698.5600000023842,968.9600000023842,1338.4200000017881,1666.4800000011921,1335.1800000011922,921.2,1898.8599999964238,1.0,1.0,0.0,0.6,0.8,0.8,0.6,0.8,806.7100000008941,1324.6200000017882,517.9100000008941,1.0,0.4666666666666666,-0.5333333333333334
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,5,920.8400000005961,1149.599999999255,996.5,1010.799999999255,1891.219999999553,1781.919999998808,2026.019999999553,868.9199999995529,1.0,1.0,0.6,0.2,0.4,1.0,1.0,1.0,1035.2199999999257,1299.5066666662694,264.28666666634376,1.0,0.4000000000000001,-0.5999999999999999
QbOEVCaZLUMOgltUdXm58oZOALv2,5,1733.5200000047685,1593.3200000047684,1527.5599999904632,3283.859999990463,1963.5,2653.4999999880793,1679.3999999761581,1880.3200000047684,1.0,1.0,0.2,0.4,0.6,0.8,0.8,1.0,1663.4200000047686,2258.3066666603086,594.88666665554,1.0,0.4000000000000001,-0.5999999999999999
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,5,1801.0799999713897,1787.5799999713897,2292.1999999523164,3225.9599999427796,1735.8999999046325,2645.67999997139,1834.2599999904633,2044.3400000572205,1.0,1.0,0.0,0.8,0.8,0.8,1.0,1.0,1794.3299999713897,2418.019999933243,623.6899999618533,1.0,0.5333333333333333,-0.4666666666666667
QreA2rLiUhV3YHeMfuHMPdGbpJ53,5,1450.1999999523164,1199.9799999713898,1084.8400000572205,1393.4800000190735,1140.8800000190736,1608.9,1325.9400000095368,1662.1000000476838,1.0,1.0,0.2,0.8,0.4,0.6,0.8,1.0,1325.0899999618532,1206.4000000317892,-118.689999930064,1.0,0.4666666666666666,-0.5333333333333334
Rc706mP0TSeIoIpMYH1SpRXjOxA2,5,1253.2,1472.219999885559,2789.5400001525877,2562.319999885559,1299.9,1807.8199998855591,1628.4600002288819,1435.040000152588,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1362.7099999427796,2217.2533333460487,854.5433334032691,1.0,0.9333333333333332,-0.06666666666666676
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,5,1374.6599999427795,1052.4600000858306,1235.7199999809266,3418.7600000858306,2561.860000038147,3830.959999990463,1500.2799999713898,1582.2799999713898,1.0,1.0,0.4,0.6,0.4,1.0,1.0,1.0,1213.560000014305,2405.446666701635,1191.88666668733,1.0,0.4666666666666666,-0.5333333333333334
Ru3Qf6pXZua1DfNkQdhbor6iJ403,5,1307.6799999999814,1719.4599999999627,1781.0599999999627,3037.679999999981,3698.479999999888,2951.1200000000185,1925.9599999998695,2652.7399999999443,1.0,1.0,0.6,0.0,0.6,0.6,1.0,1.0,1513.569999999972,2839.0733333332773,1325.5033333333054,1.0,0.39999999999999997,-0.6000000000000001
SOhR7IO689NQCPQu56SjATO8FR92,5,1007.1200000001118,1283.2400000000375,1129.6999999996274,1980.7199999999254,1384.6599999997763,1393.7599999999627,1400.3599999999626,1621.860000000149,1.0,1.0,0.2,0.4,0.8,0.6,0.8,0.6,1145.1800000000746,1498.3599999997762,353.1799999997015,1.0,0.46666666666666673,-0.5333333333333332
SPCT9D90pRa1ihXS5jEw6vCmquI3,5,842.8199999988079,688.7599999964237,721.7399999976158,1225.3000000059606,921.2800000011921,1104.3600000023841,1107.3400000095367,994.5000000059605,1.0,1.0,0.2,0.6,0.6,0.8,0.8,0.8,765.7899999976158,956.106666668256,190.3166666706402,1.0,0.4666666666666666,-0.5333333333333334
SpSfX0ZcfcPLdlOENlfdfvEPwru2,5,1070.1999999999534,995.6,1181.4000000000233,2187.1999999999534,1556.6,1508.9999999999768,1002.6000000000233,1109.1999999999766,1.0,1.0,0.2,0.8,0.4,1.0,1.0,1.0,1032.8999999999767,1641.7333333333256,608.833333333349,1.0,0.4666666666666666,-0.5333333333333334
SvtOrPatsnWjicxtyndEzSdO5Wp1,5,1504.239999961853,1363.160000014305,1247.8599999904632,3247.0599999666215,2385.100000023842,2750.2599999904633,2147.460000014305,1659.5,1.0,1.0,0.2,0.6,0.6,1.0,0.6,1.0,1433.699999988079,2293.3399999936423,859.6400000055633,1.0,0.4666666666666666,-0.5333333333333334
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,5,1523.0400000035763,1565.4200000047683,1218.6200000047684,1793.7399999976158,1645.4800000011921,1671.080000001192,1736.300000011921,1366.0400000035763,1.0,1.0,0.8,0.4,0.4,0.8,1.0,1.0,1544.2300000041723,1552.6133333345254,8.383333330353025,1.0,0.5333333333333333,-0.4666666666666667
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,4,665.6999999955297,1521.7500000074506,1920.2250000014903,2066.85000000149,959.1249999925494,1605.4249999970198,1027.9250000044703,1118.3000000019867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1093.7250000014901,1648.7333333318431,555.008333330353,1.0,1.0,0.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,5,1036.1400000035762,1098.8600000023841,1152.3199999988078,2101.2199999928475,1900.780000001192,1810.0999999940395,1474.4199999928474,1236.4399999976158,1.0,1.0,0.2,0.8,0.6,0.8,0.8,0.6,1067.5000000029802,1718.1066666642826,650.6066666613024,1.0,0.5333333333333333,-0.4666666666666667
UbqFccqQZZgcqJIqCn3ErH9zQdM2,5,1141.7199999809266,1642.1799999713899,1284.1799999952316,1519.7999999761582,1621.0799999952317,1387.4600000381467,1295.1599999904633,1346.9200000047683,1.0,1.0,0.2,0.2,0.8,1.0,1.0,1.0,1391.9499999761583,1475.0199999888737,83.07000001271535,1.0,0.4000000000000001,-0.5999999999999999
UbwuSMtBsHdW3Ji41opk3GInMqi2,5,1160.4400000002236,902.260000000149,840.439999999851,1005.9599999997765,1375.320000000298,1408.8599999997764,874.3599999997765,729.2000000003725,1.0,1.0,0.4,0.6,0.8,1.0,1.0,0.8,1031.3500000001864,1073.906666666642,42.55666666645561,1.0,0.6,-0.4
VwTymW8T68MfpnJvZ2X97ILqDWS2,5,1092.8,1441.8799999952316,1318.1199999928474,1741.3199999928474,1545.199999988079,1739.500000011921,1351.1799999952316,1564.2199999928475,1.0,1.0,0.4,0.2,0.8,0.8,0.8,1.0,1267.339999997616,1534.879999991258,267.53999999364214,1.0,0.46666666666666673,-0.5333333333333332
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,5,1111.5999999999535,1442.0,2985.2,1946.3999999999535,1763.0,1955.6,1362.5999999999535,1377.6,1.0,1.0,0.4,1.0,0.8,1.0,1.0,1.0,1276.7999999999768,2231.533333333318,954.7333333333411,1.0,0.7333333333333334,-0.2666666666666666
WbOfW9KmUkPQK8o5hlHJnJFdpp92,5,1345.9,1376.2999999970198,1843.4200000017881,1779.9399999946356,1844.780000001192,1872.159999999404,1720.5399999976157,1305.160000002384,1.0,1.0,0.4,0.4,0.6,0.8,1.0,1.0,1361.09999999851,1822.7133333325385,461.61333333402854,1.0,0.4666666666666666,-0.5333333333333334
WcTsIpSoEhYeIBSNjAbbdaNSBya2,5,1677.080000001192,1847.219999998808,1556.5400000005961,1727.8200000017882,1650.2999999970198,1491.580000001192,1879.3799999982118,1725.880000001192,1.0,1.0,0.2,0.0,0.8,0.4,0.8,0.8,1762.15,1644.886666666468,-117.26333333353205,1.0,0.3333333333333333,-0.6666666666666667
WeHQDy9BWldTlaQDVVlsJNCqwxA2,5,1348.3999999999535,1103.8000000000466,1385.6000000000465,1207.2,1203.8,1118.599999999907,1486.6,1466.7999999999533,1.0,1.0,0.6,0.4,0.4,0.6,0.8,1.0,1226.1,1265.533333333349,39.43333333334908,1.0,0.4666666666666666,-0.5333333333333334
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,5,988.5199998855591,1073.139999961853,1105.0999999046326,1720.1800000190735,1147.0800000190734,1270.0000000953673,1382.5199999809265,1247.160000038147,1.0,1.0,0.0,0.6,0.6,1.0,1.0,1.0,1030.829999923706,1324.1199999809264,293.29000005722037,1.0,0.39999999999999997,-0.6000000000000001
WnC6Uscb5VMIr43GASKiUCO3AYH2,5,1043.299999988079,1024.4,944.1999999940396,1852.8200000047684,1377.5599999964238,1127.3599999964238,1130.8199999928474,873.6599999964237,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1033.8499999940395,1391.5266666650775,357.676666671038,1.0,0.6,-0.4
WqoZv41KTtTCuPKBPyClregrKAi1,5,1060.4000000000465,1397.6000000000465,1748.8000000000466,1536.6000000000465,1137.6,1236.0,2202.5999999999535,1337.5999999998603,1.0,1.0,0.6,1.0,0.8,0.8,0.8,0.8,1229.0000000000464,1474.3333333333642,245.3333333333178,1.0,0.8000000000000002,-0.19999999999999984
XbHvBButpZS4bapbJXJLAYcHnn12,5,1532.8199999999256,1148.839999999851,1318.4000000001863,2345.4799999999814,2159.8000000000466,2779.0749999999534,2105.6500000000233,2740.3749999998836,1.0,1.0,0.0,0.6,0.75,0.25,0.5,0.25,1340.8299999998883,1941.226666666738,600.3966666668498,1.0,0.45,-0.55
XehZHBpwr5MYzUXkj0FAYCsFG922,5,1382.559999999404,1219.8600000008942,1168.420000000298,1288.220000001788,1131.2600000023842,1192.839999997616,1204.09999999851,1756.239999999106,1.0,1.0,0.8,0.0,0.4,0.4,0.2,0.6,1301.2100000001492,1195.9666666681567,-105.24333333199252,1.0,0.4000000000000001,-0.5999999999999999
YEU5ox3jteVINfdSTg5ymqYcS9o2,5,1094.299999988079,1074.0,1690.0600000023842,2267.4800000071527,1617.8599999904632,2527.4800000071527,1270.5,1225.3799999952316,1.0,1.0,0.6,0.8,0.8,1.0,1.0,1.0,1084.1499999940395,1858.4666666666665,774.316666672627,1.0,0.7333333333333334,-0.2666666666666666
Yco8O7tmHlbsUBfKW2ywcZByGO32,5,1013.7800000011921,1070.4999999940396,2472.8,1597.2200000047683,1970.7199999928475,1665.5999999940395,962.0600000083447,1043.4,1.0,1.0,0.8,0.8,0.8,1.0,1.0,1.0,1042.1399999976159,2013.5799999992053,971.4400000015894,1.0,0.8000000000000002,-0.19999999999999984
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,5,1343.9799999952315,1410.1200000047684,1772.6000000119209,1822.499999988079,2075.3799999952316,1445.9,1882.1799999952316,1747.1400000095368,1.0,1.0,0.0,0.4,0.6,0.8,0.6,0.6,1377.05,1890.1599999984107,513.1099999984108,1.0,0.3333333333333333,-0.6666666666666667
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,5,1365.9399999618531,1304.4199999809266,1553.0600000858308,1631.9400000095368,1948.4399999618531,1455.0,1598.6199999809264,1274.2000000476837,1.0,1.0,0.2,0.8,0.8,1.0,0.8,1.0,1335.1799999713899,1711.1466666857402,375.96666671435037,1.0,0.6,-0.4
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,5,1287.3199999809265,1132.3400000333786,1188.5799999952317,1890.9400000333785,1248.460000014305,1461.1799999952316,1977.8600000143051,1716.4800000429154,1.0,1.0,0.2,0.8,0.6,0.8,0.8,1.0,1209.8300000071526,1442.660000014305,232.83000000715242,1.0,0.5333333333333333,-0.4666666666666667
aM2995jJmJWvr6cneaGH58HauIg2,5,947.4200000047683,888.8800000071526,942.2999999880791,1059.9799999952315,1681.160000002384,1218.7799999952315,1172.1199999928474,1206.3600000023841,1.0,1.0,0.2,0.4,0.6,0.8,1.0,1.0,918.1500000059605,1227.8133333285648,309.66333332260433,1.0,0.4000000000000001,-0.5999999999999999
afdTz6deeYWf1qKNdUpKAYKN3hz1,3,2230.266666660706,2024.7333333343267,2074.7666666656733,1837.8666666646798,2486.8666666696467,4091.0,2955.000000004967,2693.2000000029802,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,2127.499999997516,2133.1666666666665,5.666666669150345,1.0,0.2222222222222222,-0.7777777777777778
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,5,1393.6599999904633,1107.4400000095368,813.9599999904633,1251.3200000047684,1113.4999999523163,726.4600000143051,788.0599999904632,1349.0600000143052,1.0,1.0,0.2,0.4,1.0,0.6,0.6,0.8,1250.5500000000002,1059.5933333158493,-190.95666668415083,1.0,0.5333333333333333,-0.4666666666666667
asKxydfXDkZAk89VaD4hwVovkzJ3,5,1180.860000000149,1254.879999999702,1348.840000000596,1744.579999999702,1618.939999999851,1264.939999999851,1690.639999999851,1407.019999999553,1.0,1.0,0.4,0.4,1.0,0.6,0.8,1.0,1217.8699999999255,1570.7866666667167,352.9166666667911,1.0,0.6,-0.4
azdL1gX79EVd9iepyCAVQrqIaQF3,5,1152.8400000000372,1050.0400000000373,1071.7200000001117,2813.240000000037,1770.1599999998696,1432.1599999999628,1417.960000000056,1205.1599999999628,1.0,1.0,0.0,0.6,0.8,1.0,0.8,0.8,1101.4400000000373,1885.040000000006,783.5999999999688,1.0,0.4666666666666666,-0.5333333333333334
bXpFswkI7TfIfL6G4FqWrbaxTGx2,5,760.9,967.4399999999907,1378.5,1097.9399999999441,1315.6199999999255,882.9800000000745,976.6,1026.460000000056,1.0,1.0,0.4,0.8,0.6,1.0,0.8,0.8,864.1699999999953,1264.0199999999566,399.84999999996126,1.0,0.6000000000000001,-0.3999999999999999
biQ16yPcCKSkJQhSxUKcDc8gm8I2,4,1319.1749999523163,1408.1999999284744,1502.3500000238419,1528.4999998807907,2691.5749999284744,1792.8999999165537,1755.449999988079,1662.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,1363.6874999403954,1907.474999944369,543.7875000039737,1.0,0.5,-0.5
btpcu1rB1JeSTo2upeHGPdv8kYG3,5,1164.0200000047685,1362.8600000143051,1336.7199999570846,2789.8800000190736,1563.0,2587.4800000429154,1409.8800000429153,2066.6999999761583,1.0,1.0,0.0,0.6,0.8,1.0,1.0,1.0,1263.4400000095368,1896.533333325386,633.0933333158491,1.0,0.4666666666666666,-0.5333333333333334
c0hRe9PCPPZs3HWFqhIQargNlp52,5,1247.8199999809265,1321.339999961853,1177.9800000190735,1911.579999923706,1738.0599999427795,2088.519999885559,1999.839999961853,1566.9,1.0,1.0,0.2,0.4,0.4,0.6,1.0,1.0,1284.5799999713897,1609.2066666285198,324.62666665713004,1.0,0.3333333333333333,-0.6666666666666667
c8BtRUVPPPZHjyhX2rn702NoUld2,5,966.2399999976158,1045.8799999833107,1461.7799999952317,1162.9799999952315,1632.6400000095368,1194.4399999976158,1006.4600000023842,1462.9,1.0,1.0,0.2,0.8,0.8,0.6,1.0,1.0,1006.0599999904632,1419.1333333333332,413.07333334287,1.0,0.6,-0.4
cC0BEsQjfrcuCyoaOas9zJT0MNs2,5,1154.4800000667572,968.7399999618531,1158.7600000858306,1311.9799999713898,1047.1800000190735,1151.0000000476837,1320.7999999523163,1304.639999961853,1.0,1.0,0.0,0.2,0.8,0.2,0.4,0.6,1061.6100000143051,1172.6400000254314,111.03000001112628,1.0,0.3333333333333333,-0.6666666666666667
cEIs6U87xfbSL5eFTXDK77MmvNf1,5,1615.119999885559,1273.6199999809264,1300.0199999809265,1423.0600001335144,1147.7600001335145,1076.7800000190734,1689.3599998474122,1430.459999847412,1.0,1.0,0.4,0.8,0.8,0.8,0.8,1.0,1444.3699999332428,1290.2800000826517,-154.08999985059108,1.0,0.6666666666666666,-0.33333333333333337
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,5,1129.4599999979139,1126.859999999404,1184.219999998808,3274.819999998808,1313.2799999997019,1668.8199999988078,1312.5,1234.6000000014901,1.0,1.0,0.2,1.0,1.0,0.8,1.0,1.0,1128.1599999986588,1924.1066666657728,795.946666667114,1.0,0.7333333333333334,-0.2666666666666666
cfoKz0AGhvYmW0DJmVKAZ01jh752,5,1271.6199999570847,890.5799999952317,1041.9199999809266,1232.4599999904633,1147.3,815.3,958.9599999904633,858.7599999904633,1.0,1.0,0.2,0.6,0.8,1.0,1.0,0.8,1081.0999999761582,1140.5599999904634,59.46000001430525,1.0,0.5333333333333333,-0.4666666666666667
d9rwc0NXArcNlJvFsgKhQqkGxJq2,5,1304.2200000047683,979.6799999952316,1020.9600000023842,1956.8800000071526,2617.2799999952317,2061.760000014305,1392.0600000023842,1713.1399999976159,1.0,1.0,0.4,0.4,0.6,0.8,1.0,1.0,1141.9499999999998,1865.0400000015895,723.0900000015897,1.0,0.4666666666666666,-0.5333333333333334
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,5,1736.5600000143052,2178.0199999570846,3274.459999990463,3731.1600000143053,2926.7800000190737,3224.679999995232,3218.2799999952317,2361.8000000238417,1.0,1.0,0.2,0.8,0.6,0.6,0.8,1.0,1957.289999985695,3310.800000007947,1353.510000022252,1.0,0.5333333333333333,-0.4666666666666667
e7NIVznoeNMC7bBejXnMVvFNPfx1,5,1742.8800000071526,1302.039999985695,1049.7600000143052,3785.300000011921,2608.4800000190735,1636.0200000166892,1795.0200000166892,1306.1599999904633,1.0,1.0,0.2,0.0,0.6,0.8,1.0,1.0,1522.459999996424,2481.1800000150997,958.7200000186758,1.0,0.26666666666666666,-0.7333333333333334
fEL2NrgSd4MmDtLCAcMvCJQXTME2,5,1506.580000001192,1401.6799999982118,1784.1000000029803,1778.8,2205.060000002384,1865.4800000011921,1587.3000000059606,1509.3199999988078,1.0,1.0,0.0,0.8,0.6,0.8,1.0,1.0,1454.1299999997018,1922.6533333351215,468.5233333354197,1.0,0.4666666666666666,-0.5333333333333334
fEq0OghbLpfD1jigl1Mbz96aMbg2,5,1134.8199999988078,1258.1,1122.4,1570.5999999970197,1519.9200000017881,1467.979999998212,1494.640000000596,1295.780000001192,1.0,1.0,0.0,0.4,0.6,0.6,1.0,0.8,1196.4599999994039,1404.3066666662692,207.8466666668653,1.0,0.3333333333333333,-0.6666666666666667
foaW7wtvY3XLNdguFUK7OvOefP93,5,1248.9799999999814,914.8,1104.5999999999535,1988.0599999999163,1191.5599999999627,1585.9799999999348,1071.7,1011.6799999999814,1.0,1.0,0.2,0.8,0.8,1.0,0.8,0.8,1081.8899999999908,1428.0733333332773,346.18333333328655,1.0,0.6,-0.4
g2G9l3no7RbeRA9a1W3JnfegTnh2,5,1100.7999999523163,1206.1199999809264,1155.039999985695,1524.9399999856948,1215.7999999761582,1550.4799999952315,1607.8999999761581,1488.660000014305,1.0,1.0,0.2,0.8,0.8,0.4,0.8,0.8,1153.4599999666214,1298.5933333158493,145.133333349228,1.0,0.6,-0.4
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,5,1395.2000000000467,1449.2000000000467,1827.9999999999534,3333.4000000000933,2578.999999999907,1767.9999999999534,1886.4,1957.5999999999535,1.0,1.0,0.4,0.6,0.8,1.0,1.0,1.0,1422.2000000000467,2580.133333333318,1157.9333333332715,1.0,0.6,-0.4
h52Mz0cZjnOsmXT02EgU3JzzRKs2,5,842.279999999702,863.820000000298,1513.179999999702,1319.059999999404,1053.5,937.779999999702,871.6800000011921,794.3400000020862,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,853.05,1295.2466666663686,442.1966666663686,1.0,0.9333333333333332,-0.06666666666666676
h5RYP03wJuVN0xo7qAR8CKFxLaj1,5,1097.9599999904633,895.0,1041.1799999952316,2736.560000002384,3333.060000002384,1237.1799999952316,1268.5199999928475,910.8600000143051,1.0,1.0,0.2,0.4,0.8,0.8,0.8,0.8,996.4799999952317,2370.266666666667,1373.7866666714353,1.0,0.46666666666666673,-0.5333333333333332
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,5,1234.3799999999815,1280.039999999944,1240.0399999999906,1921.0999999999535,1752.0,1812.5599999999627,1168.419999999972,1392.039999999944,1.0,1.0,0.4,0.8,0.8,0.8,1.0,0.8,1257.2099999999627,1637.7133333333147,380.503333333352,1.0,0.6666666666666666,-0.33333333333333337
hrRr560eFBNwJ0CcUjCqtSD8TdP2,5,935.720000000298,1107.500000000745,905.8600000001491,1581.580000001192,1482.9599999994039,1360.899999999255,819.780000000447,777.919999998808,1.0,1.0,0.2,0.2,1.0,1.0,1.0,1.0,1021.6100000005215,1323.466666666915,301.8566666663935,1.0,0.4666666666666666,-0.5333333333333334
htPWXDgfuheOJbl6ihHore9XuDp2,5,1021.579999923706,1071.5,1149.259999847412,1742.3600002288817,1864.6399997711183,1510.3800003051758,1764.8600002288817,1353.4599994659425,1.0,1.0,0.2,0.8,1.0,1.0,1.0,0.8,1046.539999961853,1585.4199999491375,538.8799999872845,1.0,0.6666666666666666,-0.33333333333333337
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,5,1307.9,1383.0200000047685,1462.1399999856949,2691.0599999904634,2146.2800000190737,2111.1,1633.6600000143053,1175.5200000047685,1.0,1.0,0.0,0.6,0.8,0.8,1.0,0.8,1345.4600000023843,2099.8266666650775,754.3666666626932,1.0,0.4666666666666666,-0.5333333333333334
i1tBstVkNiVP0qro7TgGD08IGGa2,5,2145.4400000095366,1714.7599999904633,2311.399999952316,2807.500000047684,2067.5599999904634,1955.3000000476836,1629.2800000190734,1884.5400000095367,1.0,1.0,0.2,0.6,0.8,0.8,0.8,0.8,1930.1,2395.4866666634875,465.38666666348763,1.0,0.5333333333333333,-0.4666666666666667
iKVZi0Oo96UrMBhPQMHWFcf55uA3,5,1424.2000000000467,1430.8,2097.0000000000464,2231.6,1593.8,1543.2,1845.6,1560.8000000000466,1.0,1.0,0.2,0.6,1.0,1.0,1.0,1.0,1427.5000000000232,1974.1333333333487,546.6333333333255,1.0,0.6,-0.4
iWsc4pghIEWOQUZKuQJMfe516UI3,5,767.400000011921,681.4799999952317,777.9399999976158,2405.839999997616,1547.7799999952317,828.9200000047683,781.999999988079,794.9600000143051,1.0,1.0,0.0,0.8,1.0,1.0,0.8,1.0,724.4400000035763,1577.1866666634878,852.7466666599115,1.0,0.6,-0.4
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,5,1483.7399999856948,1860.0600000143052,1732.2999999523163,3301.5,2077.3399999856947,3807.820000004768,3390.6599999666214,2425.2999999761582,1.0,1.0,0.2,0.8,0.4,0.8,0.6,0.4,1671.9,2370.379999979337,698.4799999793368,1.0,0.4666666666666666,-0.5333333333333334
iZX3U88SSqYAtT564nBPgHUBsei1,5,1257.9999999940396,1070.7600000023842,1218.4399999916554,983.7600000083446,1033.4600000083447,1049.920000004768,1189.299999988079,1329.9400000035762,1.0,1.0,0.0,0.6,0.6,0.4,0.6,0.8,1164.379999998212,1078.5533333361147,-85.8266666620973,1.0,0.39999999999999997,-0.6000000000000001
idP8RVfm74N86O0dszLXANIpjXv2,5,1138.7599999785423,1501.3,1202.2,1389.7400000095367,1719.6399999976159,2912.6399999976156,1722.7799999952317,1398.2800000190734,1.0,1.0,0.6,0.4,0.6,1.0,1.0,1.0,1320.0299999892711,1437.1933333357174,117.16333334644628,1.0,0.5333333333333333,-0.4666666666666667
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,5,1103.0,1871.2000000000467,1251.2000000000467,3840.2,1648.0,1724.6,3212.6,2192.6,1.0,1.0,0.2,0.6,0.6,0.4,0.8,0.8,1487.1000000000233,2246.466666666682,759.3666666666588,1.0,0.4666666666666666,-0.5333333333333334
