outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Post-PE RT (ms),185,0.01950615739170647,0.02451533863928146,0.04296931770030543,0.04432713499836216,0.00500918124757499,0.820748787169429,0.018453979061023973,0.06558903696664467,0.0013578172980567293,0.6166572671632131
WCST Post-NPE RT (ms),109,0.004450971470355003,0.07118271751753125,0.10167314743914702,0.10691953508631657,0.06673174604717624,0.0663549891223586,0.03049042992161577,0.06567414438924743,0.005246387647169559,0.4429350079047588
WCST Post-PE Slowing (ms),185,0.0030418828657216013,0.01051091298170903,0.024129696503637388,0.025067984543274857,0.0074690301159874295,0.7173350545173605,0.013618783521928357,0.11677892042573064,0.0009382880396374693,0.6803028936667181
WCST PE RT Mean (ms),185,0.0342239975000469,0.04419459797658698,0.054912119667215875,0.055285916091074805,0.009970600476540081,0.6013736907032456,0.010717521690628895,0.15713557079843515,0.00037379642385892975,0.7915954079981107
WCST Non-PE RT Mean (ms),108,0.009350598503417573,0.0632050400855293,0.06941516662792868,0.07195076139375045,0.05385444158211172,0.12555901059286154,0.006210126542399386,0.4135908645888252,0.0025355947658217692,0.6023375916933498
WCST PE-Non-PE RT (Mean),99,0.03158579710769405,0.11674626328505822,0.11692342886488072,0.12158864043745454,0.08516046617736417,0.03501703164822446,0.00017716557982250247,0.8922305674030249,0.004665211572573824,0.4887037666548464
WCST PE Run Length Mean,212,0.027545634972437782,0.044957594022302816,0.050716636883478716,0.05223130053918068,0.017411959049865033,0.29202808164931165,0.0057590428611759,0.2660688182736854,0.0015146636557019644,0.5686406662089551
WCST PE Run Length Max,212,0.00980986572323761,0.019920844862343356,0.02518430206584077,0.025258160146271025,0.010110979139105747,0.5479925518023613,0.0052634572034974125,0.29399866864893953,7.385808043025577e-05,0.9011779217499457
WCST PR Run Length Mean,212,0.004141880566010947,0.01101894489879629,0.011267488167164275,0.014343262895297082,0.006877064332785343,0.6982943657823222,0.00024854326836798446,0.8206448077888711,0.0030757747281328074,0.4258765102793659
WCST PR Run Length Max,212,0.00043378644797908983,0.005175773686852736,0.006048066003508157,0.00613710479994356,0.004741987238873646,0.8056144008497929,0.0008722923166554208,0.6718970566413538,8.903879643540336e-05,0.8925957079700966
WCST PE Cluster Rate,207,0.006479004100708785,0.027595000504105127,0.02830634686478506,0.029432301450583398,0.021115996403396342,0.22808401729184732,0.000711346360679932,0.7023927110039171,0.0011259545857983388,0.6314148805681388
WCST Trials to First Category,212,0.0021839049979800462,0.02999771828539277,0.033975848559187005,0.03688333721778969,0.027813813287412725,0.11977338770335554,0.003978130273794234,0.3592783818541796,0.002907488658602686,0.43350699639537227
WCST Categories Completed,212,0.0033512061516173253,0.03729280165892346,0.03729825694535083,0.046139278494654934,0.03394159550730613,0.06711927858628967,5.455286427369366e-06,0.972844001295395,0.008841021549304107,0.17061898164328487
WCST Trials per Category Mean,212,0.0015967298551363696,0.039518178812915083,0.039692398745841295,0.05592991871274722,0.037921448957778714,0.046093693489926174,0.00017421993292621174,0.8472670096170893,0.016237519966905922,0.06247775817580551
WCST Trials per Category SD,212,0.0009590866402433562,0.017931792826335502,0.019219810064900478,0.019238148069133154,0.016972706186092146,0.31582329391468494,0.0012880172385649757,0.6044165822034839,1.8338004232676397e-05,0.950814192709761
WCST Delta Trials (First3-Last3),193,0.010206102266311134,0.042698915460857134,0.04279182942280624,0.04543407514432074,0.032492813194546,0.09969171908039862,9.291396194910373e-05,0.8932573783652854,0.0026422457215145023,0.4751414165700789
WCST Learning Slope (Trials),210,0.006848080083681207,0.0167423922819252,0.01751601935766356,0.018060471287895563,0.009894312198243993,0.5625983005682658,0.000773627075738359,0.6897185462019413,0.0005444519302320039,0.7382234263331802
WCST RT Slope (Overall),212,0.0008871664070130292,0.005545539825943857,0.02288985600716842,0.023301186307836397,0.004658373418930828,0.809706939189724,0.01734431618122456,0.05784267600050767,0.00041133030066797804,0.7697362901989827
"WCST RT Slope (Overall, correct)",212,0.0043022413309896645,0.0045257745390514525,0.025174216361843138,0.026107202111864125,0.000223533208061788,0.9973814678756217,0.020648441822791685,0.038417407056709964,0.000932985750020987,0.6589024512614816
WCST Category Total RT Slope,209,0.007524283009551658,0.018638371702238143,0.02766530392000366,0.027874054863351816,0.011114088692686486,0.5141122793350263,0.009026932217765515,0.17238735611493844,0.00020875094334815714,0.835630803172124
WCST RT Slope within Category,212,0.002571157852015893,0.005505866417131577,0.04350681042388427,0.0460815728043652,0.0029347085651156846,0.8944902491354503,0.03800094400675269,0.004762425852021427,0.0025747623804809328,0.45891583317025264
WCST Mean RT within Category,212,0.05903166525186554,0.07091020265680259,0.09002575912920197,0.09386628806270791,0.01187853740493705,0.45340618435489466,0.019115556472399375,0.039217939663877,0.003840528933505949,0.35354602251649636
WCST Accuracy Slope within Category,212,0.00564209217664513,0.03494931187147021,0.038614667767691735,0.0387341891089833,0.029307219694825082,0.10327731341693858,0.0036653558962215227,0.3776945159737385,0.00011952134129156189,0.8736188980976647
WCST Category Accuracy Slope,207,0.0010542358068443836,0.010771015288776775,0.013062841084838905,0.01318041975656592,0.009716779481932392,0.578744847646359,0.00229182579606213,0.4963483035771198,0.00011757867172701442,0.8777794197490495
WCST RT Jump at Switch,210,0.0042037742785137056,0.005480629574122209,0.00905021882590551,0.009396633007082489,0.0012768552956085033,0.9669401064960065,0.0035695892517833006,0.3934881962854804,0.0003464141811769794,0.7906790890751826
WCST Switch RT (ms),203,0.011496456071959482,0.019597866242536233,0.03637495377608868,0.03650624081143339,0.00810141017057675,0.653668059754785,0.01677708753355245,0.06621411579170378,0.0001312870353447071,0.8706824605332123
WCST Repeat RT (ms),212,0.05193528521763313,0.060883898805398684,0.07638443070744338,0.07808448271464608,0.008948613587765553,0.5810940032659611,0.0155005319020447,0.0650561831788439,0.0017000520072026903,0.5403354051483433
WCST Switch Cost RT (ms),203,0.009975098917654801,0.0167980489837789,0.02309773620125355,0.023517537975153213,0.0068229500661241005,0.7135676935037929,0.006299687217474648,0.26228299104903946,0.000419801773899664,0.7724764833147372
WCST Post-Switch Recovery RT Slope,209,0.008451179140758991,0.012858983578640348,0.013641756810081507,0.02051121758061991,0.0044078044378813575,0.8238239939175732,0.0007827732314411584,0.6892970851730216,0.006869460770538405,0.23651146506133056
WCST DFA Alpha (correct),212,0.00854963925924146,0.019947591452664226,0.02292811457381605,0.025696386040009234,0.011397952193422767,0.4959268963458593,0.0029805231211518235,0.42998177057466713,0.002768271466193184,0.447339881470722
WCST Lag-1 Autocorr (correct),212,0.02305952976777581,0.03396488761947991,0.03803485236831927,0.039735037358035186,0.0109053578517041,0.509070520375374,0.004069964748839361,0.3527905569668346,0.0017001849897159138,0.5485134670599381
WCST Slow Run Mean (correct),212,0.006883275870498973,0.03221423187201633,0.03820586772002055,0.05122837748826847,0.025330956001517357,0.14882300120466993,0.0059916358480042176,0.25976367671069894,0.013022509768247925,0.09579504643633314
WCST Slow Run Max (correct),212,0.007356023566590042,0.012182658704946392,0.01257851455287018,0.012764665980385392,0.00482663513835635,0.7996720367110588,0.00039585584792378725,0.7746485089295719,0.00018615142751521319,0.8447058058376793
WCST Fast Run Mean (correct),212,0.008368061951429473,0.035237584575818715,0.04305329412291814,0.05482874778649027,0.02686952262438924,0.12867625736933067,0.007815709547099425,0.19713881035135838,0.011775453663572133,0.11243456395913896
WCST Fast Run Max (correct),212,0.013532121563294641,0.026522799680674725,0.027954216553921718,0.02834099204548257,0.012990678117380083,0.43390597782963214,0.0014314168732469934,0.5833047080220131,0.00038677549156085345,0.7759620061448884
WCST Failure to Maintain Set,212,0.0012454860591999406,0.005654279747727919,0.009221484224547827,0.009627038884127304,0.004408793688527979,0.8221533772071358,0.0035672044768199074,0.3912790775157423,0.0004055546595794768,0.772853208637259
WCST Trials to Rule Reacquisition,209,0.0081797845124153,0.030128518610693544,0.030994525922400817,0.035100482129106436,0.021948734098278244,0.20752933478885235,0.0008660073117072731,0.671371353796088,0.004105956206705619,0.3561608546465911
WCST CLR Count,212,0.008240154017418178,0.031932043737760485,0.03261974465355133,0.05025735977656043,0.023691889720342307,0.1723212512319071,0.0006877009157908454,0.7030428165648979,0.0176376151230091,0.05298002323837798
WCST CLR Percent,212,0.007613767344841871,0.011910926194231064,0.016862006937206298,0.02419340318833696,0.004297158849389193,0.8263670085182018,0.0049510807429752335,0.31079810397504287,0.007331396251130662,0.2171326908235652
WCST Learning-to-Learn Heaton CLR Delta,212,0.003108411607458117,0.010410327124934171,0.014279665236970662,0.015883357032735246,0.007301915517476054,0.6780982453870914,0.003869338112036491,0.37074255134751133,0.0016036917957645835,0.564865414217999
WCST Learning Efficiency Delta Trials,212,0.016754384854415494,0.042706868783030094,0.0456871050570159,0.04945301305422223,0.0259524839286146,0.1372294465623316,0.0029802362739858035,0.42456562233895534,0.0037659079972063303,0.369708765379959
WCST Trials to First Conceptual Response,212,0.007491662925056652,0.016241800361055825,0.026508953316528916,0.03027908988787098,0.008750137435999172,0.6087305427588124,0.010267152955473091,0.1429861912809158,0.0037701365713420643,0.3742065954183069
WCST Trials to First Conceptual Response (0),212,0.007491662925056652,0.016241800361055825,0.026508953316528805,0.03027908988787109,0.008750137435999172,0.6087305427588124,0.01026715295547298,0.1429861912809158,0.0037701365713422863,0.3742065954183069
WCST Delta CLR Percent (First3-Last3),203,0.0031242115862222253,0.015169770405278227,0.016909027472941096,0.019910931615093275,0.012045558819056001,0.49345408133826874,0.0017392570676628694,0.556632306735688,0.0030019041421521786,0.4405598176222424
WCST Learning Slope CLR Percent,203,0.0007075172112555039,0.0204995985819445,0.021018910392180512,0.021332145957155935,0.019792081370688996,0.2668125685846595,0.0005193118102360117,0.747459653330953,0.0003132355649754226,0.8029859882854747
WCST HMM Lapse Dwell Mean,212,0.004290898016006461,0.00681977620039087,0.006903015891399078,0.00961217988041596,0.002528878184384409,0.9133372023017435,8.323969100820783e-05,0.89583820911847,0.002709163989016883,0.4559138285020212
WCST HMM Focus Dwell Mean,212,0.005453389016091048,0.01724971829388966,0.017296376800215896,0.020087434896053802,0.011796329277798612,0.4818463959531507,4.6658506326235916e-05,0.9215064419588106,0.002791058095837906,0.446782416966117
WCST HMM Long Lapse Episode Rate,212,0.00016768976844017125,0.003896070923785744,0.024830043722212425,0.02588186077983068,0.0037283811553455726,0.8562770004963726,0.02093397279842668,0.0371488045473303,0.001051817057618254,0.6393341826578587
WCST HMM Lapse RT SD,212,0.011080019237559746,0.02082707273241191,0.02944413102715593,0.02947910852965019,0.009747053494852165,0.5630373239824498,0.008617058294744018,0.17879104434311882,3.4977502494260015e-05,0.9317535018238177
WCST HMM Focus RT SD,212,0.0029472216585260114,0.027604214996049814,0.042152516389263206,0.047834638325734535,0.024656993337523803,0.1597041156965121,0.014548301393213392,0.07912797938910461,0.005682121936471329,0.27117408423003153
WCST HMM State Entropy,212,0.007237505044725312,0.024997036368105352,0.03636690798941833,0.03637811482847764,0.01775953132338004,0.29243384551324597,0.011369871621312977,0.12143014045341273,1.120683905930786e-05,0.9611993838140712
WCST Slow-State Probability (Baseline),212,0.007475764371935534,0.024444352620475396,0.037073000238512455,0.03742289456727632,0.016968588248539862,0.312948658538914,0.012628647618037059,0.10260567150962795,0.0003498943287638667,0.7856580370376237
WCST Slow-State Prob (Post-Error),211,0.004658428326384079,0.020128993033985965,0.04184888679271537,0.0419051702128177,0.015470564707601886,0.35905671356933694,0.021719893758729403,0.032696982453249215,5.6283420102332116e-05,0.9131494635590509
WCST Slow-State Prob Delta (Post-Error),211,0.0021224128404668807,0.013431270949043173,0.03276913595130915,0.032769191825527066,0.011308858108576292,0.5044859706790773,0.019337865002265975,0.044738487408983466,5.587421791908298e-08,0.9972710658715322
WCST Slow-State Prob (Stable),212,0.0008214206946211,0.012590010029212229,0.015754486929539957,0.016260197778417806,0.011768589334591129,0.48501333394170176,0.0031644769003277284,0.4178189768743752,0.0005057108488778495,0.7463934118275151
WCST Slow-State Prob Delta (Stable),212,0.009244039722745456,0.014859713591706791,0.022075643117280497,0.024916182021986977,0.005615673868961335,0.7592998083152105,0.0072159295255737055,0.2201434600903449,0.00284053890470648,0.4416618805580136
WCST Slow-State Prob (Shift k0),210,0.020545617060302557,0.04170573427653057,0.06290410459184115,0.06298629757751861,0.021160117216228014,0.21530745962253173,0.021198370315310577,0.03330925043019457,8.219298567746502e-05,0.8942366180785171
WCST Slow-State Prob (Shift k1),210,0.0019252691367575014,0.014145602031457871,0.018783600556177005,0.01948427198364311,0.01222033289470037,0.47181058577372137,0.0046379985247191335,0.32846943980222176,0.0007006714274661041,0.7043952236127567
WCST Slow-State Prob (Shift k2),209,0.0007597656424634947,0.011731237664066474,0.012642657534024826,0.019429447673903644,0.01097147202160298,0.5228021919830074,0.000911419869958352,0.6663364061700225,0.006786790139878818,0.23960101017149
WCST Slow-State Prob (Shift k3),209,0.008973665845598222,0.016941944829464317,0.023755279591162526,0.024201434276430178,0.007968278983866095,0.6497178143710856,0.006813334761698209,0.23648670502306807,0.00044615468526765234,0.762087434557394
WCST Slow-State Prob (Shift k4),209,0.003288638019651402,0.008707234170646228,0.010168458708012307,0.021854249181486818,0.0054185961509948255,0.7748213140979531,0.0014612245373660793,0.5856159154332246,0.011685790473474511,0.12280575237726664
WCST Slow-State Prob (Shift k5),209,0.0007233427869171027,0.005087620555051298,0.0062793830716030286,0.006490092183219165,0.004364277768134195,0.8276679838270551,0.001191762516551731,0.6231150313889509,0.00021070911161613637,0.8366340409843507
WCST Slow-State Prob Delta (Shift k0),210,0.015255679316286352,0.02837704511987227,0.03728779619247746,0.037345579169661636,0.013121365803585916,0.43293824377546775,0.008910751072605194,0.17196787551146847,5.7782977184173134e-05,0.9124287074408023
WCST Slow-State Prob Delta (Shift k1),210,0.004140889415168436,0.011768056450038311,0.012572747538218798,0.013831571125927589,0.007627167034869875,0.665695990857464,0.000804691088180487,0.684632152483685,0.0012588235877087905,0.6121559145975437
WCST Slow-State Prob Delta (Shift k2),209,0.005487766435268604,0.012711009460745215,0.013646035163510373,0.026287506978234787,0.007223243025476611,0.6861010497264688,0.0009350257027651576,0.6621483487999438,0.012641471814724414,0.10779153020463876
WCST Slow-State Prob Delta (Shift k3),209,0.00801821610951814,0.011213529973919334,0.012320915859035497,0.013449033330754978,0.0031953138644011947,0.8833715003702753,0.0011073858851161633,0.6346586980307287,0.0011281174717194808,0.6321616393000598
WCST Slow-State Prob Delta (Shift k4),209,0.012820816305046279,0.01521862704585153,0.016562263524222853,0.03762789742240913,0.0023978107408052507,0.9200125583928083,0.001343636478371324,0.5999207717336428,0.021065633898186276,0.037194364671208985
WCST Slow-State Prob Delta (Shift k5),209,0.001730202214097032,0.003950014209002872,0.006936177612928529,0.007192986730219064,0.0022198119949058404,0.9290854491288346,0.002986163403925657,0.4366737080662674,0.00025680911729053513,0.8198633445300093
WCST HMM2D Lapse Occupancy,212,0.0013514319031082689,0.026851410426893763,0.04050460146551371,0.04100943242797739,0.025499978523785494,0.14844445499972947,0.01365319103861995,0.08916128348602818,0.000504830962463676,0.7434720181392108
WCST HMM2D P(Focus->Lapse),212,0.00019487223200376214,0.030702314184557045,0.04217853150620865,0.0428386530921373,0.030507441952553283,0.09372875037329795,0.011476217321651605,0.1186021314540055,0.0006601215859286524,0.7079838579696027
WCST HMM2D P(Lapse->Focus),212,0.00762518284174496,0.033461596300171204,0.039168798360604384,0.03918122860632178,0.025836413458426244,0.14181984838400072,0.005707202060433181,0.2711118200071089,1.2430245717398591e-05,0.9590786352481067
WCST HMM2D P(Lapse->Lapse),212,0.00762518284174496,0.033461596300171204,0.039168798360604384,0.03918122860632178,0.025836413458426244,0.14181984838400072,0.005707202060433181,0.2711118200071121,1.2430245717398591e-05,0.9590786352481067
WCST HMM2D P(Focus->Focus),212,0.00019487223200376214,0.030702314184556934,0.04217853150620843,0.04283865309213741,0.03050744195255317,0.09372875037330028,0.011476217321651494,0.11860213145400245,0.0006601215859289855,0.7079838579696252
WCST HMM2D Lapse Dwell Mean,212,0.0005685009078755243,0.029117855852764163,0.036356935088755815,0.03760744131350702,0.02854935494488864,0.11236080153685582,0.007239079235991652,0.21603588685088046,0.0012505062247512022,0.6072142564097981
WCST HMM2D Focus Dwell Mean,212,0.0025232425250782953,0.006580754280294476,0.03977073191448943,0.03977976851491605,0.004057511755216181,0.8394681529704702,0.033189977634194956,0.00838603873199136,9.036600426615138e-06,0.9650939736620772
WCST HMM2D State Entropy,212,0.01014750979226342,0.016738696099396932,0.031646264378646705,0.03489353378553417,0.006591186307133512,0.7103180959220039,0.014907568279249772,0.07713492381001773,0.0032472694068874652,0.4083619911827614
WCST RL Neg LogLik,212,0.0008444695859296525,0.0024288910497338723,0.007080645229528892,0.007145729900712494,0.0015844214638042198,0.9547339437461783,0.00465175417979502,0.32823874027717026,6.508467118360173e-05,0.9080508508877698
WCST RL AIC,212,0.0008444695859296525,0.0024288910497336502,0.00708064522952867,0.007145729900712272,0.0015844214638039977,0.9547339437461871,0.00465175417979502,0.32823874027717026,6.508467118360173e-05,0.9080508508877698
WCST RL BIC,212,0.0008508949006708066,0.0024277496791196285,0.007100502795724273,0.007165182734852449,0.0015768547784488218,0.9550369442109296,0.004672753116604644,0.3271471104830147,6.467993912817604e-05,0.9083350234181837
WCST RL Asym Neg LogLik,212,0.00095408403778241,0.0021711456939756957,0.007660387995375273,0.007729561184199429,0.0012170616561932857,0.9688380664600945,0.005489242301399577,0.2881803331885438,6.917318882415646e-05,0.9051923487825895
WCST RL Asym AIC,212,0.00095408403778241,0.0021711456939756957,0.007660387995375273,0.007729561184199429,0.0012170616561932857,0.9688380664600945,0.005489242301399577,0.2881803331885438,6.917318882415646e-05,0.9051923487825895
WCST RL Asym BIC,212,0.0009627506245254436,0.0021732845218881414,0.007686429019279628,0.00775493005637673,0.0012105338973626978,0.9690758569243477,0.005513144497391487,0.28712968847877623,6.850103709710176e-05,0.9056507135719771
WCST RL Sticky alpha,212,0.0025680695153352806,0.009625061992011519,0.012012522308675111,0.012025522107601994,0.007056992476676238,0.690091947023669,0.002387460316663592,0.48233579638787716,1.2999798926882633e-05,0.9587310736789273
WCST RL Sticky beta,212,0.006579690147308526,0.027693430034807953,0.030645010629786085,0.04023998498975323,0.021113739887499428,0.21805814559243822,0.0029515805949781315,0.43040274437128456,0.009594974359967146,0.1547950094201255
WCST RL Stickiness,212,0.005753029678983279,0.03719183650292013,0.04011476909226508,0.04234680801219748,0.03143880682393685,0.08448522289472456,0.002922932589344951,0.4303880672309961,0.0022320389199323998,0.4912647436962576
WCST RL Lapse,212,0.002392378856482913,0.007489632668136625,0.012603871343502715,0.022745454920613084,0.0050972538116537125,0.7872684774303735,0.0051142386753660896,0.3040187999012309,0.010141583577110369,0.14720522397938096
WCST RL Sticky Neg LogLik,212,0.0008156410705896233,0.002927648821613338,0.007140954981677772,0.007225299716863476,0.0021120077510237145,0.9325090420520445,0.004213306160064434,0.3520691370461816,8.434473518570407e-05,0.8953913955016867
WCST RL Sticky AIC,212,0.0008156410705896233,0.002927648821613116,0.007140954981677328,0.007225299716863254,0.0021120077510234925,0.9325090420520494,0.004213306160064212,0.3520691370461816,8.434473518592611e-05,0.8953913955016867
WCST RL Sticky BIC,212,0.0008285381679254966,0.002914722934033054,0.00717487269497652,0.007257999595083664,0.002086184766107557,0.9336394313584004,0.004260149760943466,0.34940340699257766,8.312690010714441e-05,0.8961433086427116
WCST RL alpha0,212,0.004434861858898298,0.018078961131612892,0.039022369407686,0.0431802207432721,0.013644099272714594,0.4153986302183247,0.020943408276073106,0.035749697391978766,0.004157851335586105,0.34754655917833144
WCST RL alpha Decay,212,0.0014270291540672275,0.022523681087870062,0.025369416601998873,0.028117919270676528,0.021096651933802835,0.22051647067819233,0.002845735514128811,0.4400188753630041,0.002748502668677655,0.4484004216147006
WCST RL beta (Decay),212,0.0012008364703214314,0.010300493697616986,0.014492589485399998,0.015623005124998035,0.009099657227295554,0.5955594528914031,0.004192095787783012,0.35149599888699967,0.001130415639598037,0.6288986611892641
WCST RL Decay Neg LogLik,212,0.0008350049213539101,0.0023884783837996304,0.007240472308106871,0.007302980623758559,0.0015534734624457203,0.9559723481065796,0.004851993924307241,0.3180280713292173,6.250831565168813e-05,0.9098740329342251
WCST RL Decay AIC,212,0.0008350049213542432,0.0023884783837996304,0.007240472308106871,0.00730298062375867,0.0015534734624453872,0.9559723481065973,0.004851993924307241,0.3180280713292173,6.250831565179915e-05,0.9098740329342251
WCST RL Decay BIC,212,0.0008446133304117476,0.002387154636862787,0.007268969046249185,0.007330912461374406,0.0015425413064510396,0.9564070083702916,0.004881814409386398,0.31654215447815576,6.194341512522072e-05,0.9102792024538466
WCST WSLS P(shift|win),212,0.00021606295577469847,0.03966851763854118,0.04011890687826325,0.04099314961340006,0.03945245468276648,0.03995404857445288,0.000450389239722071,0.7567671530536895,0.0008742427351368098,0.6667483538328229
WCST WSLS P(stay|lose),208,0.026303504046787163,0.0321787507601311,0.036664674283408916,0.03689711367383175,0.00587524671334394,0.7468781764674637,0.004485923523277813,0.3344743208170312,0.0002324393904228339,0.8263275146167561
"WCST WSLS P(stay|win, switch)",205,0.009562306243070862,0.014837396987610774,0.021010627668281323,0.034169854038980985,0.005275090744539912,0.7854388599572386,0.0061732306806705495,0.26518701163863956,0.013159226370699662,0.1029517574019324
"WCST WSLS P(shift|lose, switch)",202,0.029817124684923813,0.04893045424325826,0.055215330095865434,0.05825970347658194,0.019113329558334446,0.2713701911908159,0.006284875852607175,0.25612716142319747,0.003044373380716503,0.429371451823623
"WCST WSLS P(stay|win, stable)",212,0.002282228164931177,0.03486048187387347,0.03492839730796993,0.03641150832726592,0.032578253708942295,0.07665701974600996,6.791543409645495e-05,0.9045131533428484,0.0014831110192959907,0.5758584458160755
"WCST WSLS P(shift|lose, stable)",132,0.012738446735874653,0.014364819583490007,0.046497523957678366,0.04952863071011271,0.0016263728476153538,0.9761957748712727,0.03213270437418836,0.04221558094210118,0.0030311067524343427,0.5306088311264698
"WCST WSLS P(stay|win, colour)",212,0.0013406343285652378,0.03360127777227773,0.0349233772223243,0.04360454036677075,0.03226064344371249,0.07922207299921866,0.0013220994500465766,0.59672584401283,0.008681163144446447,0.17508727748289044
"WCST WSLS P(shift|lose, colour)",159,0.04315693389606967,0.06141692119443165,0.07476731953329241,0.08407402716613843,0.01825998729836198,0.39820886835162306,0.013350398338860758,0.1406870766275151,0.009306707632846023,0.21738908791598222
"WCST WSLS P(stay|win, shape)",208,0.002258094148483214,0.02012715645836327,0.020197456729822538,0.039484538468384955,0.017869062309880057,0.30065564555406626,7.03002714592671e-05,0.9045317164136498,0.019287081738562417,0.04642006474590882
"WCST WSLS P(shift|lose, shape)",169,0.008445202156751708,0.010410225866674616,0.025576816673783753,0.026743709862549925,0.0019650237099229084,0.955388295121586,0.015166590807109137,0.11425504108619523,0.0011668931887661715,0.6609939584882751
"WCST WSLS P(stay|win, number)",206,0.0036364096166227045,0.026180292078500256,0.02684783071044594,0.02689694449820368,0.02254388246187755,0.20452140570855795,0.0006675386319456855,0.7121733331222864,4.911378775773745e-05,0.9204719914361039
"WCST WSLS P(shift|lose, number)",150,0.05662643779200094,0.07711997458434838,0.0777228378695658,0.09299840835883666,0.020493536792347444,0.36562368668736905,0.0006028632852174143,0.7602502125814605,0.015275570489270862,0.12421913732139626
WCST BRL Posterior Entropy Mean,212,0.0030640102539259972,0.017830758279694936,0.020811885798707963,0.021603121541857506,0.014766748025768939,0.37922034117907144,0.002981127519013027,0.43043315224774203,0.0007912357431495431,0.6850416097652066
WCST BRL Entropy Drop Mean,212,0.029942302713908076,0.060259529709067006,0.0607909769403745,0.07151733273581418,0.03031722699515893,0.08745399231724382,0.0005314472313074914,0.7337645775330903,0.01072635579543968,0.12629344043219895
WCST BRL P(rule max) Mean,212,0.001818479683762031,0.01470636199052433,0.017755525871875788,0.018434893857869006,0.0128878823067623,0.44303214513309275,0.0030491638813514577,0.42594856165353934,0.0006793679859932178,0.707487366090461
WCST BRL Change Point Prob Mean,212,0.005947690598499311,0.013600398462349728,0.01662315687546967,0.017735960554763786,0.0076527078638504165,0.6603243495747338,0.0030227584131199414,0.42822171415888877,0.0011128036792941165,0.6312164810776182
WCST BRL Surprise Mean,212,0.00613674399143771,0.028996090757587578,0.02997947362654596,0.030791936613589144,0.02285934676614987,0.18664330933712137,0.0009833828689583823,0.6489608886848925,0.0008124629870431832,0.6796517953459652
WCST RT Fatigue Slope (Q4-Q1),212,0.003352111808152314,0.004346581044774589,0.023859272514386576,0.027368124731747767,0.0009944692366222752,0.9765903564093363,0.019512691469611987,0.04423454378280104,0.0035088522173611914,0.3919689468484292
WCST CV Fatigue Slope (Q4-Q1),212,0.017676365623222057,0.02303149934061477,0.03061002737212981,0.030862157956860203,0.005355133717392713,0.7701249249848128,0.007578528031515042,0.20696404675108201,0.0002521305847303923,0.818031354752977
WCST CV Fatigue Slope (Rolling),212,0.012917786128743058,0.034841818355576426,0.043628657747859956,0.05269323779393109,0.021924032226833368,0.20028777961834243,0.00878683939228353,0.17143934567194866,0.009064580046071136,0.1638857342540505
WCST Accuracy Fatigue Slope (Q4-Q1),212,0.005489801949780659,0.013772111640363849,0.013780745778350423,0.014652578671102146,0.00828230969058319,0.6309638515652327,8.634137986573975e-06,0.9662495477990682,0.0008718328927517227,0.6713927934312166
WCST RT SD Block Slope,212,0.012209348478484539,0.02654570693331615,0.04018201264118926,0.04113540536204596,0.01433635845483161,0.38870684289818275,0.013636305707873109,0.08941134575687855,0.000953392720856705,0.6529197640156957
WCST RT p90 Block Slope,212,0.0017104373680769669,0.0077533983002227025,0.0254573137759716,0.025482169776678276,0.006042960932145736,0.7401317131606171,0.0177039154757489,0.05501244593873261,2.4856000706674486e-05,0.9425664947536991
WCST Residual SD Block Slope,212,0.009983430610614796,0.022356053084780947,0.04014748762880793,0.040721256014778384,0.01237262247416615,0.4580239207234549,0.017791434544026985,0.05262296593013976,0.0005737683859704523,0.7272169194811228
WCST Residual Abs Slope (Correct),212,0.01131565682451785,0.020170622986920073,0.039801706075247245,0.040189366350689704,0.008854966162402222,0.6024388873758576,0.019631083088327173,0.04191013440706073,0.0003876602754424585,0.7743702366378648
WCST Tau Q1,47,0.06806689617020911,0.10330955156907573,0.16541104728982314,0.17406694701769565,0.03524265539886662,0.6594843204553991,0.06210149572074741,0.09220721433968897,0.008655899727872507,0.5263545619517691
WCST Tau Q2,38,0.07505976341926868,0.09706986616213387,0.1596484075805623,0.18323620894904125,0.02201010274286519,0.8536361862490586,0.06257854141842845,0.13880422386821437,0.023587801368478933,0.35938761033828903
WCST Tau Q3,35,0.0475958996120418,0.09283343168492131,0.11115056785019606,0.12345555501098637,0.045237532072879505,0.6973219870989656,0.01831713616527475,0.4538329739234789,0.012304987160790315,0.5432793715282046
WCST Tau Q4,43,0.12100375828119403,0.17706498561457917,0.2661742040441901,0.2770241642870379,0.056061227333385144,0.48058582925579063,0.08910921842961095,0.04366554076434669,0.01084996024284779,0.47342506435163023
WCST Tau Slope (Q4-Q1),43,0.127721068726942,0.17023662142024987,0.348319976890076,0.3488613667020194,0.04251555269330787,0.599084624131306,0.17808335546982612,0.003399474464895722,0.0005413898119434046,0.865528887291269
WCST Error Cascade Count,212,0.011429427657422386,0.015771755604596538,0.017290320215005872,0.029891407328911823,0.004342327947174152,0.8232431554209414,0.0015185646104093342,0.5741623850251673,0.012601087113905951,0.10510448920267534
WCST Error Cascade Rate,212,0.017197401993290118,0.02241122256161221,0.024340927441245608,0.04032477182681771,0.005213820568322092,0.7774595738342076,0.0019297048796333982,0.5249939046551773,0.0159838443855721,0.06673750607132259
