participant_id,gender,ucla_score,pure_interference,facilitation,traditional_interference
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,여성,65.0,48.56944449742639,42.80000003178907,91.36944452921546
y1EHXv8tUTa4BRS4fRio7bULYfA2,여성,35.0,77.06388885445062,98.82777782281244,175.89166667726306
HyQM2xKwwuVfqidmRYF6TiRk90C2,남성,21.0,41.22777777744659,1.9861111140086223,43.21388889145521
roaf78tUWxWSEjAUcUu8O7mrQbl1,여성,58.0,108.59444444709345,-7.966666662030661,100.62777778506279
Rc706mP0TSeIoIpMYH1SpRXjOxA2,여성,46.0,124.63611136542431,-34.25277802679284,90.38333333863147
i1tBstVkNiVP0qro7TgGD08IGGa2,여성,26.0,50.62968254202883,85.21388887034527,135.8435714123741
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,여성,60.0,180.52777777777783,121.27777777778101,301.80555555555884
uhq0lYdK12b2vJDJLS0EPTVe9nP2,여성,51.0,85.91666666666333,58.333333333335645,144.24999999999898
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,여성,29.0,158.2444444449825,-64.72499999983438,93.51944444514811
iWsc4pghIEWOQUZKuQJMfe516UI3,남성,27.0,63.10555555588667,62.55833333896271,125.66388889484938
lHDkoPQu5reNCO45npeYSS9eLQl1,여성,36.0,110.3916666507721,-3.4694444073570594,106.92222224341504
WcTsIpSoEhYeIBSNjAbbdaNSBya2,여성,30.0,-26.580555552409805,32.51944444204355,5.938888889633745
mg2WZiRBn4NQDKiMK43Y8dBqyG53,여성,54.0,113.55555555554906,30.55555555555395,144.111111111103
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,여성,25.0,109.02500000264911,-24.461111108461978,84.56388889418713
CtJe4bZZnYUBNrcPk00d3YQFSGp2,여성,45.0,63.330555555546425,44.57777777775971,107.90833333330613
CDEoAyvS8feXLKMKsaZah9agEhF3,여성,33.0,112.41666666667959,81.67222222221449,194.08888888889408
GDZGRW51kbWtAdUIHCtEd8sAtqY2,여성,26.0,-40.097222228844885,30.20000002119275,-9.897222207652135
QreA2rLiUhV3YHeMfuHMPdGbpJ53,여성,44.0,63.00277777512861,258.86666667461395,321.86944444974256
AyAnuCaltBbpEYbudoyNzTvXlcC2,여성,62.0,191.4527777814203,0.483333321081318,191.93611110250163
azdL1gX79EVd9iepyCAVQrqIaQF3,여성,32.0,98.46111111106188,-27.04444444443402,71.41666666662786
jzdk8E3tVXTXIozlfK5oeEb7wWp2,남성,37.0,-61.92777778373829,99.00000000331136,37.072222219573064
pRQimOpZtsekBI2I1kbnD3pycmo1,남성,25.0,52.2000000013245,72.16111110978659,124.36111111111109
HSggdq91WiQp16bOj7V3dABkcgk2,남성,44.0,41.48055555754229,38.197222222884534,79.67777778042682
PLreonkqaMeFc0UqxKUelH44UQu1,남성,44.0,78.61944444311985,-96.61666666674944,-17.997222223629592
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,여성,47.0,-45.008333333664496,60.45277777810895,15.444444444444457
