metric,term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975],n,r_squared
stroop_interference,Intercept,153.61278121108995,14.238192207412663,10.788784065656618,4.865233556163928e-16,125.16872241446659,182.0568400077133,72,0.1606172698728976
stroop_interference,z_ucla,11.311630470977008,18.53159739387431,0.6103969469310891,0.5437604260921194,-25.709491184642168,48.33275212659618,72,0.1606172698728976
stroop_interference,gender_male,-25.043777732866282,23.31958376487045,-1.0739375962015765,0.2868831183149069,-71.6300017462934,21.54244628056084,72,0.1606172698728976
stroop_interference,z_ucla:gender_male,21.772739320765528,24.341311092932163,0.8944768520331489,0.3744184289301711,-26.85461967455726,70.40009831608832,72,0.1606172698728976
stroop_interference,z_dass_dep,-30.138265740035276,17.98163398599665,-1.6760582360593987,0.09860585499357949,-66.06070918694763,5.784177706877077,72,0.1606172698728976
stroop_interference,z_dass_anx,25.146583515899188,16.975436976558818,1.4813511752671704,0.14341990637620353,-8.765750327173436,59.05891735897181,72,0.1606172698728976
stroop_interference,z_dass_stress,-15.969382325385402,17.177146944357933,-0.9296877052466948,0.35602625160480295,-50.28467815270179,18.34591350193098,72,0.1606172698728976
stroop_interference,z_age,33.12029994668715,11.566142545870553,2.8635562647904638,0.005657849510034538,10.014273996736012,56.226325896638286,72,0.1606172698728976
prp_bottleneck,Intercept,648.8438561228531,19.780551495289185,32.80211152238995,9.691152882384534e-42,609.3276618219558,688.3600504237505,72,0.2678149045979856
prp_bottleneck,z_ucla,-20.27584229849171,25.745207762306872,-0.7875579209027488,0.43386242460450775,-71.70780730182219,31.156122704838772,72,0.2678149045979856
prp_bottleneck,gender_male,-108.08480887511867,32.3969659062182,-3.336263315151161,0.0014171608948024316,-172.80518837589003,-43.36442937434731,72,0.2678149045979856
prp_bottleneck,z_ucla:gender_male,61.668648096241924,33.81641085628335,1.8236307915209582,0.07287781899977389,-5.88739867394608,129.22469486642993,72,0.2678149045979856
prp_bottleneck,z_dass_dep,-20.72140311180938,24.981165575519615,-0.8294810363898871,0.40991547126347017,-70.62701838144523,29.184212157826458,72,0.2678149045979856
prp_bottleneck,z_dass_anx,25.716213859439616,23.583296276548566,1.0904418770760236,0.27960710035284103,-21.396836458781475,72.8292641776607,72,0.2678149045979856
prp_bottleneck,z_dass_stress,11.36260500014572,23.863523874760528,0.47614950163179726,0.6355893637445571,-36.31026430098163,59.03547430127307,72,0.2678149045979856
prp_bottleneck,z_age,44.311787026735516,16.06837967191777,2.7577010209796016,0.0075780790934850345,12.21150845930979,76.41206559416125,72,0.2678149045979856
prp_t1_slowing,Intercept,1.8254747864729395,34.23446781237467,0.05332271547136739,0.9576435092552716,-66.5866501946167,70.23759976756257,71,0.17461742318492224
prp_t1_slowing,z_ucla,13.242288265953412,44.84683018360586,0.29527813251769675,0.7687523877748197,-76.37695069348908,102.86152722539589,71,0.17461742318492224
prp_t1_slowing,gender_male,-77.49326247631998,55.65967972419469,-1.3922692847015155,0.1687360213170978,-188.7202570528979,33.733732100257924,71,0.17461742318492224
prp_t1_slowing,z_ucla:gender_male,34.52391115150109,57.99940461704276,0.5952459577724089,0.5538113006125293,-81.37865053680011,150.42647283980227,71,0.17461742318492224
prp_t1_slowing,z_dass_dep,-79.66974894123544,42.975153587309556,-1.8538560607904773,0.06844259157548864,-165.54874067581179,6.209242793340906,71,0.17461742318492224
prp_t1_slowing,z_dass_anx,30.94053905844625,40.40212252950781,0.7658146929248268,0.4466463516214274,-49.79666039615984,111.67773851305233,71,0.17461742318492224
prp_t1_slowing,z_dass_stress,13.578490050707217,40.848543427738335,0.3324106298851944,0.7406827353257589,-68.05081038386146,95.2077904852759,71,0.17461742318492224
prp_t1_slowing,z_age,84.89152858116805,27.53080515731412,3.083510565567854,0.0030350583776707694,29.875604467068136,139.90745269526795,71,0.17461742318492224
