participant_id,t2_rt_short,t2_rt_long,prp_effect
roaf78tUWxWSEjAUcUu8O7mrQbl1,1.3661086956366248,1.019409090919928,0.3466996047166968
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1.3008826086624807,0.6653083334366481,0.6355742752258327
i1tBstVkNiVP0qro7TgGD08IGGa2,1.6444173913105673,0.7202625000278156,0.9241548912827517
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1.326217391304353,0.6989130434782659,0.627304347826087
wJPD2B4ZTJhCyUqGTwc8yJSKPPH2,0.9258666666665425,0.48676086956521736,0.43910579710132513
iWsc4pghIEWOQUZKuQJMfe516UI3,1.0245124999905626,0.495000000004967,0.5295124999855956
lHDkoPQu5reNCO45npeYSS9eLQl1,1.6377136362899434,0.625726086948229,1.0119875493417143
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1.2062636363648556,0.5936583333319674,0.6126053030328882
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1.3040458332896232,0.6667045454111966,0.6373412878784266
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1.6205695652173753,0.7725409090909049,0.8480286561264704
CDEoAyvS8feXLKMKsaZah9agEhF3,1.3607666666667015,0.6230250000000621,0.7377416666666394
GDZGRW51kbWtAdUIHCtEd8sAtqY2,1.217818181829019,0.450975000033776,0.766843181795243
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1.324652380931945,0.6136285714081355,0.7110238095238095
AyAnuCaltBbpEYbudoyNzTvXlcC2,1.7281285714421952,1.0375499999991484,0.6905785714430468
azdL1gX79EVd9iepyCAVQrqIaQF3,1.1920708333333991,0.5489749999999767,0.6430958333334225
jzdk8E3tVXTXIozlfK5oeEb7wWp2,1.1839375,0.5294714285929998,0.6544660714070003
