participant_id,n_trials,log_likelihood,converged,focused_state_id,lapsed_state_id,focused_occupancy,lapsed_occupancy,p_focused_to_lapsed,p_lapsed_to_focused,p_focused_stay,p_lapsed_stay,focused_mean_rt,lapsed_mean_rt,focused_sd_rt,lapsed_sd_rt,rt_difference
nT1qJOiMyDdJ9ui4el195A8Hsgs1,79,-649.9878456315391,True,0,1,0.8227848101265823,0.17721518987341772,0.16895224658050548,0.7795833945279146,0.8310477534194944,0.22041660547208544,1497.2081754967678,5784.620900094568,427.39806544987084,3565.691584937665,4287.412724597801
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,119,-933.5747728624403,True,0,1,0.7478991596638656,0.25210084033613445,0.22986961713416987,0.5898416266595018,0.7701303828658301,0.4101583733404982,922.2136191509464,2597.7601449080958,245.74374489322292,1563.7763234879988,1675.5465257571493
ric6cNjG25XmZJCiKZDOxzeezao1,100,-703.7248143418294,True,1,0,0.93,0.07,0.07776172599829483,0.9952672578819869,0.9222382740017052,0.004732742118013102,954.6566558214371,2217.2764087168507,201.12442244720836,1102.898700142528,1262.6197528954135
kxerHPSL3bQjD74HhiebYf3blPr1,128,-858.962274802451,True,0,1,0.6484375,0.3515625,2.5727632716197472e-05,0.022208239942860565,0.9999742723672838,0.9777917600571394,199.27903556200985,1019.6396988451856,114.55056547168888,495.9294444671443,820.3606632831758
2h5FgHUEvBS1twD5DqbTIRrMm1f2,99,-837.3101047465283,True,0,1,0.8888888888888888,0.1111111111111111,0.10485295002961771,0.7421340699701683,0.8951470499703824,0.2578659300298317,1430.9242373757183,7487.223752373644,673.6882107043169,4322.158615402672,6056.299514997925
lpzDdvuMkKWkPxu6xeclmdctEp42,84,-648.8833289674454,True,0,1,0.8214285714285714,0.17857142857142858,0.1399582735000929,0.5640961656098402,0.8600417264999071,0.4359038343901599,1155.498595468464,2750.9904642853817,294.32332395041976,1290.4083305775166,1595.4918688169178
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,79,-639.1318552191422,True,0,1,0.7468354430379747,0.25316455696202533,0.15137095025860975,0.43430618386874253,0.8486290497413903,0.5656938161312576,1345.5548757881097,3381.238179564161,380.48572866379084,1645.4699273425142,2035.6833037760512
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,82,-628.4244206866758,True,0,1,0.7439024390243902,0.25609756097560976,0.08548607660433194,0.27418109680123237,0.9145139233956681,0.7258189031987677,1074.501317254696,2798.7934035288326,246.59319763659354,1404.4555743281826,1724.2920862741366
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,76,-563.5617456511471,True,0,1,0.8552631578947368,0.14473684210526316,0.04313263488743876,0.2917657822755633,0.9568673651125612,0.7082342177244366,1563.3154379811924,2671.734669409165,299.71892952442965,634.2563573074685,1108.4192314279724
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,69,-581.9183962478215,True,1,0,0.8405797101449275,0.15942028985507245,0.15675780826643834,0.7752794037219479,0.8432421917335616,0.22472059627805213,1769.31856897173,5752.055558870274,595.5714903251932,3304.079039210507,3982.7369898985435
LliUMEIsrCVZ88YFQfevan2Og4z1,97,-725.4758043815862,True,0,1,0.979381443298969,0.020618556701030927,0.010638297872341832,1.0,0.9893617021276582,5.036694233573005e-154,1078.647368421038,4873.79999999993,412.44537331235745,164.10001523458556,3795.1526315788924
EUhcW9kURScie1DwGPHqmNqotJB2,128,-1029.118133900533,True,0,1,0.7578125,0.2421875,0.2534572833224248,0.6410565167842565,0.7465427166775753,0.3589434832157436,1709.4186185787662,3195.4648978308023,396.73245460296255,1193.0712027344855,1486.0462792520361
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,119,-860.1643192872891,True,0,1,0.9243697478991597,0.07563025210084033,0.07847348044224879,0.9971486603458855,0.9215265195577512,0.0028513396541146076,1014.8153084657581,2304.9648082457625,254.91461180954207,442.7148151143788,1290.1494997800044
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,126,-1207.7220127391038,True,0,1,0.9920634920634921,0.007936507936507936,0.008064516129040666,1.0,0.9919354838709593,0.0,3687.3655999965667,54090.10000002384,3667.908302684355,0.1,50402.73440002727
wdppvL4tIkVlGjou6aYzzjlaZXB2,128,-1022.8888545249914,True,0,1,0.7421875,0.2578125,0.04056112241890827,0.1257647642576807,0.9594388775810918,0.8742352357423192,854.8482018353985,2331.1091402003963,481.96620313627966,1146.2516476059561,1476.2609383649979
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,64,-516.3225759961356,True,0,1,0.9375,0.0625,0.066053517296074,0.9999690971016906,0.933946482703926,3.0902898309495085e-05,2087.632788768667,5001.157602855188,610.1801236287378,1469.6490059765674,2913.524814086521
K26uNuY0VNPjJNF26wEx3bFg0kr2,70,-493.2259924370721,True,0,1,0.9714285714285714,0.02857142857142857,0.014925373134326523,1.0,0.9850746268656735,0.0,1112.841176470599,3407.199999999954,284.2060927521099,9.600260412948511,2294.3588235293546
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,85,-626.3469270747189,True,0,1,0.8588235294117647,0.1411764705882353,0.10953946758953101,0.6649315365967329,0.8904605324104691,0.33506846340326707,1035.2622720986012,3530.068982859816,187.64318487903094,2396.8299889132695,2494.806710761215
DPvStUYSmohmXwFwaKRqHv89R3k1,63,-480.43610834501834,True,0,1,0.6349206349206349,0.36507936507936506,0.178948811505457,0.30565532304853277,0.821051188494543,0.6943446769514672,1104.546860152348,2273.8733741621345,178.50937557155572,955.394022397799,1169.3265140097865
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,93,-793.9885724734878,True,0,1,0.6774193548387096,0.3225806451612903,0.13126028252342023,0.2852009202721531,0.8687397174765797,0.7147990797278468,1314.7598523341871,5027.528467091492,457.45482029919776,3727.792788370901,3712.7686147573045
62fAfeQc27bZelkPX7G54T3gvci2,70,-551.4334247599973,True,1,0,0.8857142857142857,0.11428571428571428,0.09114566421331259,0.7372464487084458,0.9088543357866875,0.26275355129155425,1356.821069114815,6633.586110592149,363.45146655471876,3244.490148769593,5276.765041477334
q0Atnpm0jZS5swcVmq0EMalQUKw1,71,-526.577330681383,True,1,0,0.7887323943661971,0.2112676056338028,0.14402429199155042,0.5012825210180523,0.8559757080084497,0.49871747898194774,1250.8142184460662,2488.1116388037062,199.5676706585123,943.2400145422579,1237.29742035764
kR2rCtaPyPaj7YMizKUDn5xL2qx1,84,-653.5189120471041,True,0,1,0.9404761904761905,0.05952380952380952,0.06224660573421112,0.999996378844827,0.937753394265789,3.621155173027678e-06,1189.1918962359025,3790.970514916272,450.4214478039739,1554.3053553448322,2601.7786186803696
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,73,-596.655059788311,True,0,1,0.7123287671232876,0.2876712328767123,0.1670780079810071,0.42443105616369103,0.832921992018993,0.5755689438363089,1546.4428900605037,5495.394277400314,254.07194569895665,3591.598363409251,3948.951387339811
mwsliuPsLFhRFjtjQwYkqcCRDvi2,72,-549.3724358433165,True,0,1,0.7916666666666666,0.20833333333333334,0.14071581517713025,0.5124451303987366,0.8592841848228697,0.4875548696012634,996.0602833555472,2693.3826873214366,221.95539514002192,1662.2660303789144,1697.3224039658894
iKVZi0Oo96UrMBhPQMHWFcf55uA3,68,-518.5427247999496,True,0,1,0.8676470588235294,0.1323529411764706,0.10219523071338764,0.6869934126770529,0.8978047692866123,0.3130065873229471,1471.646408746124,3080.4523412646295,318.6342745330745,1222.130992949192,1608.8059325185054
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,71,-526.4090982372489,True,0,1,0.9014084507042254,0.09859154929577464,0.09391072036339278,0.9999999986049803,0.9060892796366072,1.3950197037137416e-09,1170.4498107188463,3448.311636050661,271.46387035333794,1664.331033778591,2277.8618253318145
ssPK6ISW0HerTGke9hznqJ2LpKu1,83,-611.6138985017127,True,0,1,0.9879518072289156,0.012048192771084338,0.0,1.0,1.0,0.0,1308.7524390569547,5733.0,426.9390593754064,0.1,4424.247560943046
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,79,-620.8787041700308,True,0,1,0.7974683544303798,0.20253164556962025,0.09018152074195493,0.38317004824146017,0.909818479258045,0.6168299517585399,1087.8168600440085,4517.8564882878745,271.02773193425475,3340.7178437097086,3430.039628243866
5zxa5CMLGQSSonWOXqXf0QNS3PH3,87,-664.144203709217,True,0,1,0.9770114942528736,0.022988505747126436,1.071884896753841e-11,0.4871905276754004,0.9999999999892811,0.5128094723245996,1193.3999206609544,7653.890708198304,472.89896702954326,2811.3761454836854,6460.49078753735
h5RYP03wJuVN0xo7qAR8CKFxLaj1,126,-1003.8188328089265,True,0,1,0.8412698412698413,0.15873015873015872,0.19319586650894563,0.999992388488244,0.8068041334910543,7.611511755942798e-06,1297.1697785641106,3600.93745497759,416.482481169088,1402.195736633377,2303.7676764134794
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,91,-707.2925918605135,True,0,1,0.989010989010989,0.01098901098901099,0.0,1.0,1.0,0.0,1432.1633333100212,13646.0,636.0275587853954,0.1,12213.836666689978
v8nNKiWvPdcjiHXZci39OuFTY6M2,76,-626.5468240678683,True,0,1,0.7894736842105263,0.21052631578947367,0.13299809077738295,0.5003412763318393,0.8670019092226171,0.49965872366816055,1664.4042163098118,5338.87424758654,450.19057815063604,1885.6146343065843,3674.470031276728
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,128,-1267.8423615694014,True,1,0,0.8671875,0.1328125,0.13630317533918837,0.7715500475207911,0.8636968246608117,0.22844995247920882,3070.890254851908,31508.092116274842,2202.4063186168055,45052.895646645695,28437.201861422935
LSLmd8jENtONZFVkIpRDX665Bu73,82,-634.8296296697539,True,0,1,0.8902439024390244,0.10975609756097561,0.1270936911014688,0.9993502498981633,0.8729063088985313,0.0006497501018367503,1436.2553522604896,3545.8226352193446,379.5292185883466,890.1058873661158,2109.567282958855
mUZzgdWKnPb2txOkJg9FHgqX5792,107,-855.6643606051634,True,0,1,0.9626168224299065,0.037383177570093455,0.030406181985053047,1.0,0.969593818014947,4.810977438493238e-17,1715.9427727244297,6782.977110740421,627.8258674322718,797.2013402905595,5067.034338015992
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98,-750.8018177792932,True,0,1,0.9285714285714286,0.07142857142857142,0.06012184719450894,0.7017150065188951,0.939878152805491,0.29828499348110504,1459.231122469837,3139.9682708770342,391.64091633606887,1438.802260898064,1680.7371484071973
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72,-597.8749848682098,True,0,1,0.9861111111111112,0.013888888888888888,0.014285714285715683,1.0,0.9857142857142843,0.0,1792.1971831053077,13130.0,1040.547711604167,0.1,11337.802816894693
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,82,-625.2508571952068,True,1,0,0.7560975609756098,0.24390243902439024,0.23337640389612058,0.619740105383725,0.7666235961038794,0.3802598946162749,947.2306645054668,2216.7644218788514,210.38520967252765,1160.8624075053694,1269.5337573733846
fEq0OghbLpfD1jigl1Mbz96aMbg2,88,-679.2516462038876,True,0,1,0.9886363636363636,0.011363636363636364,0.011627906976743386,1.0,0.9883720930232566,0.0,1305.5666666659472,9295.39999999106,567.8339742712645,0.1,7989.833333325112
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74,-558.1642266274879,True,0,1,0.9324324324324325,0.06756756756756757,0.093634582124554,0.9999970805603396,0.9063654178754459,2.9194396603258216e-06,994.711890919726,2593.7615005770062,339.171321127997,1168.9467144869907,1599.0496096572801
cEIs6U87xfbSL5eFTXDK77MmvNf1,103,-791.5113503580513,True,1,0,0.9223300970873787,0.07766990291262135,0.055934820827907794,0.6696338443881606,0.9440651791720922,0.33036615561183946,1260.6876196511503,4526.028761062776,366.9975624936286,2576.3886721042218,3265.3411414116254
AsXBOflrszVNKoFqbN61bMJqS0k2,105,-771.8306540553394,True,1,0,0.8761904761904762,0.12380952380952381,0.07689571588822357,0.4790276818501635,0.9231042841117764,0.5209723181498365,1114.4503370365605,2316.5023681585626,250.13830602270232,952.6852671741428,1202.052031122002
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84,-663.9435281052446,True,0,1,0.9880952380952381,0.011904761904761904,0.012195121951218642,1.0,0.9878048780487814,0.0,1816.7084337415465,16770.0,686.7594548707946,0.1,14953.291566258453
DzB19GqCB7fyrlEPexogWkjFzEx2,79,-600.6341229915957,True,0,1,0.9873417721518988,0.012658227848101266,0.0,1.0,1.0,0.0,1686.2410256373576,7012.900000095367,544.1571042401283,0.1,5326.65897445801
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88,-717.6786899288086,True,1,0,0.7954545454545454,0.20454545454545456,0.18670772683690062,0.6147541685091751,0.8132922731630994,0.38524583149082503,1381.5121286290973,3575.388628783289,415.9928081444132,1900.4054450106335,2193.8765001541915
xBGZhFOeypWnqzSQClkrwV9z2vF3,78,-573.3781820050783,True,1,0,0.9102564102564102,0.08974358974358974,0.039449428909535914,0.4859031816661665,0.960550571090464,0.5140968183338336,1137.5197930192612,2633.572463798365,290.20303264225987,810.8028329255587,1496.0526707791037
MMSYeiMQi3gMr4PrXQcpXzFiegj2,110,-822.3550591003899,True,0,1,0.8090909090909091,0.19090909090909092,0.06216402063638883,0.28403471336108194,0.9378359793636112,0.7159652866389181,1250.0651518542113,2607.195254259325,247.80852047463347,1275.181703025719,1357.1301024051136
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,69,-536.3250148202429,True,1,0,0.9855072463768116,0.014492753623188406,0.0,1.0,1.0,0.0,1618.8588235518512,18607.5,657.5637919860637,0.1,16988.64117644815
y1EHXv8tUTa4BRS4fRio7bULYfA2,101,-818.9941746171188,True,0,1,0.9306930693069307,0.06930693069306931,0.061695331934893786,0.8437774086125728,0.9383046680651063,0.15622259138742717,1479.2310987046992,6691.891213375924,566.5531927557035,4922.059182533519,5212.660114671225
HyQM2xKwwuVfqidmRYF6TiRk90C2,83,-627.0893607467195,True,0,1,0.7469879518072289,0.25301204819277107,0.14291532274888152,0.4446686615353012,0.8570846772511185,0.5553313384646988,860.1399948017934,2098.5590104538296,247.52278054422092,770.8158705814785,1238.4190156520363
roaf78tUWxWSEjAUcUu8O7mrQbl1,78,-660.6773956081238,True,0,1,0.9743589743589743,0.02564102564102564,0.013333333333334953,1.0,0.986666666666665,3.1612325870755786e-101,1658.3881578915998,13055.400000035763,1096.590929166038,570.3000043955755,11397.011842144162
Rc706mP0TSeIoIpMYH1SpRXjOxA2,61,-484.7562318117501,True,1,0,0.9672131147540983,0.03278688524590164,0.020758998246456033,0.9999999999995418,0.979241001753544,4.581486630638854e-13,1608.3157266694793,10077.307134892439,582.2650398423237,5625.387965854873,8468.991408222959
i1tBstVkNiVP0qro7TgGD08IGGa2,80,-640.8163351563455,True,1,0,0.9,0.1,0.08743680486412349,0.6318890244321758,0.9125631951358765,0.3681109755678242,1774.1686998739624,3534.44370931151,537.9493331335345,1367.2235692473887,1760.2750094375474
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,72,-583.7320378934526,True,0,1,0.6944444444444444,0.3055555555555556,0.20996363638110788,0.3822902819483438,0.7900363636188921,0.6177097180516562,1421.4975961547068,2926.591263028764,341.72311725767935,1394.562096354427,1505.0936668740571
2zDXvJKvjeejeOSNbtDbtSI5cdz1,71,-556.3949415484176,True,0,1,0.7183098591549296,0.28169014084507044,0.2513691203620274,0.6244626863525494,0.7486308796379727,0.3755373136474505,1223.1077374906586,2655.2678014147405,296.99473732061296,929.0270670632489,1432.160063924082
iWsc4pghIEWOQUZKuQJMfe516UI3,80,-652.8283190109996,True,0,1,0.9875,0.0125,0.0,1.0,1.0,0.0,1184.556962023053,12569.5,955.4912326909312,0.1,11384.943037976947
lHDkoPQu5reNCO45npeYSS9eLQl1,109,-872.3271547579149,True,0,1,0.9908256880733946,0.009174311926605505,0.0,1.0,1.0,0.0,1590.1546296631848,12348.5,789.1656861224244,0.1,10758.345370336816
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94,-708.2887591311919,True,0,1,0.9361702127659575,0.06382978723404255,0.017564281716610106,0.2981968080561741,0.9824357182833898,0.7018031919438259,1643.5225889595688,3081.2326462868436,383.78055359974417,1018.058258248366,1437.7100573272749
mg2WZiRBn4NQDKiMK43Y8dBqyG53,126,-918.018103017418,True,0,1,0.9206349206349206,0.07936507936507936,1.978054242623608e-06,0.09317796884853698,0.9999980219457574,0.906822031151463,960.1199579670628,3989.7601291624283,277.48578329164263,3834.2026457424995,3029.6401711953654
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,94,-782.2655852362052,True,0,1,0.9893617021276596,0.010638297872340425,0.010869565217391318,1.0,0.9891304347826086,0.0,1713.2172043195335,16531.5,1041.1507525938823,0.1,14818.282795680467
CtJe4bZZnYUBNrcPk00d3YQFSGp2,80,-602.3598307959917,True,1,0,0.775,0.225,0.1445573707738213,0.4839603288531412,0.8554426292261788,0.5160396711468587,1148.332870114893,2618.813469431126,212.82028505639514,1163.5265971153526,1470.480599316233
CDEoAyvS8feXLKMKsaZah9agEhF3,68,-546.3836606350493,True,0,1,0.8235294117647058,0.17647058823529413,0.166742776996593,0.812650659701332,0.833257223003407,0.187349340298668,1051.5961591396429,7072.560656494042,260.30106908348205,9379.41123377913,6020.964497354399
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83,-628.5672003487687,True,0,1,0.9879518072289156,0.012048192771084338,0.0,1.0,1.0,0.0,1812.084146325181,22038.900000095367,524.9950680412943,0.1,20226.815853770186
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95,-707.3687855568253,True,0,1,0.8947368421052632,0.10526315789473684,0.1263811017839996,0.9999999999999992,0.8736188982160004,7.979985387225794e-16,1293.0933354523534,2532.9501075849125,298.57843012443254,907.1430113996664,1239.8567721325592
AyAnuCaltBbpEYbudoyNzTvXlcC2,112,-955.9500567657215,True,0,1,0.9910714285714286,0.008928571428571428,0.0,1.0,1.0,0.0,2112.972072077764,24974.89999997616,1347.073074438487,0.1,22861.927927898396
azdL1gX79EVd9iepyCAVQrqIaQF3,81,-603.7910804623632,True,0,1,0.8765432098765432,0.12345679012345678,0.09206929045497925,0.6714045801271482,0.9079307095450208,0.32859541987285174,1210.3150087821462,2806.173893389429,273.0043555815467,759.5662160753516,1595.8588846072828
jzdk8E3tVXTXIozlfK5oeEb7wWp2,78,-541.8017200126116,True,0,1,0.9871794871794872,0.01282051282051282,0.0,1.0,1.0,0.0,1276.609090916522,3969.5,280.175691953434,0.1,2692.8909090834777
ORuVuFPU5idz3fMoXTGsbwToW2j2,88,-674.0089789393394,True,0,1,0.9204545454545454,0.07954545454545454,0.052250645853975,0.6396507616038368,0.947749354146025,0.3603492383961631,1491.3766653606392,3035.969216352423,418.5064106618882,541.5714241948255,1544.5925509917836
pRQimOpZtsekBI2I1kbnD3pycmo1,77,-665.0966523409096,True,0,1,0.987012987012987,0.012987012987012988,0.013333333333334741,1.0,0.9866666666666652,0.0,1809.5749999912161,58860.60000002384,1451.9463517339505,0.1,57051.02500003263
yfjd8LbAMrYeG54927d3GiKAyXI2,78,-597.3365548325858,True,0,1,0.8589743589743589,0.14102564102564102,0.10503158751636198,0.44748775535435864,0.894968412483638,0.5525122446456413,1188.4783813862816,2694.0619325172597,317.96733063505246,917.7927156958606,1505.583551130978
HSggdq91WiQp16bOj7V3dABkcgk2,89,-684.5425586916768,True,0,1,0.8876404494382022,0.11235955056179775,0.09064074680854069,0.801335648129394,0.9093592531914593,0.19866435187060597,1112.6100072365882,3249.585635092858,391.15856487137233,340.06604633716245,2136.97562785627
PLreonkqaMeFc0UqxKUelH44UQu1,96,-843.8331954320336,True,0,1,0.9895833333333334,0.010416666666666666,0.010638297872339412,1.0,0.9893617021276606,0.0,1493.2073684218683,39003.09999999404,1668.6773330517883,0.1,37509.89263157217
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,78,-631.1984487329851,True,0,1,0.9871794871794872,0.01282051282051282,0.0,1.0,1.0,0.0,1604.1051948070526,16379.5,894.6327991393209,0.1,14775.394805192947
SdDjNMBD2ZMTEwUphkohi2cZwUx1,84,-607.9555077666946,True,0,1,0.7857142857142857,0.21428571428571427,0.12879991712264888,0.4536214421838783,0.8712000828773511,0.5463785578161218,981.5120146125929,2022.555281566872,160.1406166383666,951.278695616305,1041.0432669542793
foaW7wtvY3XLNdguFUK7OvOefP93,77,-583.2880994522009,True,0,1,0.922077922077922,0.07792207792207792,0.08195593493828487,0.9999480711989782,0.9180440650617152,5.192880102184208e-05,1149.6310461688968,3538.594832560195,337.2304126345456,1399.6582860149838,2388.963786391298
EmfmKFDgWJdW47a6CNTNjnbYaPh2,83,-648.4978832559844,True,1,0,0.891566265060241,0.10843373493975904,0.1483384944536242,0.9999997306770791,0.8516615055463758,2.6932292075769764e-07,1418.7874361003292,3786.7529101454897,392.28535968242807,1234.2052609297093,2367.9654740451606
6ABZuv4jbjgE0B8TeyUk6nwVb122,88,-679.6725931403826,True,0,1,0.7613636363636364,0.23863636363636365,0.21590906456527753,0.648509768309682,0.7840909354347224,0.35149023169031807,1631.6660097894558,2984.3064974536364,274.78866492719266,1042.1078204661696,1352.6404876641807
WeHQDy9BWldTlaQDVVlsJNCqwxA2,107,-788.6771091374858,True,1,0,0.8317757009345794,0.16822429906542055,0.13565581999362764,0.5329511176652298,0.8643441800063723,0.4670488823347701,1166.5922496082924,2005.5325836046306,240.8283036201185,679.6930421336978,838.9403339963383
0d841i8KPjdjwCYfDuUUXj0SEjH2,68,-535.937619808343,True,0,1,0.8823529411764706,0.11764705882352941,0.10155738087560205,0.6914232094722136,0.8984426191243979,0.30857679052778636,1348.5779905362926,3904.985941411299,389.5990008830138,1938.903449033106,2556.4079508750065
0oa5NYVnIBS9NmrmRAZrahXDctP2,73,-555.7101795216992,True,0,1,0.9863013698630136,0.0136986301369863,0.0,1.0,1.0,0.0,909.8791666668322,12336.79999999702,554.7267877153075,0.1,11426.920833330187
5OOi73igsahMZ5IVKQwwyhnj4Cn2,70,-553.1842024869186,True,0,1,0.8285714285714286,0.17142857142857143,0.18277404931929858,0.8180703867137074,0.8172259506807015,0.18192961328629262,1416.6601083332318,3557.824113287692,365.1127007877391,1056.008638201815,2141.1640049544603
O61Eik2zvrSQLMNpFbTNEgjWwMr2,78,-579.8412628177525,True,1,0,0.8205128205128205,0.1794871794871795,0.06897800648471607,0.3384602148407107,0.9310219935152839,0.6615397851592892,1344.9593231292652,2486.876819087633,298.25602825113225,420.47639663657344,1141.917495958368
Ub7nV8F55kPruh35ZpUcKoBUyn63,81,-626.9763119014867,True,0,1,0.5308641975308642,0.4691358024691358,0.20122493215561646,0.24678596349428858,0.7987750678443836,0.7532140365057113,1035.2829767877956,2107.8284308494476,180.61124589997254,941.5546531417904,1072.545454061652
Co587hoelyeANqFX7AYvuVQW0lZ2,82,-605.177430997695,True,0,1,0.9634146341463414,0.036585365853658534,0.026367631244864236,0.9999999999967416,0.9736323687551357,3.258385604405974e-12,932.8116375124474,3561.8032421746007,343.05477263464223,452.72545752624933,2628.9916046621533
cec6NLR2ZLVVw6h0TEKSNIH11v02,128,-976.4366828332212,True,0,1,0.953125,0.046875,0.057079266380053645,0.9999997555194788,0.9429207336199463,2.444805212410774e-07,1424.3809505887355,3458.365674029065,403.1376207805756,1539.2091820119008,2033.9847234403294
M4Km1Q2P2oPliChDQkwl6k20FUI3,102,-850.41925955492,True,0,1,0.8235294117647058,0.17647058823529413,0.13101311157798143,0.5950898457999435,0.8689868884220187,0.40491015420005644,1384.3601500723823,5525.91958033028,484.8141894801807,4198.900993437647,4141.5594302578975
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,69,-556.7407721450063,True,0,1,0.855072463768116,0.14492753623188406,0.08915571128061535,0.5479495382016034,0.9108442887193846,0.4520504617983967,1547.9120441472364,5158.078486922394,437.1066872839732,2768.2509553004334,3610.166442775158
Ru3Qf6pXZua1DfNkQdhbor6iJ403,86,-725.2586419568873,True,0,1,0.9069767441860465,0.09302325581395349,0.12047396576388239,0.9994984976948368,0.8795260342361176,0.0005015023051632802,1769.0353611395055,5852.528030026508,760.2756782595765,3320.9831827777925,4083.492668887002
6WFCyGwk71XLPBmbe4Vav3eotVm1,69,-507.4905659147246,True,1,0,0.8260869565217391,0.17391304347826086,0.189495946092525,0.7704398201042012,0.8105040539074749,0.22956017989579888,1024.7015520012924,2296.9952643678653,191.98033864548873,898.2879337264418,1272.293712366573
ASGvwW80q7VY7xFaLGZhVuErUQu2,80,-606.9565486799096,True,1,0,0.975,0.025,0.014384825931669176,0.9994915295933964,0.9856151740683308,0.0005084704066036862,1378.7291908021375,5404.471092414843,429.0360752494808,2253.2785833448897,4025.7419016127055
